scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,actual_entry_price,opened_ts_ns,opened_bar_index,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
HSP-1708979280000000000-000001,HSP,HSP,LONG,LONG,1708979400000000000,2024-02-26,20,1708979460000000000,54423.0,54383.0,54311.9,54599.9,CONFIRMED_LTF_BUYSIDE_LIQUIDITY,54338.2,93.25500000000102,20.35,100000.0,3000.0,147.41703356249795,0.9524813151288472,0.0007,,False,True,54383.100000000006,1708979460000000000,1230,10,54614.6,54321.0,231.49999999999272,62.10000000000582,3.251404494381721,0.8721910112359833,2.4824406198058035,0.6659160366736919,0.4115378564734922,1.0514497969074874,,,54599.8,1708980000000000000,2024-02-26,20,9.0,2857.3835895,0.00398469377435264,0.9524611965,TARGET
