run_id,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline:week-a,cascade-41a79e74ce437a15-down-1644227040000000000,1644227400000000000,O-20220207-095000-09-000-1,2,42301.5,22.95,174.7474965,553.36707225,0.00075
baseline:week-a,cascade-41a79e74ce437a15-down-1644227040000000000,1644227520000000000,O-20220207-095000-09-000-2,1,42368.700000000004,22.95,175.0250997,554.24614905,0.00075
baseline:week-a,cascade-d7f513d111d5699b-up-1644541440000000000,1644542160000000000,O-20220211-011600-09-000-4,1,43598.0,13.455,105.5899962,334.3683213,0.00075
baseline:week-a,cascade-d7f513d111d5699b-up-1644541440000000000,1644542520000000000,O-20220211-011600-09-000-5,2,43447.0,13.455,105.2242893,333.21024945,0.00075
baseline:week-a,cascade-1c501bd9c232e3db-down-1644543840000000000,1644544020000000000,O-20220211-014700-09-000-7,2,43030.8,18.28,141.58854432,448.36372368,0.00075
baseline:week-a,cascade-1c501bd9c232e3db-down-1644543840000000000,1644544320000000000,O-20220211-014700-09-000-8,1,43120.6,18.28,141.88402224,449.29940375999996,0.00075
baseline:week-a,cascade-3d110c92757d4e92-down-1644544440000000000,1644544680000000000,O-20220211-015800-09-000-10,2,43079.9,17.713,137.35336837,434.952333155,0.00075
baseline:week-a,cascade-3d110c92757d4e92-down-1644544440000000000,1644544860000000000,O-20220211-015800-09-000-11,1,43169.8,17.713,137.64000013,435.86000042000006,0.00075
baseline:week-a,cascade-757510a1bc3e8ea8-up-1644566100000000000,1644566700000000000,O-20220211-080500-09-000-13,1,43400.0,18.144,141.740928,448.84627199999994,0.00075
baseline:week-a,cascade-757510a1bc3e8ea8-up-1644566100000000000,1644568500000000000,O-20220211-080500-09-000-14,2,43318.700000000004,18.144,141.4754087,448.0054609,0.00075
baseline:week-b,cascade-d3547e52d98b1331-up-1686855780000000000,1686855900000000000,O-20230615-190500-09-000-1,1,25400.6,36.406,166.45216385,527.09851885,0.00075
baseline:week-b,cascade-d3547e52d98b1331-up-1686855780000000000,1686860880000000000,O-20230615-190500-09-000-2,2,25356.3,36.406,166.1618624,526.1792309499999,0.00075
baseline:week-b,cascade-358817b8533bb3ae-down-1686860880000000000,1686861540000000000,O-20230615-203900-09-000-4,2,25310.6,35.453,161.52060632,511.4819200300001,0.00075
baseline:week-b,cascade-358817b8533bb3ae-down-1686860880000000000,1686861780000000000,O-20230615-203900-09-000-5,1,25354.7,35.453,161.80203224,512.373102085,0.00075
baseline:week-c,cascade-8f34be1fd1d86ce9-up-1729265400000000000,1729265820000000000,O-20241018-153700-09-000-1,1,68715.6,13.094,161.95717195,512.86437785,0.00075
baseline:week-c,cascade-8f34be1fd1d86ce9-up-1729265400000000000,1729267620000000000,O-20241018-153700-09-000-2,2,68589.5,13.094,161.65996434,511.92322040999994,0.00075
