run_id,variant,segment,start_ns,end_ns,calendar_days,starting_nav,ending_nav,total_return,daily_geometric_return,trades,wins,losses,win_rate,profit_factor,expectancy_r,max_drawdown,maximum_consecutive_losses,largest_profit_share,reversal_trades,continuation_trades,rejected_orders,time_exits,missing_feature_bars,open_position_at_stop,native_account_final,native_expected_final,accounting_error,implementation_status
baseline:week-a,baseline,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,85874.216960575,-0.14125783039425,-0.02152028393094807,5,0,5,0.0,0.0,-0.9999543421101759,0.14125783039425,5,,0,5,0,0,0,False,90314.73594654001,90314.73594654,1.4551915228366852e-11,OK
baseline:week-b,baseline,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,94090.667463275,-0.059093325367250094,-0.008663867803335945,2,0,2,0.0,0.0,-0.9998890180012905,0.059093325367250094,2,,0,2,0,0,0,False,96167.80023518999,96167.80023519,-1.4551915228366852e-11,OK
baseline:week-c,baseline,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,97000.44186545,-0.029995581345499955,-0.004341214166276419,1,0,1,0.0,0.0,-0.9999014277118494,0.029995581345499955,1,,0,1,0,0,0,False,98025.22946371,98025.22946371,0.0,OK
no-flow:week-a,no-flow,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,93237.0314615,-0.06762968538500003,-0.009953731828921675,5,1,4,0.2,0.4326375821142075,-0.4454776531206903,0.08732003154846057,3,1.0,0,5,0,0,0,False,97514.60663922,97514.60663922,0.0,OK
no-flow:week-b,no-flow,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,91268.720314575,-0.08731279685425009,-0.012966918532339888,3,0,3,0.0,0.0,-0.9998521573205821,0.08731279685425009,3,,0,3,0,0,0,False,94222.8276875,94222.8276875,0.0,OK
no-flow:week-c,no-flow,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,97000.44186545,-0.029995581345499955,-0.004341214166276419,1,0,1,0.0,0.0,-0.9999014277118494,0.029995581345499955,1,,0,1,0,0,0,False,98025.22946371,98025.22946371,0.0,OK
no-acceptance-confirmation:week-a,no-acceptance-confirmation,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,83299.48116925002,-0.16700518830749977,-0.025766217223821775,6,0,6,0.0,0.0,-0.9998863936663508,0.16700518830749977,6,,0,6,0,0,0,False,88625.15763262,88625.15763262,0.0,OK
no-acceptance-confirmation:week-b,no-acceptance-confirmation,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,94090.667463275,-0.059093325367250094,-0.008663867803335945,2,0,2,0.0,0.0,-0.9998890180012905,0.059093325367250094,2,,0,2,0,0,0,False,96167.80023518999,96167.80023519,-1.4551915228366852e-11,OK
no-acceptance-confirmation:week-c,no-acceptance-confirmation,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,94090.969018175,-0.05909030981824992,-0.008663413922193275,2,0,2,0.0,0.0,-0.9999146428936483,0.05909030981824992,2,,0,2,0,0,0,False,95883.29577636,95883.29577636,0.0,OK
no-retest-confirmation:week-a,no-retest-confirmation,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,102563.029547725,0.025630295477250042,0.00362187835272465,7,3,4,0.42857142857142855,1.2064270320385264,0.14848241547985344,0.08732283898574633,3,0.48997833261949836,0,7,0,0,0,False,108511.39130672,108511.39130672,0.0,OK
no-retest-confirmation:week-b,no-retest-confirmation,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,101451.5899127,0.01451589912700002,0.0020609139191467563,2,1,1,0.5,1.4625822614188821,0.2649078108972639,0.03000312184131848,1,1.0,0,2,0,0,0,False,102845.06895523,102845.06895523,0.0,OK
no-retest-confirmation:week-c,no-retest-confirmation,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,85874.29345082499,-0.1412570654917501,-0.02152015942304708,5,0,5,0.0,0.0,-0.9999620526860842,0.1412570654917501,5,,0,5,0,0,0,False,90042.7384482,90042.7384482,0.0,OK
