plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
SOLUSDT:WASHOUT:HOUR:1724523420000000000:1:1724523720000000000:1724524500000000000,SOLUSDT:WASHOUT:HOUR:1724523420000000000:1:1724523720000000000,SOLUSDT,-1,1724524500000000000,1724523720000000000,161.606,162.33499999999998,160.6001287836025,1.3797959072668053,162.249,3.584962500721156,HOUR:1724523420000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,162.325,162.249,162.325,160.59012878360252,INVENTORY_WASHOUT_RECLAIM,3.2590883878526657,-0.15978566776980993,1.5167189203302205,0.4144399844808242,0.32891018552647744,0.6397043621127799,7.6625,10.528300000000002,69.26336688874102,-57.14656212961522,0.3781278700286017,-0.0,1.9676982277646298,0.2666181069958902,1.3797959072668053,100000.0,0.7333818930041098,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724524500000000000,1724529420000000000,161.58,160.6,3121.33,2706.4740297000003,82.0,False,0.0,2706.4740297000003,0.9021580099000001,0.5
BTCUSDT:WASHOUT:60:1724493600000000000:1:1724544360000000000:1724545440000000000,BTCUSDT:WASHOUT:60:1724493600000000000:1:1724544360000000000,BTCUSDT,-1,1724545440000000000,1724544360000000000,64329.0,64549.1,64042.15260218819,1.3032594175911614,64472.5,3.584962500721156,60:1724493600000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64549.0,64472.5,64549.0,64042.05260218819,INVENTORY_WASHOUT_RECLAIM,3.5578504832987417,-0.26721293608251506,1.8993545262200153,0.4339700745079439,0.39277108433734936,0.46342857421257855,2.6090999999999998,2.9029,-36.972162302379985,-61.736043608284774,0.2872621971517716,-0.0,2.9824745375496065,0.3513260336210836,1.3032594175911614,102706.4740297,0.6486739663789164,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724545440000000000,1724550060000000000,64319.00000000001,64042.200000000004,9.906,2296.5283863600002,77.0,False,0.0,2296.5283863600002,0.7453371068883496,0.5
ETHUSDT:WASHOUT:HOUR:1724571180000000000:-1:1724571480000000000:1724571720000000000,ETHUSDT:WASHOUT:HOUR:1724571180000000000:-1:1724571480000000000,ETHUSDT,1,1724571720000000000,1724571480000000000,2736.36,2731.62,2744.2093550580653,1.6559820797604992,2735.9,3.584962500721156,HOUR:1724571180000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2731.63,2735.9,2744.2193550580655,2731.63,INVENTORY_WASHOUT_RECLAIM,3.3027324119342887,-0.24530221503925786,0.7598654055744778,0.37571424256318314,0.013496826455261601,0.41688782411436887,7.0849,3.250399999999999,24.549615993372242,-47.06852586770616,-2.288734249089721,0.0,1.4216174721595263,0.6921493670885729,1.6559820797604992,105003.00241606,0.3078506329114271,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724571720000000000,1724573220000000000,2736.86,2744.21,359.837,1954.8965453399999,25.0,False,-32.67445217252054,1922.2220931674794,0.6102117872626595,0.5
BTCUSDT:WASHOUT:HOUR:1724623740000000000:1:1724624040000000000:1724624220000000000,BTCUSDT:WASHOUT:HOUR:1724623740000000000:1:1724624040000000000,BTCUSDT,-1,1724624220000000000,1724624040000000000,64502.5,64599.799999999996,64351.33559623318,1.5535909945203465,64550.0,3.584962500721156,HOUR:1724623740000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64599.7,64550.0,64599.7,64351.23559623318,INVENTORY_WASHOUT_RECLAIM,3.2292166623105567,-0.2867805956341705,1.434608788071996,0.39120291891476877,0.41069981733890104,1.0189142002189617,1.6591000000000005,1.8815,27.487160447048353,-28.221886026873477,0.28891560975868547,-1.0,1.3451879468290968,0.7961087358684837,1.5535909945203465,106925.22450923,0.20389126413151626,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724624220000000000,1724624760000000000,64492.3,64351.299999999996,16.988,1628.87042692,9.0,False,0.0,1628.87042692,0.5077911329767321,0.5
ETHUSDT:WASHOUT:HOUR:1724627700000000000:-1:1724628000000000000:1724628240000000000,ETHUSDT:WASHOUT:HOUR:1724627700000000000:-1:1724628000000000000,ETHUSDT,1,1724628240000000000,1724628000000000000,2765.96,2761.99,2772.993158012664,1.7715763256079442,2763.99,3.584962500721156,HOUR:1724627700000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2762.0,2763.99,2773.0031580126642,2762.0,INVENTORY_WASHOUT_RECLAIM,3.5090957417467803,-0.490887588560425,0.9744915602472113,0.3598966765216147,0.06627595925730492,0.582582243288923,2.5595000000000008,2.3071,8.19829252410642,-39.26711340149325,0.28408376871342056,1.0,1.0707645860450596,0.8354584382871,1.7715763256079442,108554.09493615,0.16454156171290002,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724628240000000000,1724628480000000000,2766.52,2772.99,400.527,1815.2452388299998,4.0,False,0.0,1815.2452388299998,0.5574011248793215,0.5
BTCUSDT:WASHOUT:HOUR:1724629080000000000:-1:1724629380000000000:1724630760000000000,BTCUSDT:WASHOUT:HOUR:1724629080000000000:-1:1724629380000000000,BTCUSDT,1,1724630760000000000,1724629380000000000,64343.5,64158.6,64811.436423926476,2.530754050440629,64315.7,3.584962500721156,HOUR:1724629080000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64158.7,64315.7,64811.536423926475,64158.7,INVENTORY_WASHOUT_RECLAIM,3.7864265048717165,-0.13502508958133544,1.05202929120653,0.28307244085513084,0.27596343015854624,0.447972773119876,8.114600000000001,5.0457,50.12448236970002,-96.27396869449356,1.5682318928825565,1.0,1.8244529900850897,0.41698896700919086,2.530754050440629,110369.34017498,0.5830110329908091,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724630760000000000,1724631300000000000,64353.5,64148.8,12.018,-3232.2549206999997,9.0,False,0.0,-3232.2549206999997,-0.9761934837989035,0.5
ETHUSDT:WASHOUT:HOUR:1724719680000000000:-1:1724719980000000000:1724720100000000000,ETHUSDT:WASHOUT:HOUR:1724719680000000000:-1:1724719980000000000,ETHUSDT,1,1724720100000000000,1724719980000000000,2680.03,2672.3599999999997,2690.356428179774,1.346340049514087,2677.29,3.584962500721156,HOUR:1724719680000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2672.37,2677.29,2690.366428179774,2672.37,INVENTORY_WASHOUT_RECLAIM,4.004291350854187,-0.3591024339211339,1.7440915446559253,0.4256400172012568,0.2579539121958112,0.15731173395071338,3.7799000000000005,5.0429,-0.1313032014138571,-60.239014039806804,-1.534527883126549,-1.0,2.1168087708801893,0.4187006518904535,1.346340049514087,107137.08525428,0.5812993481095465,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724720100000000000,1724722200000000000,2680.54,2690.36,276.393,2195.01867959,35.0,False,0.0,2195.01867959,0.6829314904919324,0.5
BTCUSDT:WASHOUT:60:1724720400000000000:-1:1724751840000000000:1724751960000000000,BTCUSDT:WASHOUT:60:1724720400000000000:-1:1724751840000000000,BTCUSDT,1,1724751960000000000,1724751840000000000,62686.3,62504.6,62877.81169699388,1.0539994330978029,62618.0,3.584962500721156,60:1724720400000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,62504.7,62618.0,62877.91169699388,62504.7,INVENTORY_WASHOUT_RECLAIM,3.0785072892905956,-0.2977838921933708,1.6583636075719526,0.48658710716396397,0.4796629806604648,1.449370524425494,0.2542,0.6918999999999995,20.14188583956411,-46.4076249841483,-0.298204611017929,-1.0,3.1882642165629544,0.41339867914143197,1.0539994330978029,109332.10393387,0.5866013208585681,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724751960000000000,1724753220000000000,62695.00000000001,62495.399999999994,12.237,-3208.4826624,21.0,False,0.0,-3208.4826624,-0.9782069331135238,0.5
ETHUSDT:WASHOUT:60:1724914800000000000:1:1724930400000000000:1724930700000000000,ETHUSDT:WASHOUT:60:1724914800000000000:1:1724930400000000000,ETHUSDT,-1,1724930700000000000,1724930400000000000,2555.48,2564.98,2544.329108779405,1.1737780232205248,2559.14,3.584962500721156,60:1724914800000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2564.97,2559.14,2564.97,2544.319108779405,INVENTORY_WASHOUT_RECLAIM,3.0228260971891037,-0.4989429636953504,2.04653925690784,0.459544331458948,-0.12888686752258408,1.2710129088927773,0.2378,3.9896,-39.60491539444888,-72.7988326240947,-0.7280943360834493,-1.0,2.8545207173714733,0.32339747368421046,1.1737780232205248,106123.62127147,0.6766025263157895,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724930700000000000,1724932020000000000,2555.08,2565.44,242.64,-3134.9718864,22.0,False,0.0,-3134.9718864,-0.9846918304143215,0.5
BTCUSDT:WASHOUT:60:1724896800000000000:-1:1724969340000000000:1724969460000000000,BTCUSDT:WASHOUT:60:1724896800000000000:-1:1724969340000000000,BTCUSDT,1,1724969460000000000,1724969340000000000,58948.5,58654.9,59414.70297352254,1.5878847872021091,58834.0,3.584962500721156,60:1724896800000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,58655.0,58834.0,59414.802973522535,58655.0,INVENTORY_WASHOUT_RECLAIM,4.873750962122488,-0.32303322187797173,2.522113661074848,0.38628435295442404,0.4381104309839545,0.8446205375701373,-2.0448999999999997,0.3081999999999998,7.2228421934283915,-120.11014662260067,-1.605858430020591,1.0,2.7925742098038624,0.24033392370572326,1.5878847872021091,102988.64938506999,0.7596660762942767,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724969460000000000,1724978100000000000,58955.8,59414.700000000004,8.286,3459.72947976,144.0,False,-4.60126263293758,3455.1282171270623,1.1182877070295683,0.5
