plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
SOLUSDT:WASHOUT:HOUR:1724523420000000000:1:1724523720000000000:1724524500000000000,SOLUSDT:WASHOUT:HOUR:1724523420000000000:1:1724523720000000000,SOLUSDT,-1,1724524500000000000,1724523720000000000,161.606,162.33499999999998,160.6001287836025,1.3797959072668053,162.249,3.584962500721156,HOUR:1724523420000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,162.325,162.249,162.325,160.59012878360252,INVENTORY_WASHOUT_RECLAIM,3.2590883878526657,-0.15978566776980993,1.5167189203302205,0.4144399844808242,0.32891018552647744,0.6397043621127799,7.6625,10.528300000000002,69.26336688874102,-57.14656212961522,0.3781278700286017,-0.0,1.9676982277646298,0.2666181069958902,1.3797959072668053,1724529420000000000,0.9332327338753315,1,1,82.0,False,2024-08,0.5,0.7333818930041098
BTCUSDT:WASHOUT:HOUR:1724523420000000000:1:1724523720000000000:1724525520000000000,BTCUSDT:WASHOUT:HOUR:1724523420000000000:1:1724523720000000000,BTCUSDT,-1,1724525520000000000,1724523720000000000,64191.0,64414.299999999996,63949.55007868496,1.0812804358040566,64252.0,3.584962500721156,HOUR:1724523420000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64414.2,64252.0,64414.2,63949.45007868496,INVENTORY_WASHOUT_RECLAIM,5.063923648429518,-0.5274399791311075,1.756079636204871,0.480258284645729,0.49107395862850667,0.06887754635847239,7.9145,7.6871,5.323902313758566,-58.75128143202346,0.06900398688505575,1.0,3.417856911521463,0.3455583519928414,1.0812804358040566,1724533560000000000,0.6196142079278989,1,1,134.0,False,2024-08,0.5,0.6544416480071586
BTCUSDT:WASHOUT:HOUR:1724534520000000000:-1:1724534820000000000:1724535000000000000,BTCUSDT:WASHOUT:HOUR:1724534520000000000:-1:1724534820000000000,BTCUSDT,1,1724535000000000000,1724534820000000000,63928.9,63876.700000000004,64007.463199200865,1.5050421302848327,63911.0,3.584962500721156,HOUR:1724534520000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,63876.8,63911.0,64007.563199200864,63876.8,INVENTORY_WASHOUT_RECLAIM,3.3125514684791004,-0.5283195750852707,0.4703909849426703,0.39843014180136016,0.4019148233740508,0.4962754507691282,0.3088999999999995,3.3835000000000006,-7.289361320790277,-2.8573155800692973,-1.4736694175816576,0.0,0.7995548929057372,1.469029885057553,1.5050421302848327,1724535240000000000,0.20255713856661092,1,1,4.0,False,2024-08,0.5,-0.46902988505755294
BTCUSDT:WASHOUT:60:1724493600000000000:1:1724544360000000000:1724545440000000000,BTCUSDT:WASHOUT:60:1724493600000000000:1:1724544360000000000,BTCUSDT,-1,1724545440000000000,1724544360000000000,64329.0,64549.1,64042.15260218819,1.3032594175911614,64472.5,3.584962500721156,60:1724493600000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64549.0,64472.5,64549.0,64042.05260218819,INVENTORY_WASHOUT_RECLAIM,3.5578504832987417,-0.26721293608251506,1.8993545262200153,0.4339700745079439,0.39277108433734936,0.46342857421257855,2.6090999999999998,2.9029,-36.972162302379985,-61.736043608284774,0.2872621971517716,-0.0,2.9824745375496065,0.3513260336210836,1.3032594175911614,1724550060000000000,0.774846869297127,1,1,77.0,False,2024-08,0.5,0.6486739663789164
ETHUSDT:WASHOUT:HOUR:1724571180000000000:-1:1724571480000000000:1724571720000000000,ETHUSDT:WASHOUT:HOUR:1724571180000000000:-1:1724571480000000000,ETHUSDT,1,1724571720000000000,1724571480000000000,2736.36,2731.62,2744.2093550580653,1.6559820797604992,2735.9,3.584962500721156,HOUR:1724571180000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2731.63,2735.9,2744.2193550580655,2731.63,INVENTORY_WASHOUT_RECLAIM,3.3027324119342887,-0.24530221503925786,0.7598654055744778,0.37571424256318314,0.013496826455261601,0.41688782411436887,7.0849,3.250399999999999,24.549615993372242,-47.06852586770616,-2.288734249089721,0.0,1.4216174721595263,0.6921493670885729,1.6559820797604992,1724573220000000000,0.6712650436135509,1,1,25.0,False,2024-08,0.5,0.3078506329114271
BTCUSDT:WASHOUT:HOUR:1724599800000000000:-1:1724600100000000000:1724600340000000000,BTCUSDT:WASHOUT:HOUR:1724599800000000000:-1:1724600100000000000,BTCUSDT,1,1724600340000000000,1724600100000000000,64089.9,64057.4,64209.988309841145,3.6950249181890213,64077.8,3.584962500721156,HOUR:1724599800000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64057.5,64077.8,64210.08830984114,64057.5,INVENTORY_WASHOUT_RECLAIM,3.0953218142796715,-0.5000971718095746,0.886349533205121,0.21233605663325375,0.5026634857348278,0.3716475405748982,-0.2195999999999998,1.4330999999999996,-10.29701867167887,-21.671196018058225,-1.3103348113417752,-1.0,0.7147068087978196,2.3657963076923076,3.6950249181890213,1724600940000000000,-0.9446534202374219,0,0,10.0,False,2024-08,0.5,-1.3657963076923076
ETHUSDT:WASHOUT:HOUR:1724599800000000000:-1:1724600100000000000:1724600400000000000,ETHUSDT:WASHOUT:HOUR:1724599800000000000:-1:1724600100000000000,ETHUSDT,1,1724600400000000000,1724600100000000000,2761.88,2758.5699999999997,2767.8323270729916,1.798286124770618,2758.97,3.584962500721156,HOUR:1724599800000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2758.58,2758.97,2767.842327072992,2758.58,INVENTORY_WASHOUT_RECLAIM,3.0628670914346494,-0.45743776665384517,1.0516908998410364,0.35628195527911044,0.3781170660452822,0.14545712449510695,1.1506999999999996,2.7939999999999996,1.7888666781473717,-24.623118025450808,-0.2793775661858577,0.0,1.2345207232780975,1.0006858006041084,1.798286124770618,1724601060000000000,-0.9599638303951293,0,0,11.0,False,2024-08,0.5,-0.0006858006041083886
XRPUSDT:WASHOUT:HOUR:1724619180000000000:-1:1724619480000000000:1724619660000000000,XRPUSDT:WASHOUT:HOUR:1724619180000000000:-1:1724619480000000000,XRPUSDT,1,1724619660000000000,1724619480000000000,0.5999,0.5984,0.6018912172230383,1.3274781486922478,0.5997,3.584962500721156,HOUR:1724619180000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,0.5985,0.5997,0.6019912172230383,0.5985,INVENTORY_WASHOUT_RECLAIM,5.508312365721725,-0.4421109119862983,2.0815143841438535,0.40100627103964653,0.41756455051575997,0.33292172934529396,-0.5388000000000002,-0.5995999999999997,7.043037340714875,-44.95137844681363,-0.3159311185199863,0.0,2.4969129700898893,0.47932000000001734,1.3274781486922478,1724620680000000000,0.662961331037143,1,1,17.0,False,2024-08,0.5,0.5206799999999827
BTCUSDT:WASHOUT:HOUR:1724623740000000000:1:1724624040000000000:1724624220000000000,BTCUSDT:WASHOUT:HOUR:1724623740000000000:1:1724624040000000000,BTCUSDT,-1,1724624220000000000,1724624040000000000,64502.5,64599.799999999996,64351.33559623318,1.5535909945203465,64550.0,3.584962500721156,HOUR:1724623740000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64599.7,64550.0,64599.7,64351.23559623318,INVENTORY_WASHOUT_RECLAIM,3.2292166623105567,-0.2867805956341705,1.434608788071996,0.39120291891476877,0.41069981733890104,1.0189142002189617,1.6591000000000005,1.8815,27.487160447048353,-28.221886026873477,0.28891560975868547,-1.0,1.3451879468290968,0.7961087358684837,1.5535909945203465,1724624760000000000,0.5496107604825199,1,1,9.0,False,2024-08,0.5,0.20389126413151626
ETHUSDT:WASHOUT:HOUR:1724627700000000000:-1:1724628000000000000:1724628240000000000,ETHUSDT:WASHOUT:HOUR:1724627700000000000:-1:1724628000000000000,ETHUSDT,1,1724628240000000000,1724628000000000000,2765.96,2761.99,2772.993158012664,1.7715763256079442,2763.99,3.584962500721156,HOUR:1724627700000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2762.0,2763.99,2773.0031580126642,2762.0,INVENTORY_WASHOUT_RECLAIM,3.5090957417467803,-0.490887588560425,0.9744915602472113,0.3598966765216147,0.06627595925730492,0.582582243288923,2.5595000000000008,2.3071,8.19829252410642,-39.26711340149325,0.28408376871342056,1.0,1.0707645860450596,0.8354584382871,1.7715763256079442,1724628480000000000,0.6371296963628549,1,1,4.0,False,2024-08,0.5,0.16454156171290002
