position_id,plan_id,opening_order_id,closing_order_id,instrument_id,ts_opened,ts_closed,duration_ns,quantity,actual_entry,actual_exit,realized_return,realized_pnl,commissions,nav_at_submission,risk_budget,actual_net_r,entry_order_type,entry_liquidity_side,entry_slippage_reported,exit_role,exit_order_type,exit_liquidity_side,exit_slippage_reported,symbol,family,side,signal_time_ns,interaction_time_ns,trigger_time_ns,interaction_to_trigger_ns,entry_delay_ns,planned_entry,planned_stop,planned_target,planned_gross_rr,actual_gross_rr_after_reserve,signed_entry_slippage,adverse_entry_slippage,adverse_entry_slippage_ticks,entry_slippage_reserve,stop_slippage_reserve,worst_stop_fill,estimated_worst_case_loss_at_actual_fill,risk_budget_utilization,entry_slippage_within_reserve,risk_budget_breach,setup_id,higher_zone_id,higher_zone_kind,higher_strength_ratio,decision_zone_id,decision_zone_kind,decision_strength_ratio,trigger_zone_id,trigger_strength_ratio,target_zone_id,target_zone_kind,context_kind_diversity,overlap_lower,overlap_upper
SOLUSDT-PERP.BINANCE-EasyChartRE1FlowStrategy-000,sac-v2-channel_rejection-sac-v1-rejection-ecv5-channel_rejection_owner-SOLUSDT-00000003,O-20240803-200500-001-000-1,O-20240803-200500-001-000-3,SOLUSDT-PERP.BINANCE,2024-08-03 20:05:00+00:00,2024-08-04 00:40:00+00:00,16500000000000,1791.87,140.89,143.99,0.022,5376.96644559,177.83055441,100000.0,3000.0,1.79232214853,MARKET,TAKER,0.0,TAKE_PROFIT,LIMIT,MAKER,0.009999999999990905,SOLUSDT,SAC_V2_CHANNEL_REJECTION:SAC_V1_CHANNEL_REJECTION:CHANNEL_REJECTION_OWNER_STRUCTURE_REJECTION_FOOTPRINT_RETEST,LONG,1722715500000000000,1722709800000000000,1722715500000000000,5700000000000,0,140.88,139.4,144.0,2.1081081081081257,2.059602649006644,0.009999999999990905,0.009999999999990905,0.9999999999990905,0.02,0.02,139.38,2982.073058879984,0.9940243529599946,True,False,CHANNEL_REJECTION_OWNER:SOLUSDT:15m:CHANNEL:DESCENDING:SOLUSDT:15m:PIVOT:HIGH:1399:s2|SOLUSDT:15m:PIVOT:LOW:1425:s6|SOLUSDT:15m:PIVOT:HIGH:1429:s2:LOWER|SOLUSDT:15m:CHANNEL:DESCENDING:SOLUSDT:15m:PIVOT:HIGH:640:s2|SOLUSDT:15m:PIVOT:LOW:663:s6|SOLUSDT:15m:PIVOT:HIGH:682:s2:LOWER|SOLUSDT:15m:CHANNEL:DESCENDING:SOLUSDT:15m:PIVOT:HIGH:640:s6|SOLUSDT:15m:PIVOT:LOW:663:s6|SOLUSDT:15m:PIVOT:HIGH:682:s6:LOWER:1722709800000000000:REJECTION,SOLUSDT:15m:CHANNEL:DESCENDING:SOLUSDT:15m:PIVOT:HIGH:640:s6|SOLUSDT:15m:PIVOT:LOW:663:s6|SOLUSDT:15m:PIVOT:HIGH:682:s6:LOWER:SNAP:1722709800000000000,DESCENDING_CHANNEL_LOWER,2.422403733955647,SOLUSDT:15m:CHANNEL:DESCENDING:SOLUSDT:15m:PIVOT:HIGH:1399:s2|SOLUSDT:15m:PIVOT:LOW:1425:s6|SOLUSDT:15m:PIVOT:HIGH:1429:s2:LOWER:SNAP:1722709800000000000,DESCENDING_CHANNEL_LOWER,0.5022914757103488,SOLUSDT:1m:ORDER_BLOCK:SUPPORT:31439-31440,1.2307692307692224,SOLUSDT:5m:PIVOT:HIGH:6260:s2:SNAP:1722709800000000000,HORIZONTAL_RESISTANCE,1,141.02761904761934,141.07733333333297
