signal_ts,entry_ts,symbol,route,route_priority,direction,direction_value,entry_price,initial_stop,atr_at_signal,momentum,momentum_atr,volume_ratio,trend_quality,directional_breadth,residual_momentum_atr,leader_gap_atr,confirmation_return,confirmation_body_fraction,confirmation_taker_pressure,rank_score
2024-07-05 00:00:00+00:00,2024-07-05 00:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,0.4273,0.4382142857142857,0.01091428571428571,-0.07326478149100257,-2.9039320852232207,1.5901182025614118,0.12498443207832856,1.0,-0.3277265418771895,0.033457869211431124,-0.01247977813727752,0.5242718446601916,-0.1073279078337186,1.1542550442060138
2024-07-05 06:00:00+00:00,2024-07-05 06:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,0.4036,0.4178428571428571,0.014242857142857137,-0.11370071879764765,-3.248282420775727,6.5646645783923985,0.13827037942823175,1.0,-0.4915429088823453,0.8062041371323845,-0.008110100761857919,0.8048780487804819,-0.1510145884252494,5.896923214749279
2024-07-05 06:00:00+00:00,2024-07-05 06:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,2875.4,2967.736428571429,92.33642857142867,-0.10029656836893597,-3.1502530580941928,5.129278720638585,0.16381255833285593,1.0,-0.39351354620081125,0.8062041371323845,-0.008557971464233649,0.8045380875202522,-0.062232448274559315,5.293938957872128
2024-07-05 06:00:00+00:00,2024-07-05 06:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,54477.3,56096.33571428572,1619.0357142857142,-0.06985602543245018,-2.3632259656925707,3.9843203349027485,0.18666218400379464,1.0,0.3935135462008108,0.8062041371323845,-0.005380486379902072,0.8589332556106043,-0.2024396980933737,3.515165978380323
2024-07-05 06:00:00+00:00,2024-07-05 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,126.11,131.75428571428571,5.644285714285714,-0.06473931488820428,-1.4589924658786517,3.5349576970977394,0.11276312111698124,1.0,1.2977470460147298,0.8062041371323845,-0.008592564640771072,0.9981735159817394,-0.011645039190357087,1.16314632766717
2024-07-05 18:00:00+00:00,2024-07-05 18:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,2970.76,3070.9478571428576,100.18785714285721,-0.04855453434492585,-1.4488984876481474,1.8592352962493626,0.17409648142735198,1.0,-0.43383882373519755,0.5320494929274376,-0.006328436488185929,0.7929589270745816,-0.11047736626252413,0.937977248379097
2024-07-17 18:00:00+00:00,2024-07-17 18:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,0.6165,0.59445,0.02204999999999999,0.044786324786324716,1.2414241138050648,2.0674568945171616,0.10473095122512914,0.25,1.6350290165669357,0.8503544077917297,0.008671465968586478,0.726027397260288,0.1041769491650637,0.7082997532618277
2024-07-24 18:00:00+00:00,2024-07-24 18:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,0.6233,0.6029571428571429,0.020342857142857156,0.0552345343303875,1.6858557342708078,1.3224246789061114,0.1260438648771094,0.75,0.7369475491882713,0.3419903425299504,0.0038653567402158195,0.7272727272726967,0.23167724402785606,0.49175763673784584
2024-07-26 18:00:00+00:00,2024-07-26 18:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,182.32,176.2252857142857,6.094714285714294,0.06711811449077043,2.0009183762699205,1.3239952125245098,0.11363084699557674,0.75,0.548378922681287,1.8455004256372116,0.0034343078548784156,0.6745945945945812,0.02473638096969344,0.5268052326447632
2024-07-30 12:00:00+00:00,2024-07-30 12:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,0.6333,0.6195142857142857,0.013785714285714281,0.035708408754319576,1.6303016299459194,3.5497172506256107,0.10656379663894368,0.25,2.795647528895414,1.4853222955657135,0.006036536934074688,0.7450980392156923,0.08133795198359461,2.3407621437253696
2024-08-05 18:00:00+00:00,2024-08-05 18:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,2456.13,2619.0764285714286,162.9464285714285,-0.08542423119673948,-1.2940730957036342,3.4851364284648714,0.1022365288887223,1.0,-0.17804174743335333,0.8814944228748882,-0.004986955324010278,0.6884787472035722,-0.12100834347991951,0.9221778431805653
2024-08-08 18:00:00+00:00,2024-08-08 18:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,0.6281,0.5907,0.037400000000000024,0.23706210191082833,3.939414340576998,3.1942114365046845,0.10974856095840416,1.0,2.233557881957081,1.6201774601341055,0.010619469026548645,0.6599999999999934,0.1122522521582181,2.762003037737931
2024-10-07 06:00:00+00:00,2024-10-07 06:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,63458.8,62790.3,668.5000000000006,0.023218064057629162,2.200263226750688,1.7336961130471271,0.14488015017310232,1.0,0.1205539158974287,0.7273568886018766,0.0017111178461384213,0.5463709677419388,0.06809136357858292,1.105316107754511
2024-10-24 06:00:00+00:00,2024-10-24 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,173.74,168.46364285714287,5.2763571428571385,0.049142580136944725,1.6125796822584388,1.0024097781335057,0.10518059595966762,0.75,1.4620072490408935,0.22978680135561858,0.003465403719533411,0.7142857142857626,0.2109826860423929,0.29753643416508146
2024-10-24 18:00:00+00:00,2024-10-24 18:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,176.1,171.25221428571427,4.847785714285708,0.05474672121285051,1.9799132487957314,1.6922412277579681,0.10836325988969263,1.0,0.3047578803058335,0.8673886458790405,0.004391718473735207,0.7196261682242866,0.28636109302830093,0.7261402164876746
2024-10-31 18:00:00+00:00,2024-10-31 18:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,0.505,0.51265,0.007649999999999998,-0.028833301508497278,-1.9169434179374798,2.657325808278863,0.1263126779175002,1.0,-0.4394913715433495,0.018413135183220075,-0.007078254030672526,0.6000000000000074,-0.20079993278047903,1.2868592179231026
2024-11-06 00:00:00+00:00,2024-11-06 00:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,69701.2,68507.52857142857,1193.6714285714272,0.02238985292101492,1.3008652728454937,1.4541759815570603,0.11046531374678456,1.0,0.06496959232347965,0.1561843111680017,0.005019242110302136,0.7412691652469909,0.0807962067189314,0.41793160366700144
2024-11-06 12:00:00+00:00,2024-11-06 12:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,74565.4,72796.64285714286,1768.7571428571423,0.08000186077885241,3.3602500288069392,3.4596260533632512,0.12864578413962366,1.0,0.16240676714386604,0.2193269216878826,0.0036841262213678228,0.5259415833973722,0.09116329382000843,2.991068138238597
2024-11-06 18:00:00+00:00,2024-11-06 18:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,74856.9,73105.75714285714,1751.142857142857,0.06487085609679344,2.7582830815129755,2.563902891744226,0.126400846137192,1.0,-0.26731929505690744,0.9260775741460869,0.005357382685540868,0.7484052532832911,0.21192013760887285,1.7878059758617286
2024-11-07 12:00:00+00:00,2024-11-07 12:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,2809.9,2728.927142857143,80.97285714285714,0.06204203313522161,2.1400106682740216,1.499877694530972,0.1046343762213214,0.75,1.532932173674567,0.8207830111150104,0.0060508413891873225,0.8657786885245956,0.14049001758963064,0.5877386122884284
2024-11-08 00:00:00+00:00,2024-11-08 00:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,198.43,191.74785714285716,6.682142857142858,0.05283746851722837,1.5535401833684448,1.7456967358886981,0.16114284280995378,1.0,0.2819693749687313,0.285781664512317,0.010027486511249073,0.8914027149321344,0.1255674843688539,0.8740420110171979
2024-11-08 00:00:00+00:00,2024-11-08 00:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,2943.61,2856.285714285714,87.32428571428571,0.06364394359575254,2.1104963481732373,1.6163896103267736,0.10358196914890924,1.0,0.8389255397735238,0.285781664512317,0.016524159460728827,0.9305717619603237,0.2440453411402268,0.7067158210994952
2024-11-10 18:00:00+00:00,2024-11-10 18:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,80804.0,79609.8,1194.1999999999991,0.05530325794147006,3.7244905721369195,1.2000907431915315,0.20844954925854944,1.0,0.6378022326068136,0.5616219273050862,0.0047074680387042545,0.6611945511701047,0.005469079065547167,1.863425014640567
2024-11-12 06:00:00+00:00,2024-11-12 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,219.06,211.0692857142857,7.99071428571428,0.05692673228919176,1.552842385975256,1.21975557633534,0.20128713125268283,1.0,-0.23296958247632182,1.728746801766532,0.005046797577537232,0.5641025641025644,0.028695656154316795,0.7625111439160402
2024-11-12 06:00:00+00:00,2024-11-12 06:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,0.605,0.5818714285714286,0.023128571428571436,0.046078942792557864,1.1985648170970946,2.360468081065997,0.10178658902371651,1.0,-0.5872471513544832,1.728746801766532,0.005651595744680771,0.6938775510203975,0.0803816945061484,0.5759439411764596
2024-11-12 12:00:00+00:00,2024-11-12 12:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,87777.8,85463.4,2314.4000000000015,0.06159036226689718,2.321334473453294,3.1114807668863267,0.24685084969742316,0.75,0.8267875972853718,1.3645376407121454,0.0062857175611461535,0.5809493536766277,0.06821077131085285,3.1201646844565496
2024-11-12 18:00:00+00:00,2024-11-12 18:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,0.6877,0.6531857142857143,0.03451428571428572,0.14615643964935932,2.879148771619187,7.7361714008334355,0.12191142089971653,0.5,2.661723373980359,1.4534789802678914,0.01147227533460815,0.8297872340425595,0.09782683217337351,9.943061257621629
2024-11-13 00:00:00+00:00,2024-11-13 00:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,0.7262,0.6877,0.0385,0.13384813384813365,2.4502899931471323,5.670850487966433,0.14747158323638818,0.25,3.1095115922399508,2.686100387101896,0.030363223609534584,0.8770491803278686,0.08949819957308502,8.421011032170036
2024-11-13 06:00:00+00:00,2024-11-13 06:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,0.6556,0.6108857142857143,0.04471428571428571,0.07596409574468077,1.0996834320406486,3.776630312029144,0.16017092028786975,0.25,2.0757389420549366,1.640333698465962,0.012822493434265336,0.7757009345794418,0.09843978365975259,2.0459984422465465
2024-11-17 00:00:00+00:00,2024-11-17 00:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,1.1491,1.0596857142857143,0.08941428571428574,0.25728372926938614,3.228481242501611,1.664650638972217,0.2645012711409152,0.5,3.112681530430527,2.6835589641986326,0.024244585078884162,0.6650366748166298,0.07372250342973863,5.846207336531723
2024-11-22 00:00:00+00:00,2024-11-22 00:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,1.2856,1.2229214285714287,0.06267857142857146,0.12965142598460844,2.580883394659763,2.5220130812165444,0.24133673168288905,1.0,-0.004055742571436927,0.2785693135676741,0.030293316236576384,0.7485148514851497,0.04106513075545348,3.1417320385797347
2024-11-22 06:00:00+00:00,2024-11-22 06:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,1.4176,1.3467071428571429,0.07089285714285717,0.26753317086379624,5.299501910142474,3.6547274165879307,0.25918932626055535,1.0,2.4353899150324727,0.3579552624370521,0.009470910774050934,0.505703422053227,0.003914884257594231,10.040079522267456
2024-11-23 00:00:00+00:00,2024-11-23 00:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,1.5264,1.4406714285714286,0.08572857142857145,0.18129358018754504,3.116914272402863,1.4296231148596028,0.2935651529480109,0.75,2.9411734935648677,2.4493816972441538,0.035619784245878305,0.9292035398230087,0.03211985737650136,2.2892275824800454
2024-11-23 06:00:00+00:00,2024-11-23 06:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,1.5528,1.4592928571428572,0.09350714285714286,0.09841202022359896,1.623411180756718,2.804118439172057,0.2935494455358342,0.25,1.6624753922258275,1.3910565275806044,0.006677471636953092,0.5508021390374271,0.00921366979457039,3.55788374178089
2024-11-25 12:00:00+00:00,2024-11-25 12:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,3484.27,3395.735,88.53499999999988,0.038398905193458566,1.5072529881562235,1.7358937881166747,0.16509513362875214,1.0,0.7360229858008345,0.45824115320322517,0.002604151679606037,0.5545343137255112,0.06367067254323988,0.8639200839257312
2024-11-29 06:00:00+00:00,2024-11-29 06:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,1.5972,1.5167785714285713,0.08042142857142862,0.05905831416587737,1.149641239518193,1.0162245106877144,0.27859476165632036,0.75,0.8370343116433638,0.415616497833057,0.02024912168636228,0.9548192771084386,0.19571938777061537,0.5695908377860059
2024-11-30 00:00:00+00:00,2024-11-30 00:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,1.8524,1.7678285714285715,0.08457142857142859,0.16771434126109797,3.573363683494268,1.6313094903008782,0.3033412706917076,1.0,2.5966085709314615,1.7674660563170925,0.02802597258449424,0.7072829131652668,0.0848407255221304,3.536511538654145
2024-12-02 18:00:00+00:00,2024-12-02 18:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,2.6903,2.508221428571429,0.18207857142857145,0.3622700181394143,5.229757325139188,6.577130143499999,0.33955971673349467,0.25,7.148988820759996,6.556342318499435,0.02355044894232239,0.7825537294563857,0.09417848768449599,95.17828103681312
2024-12-04 00:00:00+00:00,2024-12-04 00:15:00+00:00,SOLUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,236.84,229.555,7.284999999999998,0.03639100407295914,1.1694075571008562,2.594846717595405,0.12961183388727043,0.5,1.3401944938138428,0.7117576154203645,0.01161797368870654,0.8526645768025081,0.08434780425606858,0.9203949203258529
2024-12-04 18:00:00+00:00,2024-12-04 18:15:00+00:00,ETHUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,3837.26,3743.739285714286,93.52071428571428,0.06503647270411861,2.6520936635021184,3.2031656661964143,0.20407277289878709,0.5,2.4539462501777933,1.6455346492669642,0.006193557860731502,0.6572064552031333,0.04508848958407263,5.987822241815761
2024-12-05 12:00:00+00:00,2024-12-05 12:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,102952.1,100701.48571428572,2250.614285714282,0.0664609951178976,3.031808152234211,1.9100289711735283,0.2275743110083809,0.75,1.7145730909402104,0.2988787055500628,0.0027652184415427605,0.6322939866369905,0.11842420970367162,2.3062318003995004
2024-12-11 18:00:00+00:00,2024-12-11 18:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,2.4072,2.2138785714285714,0.19332142857142862,0.23460941541645108,2.8961888706739494,1.4885606940727132,0.25157724580595847,1.0,0.2775541848196683,0.4203106115311144,0.008631526020279834,0.7228070175438643,0.14404040499462445,2.1691759534576645
2024-12-16 06:00:00+00:00,2024-12-16 06:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,105175.8,103673.17857142858,1502.6214285714284,0.028260582172497273,1.974853517770487,2.026134243662798,0.1001320666263178,0.75,1.2583727127138988,0.24147309371639336,0.00164185159718655,0.6146167557932575,0.25018376135444487,0.7011554803243741
2024-12-16 06:00:00+00:00,2024-12-16 06:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,3972.27,3898.4464285714284,73.82357142857141,0.019103615399045593,1.0262326964507185,1.6273921288756656,0.13551196777577632,0.75,0.3097518913941304,0.24147309371639336,0.0016440774128474445,0.6820083682008063,0.1255220605400611,0.3960534119257681
2025-01-19 06:00:00+00:00,2025-01-19 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,268.74,256.1257142857143,12.614285714285712,0.1781779567275783,3.7612297193877335,4.5671370411394525,0.12044163098003945,1.0,2.7993658200391365,1.891029890208927,0.009200495700176559,0.5212765957446797,0.14799289221811684,4.137905096697576
2025-01-28 12:00:00+00:00,2025-01-28 12:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,3.1815,3.0756,0.10590000000000001,0.12548892955825885,3.7165578722051276,1.2185168567849112,0.12052303718709645,1.0,1.706787936461824,1.0854220250456983,0.01434720229555242,0.7258064516129112,0.11052086071075817,1.0916225648608697
2025-02-18 06:00:00+00:00,2025-02-18 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,167.41,172.63214285714287,5.222142857142856,-0.06454767726161381,-2.1280868597708755,1.6338199928870865,0.11246918160768422,0.75,-1.301573463826824,0.37071243089887995,-0.027647092989487088,0.918918918918916,-0.21614150195320125,0.6843293077822217
2025-02-24 06:00:00+00:00,2025-02-24 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,159.01,163.67714285714285,4.667142857142862,-0.06393202461177849,-2.1881699198162967,2.3241001100632896,0.14911700375406972,1.0,-1.3262379336253547,0.96097634666796,-0.004569926129961321,0.8902439024390231,-0.10620432175431849,1.5166767847971907
2025-02-24 12:00:00+00:00,2025-02-24 12:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,158.76,163.64071428571427,4.880714285714289,-0.06076337679192956,-1.982115045611055,1.8680229626982403,0.1582792100646104,1.0,-0.6931757880547698,0.29769127829965014,-0.0028264556246467842,0.5056179775281168,-0.11417311997980162,1.1721007353999786
2025-02-28 06:00:00+00:00,2025-02-28 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,126.96,134.63071428571428,7.670714285714285,-0.08231248656780576,-1.374608561418222,2.119266690098126,0.18055735293555084,1.0,0.1811955274325059,0.15126716120816552,-0.00889929742388762,0.6333333333333296,-0.033352661379626336,1.0519856879460663
2025-03-04 06:00:00+00:00,2025-03-04 06:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,2097.61,2210.3757142857144,112.76571428571422,-0.140075628261775,-2.615788494420191,1.9988495073346089,0.105345634088558,1.0,-0.1170043940007619,0.19026232832263723,-0.003889258239149096,0.5679611650485625,-0.06041136875786335,1.1016135264609292
2025-05-07 00:00:00+00:00,2025-05-07 00:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,96979.2,95871.76428571428,1107.4357142857168,0.022199295223592763,1.9403991858841467,2.3921687834199514,0.11275953502847323,0.75,1.625059101778509,1.2125000664319279,0.001862624471972385,0.5399820305480865,0.21290593649083123,0.9159551894654911
2025-05-07 06:00:00+00:00,2025-05-07 06:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,96613.5,95441.52857142857,1171.971428571431,0.021571580063626694,1.7731498034030515,2.2443036583505935,0.15137644564755978,1.0,0.9953830400417993,0.5517450474013661,0.002899281874972681,0.9236111111110941,0.19478996879514576,1.204801071168587
2025-05-08 06:00:00+00:00,2025-05-08 06:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,98859.6,97442.07142857143,1417.5285714285742,0.024558256569318093,1.7099478432021362,3.1707069078488317,0.15064487296504014,1.0,0.2056768559509723,0.3853886242111172,0.001617021276595798,0.8891364902507288,0.12397681389372717,1.633515703084415
2025-05-08 06:00:00+00:00,2025-05-08 06:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,150.37,146.755,3.614999999999999,0.03182568050591161,1.32153607212791,1.7014681082070213,0.13232414404746165,1.0,-0.18273491512325402,0.3853886242111172,0.0017320631536872355,0.7647058823529067,0.17299077703168342,0.5950753000263707
2025-05-08 18:00:00+00:00,2025-05-08 18:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,101208.3,99724.25714285714,1484.0428571428586,0.04880792377027232,3.3209642773237475,3.6122076470357296,0.15966427253432633,1.0,-0.13108649788095184,1.2870570338948966,0.002295583625893105,0.6535100084578652,0.05610219614179468,3.830669236797396
2025-05-08 18:00:00+00:00,2025-05-08 18:15:00+00:00,SOLUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,159.47,155.485,3.9849999999999994,0.08998488803407056,3.583137273085651,3.410219511037233,0.13466950880423703,1.0,0.13108649788095184,1.2870570338948966,0.004978573229140304,0.6869565217391201,0.2538811448591267,3.2911301206547
2025-05-09 06:00:00+00:00,2025-05-09 06:15:00+00:00,ETHUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,2221.88,2157.9507142857146,63.9292857142857,0.16772937993449677,5.809121290050338,2.1978774469236377,0.17465628862239768,1.0,2.8139525046120486,2.2906051916434875,0.0035093107388521894,0.5098425196850455,0.12067041597099948,4.459931001726642
2025-05-13 06:00:00+00:00,2025-05-13 06:15:00+00:00,XRPUSDT,RELATIVE_6H_LEADER,1,LONG,1.0,2.5079,2.4217285714285715,0.0861714285714285,0.04110794502179016,1.185226833299841,1.4584055953257702,0.10435821851144442,0.25,1.8177534061709175,1.4380530472059379,0.009418394043066769,0.9176470588235286,0.15580410401881895,0.50828750908651
2025-05-13 18:00:00+00:00,2025-05-13 18:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,104382.9,102810.09999999999,1572.8000000000009,0.016660211867010943,1.1039244085875368,1.6881313041810733,0.20794728316181393,0.75,0.030894170932795673,0.848682277812606,0.0016062869726671813,0.648837209302303,0.061068751359811824,0.6781673213804532
2025-06-13 18:00:00+00:00,2025-06-13 18:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,SHORT,-1.0,2.1343,2.1854857142857145,0.05118571428571429,-0.04647236538119781,-1.9485708458495312,1.0400489985939256,0.11307030987022457,1.0,0.10918421867720896,0.05645135276416857,-0.005544683626875324,0.8095238095237994,-0.1753756300067989,0.4582986507164552
2025-07-14 12:00:00+00:00,2025-07-14 12:15:00+00:00,BTCUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,121800.0,120353.20714285715,1446.7928571428554,0.029130071223973042,2.445796452081266,1.9557556783808963,0.15774601540079403,1.0,0.9724108804883675,0.6864239784323298,0.002679574725559686,0.7025685301100755,0.1308211849288956,1.5091183647293382
2025-07-17 06:00:00+00:00,2025-07-17 06:15:00+00:00,XRPUSDT,BREADTH_ALIGNED_6H_TREND,2,LONG,1.0,3.1641,3.053142857142857,0.11095714285714288,0.07712073454844459,2.1851669131298883,1.214653326778297,0.1782159622911491,1.0,0.17591112115943508,0.80079209882515,0.006425140748751446,0.5994065281899097,0.07358166440767677,0.9460488357506596
