scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count,forced_exit_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
AFIB-1708913580000000000-000005,AFIB_CONTINUATION,AFIB_CONTINUATION,LONG,LONG,1708913640000000000,2024-02-26,2,1708913640000000000,51555.1,51555.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-021400-001-000-1,51519.9,51846.1,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51520.75,16.31999999999971,27.902,100000.0,3000.0,107.51852379999745,2.0314560903598005,0.0007,,False,True,(),False,51555.23321984086,1708913640000000000,133,True,9.269,1.0,3.0,0.0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,51556.5,51536.0,1.3000000000029104,19.19999999999709,0.0368271954675091,0.5439093484419112,0.07965686274527779,1.1764705882351367,-0.6740904491473335,-0.6610785517499709,,,51554.99999999999,1708913640000000000,2024-02-26,2,0.0,-2020.3945091,-4.523688989533463e-06,-0.6734648363666667,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
AFIB-1708927680000000000-000045,AFIB_CONTINUATION,AFIB_CONTINUATION,SHORT,SHORT,1708927740000000000,2024-02-26,6,1708927740000000000,51596.9,51596.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-060900-001-000-7,51608.2,51461.299999999996,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51607.7,9.510000000001309,35.11,97979.6054909,2939.3881647269995,83.71905284999609,0.7556136607678009,0.0007,,False,True,(),False,51596.76276274566,1708927740000000000,368,True,13.074,1.0,3.0,0.0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,51594.4,51616.7,2.400000000001455,19.89999999999418,0.21052631578970882,1.7456140350881,0.25236593059948736,2.0925341745522017,-0.8664167537820149,-0.8365340697951033,,,51597.0,1708927740000000000,2024-02-26,6,0.0,-2544.52250742,-4.597909667907565e-06,-0.8656639970026981,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
AFIB-1708935720000000000-000072,AFIB_CONTINUATION,AFIB_CONTINUATION,LONG,LONG,1708935840000000000,2024-02-26,8,1708935840000000000,51375.9,51375.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-082400-001-000-13,51350.8,51574.3,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51351.75,19.17999999999993,29.449,95435.08298348,2863.0524895043995,97.21768370000402,1.2974476988078685,0.0007,,False,True,(),False,51376.024190974225,1708935840000000000,503,True,7.124,1.0,3.0,0.0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,51377.3,51357.0,1.3000000000029104,19.0,0.051587301587423036,0.753968253968341,0.06777893639222707,0.9906152241918702,-0.7429340758917461,-0.7285434841109486,,,51375.8,1708935840000000000,2024-02-26,8,0.0,-2124.75912942,-4.3637275899177884e-06,-0.7421306934501227,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
AFIB-1708941900000000000-000096,AFIB_CONTINUATION,AFIB_CONTINUATION,LONG,LONG,1708941960000000000,2024-02-26,10,1708941960000000000,51083.8,51083.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-100600-001-000-19,51059.4,51429.100000000006,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51061.2,36.92500000000037,29.115,93310.32385406,2799.3097156218,96.14645762500815,2.842964543385303,0.0007,,False,True,(),False,51083.9,1708941960000000000,605,,,,,,,2,51084.0,51059.0,0.09999999999854481,24.900000000001455,0.004081632653001829,1.0163265306123044,0.002708192281612561,0.6743398781313801,-0.7469582527949371,-0.7448795490659178,,,51059.299999999996,1708942020000000000,2024-02-26,10,1.0,-2797.9584876,-0.00048156072656954185,-0.999517299563439,STOP
AFIB-1708942320000000000-000097,AFIB_CONTINUATION,AFIB_CONTINUATION,LONG,LONG,1708942380000000000,2024-02-26,10,1708942380000000000,51126.1,51126.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-101300-001-000-22,51077.2,51429.100000000006,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51078.7,30.905000000000292,22.499,90512.36536646,2715.3709609938,120.6875283250043,1.9141278573366771,0.0007,,False,True,(),False,51126.2,1708942380000000000,612,,,,,,TIMEOUT,31,51278.7,51093.0,152.5,33.19999999999709,3.1122448979591835,0.6775510204081039,4.934476621905794,1.0742598285066098,0.6630096009963887,0.6679776371167733,1.7089431e+18,,51243.38004355748,1708944180000000000,2024-02-26,10,30.0,1024.18457302,0.002291976394832477,0.37718035131566635,TIMEOUT
AFIB-1708951080000000000-000114,AFIB_CONTINUATION,AFIB_CONTINUATION,SHORT,SHORT,1708951260000000000,2024-02-26,12,1708951260000000000,51159.0,51159.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-124100-001-000-26,51189.100000000006,50990.0,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51187.8,26.50999999999949,26.93,91536.54993948,2746.0964981844,101.96918785000193,0.9541676466338369,0.0007,,False,True,(),False,51158.842112885264,1708951260000000000,760,True,4.248,1.0,4.0,0.0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,51159.0,51181.4,0.0,22.500000000007276,0.0,0.7450331125827352,0.0,0.8487363259150399,-0.7053359109401248,-0.7053359109401248,,,51159.115774229496,1708951260000000000,2024-02-26,12,0.0,-1936.16552413,-5.349248202847214e-06,-0.7050609930896852,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
AFIB-1708955580000000000-000131,AFIB_CONTINUATION,AFIB_CONTINUATION,SHORT,SHORT,1708955640000000000,2024-02-26,13,1708955640000000000,51276.8,51276.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-135400-001-000-33,51317.2,50990.0,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51315.8,28.035000000000945,23.91,89600.38441535,2688.0115324605,112.41755122499727,1.9126305248338518,0.0007,,False,True,(),False,51276.700000000004,1708955640000000000,833,,,,,,,11,51237.9,51329.5,38.80000000000291,52.799999999995634,0.9580246913582686,1.3037037037038302,1.383984305332677,1.8833600856070574,-0.5281965258356447,-0.29497369083968766,,,51317.299999999996,1708956240000000000,2024-02-26,14,10.0,-2687.861778,-0.0007917826225164893,-0.9999442880141356,STOP
AFIB-1708963020000000000-000162,AFIB_REVERSAL,AFIB_REVERSAL,SHORT,SHORT,1708963140000000000,2024-02-26,15,1708963140000000000,52767.7,52767.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-155900-001-000-36,52886.8,52458.700000000004,ABSORBED_FLOW_SHOCK_PRIOR_SIDE_LIQUIDITY,52829.7,91.29000000000015,13.494,86912.52263735,2607.3756791205,193.2226251500004,1.2169460994407753,0.0007,,False,True,(),False,52767.6,1708963140000000000,958,,,,,,,4,52736.9,52947.0,30.69999999999709,179.40000000000146,0.25755033557043594,1.5050335570469369,0.3362909409573561,1.965165954650029,-0.38388211495634156,-0.22436891107522985,,,52886.899999999994,1708963320000000000,2024-02-26,16,3.0,-2607.8254761,-0.002260857041062994,-1.0001725094634815,STOP
AFIB-1708964580000000000-000168,AFIB_CONTINUATION,AFIB_CONTINUATION,SHORT,SHORT,1708964640000000000,2024-02-26,16,1708964640000000000,53184.3,53184.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-162400-001-000-39,53348.3,52852.4,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,53341.35,139.2300000000003,10.591,84304.69716125,2529.1409148375,238.78432804999323,1.078271392861659,0.0007,,False,True,(),False,53184.2,1708964640000000000,983,,,,,,,4,53150.5,53387.1,33.69999999999709,202.90000000000146,0.2053625837903467,1.2364411943936273,0.2420455361631618,1.4573008690655822,-0.2908659901057727,-0.17142787524746048,,,53348.4,1708964820000000000,2024-02-26,16,3.0,-2528.84293662,-0.0030873830949794184,-0.9998821820422293,STOP
AFIB-1708979280000000000-000207,AFIB_REVERSAL,AFIB_REVERSAL,LONG,LONG,1708979400000000000,2024-02-26,20,1708979400000000000,54423.0,54423.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-203000-001-000-42,54317.9,54991.8,ABSORBED_FLOW_SHOCK_PRIOR_SIDE_LIQUIDITY,54351.899999999994,93.25500000000102,13.525,81775.85422463,2453.2756267389,181.38140607500458,2.7125693346789244,0.0007,,False,True,(),False,54423.100000000006,1708979400000000000,1229,,,,,,TIMEOUT,31,54716.9,54321.0,293.79999999999563,102.10000000000582,2.7927756653990823,0.9705323193916501,3.1505013136024065,1.0948474612621812,1.0817905994115868,1.1974876846537321,1.7089803e+18,1.7089806e+18,54492.8,1708981200000000000,2024-02-26,21,30.0,-88.46878325,0.001280706170725245,-0.03606149357445015,TIMEOUT
