accepted_last15,breadth,delayed_cont_120m,delayed_cont_240m,delayed_cont_480m,delayed_cont_60m,delayed_entry_price,delayed_entry_time,delayed_rev_120m,delayed_rev_240m,delayed_rev_480m,delayed_rev_60m,direct_cont_120m,direct_cont_240m,direct_cont_480m,direct_cont_60m,direct_rev_120m,direct_rev_240m,direct_rev_480m,direct_rev_60m,entry_price,entry_time,event_id,event_time,impulse_atr,impulse_breadth,jump_close,jump_direction,jump_high,jump_log_return,jump_low,jump_open,jump_return,jump_zscore,last15_aligned_return,oi_abs_baseline,oi_change_1h,oi_material,oi_mode,period_label,premium_aligned,premium_change_1h,split,state,symbol,taker_1h,taker_aligned,timeframe_min,transition15,episode_id,abs_z,composite_policy,composite_entry_column,composite_template,composite_60m,chosen_entry_60m,composite_120m,chosen_entry_120m,composite_240m,chosen_entry_240m,composite_480m,chosen_entry_480m
True,4,0.006470524901665677,0.004403728629649452,0.012347976800211947,0.002275574343307842,30965.8,2022-06-06 02:15:59.999000+00:00,-0.010270524901665678,-0.008203728629649453,-0.016147976800211947,-0.006075574343307842,0.011157692557180144,0.008670049687990579,0.018503860873626335,0.0005876428691895658,-0.014957692557180146,-0.01247004968799058,-0.022303860873626333,-0.0043876428691895656,30832.4,2022-06-06 02:00:59.999000+00:00,BTCUSDT:2022-06-06T01:59:59.999000+00:00:60m,2022-06-06 01:59:59.999000+00:00,3.1551335743442808,4,30833.8,1,30944.0,0.030421961598025783,30285.3,30285.3,0.030889437945295528,9.750787123231799,0.008560092371802996,0.0025955142484050953,0.02149557201754959,True,BUILD,dev_cascade_2022_06,True,0.00037781999999999996,development,SPONSORED_BUILD_BROAD,BTCUSDT,0.19332483364825562,True,60,PERSISTENT_15,BTCUSDT:2022-06-06 01:59:59.999000+00:00,9.750787123231799,PERSISTENT_TRANSITION_CONTINUATION,delayed_entry_time,delayed_cont_{h}m,0.002275574343307842,2022-06-06 02:15:59.999000+00:00,0.006470524901665677,2022-06-06 02:15:59.999000+00:00,0.004403728629649452,2022-06-06 02:15:59.999000+00:00,0.012347976800211947,2022-06-06 02:15:59.999000+00:00
True,3,0.00038815425414796714,0.00024135495750800154,2.008278203970452e-06,0.0008668476127562514,31335.3,2022-06-06 08:15:59.999000+00:00,-0.004188154254147967,-0.004041354957508001,-0.0038020082782039702,-0.004666847612756251,0.003973175223321425,0.0017543490910485588,0.006153635485871791,0.0037781487188997117,-0.007773175223321425,-0.0055543490910485585,-0.009953635485871791,-0.007578148718899711,31277.8,2022-06-06 08:00:59.999000+00:00,BTCUSDT:2022-06-06T07:59:59.999000+00:00:240m,2022-06-06 07:59:59.999000+00:00,0.06415380385589621,0,31277.9,1,31473.9,0.0447222486007023,31130.7,31235.0,0.04573736455153643,3.464643851039554,0.002831071895760262,0.004337513250856517,-0.0037947770453605756,False,UNWIND,dev_cascade_2022_06,False,-2.6120000000000028e-05,development,UNSPONSORED_CONFLICT,BTCUSDT,-0.029347992867765488,False,240,PERSISTENT_15,BTCUSDT:2022-06-06 07:59:59.999000+00:00,3.464643851039554,PERSISTENT_TRANSITION_CONTINUATION,delayed_entry_time,delayed_cont_{h}m,0.0008668476127562514,2022-06-06 08:15:59.999000+00:00,0.00038815425414796714,2022-06-06 08:15:59.999000+00:00,0.00024135495750800154,2022-06-06 08:15:59.999000+00:00,2.008278203970452e-06,2022-06-06 08:15:59.999000+00:00
True,4,-0.004372074400258428,-0.004929736300729224,-0.00854093714402303,-0.002505267184657476,29408.5,2022-06-07 02:15:59.999000+00:00,0.0005720744002584283,0.0011297363007292244,0.004740937144023029,-0.0012947328153425236,-0.0016191752549414723,0.0013345597141677507,-0.0016699267148918434,0.004092055704802435,-0.0021808247450585275,-0.0051345597141677505,-0.0021300732851081564,-0.007892055704802435,29555.8,2022-06-07 02:00:59.999000+00:00,BTCUSDT:2022-06-07T01:59:59.999000+00:00:60m,2022-06-07 01:59:59.999000+00:00,3.952575078245478,4,29551.7,-1,30247.6,-0.05943018824805973,29351.0,30192.8,-0.05769868499929853,-10.318448275249382,0.007409571984697161,0.008567566289569228,-0.08570990926629563,True,UNWIND,dev_cascade_2022_06,True,-0.00026175,development,FORCED_UNWIND_ACCEPTED,BTCUSDT,-0.08125855205477882,True,60,PERSISTENT_15,BTCUSDT:2022-06-07 01:59:59.999000+00:00,10.318448275249382,ACCEPTED_UNWIND_CONTINUATION,entry_time,direct_cont_{h}m,0.004092055704802435,2022-06-07 02:00:59.999000+00:00,-0.0016191752549414723,2022-06-07 02:00:59.999000+00:00,0.0013345597141677507,2022-06-07 02:00:59.999000+00:00,-0.0016699267148918434,2022-06-07 02:00:59.999000+00:00
True,0,-0.002456286718315313,-0.005851670895350201,-0.0021849273435272524,-0.0020797755857970704,29481.2,2022-06-07 04:15:59.999000+00:00,-0.001343713281684687,0.0020516708953502013,-0.0016150726564727474,-0.0017202244142029293,0.0010545646839833628,-0.002631026313562921,-0.00044810051611808674,-0.0006003976647770287,-0.004854564683983363,-0.0011689736864370786,-0.003351899483881913,-0.003199602335222971,29547.5,2022-06-07 04:00:59.999000+00:00,BTCUSDT:2022-06-07T03:59:59.999000+00:00:120m,2022-06-07 03:59:59.999000+00:00,-0.3897998246414759,0,29547.5,-1,29649.9,-0.05957232215197279,29190.0,29555.8,-0.05783260844610538,-7.486331781020353,0.001463292645011216,0.009293744476824628,-0.02638082558725685,True,UNWIND,dev_cascade_2022_06,False,0.00012144,development,FORCED_UNWIND_ACCEPTED,BTCUSDT,-0.12319974886706357,True,120,PERSISTENT_15,BTCUSDT:2022-06-07 03:59:59.999000+00:00,7.486331781020353,ACCEPTED_UNWIND_CONTINUATION,entry_time,direct_cont_{h}m,-0.0006003976647770287,2022-06-07 04:00:59.999000+00:00,0.0010545646839833628,2022-06-07 04:00:59.999000+00:00,-0.002631026313562921,2022-06-07 04:00:59.999000+00:00,-0.00044810051611808674,2022-06-07 04:00:59.999000+00:00
True,4,0.0030740263063615677,,,0.0034642714570858454,31262.4,2022-06-07 20:15:59.999000+00:00,-0.006874026306361567,,,-0.007264271457085845,0.009314026228325568,,,0.007745608430165043,-0.01311402622832557,,,-0.011545608430165043,31050.4,2022-06-07 20:00:59.999000+00:00,BTCUSDT:2022-06-07T19:59:59.999000+00:00:60m,2022-06-07 19:59:59.999000+00:00,2.2242417272639563,4,31050.5,1,31428.8,0.028693940677665376,30167.0,30172.2,0.029109577690721977,2.787827164528063,0.004626708727655027,0.006879005957831197,-0.005599559974932333,False,UNWIND,dev_cascade_2022_06,True,0.00058562,development,FLOW_ALIGNED_PRICE_ONLY,BTCUSDT,0.2120975550142877,True,60,PERSISTENT_15,BTCUSDT:2022-06-07 19:59:59.999000+00:00,2.787827164528063,PERSISTENT_TRANSITION_CONTINUATION,delayed_entry_time,delayed_cont_{h}m,0.0034642714570858454,2022-06-07 20:15:59.999000+00:00,0.0030740263063615677,2022-06-07 20:15:59.999000+00:00,,2022-06-07 20:15:59.999000+00:00,,2022-06-07 20:15:59.999000+00:00
False,4,-0.005047663783899634,-0.009753611175415943,,-0.007176051150400418,28942.1,2022-06-10 17:15:59.999000+00:00,0.0012476637838996346,0.005953611175415942,,0.0033760511504004184,-0.0022616449679686438,-0.007076689398636025,,-0.004310966453123997,-0.001538355032031356,0.0032766893986360254,,0.0005109664531239972,29034.0,2022-06-10 17:00:59.999000+00:00,BTCUSDT:2022-06-10T16:59:59.999000+00:00:60m,2022-06-10 16:59:59.999000+00:00,1.1984897497848188,4,29034.0,-1,29470.2,-0.013825593647885475,28805.0,29438.2,-0.013730459063393874,-3.1006135881083043,-0.0013795957784368262,0.00437716338867844,-0.016384028554881525,True,UNWIND,dev_cascade_2022_06,False,0.0009154800000000001,development,FORCED_UNWIND_REJECTED,BTCUSDT,-0.10095414205042741,True,60,PERSISTENT_15,BTCUSDT:2022-06-10 16:59:59.999000+00:00,3.1006135881083043,REJECTED_UNWIND_REVERSAL,delayed_entry_time,delayed_rev_{h}m,0.0033760511504004184,2022-06-10 17:15:59.999000+00:00,0.0012476637838996346,2022-06-10 17:15:59.999000+00:00,0.005953611175415942,2022-06-10 17:15:59.999000+00:00,,2022-06-10 17:15:59.999000+00:00
True,4,-0.0007364947072593258,0.012659352580081674,0.01503469869701214,-0.00512812299321229,28964.2,2022-06-11 09:15:59.999000+00:00,-0.003063505292740674,-0.016459352580081674,-0.01883469869701214,0.0013281229932122901,0.0009108294533539802,0.01665492326263153,0.016554906018278928,-0.004265925159510285,-0.00471082945335398,-0.020454923262631527,-0.020354906018278926,0.0004659251595102848,28995.0,2022-06-11 09:00:59.999000+00:00,BTCUSDT:2022-06-11T08:59:59.999000+00:00:60m,2022-06-11 08:59:59.999000+00:00,1.6049180669596683,4,28994.9,-1,29329.8,-0.010774683640357859,28988.0,29309.0,-0.010716844655225266,-2.098705351738732,0.004979409746053487,0.0032787727452685544,-0.0009084699342380986,False,UNWIND,dev_cascade_2022_06,False,0.00017162,development,MIXED_SPONSORSHIP,BTCUSDT,-0.3031340711378357,True,60,PERSISTENT_15,BTCUSDT:2022-06-11 08:59:59.999000+00:00,2.098705351738732,PERSISTENT_TRANSITION_CONTINUATION,delayed_entry_time,delayed_cont_{h}m,-0.00512812299321229,2022-06-11 09:15:59.999000+00:00,-0.0007364947072593258,2022-06-11 09:15:59.999000+00:00,0.012659352580081674,2022-06-11 09:15:59.999000+00:00,0.01503469869701214,2022-06-11 09:15:59.999000+00:00
True,4,-0.012582606346827495,-0.008933441960162424,-0.005908155725563345,-0.007591581130299883,28691.5,2022-06-11 14:15:59.999000+00:00,0.008782606346827494,0.005133441960162423,0.002108155725563345,0.0037915811302998833,-0.014674687065368662,-0.0114375521557719,-0.009201808066759397,-0.014062726008344894,0.010874687065368661,0.0076375521557719,0.005401808066759397,0.010262726008344892,28760.0,2022-06-11 14:00:59.999000+00:00,BTCUSDT:2022-06-11T13:59:59.999000+00:00:60m,2022-06-11 13:59:59.999000+00:00,0.9911273208115126,3,28760.1,1,28865.4,0.010672146509590027,28320.0,28457.0,0.01072929699031433,2.4007032486239486,0.0022442386838446016,0.0036136894714822176,-0.004021940853501604,True,UNWIND,dev_cascade_2022_06,False,-8.586e-05,development,FORCED_UNWIND_ACCEPTED,BTCUSDT,0.02844858140959315,True,60,MIXED_15,BTCUSDT:2022-06-11 13:59:59.999000+00:00,2.4007032486239486,ACCEPTED_UNWIND_CONTINUATION,entry_time,direct_cont_{h}m,-0.014062726008344894,2022-06-11 14:00:59.999000+00:00,-0.014674687065368662,2022-06-11 14:00:59.999000+00:00,-0.0114375521557719,2022-06-11 14:00:59.999000+00:00,-0.009201808066759397,2022-06-11 14:00:59.999000+00:00
True,4,1.0390420706509222e-05,-0.008784416121591964,0.0007184617326014958,0.0031195946467004318,28528.2,2022-06-11 15:15:59.999000+00:00,-0.003810390420706509,0.004984416121591963,-0.004518461732601496,-0.006919594646700431,-0.0036493717045287125,-0.008531421109319913,-0.009428986068383815,-0.0012805041851165916,-0.00015062829547128728,0.004731421109319913,0.005628986068383814,-0.002519495814883408,28410.2,2022-06-11 15:00:59.999000+00:00,BTCUSDT:2022-06-11T14:59:59.999000+00:00:60m,2022-06-11 14:59:59.999000+00:00,1.090313941127602,4,28410.8,-1,28764.1,-0.01221965532971595,28357.4,28760.0,-0.012145298521215153,-2.0085509346279564,0.003322165897809204,0.003591141946593268,-0.01664641840236669,True,UNWIND,dev_cascade_2022_06,False,7.145999999999997e-05,development,FORCED_UNWIND_ACCEPTED,BTCUSDT,-0.2301638515514153,True,60,MIXED_15,BTCUSDT:2022-06-11 14:59:59.999000+00:00,2.0085509346279564,ACCEPTED_UNWIND_CONTINUATION,entry_time,direct_cont_{h}m,-0.0012805041851165916,2022-06-11 15:00:59.999000+00:00,-0.0036493717045287125,2022-06-11 15:00:59.999000+00:00,-0.008531421109319913,2022-06-11 15:00:59.999000+00:00,-0.009428986068383815,2022-06-11 15:00:59.999000+00:00
True,4,0.0029912905230337202,0.0004366268991906747,0.0011234425818456145,-0.000588145706675301,27518.3,2022-06-12 03:15:59.999000+00:00,-0.00679129052303372,-0.0042366268991906745,-0.004923442581845614,-0.003211854293324699,-0.0023633430015141824,-0.0039613291012239185,-0.002837631113300252,-0.006595452306682002,-0.0014366569984858174,0.00016132910122391877,-0.0009623688866997476,0.002795452306682002,27409.5,2022-06-12 03:00:59.999000+00:00,BTCUSDT:2022-06-12T02:59:59.999000+00:00:60m,2022-06-12 02:59:59.999000+00:00,2.0898358444716534,4,27409.5,-1,28337.7,-0.029481404210975618,27284.2,28229.6,-0.029051066965171235,-4.70451848004498,0.0029464724177442614,0.0037636904834918994,-0.06412216556927319,True,UNWIND,dev_cascade_2022_06,False,0.00203391,development,FORCED_UNWIND_ACCEPTED,BTCUSDT,-0.20732592802504382,True,60,MIXED_15,BTCUSDT:2022-06-12 02:59:59.999000+00:00,4.70451848004498,ACCEPTED_UNWIND_CONTINUATION,entry_time,direct_cont_{h}m,-0.006595452306682002,2022-06-12 03:00:59.999000+00:00,-0.0023633430015141824,2022-06-12 03:00:59.999000+00:00,-0.0039613291012239185,2022-06-12 03:00:59.999000+00:00,-0.002837631113300252,2022-06-12 03:00:59.999000+00:00
