plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,cell_slope,cell_width_bps,cell_age,cell_turns,edge_divergence,event_activity,event_flow,event_duration,penetration,reclaim,approach_efficiency,response_flow,response_activity,risk_range,risk_bps,cost_r,planned_rr,market_move,relative_move,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:896:s2:XRPUSDT:15m:PIVOT:LOW:919:s2:EXCURSION:1710081660000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:896:s2:XRPUSDT:15m:PIVOT:LOW:919:s2:EXCURSION:1710081660000000000:1,XRPUSDT,1,1710081720000000000,1710081660000000000,0.6066,0.6045,0.6099667613636364,1.6032196969696924,0.6061185606060606,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:896:s2:XRPUSDT:15m:PIVOT:LOW:919:s2,AUCTION_VALUE,0.6061185606060606,0.6140149621212121,0.6140149621212121,0.6061185606060606,TWO_SIDED_AUCTION_RETURN,-0.32228774271803123,130.17476945518422,0.2,9,0.6827113835484341,2.9092712820424595,-0.18332820346925816,2,0.09636995133360915,0.060969467296670736,-0.15894039735099394,-0.18585911527736484,1.9489193897431962,0.26594392344038587,34.61918892185939,0.34662857142857295,1.6032196969696924,-1.1549892879730794,-0.02485994332189101,10000.0,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710081720000000000,1710081780000000000,0.6067,0.6044,102084.9,-296.6127812,1.0,False,0.0,-296.6127812,-0.9887092706666666,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:930:s2:XRPUSDT:15m:PIVOT:LOW:942:s2:EXCURSION:1710103080000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:930:s2:XRPUSDT:15m:PIVOT:LOW:942:s2:EXCURSION:1710103080000000000:1,XRPUSDT,1,1710103440000000000,1710103080000000000,0.6118,0.6105499999999999,0.6131543749999999,1.0834999999998531,0.6114824999999999,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:930:s2:XRPUSDT:15m:PIVOT:LOW:942:s2,AUCTION_VALUE,0.6114824999999999,0.6150262499999999,0.6150262499999999,0.6114824999999999,TWO_SIDED_AUCTION_RETURN,-0.02116402116401909,57.92334096109769,0.48333333333333334,4,0.24691358024688942,1.3807458206911074,-0.23261785814084296,7,0.1664902998236294,0.08959435626104705,-0.059288537549410165,0.719959961750867,0.5054247708531003,0.3527336860670475,20.431513566526387,0.5873279999999603,1.0834999999998531,-0.30719473911914597,0.0010300477193457835,9703.387218799999,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710103440000000000,1710104700000000000,0.6119,0.6132,132953.3,115.85683515,21.0,False,0.0,115.85683515,0.3979944753227723,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:932:s2:SOLUSDT:15m:PIVOT:HIGH:939:s2:EXCURSION:1710106020000000000:1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:932:s2:SOLUSDT:15m:PIVOT:HIGH:939:s2:EXCURSION:1710106020000000000:1,SOLUSDT,1,1710106020000000000,1710106020000000000,144.354,144.07049999999998,145.0007598214286,2.281339758125275,144.22840714285715,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:932:s2:SOLUSDT:15m:PIVOT:HIGH:939:s2,AUCTION_VALUE,144.22840714285715,145.79311250000003,145.79311250000003,144.22840714285715,TWO_SIDED_AUCTION_RETURN,0.08997586263959119,108.39362658068941,1.95,4,-0.7598646481822519,2.3031771630659907,-0.04947750053316272,1,0.018154947017649994,0.0802661386500218,-0.027784209307711246,-0.04947750053316272,2.3031771630659907,0.18118427134275075,19.639220250220433,0.6110222222221532,2.281339758125275,-0.28051850968353054,0.1684270722498819,9819.24405395,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710106020000000000,1710107280000000000,144.38,144.04,598.22,-289.6641062,21.0,False,0.0,-289.6641062,-0.9833211348670521,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:963:s2:XRPUSDT:15m:PIVOT:HIGH:990:s2:EXCURSION:1710154680000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:963:s2:XRPUSDT:15m:PIVOT:HIGH:990:s2:EXCURSION:1710154680000000000:1,XRPUSDT,1,1710154800000000000,1710154680000000000,0.6256,0.6237000000000001,0.6327649298418973,3.771015706261882,0.6253978043478261,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:963:s2:XRPUSDT:15m:PIVOT:HIGH:990:s2,AUCTION_VALUE,0.6253978043478261,0.6403320553359684,0.6403320553359684,0.6253978043478261,TWO_SIDED_AUCTION_RETURN,0.26991247935119095,238.7188457183867,2.75,7,-0.465014303142458,1.4589355995120676,-0.18763616718326018,3,0.051120050014561935,0.0135390554460672,-0.11693548387096861,-0.12027464436594643,0.70219489979312,0.12722432490979918,30.37084398976825,0.3951157894737046,3.771015706261882,-0.5965803671259375,-0.2154967861111008,9529.57994775,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710154800000000000,1710158160000000000,0.6257,0.6236,103216.4,-281.22856426,56.0,False,0.0,-281.22856426,-0.983703954081068,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:981:s2:SOLUSDT:15m:PIVOT:LOW:1007:s2:EXCURSION:1710162120000000000:1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:981:s2:SOLUSDT:15m:PIVOT:LOW:1007:s2:EXCURSION:1710162120000000000:1,SOLUSDT,1,1710162180000000000,1710162120000000000,149.054,148.50599999999997,149.638,1.0656934306568813,148.9278443478261,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:981:s2:SOLUSDT:15m:PIVOT:LOW:1007:s2,PREEXISTING_OPPOSING_TURN,148.9278443478261,151.25327641304347,151.25327641304347,148.9278443478261,TWO_SIDED_AUCTION_RETURN,0.2634741790620975,156.01272459762035,0.55,8,0.9430804700856417,1.5697708310393612,-0.4048806366047745,2,0.05703577759626519,0.054250413960002845,-0.003851990194934192,0.1342035488476443,0.5415141522067466,0.23565513187709736,36.76519918955749,0.3263956204379382,1.0656934306568813,0.2666828989348895,-0.23774967445056042,9248.35138349,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710162180000000000,1710162660000000000,149.07,148.49,369.47,-269.2623466,8.0,False,0.0,-269.2623466,-0.9704877313978452,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:1003:s2:ETHUSDT:15m:PIVOT:HIGH:1020:s2:EXCURSION:1710178380000000000:-1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:1003:s2:ETHUSDT:15m:PIVOT:HIGH:1020:s2:EXCURSION:1710178380000000000:-1,ETHUSDT,-1,1710178380000000000,1710178380000000000,4050.24,4056.59,4030.9494999999997,3.037874015747868,4052.4219999999996,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:1003:s2:ETHUSDT:15m:PIVOT:HIGH:1020:s2,AUCTION_VALUE,4009.457,4052.4219999999996,4052.4219999999996,4009.457,TWO_SIDED_AUCTION_RETURN,0.052600954265101155,106.08013352295097,1.8,6,0.20784359362273233,1.0486548321753817,-0.15688235574599538,1,0.012987315256614722,0.05078552310019329,-0.047649680650645565,-0.15688235574599538,1.0486548321753817,0.1477947166298245,15.678083274078483,0.7653996850393262,3.037874015747868,0.07400686533856321,-0.4591162694277378,8979.08903689,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710178380000000000,1710181200000000000,4049.74,4057.11,22.808,-260.5454774,47.0,False,0.0,-260.5454774,-0.9672305521178741,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:1033:s2:SOLUSDT:15m:PIVOT:HIGH:1047:s2:EXCURSION:1710200400000000000:-1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:1033:s2:SOLUSDT:15m:PIVOT:HIGH:1047:s2:EXCURSION:1710200400000000000:-1,SOLUSDT,-1,1710200400000000000,1710200400000000000,149.382,149.6445,148.702,2.5904761904763287,149.42755555555556,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:1033:s2:SOLUSDT:15m:PIVOT:HIGH:1047:s2,PREEXISTING_OPPOSING_TURN,147.43272222222222,149.42755555555556,149.42755555555556,147.43272222222222,TWO_SIDED_AUCTION_RETURN,-0.1310050964992892,133.5390698566984,1.1666666666666667,5,-0.5587768401704437,2.036755059970015,-0.3968600839611249,1,0.03631603865541466,0.022836772774109136,-0.14872537014360654,-0.3968600839611249,2.036755059970015,0.1315899406800846,17.572398280916616,0.6828891428571724,2.5904761904763287,0.010667913094933978,-1.2161517643691382,8718.54355949,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710200400000000000,1710200880000000000,149.36,148.7,555.85,308.819143,8.0,False,0.0,308.819143,1.1806985149633742,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:1033:s2:SOLUSDT:15m:PIVOT:HIGH:1047:s2:EXCURSION:1710202020000000000:-1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:1033:s2:SOLUSDT:15m:PIVOT:HIGH:1047:s2:EXCURSION:1710202020000000000:-1,SOLUSDT,-1,1710202020000000000,1710202020000000000,149.242,149.751,148.702,1.0609037328093842,149.54515555555557,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:1033:s2:SOLUSDT:15m:PIVOT:HIGH:1047:s2,PREEXISTING_OPPOSING_TURN,147.55032222222223,149.54515555555557,149.54515555555557,147.55032222222223,TWO_SIDED_AUCTION_RETURN,-0.1310050964992892,133.6643393504062,1.6166666666666667,5,-0.5587768401704437,6.267318056597613,-0.31437109332163615,1,0.027493246442189246,0.15197036789485024,-0.05918330635006529,-0.31437109332163615,6.267318056597613,0.25515916116635384,34.10568070650451,0.35184754420431213,1.0609037328093842,0.018900754698368598,-0.8110543910786356,9027.36270249,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710202020000000000,1710202080000000000,149.22,149.77,379.68,-265.5842616,1.0,False,0.0,-265.5842616,-0.980663900605007,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:1082:s2:ETHUSDT:15m:PIVOT:LOW:1089:s2:EXCURSION:1710239940000000000:-1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:1082:s2:ETHUSDT:15m:PIVOT:LOW:1089:s2:EXCURSION:1710239940000000000:-1,ETHUSDT,-1,1710239940000000000,1710239940000000000,4012.87,4017.2349999999997,4002.11,2.4650630011455443,4013.268071428572,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:1082:s2:ETHUSDT:15m:PIVOT:LOW:1089:s2,PREEXISTING_OPPOSING_TURN,3959.349023809524,4013.268071428572,4013.268071428572,3959.349023809524,TWO_SIDED_AUCTION_RETURN,0.15757308133886225,134.3652986990555,1.65,4,0.9171685948953583,3.3621407218544688,-0.33635150664435187,1,0.021549501015617104,0.0073827607524644045,-0.0018825301204814285,-0.33635150664435187,3.3621407218544688,0.08095469398568839,10.877501638477652,1.103194501718268,2.4650630011455443,0.304616107576942,-0.48168343999283525,8761.778440889999,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710239940000000000,1710241680000000000,4012.35,4017.79,26.756,-252.97985292,29.0,False,0.0,-252.97985292,-0.9624372290271509,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1072:s2:XRPUSDT:15m:PIVOT:LOW:1098:s2:EXCURSION:1710245820000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1072:s2:XRPUSDT:15m:PIVOT:LOW:1098:s2:EXCURSION:1710245820000000000:1,XRPUSDT,1,1710245820000000000,1710245820000000000,0.6922,0.6891999999999999,0.6980000000000001,1.9333333333332692,0.6919815,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1072:s2:XRPUSDT:15m:PIVOT:LOW:1098:s2,PREEXISTING_OPPOSING_TURN,0.6919815,0.7089599375000002,0.7089599375000002,0.6919815,TWO_SIDED_AUCTION_RETURN,0.07553698625094331,245.2822522392396,1.0333333333333334,8,0.8101452209604,2.1956972450074086,-0.23363909950276765,1,0.07547808801605177,0.012869264324235267,-0.027153558052434752,-0.23363909950276765,2.1956972450074086,0.17669470468057408,43.340075122798524,0.2768799999999895,1.9333333333332692,-0.5236413428376625,0.2697941197716356,8508.798587969999,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710245820000000000,1710246300000000000,0.6923,0.6891,64856.899999999994,-252.33874084,8.0,False,0.0,-252.33874084,-0.9885404237004124,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1106:s2:XRPUSDT:15m:PIVOT:LOW:1112:s2:EXCURSION:1710260640000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1106:s2:XRPUSDT:15m:PIVOT:LOW:1112:s2:EXCURSION:1710260640000000000:1,XRPUSDT,1,1710260640000000000,1710260640000000000,0.6859,0.6817,0.69502425,2.172440476190499,0.683788,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1106:s2:XRPUSDT:15m:PIVOT:LOW:1112:s2,AUCTION_VALUE,0.683788,0.7064605,0.7064605,0.683788,TWO_SIDED_AUCTION_RETURN,-0.0785092071893258,330.5511007435501,1.65,4,-0.5610320873304623,13.895629295473917,-0.15013652880318917,1,0.025934502150178385,0.09315249751902058,-0.13627639155470261,-0.15013652880318917,13.895629295473917,0.1852464439298694,61.23341594984665,0.1959714285714294,2.172440476190499,-1.406730665625519,0.05378830668165979,8256.459847130001,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710260640000000000,1710260760000000000,0.686,0.6816,48416.0,-246.1372608,2.0,False,0.0,-246.1372608,-0.9937158917876847,
