symbol,session_name,session_start,session_end,opening_end,opening_return,opening_abs_return,opening_range,opening_quote_volume,direction_value,confirmation_end,confirmation_return,confirmation_body_fraction,confirmation_taker_pressure,confirmation_high,confirmation_low,entry_price,prior_atr_1h,remaining_count,prior_abs_return_threshold,prior_volume_threshold,prior_range_threshold,directional_breadth
BTCUSDT,AMERICA,2024-04-11 16:00:00+00:00,2024-04-12 00:00:00+00:00,2024-04-11 16:30:00+00:00,-0.002965198534104041,0.002965198534104041,0.00574337684289877,371598116.6032001,-1.0,2024-04-11 23:35:00+00:00,0.0011939906280302726,0.7931688804552595,0.3675860368186319,70103.3,69997.9,70100.9,111.19999999999952,5,,,,1.0
BTCUSDT,AMERICA,2024-04-12 16:00:00+00:00,2024-04-13 00:00:00+00:00,2024-04-12 16:30:00+00:00,-0.005102776256234343,0.005102776256234343,0.013358030386023541,1452525256.7141798,-1.0,2024-04-12 23:35:00+00:00,4.029838716901324e-05,0.022499999999975748,-0.08578287963255948,67078.0,66958.0,67002.9,113.6166666666674,5,,,,1.0
BTCUSDT,AMERICA,2024-04-13 16:00:00+00:00,2024-04-14 00:00:00+00:00,2024-04-13 16:30:00+00:00,-0.00373209304524591,0.00373209304524591,0.007514420121980134,468262719.0983,-1.0,2024-04-13 23:35:00+00:00,0.0011626481056907778,0.27516531961792895,0.14981187789306816,64680.3,64408.1,64496.8,661.2999999999998,5,,,,1.0
BTCUSDT,AMERICA,2024-04-14 16:00:00+00:00,2024-04-15 00:00:00+00:00,2024-04-14 16:30:00+00:00,0.006941662913222846,0.006941662913222846,0.009136063762306558,383093175.50909996,1.0,2024-04-14 23:35:00+00:00,-0.0009558594489608163,0.32570239334030576,-0.042031538293137105,65540.9,65348.7,65428.2,285.84166666666596,5,,,,1.0
BTCUSDT,AMERICA,2024-04-15 16:00:00+00:00,2024-04-16 00:00:00+00:00,2024-04-15 16:30:00+00:00,-0.006898250419038021,0.006898250419038021,0.012690426102124537,638935483.43502,-1.0,2024-04-15 23:35:00+00:00,6.165198875085487e-05,0.03823529411758999,0.06053541264679296,63304.4,63202.4,63262.2,183.8249999999995,5,,,,1.0
BTCUSDT,AMERICA,2024-04-16 16:00:00+00:00,2024-04-17 00:00:00+00:00,2024-04-16 16:30:00+00:00,0.0016259319958802365,0.0016259319958802365,0.00680008809830737,765509623.9505,1.0,2024-04-16 23:35:00+00:00,-0.0008823704576729208,0.7427440633245481,-0.33230519278632065,63815.9,63740.1,63749.1,105.62499999999939,5,,,,1.0
BTCUSDT,AMERICA,2024-04-17 16:00:00+00:00,2024-04-18 00:00:00+00:00,2024-04-17 16:30:00+00:00,0.007311610312904282,0.007311610312904282,0.024242625344261158,2180024704.9116,1.0,2024-04-17 23:35:00+00:00,0.00027266196447217617,0.15799432355721427,0.2113752190115581,61283.1,61177.4,61264.7,146.57500000000013,5,,,,1.0
BTCUSDT,AMERICA,2024-04-18 16:00:00+00:00,2024-04-19 00:00:00+00:00,2024-04-18 16:30:00+00:00,0.0046018914861067906,0.0046018914861067906,0.009567712083234257,624562432.8246,1.0,2024-04-18 23:35:00+00:00,-0.0008258158871847776,0.431275720164621,-0.13340740002918183,63510.2,63388.7,63400.0,126.42499999999988,5,,,,1.0
BTCUSDT,AMERICA,2024-04-19 16:00:00+00:00,2024-04-20 00:00:00+00:00,2024-04-19 16:30:00+00:00,-0.009935172996199837,0.009935172996199837,0.016135341894140755,1260686952.43742,-1.0,2024-04-19 23:35:00+00:00,0.0016345818890848296,0.4212022745735106,0.3375553036542933,63647.2,63401.0,63545.0,304.5416666666667,5,,,,1.0
BTCUSDT,AMERICA,2024-04-20 16:00:00+00:00,2024-04-21 00:00:00+00:00,2024-04-20 16:30:00+00:00,-0.0010174306402557232,0.0010174306402557232,0.008139445122045315,767548908.3723999,-1.0,2024-04-20 23:35:00+00:00,-0.0005887402653647067,0.5978090766823708,-0.174273197218066,64910.0,64846.1,64846.1,95.71666666666715,5,,,,0.5
BTCUSDT,AMERICA,2024-04-21 16:00:00+00:00,2024-04-22 00:00:00+00:00,2024-04-21 16:30:00+00:00,-0.006181659896423719,0.006181659896423719,0.010592956383844273,1000623852.3326399,-1.0,2024-04-21 23:35:00+00:00,-0.0007419151261409684,0.6566757493187484,-0.38888422595584615,64967.6,64894.2,64918.8,100.54999999999988,5,,,,1.0
BTCUSDT,AMERICA,2024-04-22 16:00:00+00:00,2024-04-23 00:00:00+00:00,2024-04-22 16:30:00+00:00,0.0032698266400674747,0.0032698266400674747,0.007725098079640149,476037644.3353,1.0,2024-04-22 23:35:00+00:00,-0.002745042429489364,0.9172069825436119,-0.4438103456950858,67010.0,66809.5,66809.6,175.5666666666657,5,,,,1.0
BTCUSDT,AMERICA,2024-04-23 16:00:00+00:00,2024-04-24 00:00:00+00:00,2024-04-23 16:30:00+00:00,0.003495839935415246,0.003495839935415246,0.006027725730948526,413303284.9996,1.0,2024-04-23 23:35:00+00:00,0.00042975859630289825,0.3941908713692787,0.14835683235739627,66386.3,66314.0,66344.8,96.0,5,,,,1.0
BTCUSDT,AMERICA,2024-04-24 16:00:00+00:00,2024-04-25 00:00:00+00:00,2024-04-24 16:30:00+00:00,-0.002905865141229369,0.002905865141229369,0.009779621788570012,931475697.3755,-1.0,2024-04-24 23:35:00+00:00,0.0019456923838478968,0.9081632653061311,0.3587307345067188,64163.5,64026.3,64163.5,164.5083333333332,5,,,,0.75
BTCUSDT,AMERICA,2024-04-25 16:00:00+00:00,2024-04-26 00:00:00+00:00,2024-04-25 16:30:00+00:00,0.0005851000755168201,0.0005851000755168201,0.004743211278857136,465794774.2514,1.0,2024-04-25 23:35:00+00:00,-0.00016281568798937052,0.10824742268041238,-0.2520395010606864,64515.2,64418.2,64479.6,91.03333333333285,5,,,,0.5
BTCUSDT,AMERICA,2024-04-26 16:00:00+00:00,2024-04-27 00:00:00+00:00,2024-04-26 16:30:00+00:00,0.0031332110924180423,0.0031332110924180423,0.007449449600826725,514539369.83979994,1.0,2024-04-26 23:35:00+00:00,-0.0007631111744860197,0.8143812709029218,-0.13325050177387554,63820.0,63760.2,63769.0,88.13333333333382,5,,,,0.75
BTCUSDT,AMERICA,2024-04-27 16:00:00+00:00,2024-04-28 00:00:00+00:00,2024-04-27 16:30:00+00:00,-0.0029144280077485485,0.0029144280077485485,0.005763702499511302,230929865.7385,-1.0,2024-04-27 23:35:00+00:00,0.00018922102434792976,0.2898550724637579,-0.04288820316312625,63430.0,63388.6,63429.9,48.1916666666663,5,,,,0.75
BTCUSDT,AMERICA,2024-04-28 16:00:00+00:00,2024-04-29 00:00:00+00:00,2024-04-28 16:30:00+00:00,0.0024122755221740455,0.0024122755221740455,0.003958525236779351,169575906.9485,1.0,2024-04-28 23:35:00+00:00,0.00014143237625474647,0.05565978736711304,0.0011390559421977642,63009.9,62850.0,62936.5,208.8083333333319,5,,,,1.0
BTCUSDT,AMERICA,2024-04-29 16:00:00+00:00,2024-04-30 00:00:00+00:00,2024-04-29 16:30:00+00:00,-0.001163266795953688,0.001163266795953688,0.003913527856510419,331761698.7807,-1.0,2024-04-29 23:35:00+00:00,0.0005926977757413354,0.29494163424125647,0.02978702728819571,64069.1,63940.6,63982.8,167.41666666666666,5,,,,0.75
BTCUSDT,AMERICA,2024-04-30 16:00:00+00:00,2024-05-01 00:00:00+00:00,2024-04-30 16:30:00+00:00,-0.008427562622500773,0.008427562622500773,0.011320680195310144,1131677396.3495,-1.0,2024-04-30 23:35:00+00:00,0.001486127004413751,0.7431874483897695,0.40676455819205337,60653.4,60532.3,60650.1,167.10833333333298,5,,,,1.0
BTCUSDT,AMERICA,2024-05-01 16:00:00+00:00,2024-05-02 00:00:00+00:00,2024-05-01 16:30:00+00:00,0.00799784754498778,0.00799784754498778,0.011979185900716203,671434105.64013,1.0,2024-05-01 23:35:00+00:00,0.0022833810621003536,0.8377693282636757,0.20377324245594264,58030.2,57872.4,58028.8,114.8083333333343,5,0.0036688324463765576,812466154.7163275,0.010089929055951212,1.0
BTCUSDT,AMERICA,2024-05-02 16:00:00+00:00,2024-05-03 00:00:00+00:00,2024-05-02 16:30:00+00:00,-0.0018723366896952198,0.0018723366896952198,0.006484801826076948,390273393.99259996,-1.0,2024-05-02 23:35:00+00:00,-0.0011201481366343025,0.5057208237985993,-0.32215294292122676,59253.4,59122.3,59122.3,111.74166666666679,5,0.00373209304524591,767548908.3723999,0.010112121978303204,0.75
BTCUSDT,AMERICA,2024-05-03 16:00:00+00:00,2024-05-04 00:00:00+00:00,2024-05-03 16:30:00+00:00,0.004432212927855339,0.004432212927855339,0.005335521599942915,455913536.21870005,1.0,2024-05-03 23:35:00+00:00,0.0007022627762682809,0.17475345167651138,0.2591518655431544,63333.0,63079.5,63126.1,118.46666666666715,5,0.0036688324463765576,766937123.0458299,0.010102610725866636,0.75
BTCUSDT,AMERICA,2024-05-04 16:00:00+00:00,2024-05-05 00:00:00+00:00,2024-05-04 16:30:00+00:00,-0.0011794288733623093,0.0011794288733623093,0.004258524518753751,238246827.89580002,-1.0,2024-05-04 23:35:00+00:00,-0.00045866389485471615,0.38151041666659535,-0.3584636137350615,63900.0,63823.2,63851.9,81.64166666666642,5,0.00373209304524591,766325337.71926,0.010093099473430067,1.0
BTCUSDT,AMERICA,2024-05-05 16:00:00+00:00,2024-05-06 00:00:00+00:00,2024-05-05 16:30:00+00:00,-0.002560634552882801,0.002560634552882801,0.005153878763503915,459808452.031,-1.0,2024-05-05 23:35:00+00:00,-0.0007092043817920057,0.5340375586854642,-0.14256597704754725,64160.0,64074.8,64110.9,93.40833333333346,5,0.0036688324463765576,765713552.39269,0.010083588220993499,0.75
BTCUSDT,AMERICA,2024-05-06 16:00:00+00:00,2024-05-07 00:00:00+00:00,2024-05-06 16:30:00+00:00,-0.0009591210049072485,0.0009591210049072485,0.005850638129934258,428615192.4857,-1.0,2024-05-06 23:35:00+00:00,-0.0007895750822737302,0.9157509157509401,-0.309464266358068,63325.6,63271.0,63275.2,90.00833333333442,5,0.003605571847507205,748092832.6616718,0.010020258600525717,1.0
BTCUSDT,AMERICA,2024-05-07 16:00:00+00:00,2024-05-08 00:00:00+00:00,2024-05-07 16:30:00+00:00,-0.0012133084079289924,0.0012133084079289924,0.00390675889694101,149340755.5504,-1.0,2024-05-07 23:35:00+00:00,0.001458851246924464,0.6141891891891499,0.15600749076788967,62423.0,62275.0,62400.2,173.35000000000036,5,0.0035507058914612255,721967645.72843,0.009930019796042328,0.75
BTCUSDT,AMERICA,2024-05-08 16:00:00+00:00,2024-05-09 00:00:00+00:00,2024-05-08 16:30:00+00:00,0.00017188230399378668,0.00017188230399378668,0.005672116031799809,348305637.0764,1.0,2024-05-08 23:35:00+00:00,0.0006938566620082742,0.39905660377361235,-0.023787369012024606,61031.0,60925.0,61005.9,149.69166666666874,5,0.003495839935415246,695842458.795188,0.009839780991558938,0.75
BTCUSDT,AMERICA,2024-05-09 16:00:00+00:00,2024-05-10 00:00:00+00:00,2024-05-09 16:30:00+00:00,0.005751539297356167,0.005751539297356167,0.00927844178840197,823698712.6013999,1.0,2024-05-09 23:35:00+00:00,0.000518222021574477,0.38488783943329,0.3651811418259192,62962.7,62878.0,62940.0,182.26666666666642,5,0.0033828332877413603,677726511.3197371,0.009758430818036436,1.0
BTCUSDT,AMERICA,2024-05-10 16:00:00+00:00,2024-05-11 00:00:00+00:00,2024-05-10 16:30:00+00:00,-0.001210305828024838,0.001210305828024838,0.01745172324887463,1803865071.8144,-1.0,2024-05-10 23:35:00+00:00,0.0005223716329205708,0.5729729729730254,0.09809941735278538,60931.6,60876.1,60908.0,78.24166666666618,5,0.003495839935415246,730676041.3728439,0.009694857906435709,0.5
BTCUSDT,AMERICA,2024-05-11 16:00:00+00:00,2024-05-12 00:00:00+00:00,2024-05-11 16:30:00+00:00,0.002090076063722801,0.002090076063722801,0.005396910023697341,237516149.1778,1.0,2024-05-11 23:35:00+00:00,-0.0009122036773622222,1.0,-0.32738827669558224,60951.3,60895.7,60895.7,37.97499999999976,5,0.0033828332877413603,766121409.2770699,0.009869860593053401,0.75
BTCUSDT,AMERICA,2024-05-12 16:00:00+00:00,2024-05-13 00:00:00+00:00,2024-05-12 16:30:00+00:00,0.004627344822699886,0.004627344822699886,0.008295342197117445,600279931.9187,1.0,2024-05-12 23:35:00+00:00,-0.0005779979778212097,0.6272084805653871,0.07158515592100434,61440.0,61383.4,61383.4,60.000000000000604,5,0.0032698266400674747,765509623.9505,0.009779621788570012,1.0
BTCUSDT,AMERICA,2024-05-13 16:00:00+00:00,2024-05-14 00:00:00+00:00,2024-05-13 16:30:00+00:00,0.0031993674302808195,0.0031993674302808195,0.008850260077610484,688953933.7035,1.0,2024-05-13 23:35:00+00:00,-0.00012248917084367594,0.11079136690643294,0.07461832319518691,62916.1,62846.6,62855.0,80.80833333333369,5,0.0033828332877413603,739384437.0172579,0.009716048876969285,1.0
BTCUSDT,AMERICA,2024-05-14 16:00:00+00:00,2024-05-15 00:00:00+00:00,2024-05-14 16:30:00+00:00,-0.004315789473684162,0.004315789473684162,0.006613765182186258,363334081.1441,-1.0,2024-05-14 23:35:00+00:00,-0.0004984923448138057,0.4943639291464446,-0.019566647872499066,61595.3,61533.2,61555.0,64.41666666666727,5,0.0032698266400674747,719576209.8023,0.009652475965368558,1.0
BTCUSDT,AMERICA,2024-05-15 16:00:00+00:00,2024-05-16 00:00:00+00:00,2024-05-15 16:30:00+00:00,0.0015335763557153825,0.0015335763557153825,0.006469775250674804,742913991.1933001,1.0,2024-05-15 23:35:00+00:00,-0.0011298018466521231,0.7255092143549824,-0.33926868266808496,66227.8,66124.7,66131.5,116.65000000000146,5,0.0033828332877413603,696609502.7281998,0.009588903053767832,0.75
BTCUSDT,AMERICA,2024-05-16 16:00:00+00:00,2024-05-17 00:00:00+00:00,2024-05-16 16:30:00+00:00,-0.0054042553191488985,0.0054042553191488985,0.006255319148936259,427412297.4002,-1.0,2024-05-16 23:35:00+00:00,-0.0004797023087015351,0.4890625000000455,-0.10352422592366206,65256.1,65192.1,65217.5,81.79166666666727,5,0.0032698266400674747,732121979.6953399,0.009509858024267799,0.75
BTCUSDT,AMERICA,2024-05-17 16:00:00+00:00,2024-05-18 00:00:00+00:00,2024-05-17 16:30:00+00:00,0.00015036497002385296,0.00015036497002385296,0.003370557347859595,287252095.79580003,1.0,2024-05-17 23:35:00+00:00,5.53175902460179e-05,0.043942992874076214,0.04363364458662966,66901.8,66817.6,66890.2,55.291666666665456,5,0.0033828332877413603,715933962.4483999,0.009423076935818113,0.75
BTCUSDT,AMERICA,2024-05-18 16:00:00+00:00,2024-05-19 00:00:00+00:00,2024-05-18 16:30:00+00:00,0.002347962678174831,0.002347962678174831,0.004228728700998546,235538304.82279998,1.0,2024-05-18 23:35:00+00:00,-0.00014040286660821355,0.43119266055013417,-0.2641408363713541,66950.3,66928.5,66940.8,34.958333333333336,5,0.0032698266400674747,699745945.2014598,0.009336295847368427,1.0
BTCUSDT,AMERICA,2024-05-19 16:00:00+00:00,2024-05-20 00:00:00+00:00,2024-05-19 16:30:00+00:00,-0.002095329255343059,0.002095329255343059,0.004286376620851461,234542518.72280002,-1.0,2024-05-19 23:35:00+00:00,0.0011209915487511157,0.8886227544911574,0.4018766480674003,66265.6,66182.1,66265.6,60.983333333333576,5,0.003234597035174147,687901107.083786,0.009269322628119954,1.0
BTCUSDT,AMERICA,2024-05-20 16:00:00+00:00,2024-05-21 00:00:00+00:00,2024-05-20 16:30:00+00:00,0.006191555324039921,0.006191555324039921,0.008963804927421376,1306606135.05,1.0,2024-05-20 23:35:00+00:00,-0.003251654860062847,0.771324261533377,-0.32997088772118444,71499.7,71198.4,71238.9,269.1416666666664,5,0.0031993674302808195,684742627.224644,0.009241965147273903,1.0
BTCUSDT,AMERICA,2024-05-21 16:00:00+00:00,2024-05-22 00:00:00+00:00,2024-05-21 16:30:00+00:00,0.0024171804427346455,0.0024171804427346455,0.007894119196047872,562971964.4059999,1.0,2024-05-21 23:35:00+00:00,-0.00035969688783998865,0.41071428571429414,-0.15003375113637019,70345.0,70283.4,70311.7,119.76666666666885,5,0.003234597035174147,705141950.9504399,0.009214607666427854,1.0
BTCUSDT,AMERICA,2024-05-22 16:00:00+00:00,2024-05-23 00:00:00+00:00,2024-05-22 16:30:00+00:00,-0.0007902312100184217,0.0007902312100184217,0.005486219190559178,371107759.5395,-1.0,2024-05-22 23:35:00+00:00,0.00014461295066814372,0.12987012987012986,0.23096888593092801,69213.6,69136.6,69160.1,116.86666666666618,5,0.0031993674302808195,688953933.7035,0.009187250185581803,0.75
BTCUSDT,AMERICA,2024-05-23 16:00:00+00:00,2024-05-24 00:00:00+00:00,2024-05-23 16:30:00+00:00,-0.0011688195363191989,0.0011688195363191989,0.004977761593118649,293971257.6542,-1.0,2024-05-23 23:35:00+00:00,0.0007531410411658612,0.31384615384615383,0.12703551589362472,67778.0,67615.5,67767.4,116.70833333333455,5,0.003166289261349431,685795453.844358,0.009171894258599229,1.0
BTCUSDT,AMERICA,2024-05-24 16:00:00+00:00,2024-05-25 00:00:00+00:00,2024-05-24 16:30:00+00:00,-0.003071394184690601,0.003071394184690601,0.008047959988469468,477345721.8489,-1.0,2024-05-24 23:35:00+00:00,-0.0006186992757578613,0.6478658536584792,-0.4904876759001531,68692.6,68627.0,68650.0,52.79166666666788,5,0.0031332110924180423,682636973.985216,0.009156538331616657,1.0
BTCUSDT,AMERICA,2024-05-25 16:00:00+00:00,2024-05-26 00:00:00+00:00,2024-05-25 16:30:00+00:00,0.0008034924364384022,0.0008034924364384022,0.0029064961058172588,222760643.63030002,1.0,2024-05-25 23:35:00+00:00,-0.0005189877432394407,0.659340659340589,-0.07960262673872132,69384.1,69329.5,69329.8,53.96666666666715,5,0.0031023026385543218,679478494.126074,0.009141182404634083,0.5
BTCUSDT,AMERICA,2024-05-26 16:00:00+00:00,2024-05-27 00:00:00+00:00,2024-05-26 16:30:00+00:00,-0.0015203725566218518,0.0015203725566218518,0.004179209377228143,276082877.9207,-1.0,2024-05-26 23:35:00+00:00,-0.000922143874904191,0.8703448275862872,-0.3277345189507501,68427.5,68355.0,68364.4,55.57499999999709,5,0.003071394184690601,677027355.133114,0.009101611995329521,0.5
BTCUSDT,AMERICA,2024-05-27 16:00:00+00:00,2024-05-28 00:00:00+00:00,2024-05-27 16:30:00+00:00,0.0011573186559767912,0.0011573186559767912,0.0047670168443114894,650844273.4987,1.0,2024-05-27 23:35:00+00:00,-0.000252049159668144,0.26555386949926474,0.06587075271719889,69430.9,69365.0,69413.4,59.98333333333236,5,0.003018296359397321,674929886.573245,0.009049934344863966,0.5
BTCUSDT,AMERICA,2024-05-28 16:00:00+00:00,2024-05-29 00:00:00+00:00,2024-05-28 16:30:00+00:00,-0.007364056620048576,0.007364056620048576,0.008638914148871695,299226212.6724,-1.0,2024-05-28 23:35:00+00:00,-0.0005399883245768011,0.6260575296109216,-0.27285424961940163,68535.9,68476.8,68483.0,71.57499999999952,5,0.002965198534104041,672832418.013376,0.008998256694398412,1.0
BTCUSDT,AMERICA,2024-05-29 16:00:00+00:00,2024-05-30 00:00:00+00:00,2024-05-29 16:30:00+00:00,-0.00043309947939063065,0.00043309947939063065,0.00666706219130538,570374749.9885,-1.0,2024-05-29 23:35:00+00:00,-0.0009135897583487651,0.8286479250334216,-0.6599741665836798,67754.7,67680.0,67692.8,58.0,5,0.003018296359397321,669437762.192407,0.008952450442440286,1.0
BTCUSDT,AMERICA,2024-05-30 16:00:00+00:00,2024-05-31 00:00:00+00:00,2024-05-30 16:30:00+00:00,-0.0015313622999020282,0.0015313622999020282,0.003456503476921641,170095350.4969,-1.0,2024-05-30 23:35:00+00:00,0.0005432020886995126,0.806941431670117,0.24568384902125362,68520.0,68473.9,68520.0,62.36666666666497,5,0.002965198534104041,663448731.8492379,0.008918386987497019,0.75
BTCUSDT,AMERICA,2024-05-31 16:00:00+00:00,2024-06-01 00:00:00+00:00,2024-05-31 16:30:00+00:00,-0.0032563796790012756,0.0032563796790012756,0.010415954178723201,1313065867.5603,-1.0,2024-05-31 23:35:00+00:00,0.0012412702282451615,0.8059845559845107,0.19380723691531765,67373.3,67269.7,67353.3,97.15833333333285,5,0.0029398132709262947,657459701.506069,0.008884323532553752,0.5
BTCUSDT,AMERICA,2024-06-01 16:00:00+00:00,2024-06-02 00:00:00+00:00,2024-06-01 16:30:00+00:00,0.00043999397592142664,0.00043999397592142664,0.0018234649673252797,94006460.24310002,1.0,2024-06-01 23:35:00+00:00,-6.786292279692407e-05,0.9787234042540676,-0.26423249506161084,67783.8,67779.1,67779.1,33.52500000000024,5,0.002965198534104041,671434105.64013,0.008963804927421376,0.75
BTCUSDT,AMERICA,2024-06-02 16:00:00+00:00,2024-06-03 00:00:00+00:00,2024-06-02 16:30:00+00:00,-0.0013638403397575605,0.0013638403397575605,0.0033260106350217027,120887680.00819999,-1.0,2024-06-02 23:35:00+00:00,-0.0005666973321066804,0.7873210633947767,-0.5359535382337819,67938.0,67889.1,67899.0,47.72499999999976,5,0.0029398132709262947,665445075.296961,0.008929741472478108,1.0
BTCUSDT,AMERICA,2024-06-03 16:00:00+00:00,2024-06-04 00:00:00+00:00,2024-06-03 16:30:00+00:00,-0.0051615218951902575,0.0051615218951902575,0.008167982770997763,535254229.36660004,-1.0,2024-06-03 23:35:00+00:00,0.0004729902268032493,0.6209523809524918,0.17741142445240454,68964.8,68912.3,68955.8,61.59166666666594,5,0.0029144280077485485,659456044.953792,0.00889567801753484,1.0
BTCUSDT,AMERICA,2024-06-04 16:00:00+00:00,2024-06-05 00:00:00+00:00,2024-06-04 16:30:00+00:00,0.00608153254052568,0.00608153254052568,0.007521410200575626,1157075846.6234,1.0,2024-06-04 23:35:00+00:00,0.0016451710892764204,0.9991379310344326,0.26212250987828045,70564.5,70448.5,70564.5,70.4333333333331,5,0.0029398132709262947,653467014.6106229,0.008861614562591573,0.75
BTCUSDT,AMERICA,2024-06-05 16:00:00+00:00,2024-06-06 00:00:00+00:00,2024-06-05 16:30:00+00:00,0.0008991248890055648,0.0008991248890055648,0.005320753031055987,474424511.0475,1.0,2024-06-05 23:35:00+00:00,0.0009437821824080928,0.5326433121019015,0.23852087986881432,70951.9,70826.3,70951.9,111.15000000000025,5,0.002965198534104041,667441418.744684,0.008807990891862726,0.75
BTCUSDT,AMERICA,2024-06-06 16:00:00+00:00,2024-06-07 00:00:00+00:00,2024-06-06 16:30:00+00:00,-0.0034078977434418567,0.0034078977434418567,0.0047102165437945,471901405.9409,-1.0,2024-06-06 23:35:00+00:00,-0.00030492453117836327,0.3287671232875529,-0.030053835768460324,70881.3,70815.6,70815.6,68.35833333333478,5,0.0029398132709262947,661452388.401515,0.00874458711324109,0.75
BTCUSDT,AMERICA,2024-06-07 16:00:00+00:00,2024-06-08 00:00:00+00:00,2024-06-07 16:30:00+00:00,0.0009065342142877686,0.0009065342142877686,0.003695005347849247,279571458.98260003,1.0,2024-06-07 23:35:00+00:00,0.0005622707665335902,0.9176470588235294,0.43092855691935905,69400.6,69358.1,69400.6,70.01666666666642,5,0.002965198534104041,655463358.0583459,0.008681183334619452,0.5
BTCUSDT,AMERICA,2024-06-08 16:00:00+00:00,2024-06-09 00:00:00+00:00,2024-06-08 16:30:00+00:00,-0.0011905790216233392,0.0011905790216233392,0.0025625521868071753,149626359.323,-1.0,2024-06-08 23:35:00+00:00,-0.0001615122158035165,0.6400000000006653,-0.468156234046996,69346.3,69328.8,69333.4,30.675000000000484,5,0.0029398132709262947,651408031.39648,0.00860455695369627,0.75
