scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome,forced_exit_reason,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count,causal_context_invalidation_reason
OIDB-1709022300000000000-000129:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709022600000000000,2024-02-27,8,1709022600000000000,56402.2,56402.2,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-083000-001-000-33,56470.0,56222.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,56467.0,37.570000000000434,17.593,86218.04322192,2586.5412966576,147.01614391999965,0.6881085117770877,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56402.1,1709022600000000000,1949,16,56299.7,56488.8,102.40000000000146,86.70000000000437,1.508100147275394,1.2768777614138809,2.725578919350553,2.307692307692397,0.025814103803910058,0.15854544527222222,,,56470.1,1709023500000000000,2024-02-27,8,15.0,-2586.35643022,-0.0012056288684286578,-0.9999285275522805,STOP,,,,,,,
OIDB-1709027100000000000-000133:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709027160000000000,2024-02-27,9,1709027160000000000,56660.7,56660.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-094600-001-000-36,56805.5,56418.6,PRE_SHOCK_FAST_RANGE_LIQUIDITY,56800.0,68.30999999999949,11.181,83631.6867917,2508.950603751,224.39111536000445,0.725271540893665,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56660.6,1709027160000000000,2025,40,56510.2,56879.9,150.40000000000146,219.3000000000029,1.037957211870255,1.5134575569358226,2.201727419118761,3.210364514712407,0.2940265254894366,0.31632464541264554,,,56805.6,1709029500000000000,2024-02-27,10,39.0,-2509.31090754,-0.002559097503379774,-1.0001436073665464,STOP,,,,,,,
OIDB-1709030400000000000-000135:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1709030520000000000,2024-02-27,10,1709030520000000000,56570.6,56570.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-104200-001-000-39,56401.2,56879.9,PRE_SHOCK_FAST_RANGE_LIQUIDITY,56406.1,61.05999999999913,9.786,81122.37588416,2433.6712765248003,248.6650706399998,0.9236707407632837,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56570.700000000004,1709030520000000000,2081,46,56672.8,56428.4,102.09999999999854,142.3000000000029,0.6023598820058652,0.8395280235988012,1.672125777923354,2.3304945954799368,0.005004844455210314,0.09100413637410312,,,56603.8,1709033220000000000,2024-02-27,11,45.0,-451.3513599,0.000585108545589829,-0.18546110325323573,TIMEOUT,TIMEOUT,,,,,,
OIDB-1709037900000000000-000142:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709038140000000000,2024-02-27,12,1709038140000000000,57265.6,57265.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-124900-001-000-43,57505.0,56870.0,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,57494.3,133.12999999999994,7.565,80671.02452426,2420.1307357278,319.88978528000297,0.9862930750471873,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57265.5,1709038140000000000,2208,11,56808.1,57342.8,457.40000000000146,77.30000000000291,1.909812108559505,0.3227557411273608,3.4357395027416935,0.5806354690903849,1.1264397820161558,1.1796202859985176,1.70903868e+18,1.70903874e+18,56870.1,1709038740000000000,2024-02-27,12,10.0,2386.7959302,0.006904680828771275,0.986226031083492,TARGET,,,,,,,
OIDB-1709042100000000000-000148:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709042280000000000,2024-02-27,13,1709042280000000000,57080.1,57080.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-135800-001-000-46,57222.1,56769.9,PRE_SHOCK_FAST_RANGE_LIQUIDITY,57217.0,63.310000000000215,11.215,83057.82045446,2491.7346136338,222.17631536000155,1.0365866389800564,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57080.0,1709042280000000000,2277,4,57062.3,57250.0,17.69999999999709,170.0,0.12456016889512506,1.1963406052076124,0.2795766861474811,2.6851998104564747,-0.36102889666716986,-0.28085626453429213,,,57222.2,1709042460000000000,2024-02-27,14,3.0,-2492.1024211,-0.00249124036440079,-1.0001476110112961,STOP,,,,,,,
OIDB-1709044800000000000-000150:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709044920000000000,2024-02-27,14,1709044920000000000,57088.9,57088.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-144200-001-000-49,57406.700000000004,56690.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,57399.3,92.85000000000109,6.07,80565.71803336,2416.9715410008,398.1749396000013,0.8012929450570586,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57088.8,1709044920000000000,2321,6,56668.1,57316.0,420.70000000000437,227.1999999999971,1.323372129600511,0.7146901541365085,4.530963920301556,2.4469574582659606,0.6537674627677735,0.8560814257733944,1.70904516e+18,,56690.1,1709045220000000000,2024-02-27,14,5.0,1936.6624539,0.006983856728465204,0.8012764821790507,TARGET,,,,,,,
OIDB-1709050200000000000-000158:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1709050560000000000,2024-02-27,16,1709050560000000000,56614.1,56614.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-161600-001-000-52,56223.6,56977.9,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,56231.0,92.16499999999978,5.269,82502.38048726,2475.0714146177997,469.6596087600003,0.6048755198473388,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56614.2,1709050560000000000,2415,7,56985.8,56511.3,371.6000000000058,102.89999999999418,0.9513568868407762,0.2634408602150398,4.031899311018355,1.1164758856398245,0.4052959131456222,0.6214713689572542,,,56977.8,1709050920000000000,2024-02-27,16,6.0,1496.8470264,0.0064224169907904,0.604769227085572,TARGET,,,,,,,
OIDB-1709076300000000000-000191:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709076600000000000,2024-02-27,23,1709076600000000000,57092.0,57092.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-233000-001-000-55,57159.7,56886.8,PRE_SHOCK_FAST_RANGE_LIQUIDITY,57157.0,33.944999999998615,17.039,83999.22751366,2519.9768254098,147.89180092000316,0.8466651918569009,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57091.9,1709076600000000000,2849,46,56907.5,57120.4,184.40000000000146,28.5,2.7197640117996067,0.42035398230091203,5.432316983355692,0.8395934600088721,0.4914283925673275,0.7059243267750398,,,56975.222736076066,1709079300000000000,2024-02-28,0,45.0,627.55110699,0.002043674565462618,0.24903050721029837,TIMEOUT,TIMEOUT,,,,,,
OIDB-1709087700000000000-000203:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709087760000000000,2024-02-28,2,1709087760000000000,56964.3,56964.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-023600-001-000-59,57002.1,56784.700000000004,PRE_SHOCK_FAST_RANGE_LIQUIDITY,57000.0,25.829999999999927,21.562,84626.77862065,2538.8033586195,117.74285648000044,0.8474034262703106,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56964.182724237085,1709087760000000000,3035,1,56964.3,56997.3,0.0,33.10000000000582,0.0,0.8733509234829696,0.0,1.2814556716998031,-0.6798709696125211,-0.6798709696125211,,,56964.4,1709087760000000000,2024-02-28,2,0.0,-1724.25457049,-3.8142522638793894e-06,-0.6791603471911195,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,True,3.725,1.0,3.0,0.0,
OIDB-1709108700000000000-000228:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709108880000000000,2024-02-28,8,1709108880000000000,58601.3,58601.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-082800-001-000-65,58859.0,58226.899999999994,PRE_SHOCK_FAST_RANGE_LIQUIDITY,58848.3,133.68500000000023,7.312,82902.52405016,2487.0757215048,340.1170063599975,0.8597637122869671,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,58601.2,1709108880000000000,3387,15,58532.3,58888.0,68.89999999999418,286.8000000000029,0.26726144297902793,1.112490302560123,0.5153906571417441,2.1453416613681595,-0.13500139405379863,-0.03908493180707154,,,58859.100000000006,1709109720000000000,2024-02-28,8,14.0,-2486.97359952,-0.004400933769274498,-0.9999589389322097,STOP,,,,,,,
OIDB-1709127300000000000-000249:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709127540000000000,2024-02-28,13,1709127540000000000,60422.3,60422.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-133900-001-000-68,60661.799999999996,59841.100000000006,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,60643.8,224.40499999999992,7.436,80415.55045064,2412.4665135192,324.41123668000193,1.5314377673362205,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,60422.200000000004,1709127540000000000,3698,25,60248.0,60786.9,174.20000000000437,364.6999999999971,0.7270450751252534,1.5221202003339331,0.7762750384349922,1.6251866045765344,0.20811689721648377,0.27597952807139436,,,60661.9,1709128980000000000,2024-02-28,14,24.0,-2412.67615732,-0.0039670849455994165,-1.0000869001909976,STOP,,,,,,,
OIDB-1709129100000000000-000250:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709129220000000000,2024-02-28,14,1709129220000000000,60604.4,60604.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-140700-001-000-71,60795.100000000006,60248.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,60786.9,102.39000000000014,8.482,78002.87429332,2340.0862287995997,275.8708438400011,0.9845307181411503,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,60604.3,1709129220000000000,3726,18,60117.5,60785.8,486.8000000000029,181.5,2.5513626834381316,0.9512578616352056,4.754370543998459,1.7726340462935808,0.7505624991675112,1.4575470695018746,1.70913018e+18,,60248.1,1709130240000000000,2024-02-28,14,17.0,2303.73936024,0.005877470740525084,0.9844677225512991,TARGET,,,,,,,
OIDB-1709130900000000000-000252:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1709130960000000000,2024-02-28,14,1709130960000000000,60147.1,60147.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-143600-001-000-74,59839.80000000001,60600.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,59851.2,143.00999999999948,6.153,80306.61365356,2409.1984096068,391.53160143999816,0.9403507370692381,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,60147.2,1709130960000000000,3755,19,60660.0,59911.7,512.8000000000029,235.5,1.6681847755368404,0.7661027976578075,3.585763233340359,1.6467379903503312,1.0317221611597285,1.0932322152943734,1.7091318e+18,1.70913204e+18,60599.9,1709132040000000000,2024-02-28,14,18.0,2265.39326559,0.007526534901042848,0.9403099622499459,TARGET,,,,,,,
OIDB-1709136300000000000-000259:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709136600000000000,2024-02-28,16,1709136600000000000,61048.1,61048.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-161000-001-000-77,61395.5,60626.1,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,61387.7,97.74499999999935,5.716,82572.00691915,2477.1602075744995,433.3301337200011,0.7768397205847378,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,61048.0,1709136600000000000,3849,19,61022.2,61644.9,25.80000000000291,596.9000000000015,0.07424460431655514,1.7176978417266229,0.263952120313091,6.106706225382428,-0.19792593066102712,-0.13811441979862168,,,61395.6,1709137680000000000,2024-02-28,16,18.0,-2476.80293232,-0.005693880225396386,-0.9998557722454094,STOP,,,,,,,
OIDB-1709139000000000000-000261:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709139060000000000,2024-02-28,16,1709139060000000000,61739.7,61739.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-165100-001-000-80,61899.80000000001,61347.00000000001,PRE_SHOCK_FAST_RANGE_LIQUIDITY,61889.0,135.22499999999962,9.733,80095.20398683,2402.8561196049,246.86566260000222,1.2409150254985455,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,61739.6,1709139060000000000,3890,3,61660.8,61919.9,78.79999999999563,180.3000000000029,0.49188514357047386,1.125468164793944,0.5827324828988416,1.3333333333333586,-0.3513470001720594,-0.03151625024745056,,,61899.9,1709139180000000000,2024-02-28,16,2.0,-2402.56817745,-0.0025963887035225838,-0.9998801667097124,STOP,,,,,,,
OIDB-1709139600000000000-000262:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709139660000000000,2024-02-28,17,1709139660000000000,62330.0,62330.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-170100-001-000-83,62683.100000000006,61660.8,PRE_SHOCK_FAST_RANGE_LIQUIDITY,62672.3,135.49000000000052,5.287,77692.63580938,2330.7790742813995,440.84839744000504,1.3206500088938837,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,62329.9,1709139660000000000,3900,4,62250.0,62749.1,79.90000000000146,419.1999999999971,0.22621744054360268,1.186862967157395,0.5897114178168216,3.093955273451882,-0.1550385356891379,-0.01702610249597204,,,62683.2,1709139840000000000,2024-02-28,17,3.0,-2330.55808179,-0.005668226645638701,-0.9999051851400941,STOP,,,,,,,
