index,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-08-25 00:00:00+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,USDT,[],True,{}
2024-09-01 09:32:59.999000+00:00,99774.71649395,9.61209626,99765.10439769,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '9.61209626', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-09-01 09:32:59.999000+00:00,99774.71649395,9.61209626,99765.10439769,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '9.61209626', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-09-01 09:32:59.999000+00:00,99774.71649395,9.61209626,99765.10439769,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '31.21056726', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-09-01 09:32:59.999000+00:00,99268.50323573,31.21056726,99237.29266847,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '31.21056726', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-09-01 09:47:59.999000+00:00,97476.30277632,0.00000000,97476.30277632,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-09-01 09:47:59.999000+00:00,97476.30277632,0.00000000,97476.30277632,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-09-02 08:11:59.999000+00:00,97017.20543145,19.58815338,96997.61727807,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '19.58815338', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-09-02 08:11:59.999000+00:00,97017.20543145,19.58815338,96997.61727807,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '19.58815338', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-09-02 08:11:59.999000+00:00,97017.20543145,19.58815338,96997.61727807,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '29.94675957', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-09-02 08:11:59.999000+00:00,96774.42460512,29.94675957,96744.47784555,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '29.94675957', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
