position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
ETHUSDT-PERP.BINANCE-SharedAccountV43ETHStrategy-001-bcdb0440-607c-478e-8f64-93a443d0e0c2,BACKTESTER-001,SharedAccountV43ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240901-093159-001-001-1,O-20240901-093159-001-001-2,BUY,FLAT,0.000,392.143,1725183179999000000,2024-09-01 09:32:59.999000+00:00,1725184079999000000,2024-09-01 09:47:59.999000+00:00,900000000000,2487.17692023063,2484.47,['1462.19740368 USDT'],-0.00109,-2523.69722368 USDT,True
ETHUSDT-PERP.BINANCE-SharedAccountV43ETHStrategy-001-2af910af-2316-420b-b3ec-144d43c3561f,BACKTESTER-001,SharedAccountV43ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240902-081059-001-001-4,O-20240902-081059-001-001-6,BUY,FLAT,0.000,383.081,1725264719999000000,2024-09-02 08:11:59.999000+00:00,1725265259999000000,2024-09-02 08:20:59.999000+00:00,540000000000,2442.923459007364,2457.67,['1407.99318215 USDT'],0.00604,4241.12648785 USDT,True
ETHUSDT-PERP.BINANCE-SharedAccountV43ETHStrategy-001-b60175b6-25c4-4f3e-a8dc-cef17120dfef,BACKTESTER-001,SharedAccountV43ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240904-224359-001-001-7,O-20240904-224359-001-001-8,SELL,FLAT,0.000,450.353,1725489899999000000,2024-09-04 22:44:59.999000+00:00,1725490019999000000,2024-09-04 22:46:59.999000+00:00,120000000000,2457.7327201772828,2459.628194993705,['1660.91118018 USDT'],-0.00077,-2514.54395018 USDT,True
BTCUSDT-PERP.BINANCE-SharedAccountV43BTCStrategy-000-449adbeb-2bdc-4ab2-97bc-14150a83f486,BACKTESTER-001,SharedAccountV43BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20240908-013759-001-000-1,O-20240908-013759-001-000-2,SELL,FLAT,0.000,24.168,1725759539999000000,2024-09-08 01:38:59.999000+00:00,1725760319999000000,2024-09-08 01:51:59.999000+00:00,780000000000,54182.331761006295,54196.24131082423,['1964.47001550 USDT'],-0.00026,-2300.63601550 USDT,True
ETHUSDT-PERP.BINANCE-SharedAccountV43ETHStrategy-001-6bd63224-9850-4551-b2e5-c631659b0ad2,BACKTESTER-001,SharedAccountV43ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240910-030659-001-001-10,O-20240910-030659-001-001-11,SELL,FLAT,0.000,358.948,1725937679999000000,2024-09-10 03:07:59.999000+00:00,1725938939999000000,2024-09-10 03:28:59.999000+00:00,1260000000000,2340.9268039381745,2344.3645001225805,['1261.33195726 USDT'],-0.00147,-2495.28612726 USDT,True
SOLUSDT-PERP.BINANCE-SharedAccountV43SOLStrategy-002-99f89dc8-7ad2-4185-a2f4-fec721c85e11,BACKTESTER-001,SharedAccountV43SOLStrategy-002,SOLUSDT-PERP.BINANCE,BINANCE-001,O-20240911-214759-001-002-1,O-20240911-214759-001-002-2,BUY,FLAT,0.00,7455.86,1726091339999000000,2024-09-11 21:48:59.999000+00:00,1726091519999000000,2024-09-11 21:51:59.999000+00:00,180000000000,132.57038952179894,132.4209841252384,['1481.80393734 USDT'],-0.00113,-2595.74965734 USDT,True
ETHUSDT-PERP.BINANCE-SharedAccountV43ETHStrategy-001-43606f31-dd0f-467a-997f-b436544b5abc,BACKTESTER-001,SharedAccountV43ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20240912-090159-001-001-13,O-20240912-090159-001-001-14,SELL,FLAT,0.000,399.624,1726131779999000000,2024-09-12 09:02:59.999000+00:00,1726132139999000000,2024-09-12 09:08:59.999000+00:00,360000000000,2355.993881773867,2358.2072128801074,['1412.93092369 USDT'],-0.00094,-2297.43115369 USDT,True
SOLUSDT-PERP.BINANCE-SharedAccountV43SOLStrategy-002-f2e1203d-5712-4ec1-a437-e6fc7243953e,BACKTESTER-001,SharedAccountV43SOLStrategy-002,SOLUSDT-PERP.BINANCE,BINANCE-001,O-20240913-050659-001-002-4,O-20240913-050659-001-002-5,BUY,FLAT,0.00,6600.63,1726204079999000000,2024-09-13 05:07:59.999000+00:00,1726205339999000000,2024-09-13 05:28:59.999000+00:00,1260000000000,134.56041340902308,134.381673325122,['1331.39040447 USDT'],-0.00133,-2511.18756447 USDT,True
SOLUSDT-PERP.BINANCE-SharedAccountV43SOLStrategy-002-d9c033c2-b4d4-43cb-a116-61239e00c5cc,BACKTESTER-001,SharedAccountV43SOLStrategy-002,SOLUSDT-PERP.BINANCE,BINANCE-001,O-20240914-083759-001-002-7,O-20240914-083759-001-002-8,SELL,FLAT,0.00,6254.91,1726303139999000000,2024-09-14 08:38:59.999000+00:00,1726304819999000000,2024-09-14 09:06:59.999000+00:00,1680000000000,136.99179901549343,137.1641126251217,['1286.11541497 USDT'],-0.00126,-2363.92153497 USDT,True
BTCUSDT-PERP.BINANCE-SharedAccountV43BTCStrategy-000,BACKTESTER-001,SharedAccountV43BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20240914-162059-001-000-4,O-20240914-162059-001-000-5,BUY,FLAT,0.000,16.569,1726330919999000000,2024-09-14 16:21:59.999000+00:00,1726330979999000000,2024-09-14 16:22:59.999000+00:00,60000000000,59927.100000000006,59912.4,['1489.21550663 USDT'],-0.00025,-1732.77980663 USDT,False
