client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20250102-155200-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-e23ba9cd20328102-29024,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,13.820,96495.8,USDT,1133.53616260 USDT,TAKER,36d07dad-aa3b-4aa2-9ace-11b3bee012c6,2025-01-02 15:52:00+00:00,2025-01-02 15:52:00+00:00,{},False
O-20250102-155200-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BINANCE-001,T-008cff49cd75c752-29028,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,13.820,96433.1,USDT,1132.79962570 USDT,TAKER,fc30fac4-4d2a-4b6e-b6fa-36d7a96d6f21,2025-01-02 15:53:00+00:00,2025-01-02 15:53:00+00:00,{},False
