decision_close,decision_fan_gain,decision_fan_magnitude,decision_time,entry_index,entry_price,entry_time,entry_transition,event_id,exit_index,exit_price,exit_reason,exit_time,gross_return,hold_minutes,mae_120m_net,mae_30m_net,mae_60m_net,mfe_120m_net,mfe_30m_net,mfe_60m_net,net_return,original_signal_time,period_label,planned_loss_fraction,policy,r_multiple,segment_id,signal_close,signal_fan_magnitude,signal_to_decision_minutes,split,stop_price,symbol
18.156,1.0020701355127581,1.033906419252412,2023-06-29 11:19:59.999000+00:00,9352,18.156,2023-06-29 11:20:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-06-29T11:19:59.999000+00:00:1,9505,18.156,roi_0,2023-06-30 00:09:59.999000+00:00,0.0,769.9999833333334,-0.019635183961224864,-0.019635183961224864,-0.019635183961224864,0.00239610046265716,0.00239610046265716,0.00239610046265716,-0.0019,2023-06-29 11:19:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,18.156,1.033906419252412,0.0,fresh_confirmation,17.248199999999997,SOLUSDT
18.197,1.002052089314663,1.0360280875677212,2023-06-29 11:24:59.999000+00:00,9353,18.195,2023-06-29 11:25:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-06-29T11:24:59.999000+00:00:1,9394,17.285249999999998,stoploss,2023-06-29 14:54:59.999000+00:00,-0.050000000000000155,209.99998333333332,-0.021740615553723627,-0.021740615553723627,-0.021740615553723627,0.00013352569387194038,-0.0014053586150040026,0.00013352569387194038,-0.051900000000000154,2023-06-29 11:24:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-1.0000000000000029,1,18.197,1.0360280875677212,0.0,fresh_confirmation,17.285249999999998,SOLUSDT
24.555,1.0026837632949992,1.0197086723472095,2023-07-13 15:49:59.999000+00:00,13438,24.555,2023-07-13 15:50:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T15:49:59.999000+00:00:1,13449,24.80055,roi_0.01,2023-07-13 16:49:59.999000+00:00,0.010000000000000009,59.99998333333333,-0.029592934229281206,-0.029592934229281206,-0.029592934229281206,0.07954980655670953,0.01133559356546533,0.01133559356546533,0.008100000000000008,2023-07-13 15:49:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.15606936416184986,1,24.555,1.0197086723472095,0.0,fresh_confirmation,23.32725,SOLUSDT
24.123,1.0020241342318736,1.0217726995774459,2023-07-13 15:54:59.999000+00:00,13439,24.129,2023-07-13 15:55:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T15:54:59.999000+00:00:1,13442,24.852870000000003,roi_0.03,2023-07-13 16:14:59.999000+00:00,0.030000000000000027,19.999983333333333,-0.01242675204111242,-0.01242675204111242,-0.01242675204111242,0.09864291516432512,0.029224373160926534,0.033368763728293796,0.028100000000000028,2023-07-13 15:54:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,24.123,1.0217726995774459,0.0,fresh_confirmation,22.92255,SOLUSDT
24.584,1.002362995610898,1.0281315325333529,2023-07-13 16:09:59.999000+00:00,13442,24.584,2023-07-13 16:10:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T16:09:59.999000+00:00:1,13451,24.914,roi_0.01,,0.013423364790107417,45.0,-0.015486072242108727,-0.015486072242108727,-0.015486072242108727,0.07827409697364131,0.01014035144809623,0.05163075170842825,0.011523364790107416,2023-07-13 16:09:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.2220301500984088,1,24.584,1.0281315325333529,0.0,fresh_confirmation,23.354799999999997,SOLUSDT
24.495,1.0021525854452882,1.030344673506126,2023-07-13 16:14:59.999000+00:00,13443,24.497,2023-07-13 16:15:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T16:14:59.999000+00:00:1,13451,25.23191,roi_0.03,2023-07-13 16:59:59.999000+00:00,0.030000000000000027,44.99998333333333,-0.011982867289872178,-0.011982867289872178,-0.011982867289872178,0.09566296689390531,0.005202910560476739,0.05537231905947661,0.028100000000000028,2023-07-13 16:14:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,24.495,1.030344673506126,0.0,fresh_confirmation,23.27215,SOLUSDT
24.527,1.0020216289006605,1.0344097257164955,2023-07-13 16:24:59.999000+00:00,13445,24.525,2023-07-13 16:25:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T16:24:59.999000+00:00:1,13451,25.260749999999998,roi_0.03,2023-07-13 16:59:59.999000+00:00,0.030000000000000027,34.99998333333333,-0.013113047910295538,-0.013113047910295538,-0.013113047910295538,0.094409887869521,0.016652497451580053,0.05416523955147802,0.028100000000000028,2023-07-13 16:24:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,24.527,1.0344097257164955,0.0,fresh_confirmation,23.29875,SOLUSDT
24.912,1.0020257628893856,1.0458821289445615,2023-07-13 16:54:59.999000+00:00,13451,24.914,2023-07-13 16:55:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T16:54:59.999000+00:00:1,13458,25.661420000000003,roi_0.03,2023-07-13 17:34:59.999000+00:00,0.030000000000000027,39.99998333333333,-0.00515118407321201,-0.00515118407321201,-0.00515118407321201,0.07729242193144416,0.037676141928233,0.0639665810387733,0.028100000000000028,2023-07-13 16:54:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,24.912,1.0458821289445615,0.0,fresh_confirmation,23.6683,SOLUSDT
25.305,1.0024203231948399,1.0484135017203144,2023-07-13 16:59:59.999000+00:00,13452,25.306,2023-07-13 17:00:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T16:59:59.999000+00:00:1,13459,26.06518,roi_0.03,2023-07-13 17:39:59.999000+00:00,0.030000000000000027,39.99998333333333,-0.010000845649253175,-0.010000845649253175,-0.010000845649253175,0.06057530229984988,0.02157269422271392,0.047455883980083616,0.028100000000000028,2023-07-13 16:59:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.305,1.0484135017203144,0.0,fresh_confirmation,24.0407,SOLUSDT
25.499,1.0025527025491408,1.0510897895387095,2023-07-13 17:04:59.999000+00:00,13453,25.501,2023-07-13 17:05:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:04:59.999000+00:00:1,13459,26.26603,roi_0.03,2023-07-13 17:39:59.999000+00:00,0.030000000000000027,34.99998333333333,-0.014644598251049122,-0.014644598251049122,-0.014644598251049122,0.052450809772165666,0.013275875455864406,0.03943171248186329,0.028100000000000028,2023-07-13 17:04:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.499,1.0510897895387095,0.0,fresh_confirmation,24.22595,SOLUSDT
25.223,1.0021058130192053,1.053303188101874,2023-07-13 17:09:59.999000+00:00,13454,25.223,2023-07-13 17:10:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:09:59.999000+00:00:1,13459,25.979689999999998,roi_0.03,2023-07-13 17:39:59.999000+00:00,0.030000000000000027,29.999983333333333,-0.0024550489632477615,-0.0024550489632477615,-0.0024550489632477615,0.06407153391745625,0.0509089442175792,0.0509089442175792,0.028100000000000028,2023-07-13 17:09:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.223,1.053303188101874,0.0,fresh_confirmation,23.96185,SOLUSDT
25.421,1.0022542422158383,1.0556775886145702,2023-07-13 17:14:59.999000+00:00,13455,25.42,2023-07-13 17:15:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:14:59.999000+00:00:1,13459,26.1826,roi_0.03,2023-07-13 17:39:59.999000+00:00,0.030000000000000027,24.999983333333333,-0.010082533438237716,-0.010082533438237716,-0.010082533438237716,0.055810464201416124,0.04274988198269082,0.055810464201416124,0.028100000000000028,2023-07-13 17:14:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.421,1.0556775886145702,0.0,fresh_confirmation,24.149,SOLUSDT
25.414,1.0020589769612358,1.0599548279703872,2023-07-13 17:24:59.999000+00:00,13457,25.415,2023-07-13 17:25:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:24:59.999000+00:00:1,13459,26.17745,roi_0.03,2023-07-13 17:39:59.999000+00:00,0.030000000000000027,14.999983333333335,-0.008549616368286427,-0.0063855400354122386,-0.0063855400354122386,0.05601855203619911,0.0429554003541215,0.05601855203619911,0.028100000000000028,2023-07-13 17:24:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.414,1.0599548279703872,0.0,fresh_confirmation,24.14425,SOLUSDT
25.709,1.0022351143551662,1.0643928278510488,2023-07-13 17:34:59.999000+00:00,13459,25.71,2023-07-13 17:35:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:34:59.999000+00:00:1,13466,26.4813,roi_0.03,2023-07-13 18:14:59.999000+00:00,0.030000000000000027,39.99998333333333,-0.019947452353170067,-0.003961454686892339,-0.019947452353170067,0.04387985219758851,0.030966588875923642,0.04387985219758851,0.028100000000000028,2023-07-13 17:34:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.709,1.0643928278510488,0.0,fresh_confirmation,24.4245,SOLUSDT
26.172,1.0026892432317756,1.0672552390592978,2023-07-13 17:39:59.999000+00:00,13460,26.172,2023-07-13 17:40:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:39:59.999000+00:00:1,13485,26.172,roi_0,2023-07-13 19:49:59.999000+00:00,0.0,129.99998333333332,-0.03728132355188761,-0.021501100412654836,-0.03728132355188761,0.02541927250496713,0.002379382546232613,0.02541927250496713,-0.0019,2023-07-13 17:39:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,26.172,1.0672552390592978,0.0,fresh_confirmation,24.8634,SOLUSDT
26.252,1.0026647305222738,1.0700991866698757,2023-07-13 17:44:59.999000+00:00,13461,26.256,2023-07-13 17:45:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:44:59.999000+00:00:1,13487,26.256,roi_0,2023-07-13 19:59:59.999000+00:00,0.0,134.99998333333332,-0.04036739792809273,-0.02250481413772086,-0.04036739792809273,0.022132602071907273,0.022132602071907273,0.022132602071907273,-0.0019,2023-07-13 17:44:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,26.252,1.0700991866698757,0.0,fresh_confirmation,24.943199999999997,SOLUSDT
25.874,1.0020971127586769,1.0723433053272908,2023-07-13 17:49:59.999000+00:00,13462,25.875,2023-07-13 17:50:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:49:59.999000+00:00:1,13466,26.65125,roi_0.03,2023-07-13 18:14:59.999000+00:00,0.030000000000000027,24.999983333333333,-0.026209178743961434,-0.00808357487922705,-0.026209178743961434,0.0372111111111111,0.0372111111111111,0.0372111111111111,0.028100000000000028,2023-07-13 17:49:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.874,1.0723433053272908,0.0,fresh_confirmation,24.581249999999997,SOLUSDT
25.995,1.0021454676673858,1.074643983217208,2023-07-13 17:54:59.999000+00:00,13463,25.995,2023-07-13 17:55:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:54:59.999000+00:00:1,13466,26.77485,roi_0.03,2023-07-13 18:14:59.999000+00:00,0.030000000000000027,19.999983333333333,-0.030713233314098906,-0.009478380457780477,-0.030713233314098906,0.03241429120984797,0.03241429120984797,0.03241429120984797,0.028100000000000028,2023-07-13 17:54:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.995,1.074643983217208,0.0,fresh_confirmation,24.69525,SOLUSDT
25.992,1.0020446987006209,1.0768413063733224,2023-07-13 17:59:59.999000+00:00,13464,25.995,2023-07-13 18:00:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T17:59:59.999000+00:00:1,13466,26.77485,roi_0.03,2023-07-13 18:14:59.999000+00:00,0.030000000000000027,14.999983333333335,-0.030713233314098906,-0.012555895364493185,-0.030713233314098906,0.03241429120984797,0.03241429120984797,0.03241429120984797,0.028100000000000028,2023-07-13 17:59:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,25.992,1.0768413063733224,0.0,fresh_confirmation,24.69525,SOLUSDT
26.108,1.002000369062274,1.0810312217252587,2023-07-13 18:09:59.999000+00:00,13466,26.108,2023-07-13 18:10:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T18:09:59.999000+00:00:1,13489,26.148,roi_0,,0.0015320974413972621,115.0,-0.03491669986211131,-0.03491669986211131,-0.03491669986211131,0.02793759767121197,0.02793759767121197,0.02793759767121197,-0.0003679025586027379,2023-07-13 18:09:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.007088681283289747,1,26.108,1.0810312217252587,0.0,fresh_confirmation,24.802599999999998,SOLUSDT
26.37,1.0022144449680763,1.0834251058745417,2023-07-13 18:14:59.999000+00:00,13467,26.369,2023-07-13 18:15:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-13T18:14:59.999000+00:00:1,13543,26.369,roi_0,2023-07-14 00:39:59.999000+00:00,0.0,384.9999833333333,-0.044487887291895775,-0.044487887291895775,-0.044487887291895775,0.00720159657173204,0.00720159657173204,0.00720159657173204,-0.0019,2023-07-13 18:14:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,26.37,1.0834251058745417,0.0,fresh_confirmation,25.050549999999998,SOLUSDT
30.522,1.0047555065410874,1.109362869275936,2023-07-14 00:49:59.999000+00:00,13546,30.519,2023-07-14 00:50:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T00:49:59.999000+00:00:1,13547,28.993049999999997,stoploss,2023-07-14 00:59:59.999000+00:00,-0.050000000000000044,9.999983333333335,-0.07467433729807658,-0.07467433729807658,-0.07467433729807658,0.005210324715750904,0.005210324715750904,0.005210324715750904,-0.05190000000000004,2023-07-14 00:49:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-1.0000000000000009,1,30.522,1.109362869275936,0.0,fresh_confirmation,28.993049999999997,SOLUSDT
29.773,1.0037173390494503,1.1134867471899057,2023-07-14 00:54:59.999000+00:00,13547,29.772,2023-07-14 00:55:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T00:54:59.999000+00:00:1,13556,30.06972,roi_0.01,2023-07-14 01:44:59.999000+00:00,0.010000000000000009,49.99998333333333,-0.05140960634152901,-0.05140960634152901,-0.05140960634152901,0.00911706301222638,-0.0014297595055756545,0.00911706301222638,0.008100000000000008,2023-07-14 00:54:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.15606936416184986,1,29.773,1.1134867471899057,0.0,fresh_confirmation,28.283399999999997,SOLUSDT
29.381,1.0031185810763756,1.1169592458884872,2023-07-14 00:59:59.999000+00:00,13548,29.378,2023-07-14 01:00:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T00:59:59.999000+00:00:1,13636,29.378,roi_0,2023-07-14 08:24:59.999000+00:00,0.0,444.9999833333333,-0.038662203009054416,-0.038662203009054416,-0.038662203009054416,0.022676213493090028,0.008992504595275464,0.022676213493090028,-0.0019,2023-07-14 00:59:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,29.381,1.1169592458884872,0.0,fresh_confirmation,27.9091,SOLUSDT
28.804,1.0023505015697691,1.1195846603493163,2023-07-14 01:04:59.999000+00:00,13549,28.805,2023-07-14 01:05:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:04:59.999000+00:00:1,13553,29.669150000000002,roi_0.03,2023-07-14 01:29:59.999000+00:00,0.030000000000000027,24.999983333333333,-0.019501110918243456,-0.019501110918243456,-0.019501110918243456,0.04305747266099648,0.033059208470751736,0.04305747266099648,0.028100000000000028,2023-07-14 01:04:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,28.804,1.1195846603493163,0.0,fresh_confirmation,27.364749999999997,SOLUSDT
28.754,1.0021829947319352,1.1220287077648143,2023-07-14 01:09:59.999000+00:00,13550,28.754,2023-07-14 01:10:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:09:59.999000+00:00:1,13553,29.61662,roi_0.03,2023-07-14 01:29:59.999000+00:00,0.030000000000000027,19.999983333333333,-0.01775866314251938,-0.01775866314251938,-0.01775866314251938,0.044910878486471364,0.03934643527856997,0.044910878486471364,0.028100000000000028,2023-07-14 01:09:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,28.754,1.1220287077648143,0.0,fresh_confirmation,27.3163,SOLUSDT
28.887,1.0022178275807927,1.1245171739793363,2023-07-14 01:14:59.999000+00:00,13551,28.889,2023-07-14 01:15:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:14:59.999000+00:00:1,13554,29.75567,roi_0.03,2023-07-14 01:34:59.999000+00:00,0.030000000000000027,19.999983333333333,-0.022357613624562997,-0.022357613624562997,-0.022357613624562997,0.04001906954204039,0.04001906954204039,0.04001906954204039,0.028100000000000028,2023-07-14 01:14:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,28.887,1.1245171739793363,0.0,fresh_confirmation,27.44455,SOLUSDT
28.945,1.0021704838350454,1.1269579203276894,2023-07-14 01:19:59.999000+00:00,13552,28.954,2023-07-14 01:20:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:19:59.999000+00:00:1,13555,29.82262,roi_0.03,2023-07-14 01:39:59.999000+00:00,0.030000000000000027,19.999983333333333,-0.015576866754161799,-0.005526441942391367,-0.00652803066933759,0.037680023485528805,0.037680023485528805,0.037680023485528805,0.028100000000000028,2023-07-14 01:19:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.5414258188824668,1,28.945,1.1269579203276894,0.0,fresh_confirmation,27.5063,SOLUSDT
29.242,1.0023776854461572,1.1296374717732842,2023-07-14 01:24:59.999000+00:00,13553,29.237,2023-07-14 01:25:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:24:59.999000+00:00:1,13636,29.237,roi_0,2023-07-14 08:24:59.999000+00:00,0.0,419.9999833333333,-0.02902316585148955,-0.007919769470191783,-0.01616274925607951,0.02761739234531603,0.02761739234531603,0.02761739234531603,-0.0019,2023-07-14 01:24:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,29.242,1.1296374717732842,0.0,fresh_confirmation,27.775149999999996,SOLUSDT
29.693,1.0027364568329713,1.1327286759516986,2023-07-14 01:29:59.999000+00:00,13554,29.688,2023-07-14 01:30:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:29:59.999000+00:00:1,13640,29.688,roi_0,2023-07-14 08:44:59.999000+00:00,0.0,434.9999833333333,-0.04380245216922661,-0.023019644300727546,-0.031137402317434656,0.011977661007814623,0.011977661007814623,0.011977661007814623,-0.0019,2023-07-14 01:29:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,29.693,1.1327286759516986,0.0,fresh_confirmation,28.203599999999998,SOLUSDT
29.812,1.0027277248097048,1.135818448063756,2023-07-14 01:34:59.999000+00:00,13555,29.809,2023-07-14 01:35:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:34:59.999000+00:00:1,13579,28.31855,stoploss,2023-07-14 03:39:59.999000+00:00,-0.050000000000000044,124.99998333333333,-0.047691539467946006,-0.02742920258982194,-0.035077899292160084,0.007862152370089482,0.007862152370089482,0.007862152370089482,-0.05190000000000004,2023-07-14 01:34:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-1.0000000000000009,1,29.812,1.135818448063756,0.0,fresh_confirmation,28.31855,SOLUSDT
29.921,1.002707833244857,1.1388940550175448,2023-07-14 01:39:59.999000+00:00,13556,29.921,2023-07-14 01:40:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:39:59.999000+00:00:1,13579,28.42495,stoploss,2023-07-14 03:39:59.999000+00:00,-0.050000000000000044,119.99998333333333,-0.058214962735202644,-0.038696898499381724,-0.038696898499381724,0.00408242037365071,0.00408242037365071,0.00408242037365071,-0.05190000000000004,2023-07-14 01:39:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-1.0000000000000009,1,29.921,1.1388940550175448,0.0,fresh_confirmation,28.42495,SOLUSDT
29.425,1.0020577476978803,1.1412376116373866,2023-07-14 01:44:59.999000+00:00,13557,29.424,2023-07-14 01:45:00+00:00,immediate,continuous_boolean_run:SOLUSDT:2023-07-14T01:44:59.999000+00:00:1,13640,29.424,roi_0,2023-07-14 08:44:59.999000+00:00,0.0,419.9999833333333,-0.04309086460032628,-0.0224274605764002,-0.0224274605764002,0.00017313757476890182,0.00017313757476890182,0.00017313757476890182,-0.0019,2023-07-14 01:44:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,-0.036608863198458574,1,29.425,1.1412376116373866,0.0,fresh_confirmation,27.9528,SOLUSDT
18.156,1.0020701355127581,1.033906419252412,2023-06-29 11:19:59.999000+00:00,9352,18.156,2023-06-29 11:20:00+00:00,immediate,fan_wave:SOLUSDT:2023-06-29T11:19:59.999000+00:00:1,9505,18.156,roi_0,2023-06-30 00:09:59.999000+00:00,0.0,769.9999833333334,-0.019635183961224864,-0.019635183961224864,-0.019635183961224864,0.00239610046265716,0.00239610046265716,0.00239610046265716,-0.0019,2023-06-29 11:19:59.999000+00:00,fresh_2023_summer,0.0519,fan_wave,-0.036608863198458574,1,18.156,1.033906419252412,0.0,fresh_confirmation,17.248199999999997,SOLUSDT
24.555,1.0026837632949992,1.0197086723472095,2023-07-13 15:49:59.999000+00:00,13438,24.555,2023-07-13 15:50:00+00:00,immediate,fan_wave:SOLUSDT:2023-07-13T15:49:59.999000+00:00:1,13449,24.80055,roi_0.01,2023-07-13 16:49:59.999000+00:00,0.010000000000000009,59.99998333333333,-0.029592934229281206,-0.029592934229281206,-0.029592934229281206,0.07954980655670953,0.01133559356546533,0.01133559356546533,0.008100000000000008,2023-07-13 15:49:59.999000+00:00,fresh_2023_summer,0.0519,fan_wave,0.15606936416184986,1,24.555,1.0197086723472095,0.0,fresh_confirmation,23.32725,SOLUSDT
30.522,1.0047555065410874,1.109362869275936,2023-07-14 00:49:59.999000+00:00,13546,30.519,2023-07-14 00:50:00+00:00,immediate,fan_wave:SOLUSDT:2023-07-14T00:49:59.999000+00:00:1,13547,28.993049999999997,stoploss,2023-07-14 00:59:59.999000+00:00,-0.050000000000000044,9.999983333333335,-0.07467433729807658,-0.07467433729807658,-0.07467433729807658,0.005210324715750904,0.005210324715750904,0.005210324715750904,-0.05190000000000004,2023-07-14 00:49:59.999000+00:00,fresh_2023_summer,0.0519,fan_wave,-1.0000000000000009,1,30.522,1.109362869275936,0.0,fresh_confirmation,28.993049999999997,SOLUSDT
18.197,1.002052089314663,1.0360280875677212,2023-06-29 11:24:59.999000+00:00,9353,18.195,2023-06-29 11:25:00+00:00,one_completed_bar_accepted,fan_wave_one_bar_acceptance:SOLUSDT:2023-06-29T11:19:59.999000+00:00:1,9394,17.285249999999998,stoploss,2023-06-29 14:54:59.999000+00:00,-0.050000000000000155,209.99998333333332,-0.021740615553723627,-0.021740615553723627,-0.021740615553723627,0.00013352569387194038,-0.0014053586150040026,0.00013352569387194038,-0.051900000000000154,2023-06-29 11:19:59.999000+00:00,fresh_2023_summer,0.0519,fan_wave_one_bar_acceptance,-1.0000000000000029,1,18.156,1.033906419252412,5.0,fresh_confirmation,17.285249999999998,SOLUSDT
0.5448,1.0043078351070716,1.006533548565962,2023-07-13 15:29:59.999000+00:00,13434,0.5449,2023-07-13 15:30:00+00:00,immediate,continuous_boolean_run:XRPUSDT:2023-07-13T15:29:59.999000+00:00:1,13436,0.567,roi_0.03,,0.04055790053220765,10.0,-0.026124628372178535,-0.026124628372178535,-0.026124628372178535,0.19391574600844175,0.18418919067718842,0.18418919067718842,0.03865790053220765,2023-07-13 15:29:59.999000+00:00,fresh_2023_summer,0.0519,continuous_boolean_run,0.7448535748016888,1,0.5448,1.006533548565962,0.0,fresh_confirmation,0.517655,XRPUSDT
