scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count,forced_exit_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
VCIB-1709052360000000000-000251:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709052660000000000,2024-02-27,16,1709052660000000000,57080.8,57080.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-165100-001-000-36,57019.299999999996,57371.7,SEQUENTIAL_BUCKET_RANGE_EXTENSION,57052.2,78.97499999999891,20.282,95724.98841695,2871.7496525085,141.58805740000366,1.4872952837051125,0.0007,,False,False,(),False,57080.899999999994,1709052660000000000,2450,,,,,,,14,57164.2,57001.2,83.30000000000291,79.69999999999709,1.3522727272728066,1.2938311688311521,1.0547641658753284,1.0091801202912085,0.02138951586466425,0.022095295729389963,,,57019.2,1709053440000000000,2024-02-27,17,13.0,-2871.32415974,-0.0010809219896672458,-0.9998518350065341,STOP
VCIB-1709066640000000000-000275:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709067480000000000,2024-02-27,20,1709067480000000000,56802.7,56802.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-205800-001-000-39,56711.299999999996,57127.2,SEQUENTIAL_BUCKET_RANGE_EXTENSION,56919.05,67.01000000000059,16.288,92853.66425721,2785.6099277163,171.0206274400022,1.4297929504778029,0.0007,,False,False,(),False,56802.8,1709067480000000000,2697,,,,,,TIMEOUT,46,57040.4,56720.2,237.59999999999854,82.60000000000582,2.5967213114751875,0.9027322404371503,3.5457394418742942,1.2326518430085822,0.7585597242970615,0.9221680586765862,1.7090676e+18,,56864.700000000004,1709070180000000000,2024-02-27,21,45.0,-287.764168,0.001089735013062762,-0.10330382769561529,TIMEOUT
VCIB-1709070660000000000-000276:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709071080000000000,2024-02-27,21,1709071080000000000,56672.0,56672.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-215800-001-000-43,56745.8,56449.0,SEQUENTIAL_BUCKET_RANGE_EXTENSION,56742.850000000006,36.445000000000434,18.107,92565.90008921,2776.9770026763,153.35803592000607,0.9366337840614964,0.0007,,False,False,(),False,56671.9,1709071080000000000,2757,,,,,,,3,56661.9,56756.6,10.0,84.69999999999709,0.1353179972936374,1.1461434370770693,0.2743860611880884,2.3240499382630286,-0.5193124020024643,-0.4534073456461704,,,56745.9,1709071200000000000,2024-02-27,22,2.0,-2777.47727322,-0.0013057617620019799,-1.000180149329007,STOP
VCIB-1709107380000000000-000346:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709108040000000000,2024-02-28,8,1709108040000000000,58383.3,58383.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-081400-001-000-46,58216.700000000004,59065.6,SEQUENTIAL_BUCKET_RANGE_EXTENSION,58539.6,127.34500000000153,10.843,89788.42281599,2693.6526844797,248.40760867999893,2.4149251030904675,0.0007,,False,False,(),False,58383.4,1709108040000000000,3373,,,,,,,34,59153.0,58233.9,769.5999999999985,149.5,4.616676664667138,0.8968206358728411,6.043425340610069,1.1739762063685124,2.5396320722715084,2.7661170430780118,1.70910846e+18,1.70910858e+18,59065.5,1709110020000000000,2024-02-28,8,33.0,6504.56140411,0.011683115406091432,2.414773605219415,TARGET
VCIB-1709162400000000000-000427:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709162700000000000,2024-02-28,23,1709162700000000000,62329.0,62329.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-232500-001-000-49,62459.9,61587.00000000001,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62302.0,117.55000000000037,13.223,96292.9842201,2888.789526603,218.45623280000225,2.9985814165334865,0.0007,,False,False,(),False,62328.899999999994,1709162700000000000,4284,,,,,,,4,62247.6,62549.9,81.29999999999563,221.00000000000728,0.620610687022833,1.6870229007633206,0.6916205869842227,1.8800510421097967,-0.40081497734224825,-0.027939463762483678,,,62460.0,1709162880000000000,2024-02-28,23,3.0,-2888.59383729,-0.002103358153280514,-0.9999322590617289,STOP
VCIB-1709181960000000000-000459:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709182320000000000,2024-02-29,4,1709182320000000000,62572.7,62572.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-045200-001-000-52,62386.59999999999,62877.40000000001,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62393.55,86.79499999999862,10.235,93404.39038281,2802.1317114843,273.76511447999286,0.7915906776932897,0.0007,,False,False,(),False,62572.8,1709182320000000000,4611,,,,,,,13,62800.0,62321.0,227.1999999999971,251.8000000000029,1.2201933404940004,1.3523093447904788,2.617662307736629,2.901088772394803,0.01801953477296012,0.5086076809475039,,,62386.5,1709183040000000000,2024-02-29,5,12.0,-2802.05140485,-0.0029773320036821575,-0.9999713408780997,STOP
VCIB-1709208360000000000-000502:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709208660000000000,2024-02-29,12,1709208660000000000,62600.1,62600.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-121100-001-000-55,62723.80000000001,61955.399999999994,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62654.7,92.71999999999862,12.842,90602.33897796,2718.0701693387996,211.64434232000355,2.633007378753502,0.0007,,False,False,(),False,62600.0,1709208660000000000,5050,,,,,,,10,62500.0,62727.0,100.0,127.0,0.8077544426493681,1.0258481421646974,1.078515962036254,1.3697152717860428,0.002938325651347577,0.05778562217131417,,,62723.9,1709209200000000000,2024-02-29,12,9.0,-2717.71046666,-0.001979233226837084,-0.9998676624750688,STOP
VCIB-1709224800000000000-000528:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709225040000000000,2024-02-29,16,1709225040000000000,61708.0,61708.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-164400-001-000-58,62123.00000000001,61084.8,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62113.5,118.26999999999971,5.253,87884.6285113,2636.538855339,501.8432731200024,1.070244643633129,0.0007,,False,False,(),False,61707.9,1709225040000000000,5323,,,,,,,4,61692.8,62163.8,15.099999999998545,455.90000000000146,0.03637677668031398,1.0982895687785956,0.12767396634817435,3.8547391561681117,-0.17274542599930137,-0.14243588352913683,,,62123.100000000006,1709225220000000000,2024-02-29,16,3.0,-2636.3845701,-0.0067284739879335444,-0.9999414819020447,STOP
VCIB-1709230080000000000-000540:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709230320000000000,2024-02-29,18,1709230320000000000,61497.8,61497.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-181200-001-000-61,61276.1,62063.9,SEQUENTIAL_BUCKET_RANGE_EXTENSION,61290.75,182.9,8.308,85248.2439412,2557.447318236,307.8237426000007,1.5573257067533168,0.0007,,False,False,(),False,61497.9,1709230320000000000,5411,,,,,,,17,61613.3,61100.0,115.40000000000146,397.90000000000146,0.5202885482416589,1.7939585211902445,0.6309458720612436,2.175505740841998,-0.054400547074634334,0.0942817462839898,,,61276.0,1709231280000000000,2024-02-29,18,16.0,-2557.54909284,-0.0036082532899497618,-1.0000397953863114,STOP
VCIB-1709241000000000000-000555:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709241600000000000,2024-02-29,21,1709241600000000000,61323.5,61323.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-212000-001-000-64,61428.5,60426.0,SEQUENTIAL_BUCKET_RANGE_EXTENSION,61249.5,146.72500000000036,12.976,82690.69484836,2480.7208454508,191.16442660000044,4.248046377892351,0.0007,,False,False,(),False,61323.399999999994,1709241600000000000,5599,,,,,,,3,61302.9,61439.1,20.499999999992724,115.70000000000437,0.19505233111314546,1.1008563273073069,0.13971715794849326,0.7885500085193667,-0.42083582929549374,-0.3428378970170129,,,61428.600000000006,1709241720000000000,2024-02-29,21,2.0,-2480.0561664,-0.001715495226944554,-0.9997320621334647,STOP
VCIB-1709243700000000000-000560:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709244360000000000,2024-02-29,22,1709244360000000000,61387.5,61387.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240229-220600-001-000-67,61122.200000000004,61854.1,SEQUENTIAL_BUCKET_RANGE_EXTENSION,61299.25,115.6,6.849,80210.63868196,2406.3191604588,351.3047563999981,1.0821255777907675,0.0007,,False,False,(),False,61387.6,1709244360000000000,5645,,,,,,,16,61484.8,60981.6,97.20000000000437,406.0,0.36623963828186323,1.529766390354216,0.8408304498270274,3.512110726643599,-0.012239999378495637,0.031281443817093774,,,61122.1,1709245260000000000,2024-02-29,22,15.0,-2405.75775471,-0.004324977682789358,-0.9997666952256271,STOP
VCIB-1709259480000000000-000585:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709260200000000000,2024-03-01,2,1709260200000000000,61014.2,61014.2,MARKET_AFTER_DEFENSE,MARKET,,O-20240301-023000-001-000-70,61051.5,60700.99999999999,SEQUENTIAL_BUCKET_RANGE_EXTENSION,60966.7,57.119999999999706,18.989,77804.88092725,2334.1464278175,122.9155687200069,1.8537065513565474,0.0007,,False,False,(),False,61014.1,1709260200000000000,5909,,,,,,,2,60998.4,61061.0,15.69999999999709,46.900000000001455,0.41978609625659036,1.254010695187156,0.2748599439775415,0.8210784313725787,-0.6973877344639904,-0.5687542329096664,,,61051.6,1709260260000000000,2024-03-01,2,1.0,-2334.62140411,-0.0006146120323007305,-1.0002034903581196,STOP
VCIB-1709274840000000000-000609:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709275320000000000,2024-03-01,6,1709275320000000000,61641.0,61641.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240301-064200-001-000-73,61675.9,61431.00000000001,SEQUENTIAL_BUCKET_RANGE_EXTENSION,61639.649999999994,59.85500000000066,18.648,75470.25952314,2264.1077856942,121.41022187999617,1.0182386671049688,0.0007,,False,False,(),False,61640.88804161304,1709275320000000000,6161,True,2.230,1.0,3.0,0.0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,61638.9,61670.2,1.999999999992724,29.30000000000291,0.05714285714263738,0.8371428571427663,0.033414084036299425,0.48951633113361603,-0.7132622662167607,-0.6959534270806651,,,61641.100000000006,1709275320000000000,2024-03-01,6,0.0,-1613.2263591,-3.438600476055875e-06,-0.7125218902091127,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
VCIB-1709288040000000000-000630:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709288640000000000,2024-03-01,10,1709288640000000000,62215.8,62215.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240301-102400-001-000-79,62266.8,61963.6,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62087.95,40.09999999999964,16.015,73857.03316404,2215.7109949212,138.34582559999436,1.193382140617422,0.0007,,False,False,(),False,62215.7,1709288640000000000,6383,,,,,,,27,61923.1,62263.6,292.59999999999854,47.900000000001455,5.726027397259593,0.9373776908022701,7.296758104738184,1.1945137157107701,1.4065853389941751,1.4854285563640954,1.70928966e+18,1.7092902e+18,61963.7,1709290200000000000,2024-03-01,10,26.0,2643.6668363,0.004050424571289884,1.1931460566652194,TARGET
VCIB-1709307360000000000-000665:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709307720000000000,2024-03-01,15,1709307720000000000,61577.5,61577.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240301-154200-001-000-82,61740.899999999994,61285.100000000006,SEQUENTIAL_BUCKET_RANGE_EXTENSION,61734.95,74.73000000000101,9.181,76500.70000034,2295.0210000102,249.95129987999707,0.8250455092612473,0.0007,,False,False,(),False,61577.40000000001,1709307720000000000,6701,,,,,,,12,61202.1,61738.0,375.3000000000102,160.59999999999127,2.2954128440369637,0.9822629969419301,5.022079486150209,2.1490699852801964,0.8549728291175439,1.1568427535237253,1.70930832e+18,,61285.2,1709308380000000000,2024-03-01,15,11.0,1893.08712858,0.004745247444679568,0.8248670180236198,TARGET
VCIB-1709326080000000000-000695:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709326800000000000,2024-03-01,21,1709326800000000000,62936.9,62936.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240301-210000-001-000-85,63204.3,62357.799999999996,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62626.95,66.21999999999971,6.608,78393.78712892,2351.8136138676,355.8964383199966,1.3800888112804695,0.0007,,False,False,(),False,62936.8,1709326800000000000,7019,,,,,,,10,62352.6,63179.8,584.2000000000044,243.0,2.1839252336448762,0.908411214953271,8.822108124433809,3.6695862277257785,1.3135204786165333,1.3944995413350252,1.70932698e+18,1.7093271e+18,62357.9,1709327340000000000,2024-03-01,21,9.0,3245.80803568,0.009198116205463281,1.3801297928292073,OTHER_EXIT
VCIB-1709357160000000000-000748:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709357580000000000,2024-03-02,5,1709357580000000000,61974.8,61974.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240302-053300-001-000-88,61949.6,62227.2,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62015.05,56.275,21.838,81639.5951646,2449.187854938,112.14907860000478,1.4733390551457723,0.0007,,False,False,(),False,61974.899999999994,1709357580000000000,7532,,,,,,,2,61974.9,61919.9,7.275957614183426e-12,54.999999999992724,2.875872574776554e-13,2.1739130434783482,1.2929289407700446e-13,0.9773434029319009,-0.7763308543133011,-0.7754398082053348,,,61949.5,1709357640000000000,2024-03-02,5,1.0,-2449.06793304,-0.00040984333980360085,-0.9999510360555813,STOP
VCIB-1709360220000000000-000752:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709360460000000000,2024-03-02,6,1709360460000000000,62277.1,62277.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240302-062100-001-000-91,62212.5,62491.299999999996,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62215.1,32.54500000000007,15.635,79190.52723156,2375.7158169468,151.94631748000216,0.8339266597670373,0.0007,,False,False,(),False,62277.2,1709360460000000000,7580,,,,,,,7,62325.5,62190.8,48.30000000000291,86.39999999999418,0.7465224111283629,1.3353941267387646,1.4840989399294147,2.65478568136408,-0.26799445143088085,-0.25747178772625384,,,62212.4,1709360820000000000,2024-03-02,6,6.0,-2375.6244272,-0.0010405092072218345,-0.9999615317008255,STOP
VCIB-1709451300000000000-000907:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709451600000000000,2024-03-03,7,1709451600000000000,61625.1,61625.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240303-074000-001-000-94,61542.700000000004,61866.0,SEQUENTIAL_BUCKET_RANGE_EXTENSION,61612.0,97.04000000000087,13.653,76814.90280436,2304.4470841308,168.78068575999976,0.9139447994621166,0.0007,,False,False,(),False,61625.2,1709451600000000000,9099,,,,,,,4,61649.7,61479.4,24.5,145.79999999999563,0.29696969696972314,1.7672727272728301,0.2524732069249771,1.502473206924921,-0.4655793975842575,-0.3672957585215116,,,61542.59999999999,1709451780000000000,2024-03-03,7,3.0,-2304.86478138,-0.001340360761506751,-1.0001812570364823,STOP
VCIB-1709471820000000000-000945:ENTRY,VCIB_C,VCIB_C,SHORT,SHORT,1709472240000000000,2024-03-03,13,1709472240000000000,62072.0,62072.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240303-132400-001-000-97,62256.700000000004,61779.6,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62251.95,58.89499999999971,8.221,74510.03802298,2235.3011406894,271.89166311999946,0.7559220284341439,0.0007,,False,False,(),False,62071.9,1709472240000000000,9443,,,,,,,18,62060.0,62275.0,11.900000000001455,203.09999999999854,0.06439393939394625,1.099025974025949,0.20205450377793555,3.4485100602767558,-0.3207186605111628,-0.27655253985044914,,,62256.8,1709473260000000000,2024-03-03,13,17.0,-2235.53726989,-0.002978803613229198,-1.000105636415739,STOP
VCIB-1709491200000000000-000974:ENTRY,VCIB_C,VCIB_C,LONG,LONG,1709491500000000000,2024-03-03,18,1709491500000000000,62876.0,62876.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240303-184500-001-000-100,62829.6,63062.0,SEQUENTIAL_BUCKET_RANGE_EXTENSION,62853.350000000006,46.655000000000655,16.105,72274.50075309,2168.2350225927003,134.62629731999786,0.7251066057916847,0.0007,,False,False,(),False,62876.1,1709491500000000000,9764,,,,,,,2,62891.1,62809.6,15.0,66.5,0.3225806451612903,1.4301075268817205,0.3215089486657334,1.4253563390847512,-0.6560863052636167,-0.544002482857568,,,62829.5,1709491560000000000,2024-03-03,18,1.0,-2167.6350816,-0.0007411401152424935,-0.9997233044451136,STOP
