plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,context_15,context_60,sweep_15,sweep_60,impulse_range,impulse_efficiency,impulse_activity,impulse_flow,opponent_reclaimed,footprint_gap,footprint_body,break_strength,source_age,parent_scale,parent_range,parent_age,transfer_distance,event_activity,event_flow,event_progress,location_60,pullback_depth,pullback_efficiency,pullback_activity,pullback_flow,pullback_duration,response_range,response_flow,response_activity,innovation_fast,innovation_slow,impact_slope,risk_range,cost_r,planned_rr,obstacle_distance,risk_bps,auction_value_distance,participation,market_15,relative_15,market_60,relative_60,market_dispersion,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
BTCUSDT:LQC:BTCUSDT:15m:PIVOT:HIGH:899:s2:1710073500000000000,BTCUSDT:LQC:BTCUSDT:15m:PIVOT:HIGH:899:s2,BTCUSDT,-1,1710073500000000000,1710063900000000000,69850.0,69999.90000000001,69679.0,1.1407605070046034,69799.8,15,BTCUSDT:15m:PIVOT:HIGH:899:s2,OPPOSING_15M_FOOTPRINT,69857.5,69882.8,69999.8,69474.2,FRESH_LIQUIDITY_CONTROL,-0.0,-1.0,1.0,0.0,2.5756041646767107,0.21565334229089866,0.6702419612064511,0.06128175087550076,1.6471487248066194,0.0,0.14499952239948158,0.2355525838189269,3.0,1.0986122886681098,2.8323622122456573,3.0,2.557837424777929,1.7471459744219815,0.02134926594630651,1.6471487248066194,-0.6215749730312963,0.7148563819668909,-0.1401036423964502,0.9439093206028333,-0.14173365972092936,10.0,0.8753886629993187,0.324703657915788,0.8986732191014138,0.18925500863523362,0.09378664412637411,1.689995211424904,0.8591078422008321,0.5591727818545371,1.1407605070046034,0.980036297640652,21.460272011454364,1.868635070891978,0.9509767074647134,-0.258198889747142,-0.12702313350970362,-0.0,-0.368525070663227,0.25137275333623715,10000.0,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1710073500000000000,1710074280000000000,69841.90000000001,69679.0,1.234,140.7293705,13.0,False,0.0,140.7293705,0.46909790166666665,
BTCUSDT:LQC:BTCUSDT:15m:PIVOT:HIGH:1106:s2:1710251820000000000,BTCUSDT:LQC:BTCUSDT:15m:PIVOT:HIGH:1106:s2,BTCUSDT,-1,1710251820000000000,1710250140000000000,72207.9,72416.5,71905.3,1.4506232023009724,72400.0,15,BTCUSDT:15m:PIVOT:HIGH:1106:s2,OPPOSING_5M_FOOTPRINT,72239.6,72353.6,72416.4,71744.4,FRESH_LIQUIDITY_CONTROL,1.0,-0.0,1.0,0.0,2.2293678044839913,0.7301158914113557,1.8191289935590458,0.23069278594378517,2.4542920622096758,0.0,0.5526156332054146,0.5390426176529869,2.933333333333333,1.0986122886681098,4.354998990102994,2.933333333333333,1.9947485356493697,2.0301709727484414,0.14384636193363765,2.4542920622096758,-0.3794642857142858,0.6896295194167474,-0.2374609354987402,1.473386876172601,-0.08702901390845631,3.4,0.35294117647067913,0.31983877977483943,0.49518393877139094,-0.02433671959965009,0.017927469012498594,1.8947637645084405,1.0111896586548483,0.4153858101629797,1.4506232023009724,1.4668551807715233,28.888805795488558,-0.022593766741932086,0.7477133317096103,-0.1766623982480548,-0.6122993718557475,0.4514026645093412,-0.4917036837561278,0.35829392085107836,10140.7293705,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1710251820000000000,1710252180000000000,72200.0,72424.5,1.001,-297.10906224999997,6.0,False,0.0,-297.10906224999997,-0.9766196341994504,
SOLUSDT:LQC:SOLUSDT:60m:PIVOT:HIGH:293:s2:1710327120000000000,SOLUSDT:LQC:SOLUSDT:60m:PIVOT:HIGH:293:s2,SOLUSDT,-1,1710327120000000000,1710322800000000000,152.615,153.409,151.73106712426994,1.1132655865618224,153.315,60,SOLUSDT:60m:PIVOT:HIGH:293:s2,PRIOR_AUCTION_TRADED_VALUE,152.103,153.199,153.399,151.319,FRESH_LIQUIDITY_CONTROL,-0.0,-1.0,0.0,1.0,2.755088446451075,0.46815575007546284,1.3268966793830206,0.20542699529963826,2.9611427725557053,0.0,1.9468581156095144,0.3552660794908164,3.683333333333333,2.4849066497880004,7.862038339131075,3.683333333333333,2.755088446451025,1.414656486199412,0.1350689627030115,2.9611427725557053,-0.6029684601113243,0.6200956937799132,-0.10346479323008394,0.9661838859593194,-0.012167641458964156,9.4,0.1082156850550277,0.23311225743060673,0.3329966013242975,-0.12412300842071082,-0.045161926589269784,1.8045670782648295,1.4104063355783902,0.2306523929471083,1.1132655865618224,1.570156836468187,52.026340792188364,1.5879201404427101,0.6190827848804271,-0.20822491108643668,0.36706018373202504,-0.16094131001781958,-0.10545831443738618,0.22935766892443762,9843.62030825,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710327120000000000,1710327840000000000,152.6,153.43,294.55,-289.54706825,12.0,False,0.0,-289.54706825,-0.9804897628545898,
