ts_ns,nav
1727049660000000000,100000.0
1727049720000000000,100000.0
1727049780000000000,100000.0
1727049840000000000,100000.0
1727049900000000000,100000.0
1727049960000000000,100000.0
1727050020000000000,100000.0
1727050080000000000,100000.0
1727050140000000000,100000.0
1727050200000000000,100000.0
1727050260000000000,100000.0
1727050320000000000,100000.0
1727050380000000000,100000.0
1727050440000000000,100000.0
1727050500000000000,100000.0
1727050560000000000,100000.0
1727050620000000000,100000.0
1727050680000000000,100000.0
1727050740000000000,100000.0
1727050800000000000,100000.0
1727050860000000000,100000.0
1727050920000000000,100000.0
1727050980000000000,100000.0
1727051040000000000,100000.0
1727051100000000000,100000.0
1727051160000000000,100000.0
1727051220000000000,100000.0
1727051280000000000,100000.0
1727051340000000000,100000.0
1727051400000000000,100000.0
1727051460000000000,100000.0
1727051520000000000,100000.0
1727051580000000000,100000.0
1727051640000000000,100000.0
1727051700000000000,100000.0
1727051760000000000,100000.0
1727051820000000000,100000.0
1727051880000000000,100000.0
1727051940000000000,100000.0
1727052000000000000,100000.0
1727052060000000000,100000.0
1727052120000000000,100000.0
1727052180000000000,100000.0
1727052240000000000,100000.0
1727052300000000000,100000.0
1727052360000000000,100000.0
1727052420000000000,100000.0
1727052480000000000,100000.0
1727052540000000000,100000.0
1727052600000000000,100000.0
1727052660000000000,100000.0
1727052720000000000,100000.0
1727052780000000000,100000.0
1727052840000000000,100000.0
1727052900000000000,100000.0
1727052960000000000,100000.0
1727053020000000000,100000.0
1727053080000000000,100000.0
1727053140000000000,100000.0
1727053200000000000,100000.0
1727053260000000000,100000.0
1727053320000000000,100000.0
1727053380000000000,100000.0
1727053440000000000,100000.0
1727053500000000000,100000.0
1727053560000000000,100000.0
1727053620000000000,100000.0
1727053680000000000,100000.0
1727053740000000000,100000.0
1727053800000000000,100000.0
1727053860000000000,100000.0
1727053920000000000,100000.0
1727053980000000000,100000.0
1727054040000000000,100000.0
1727054100000000000,100000.0
1727054160000000000,100000.0
1727054220000000000,100000.0
1727054280000000000,100000.0
1727054340000000000,100000.0
1727054400000000000,100000.0
1727054460000000000,100000.0
1727054520000000000,100000.0
1727054580000000000,100000.0
1727054640000000000,100000.0
1727054700000000000,100000.0
1727054760000000000,100000.0
1727054820000000000,100000.0
1727054880000000000,100000.0
1727054940000000000,100000.0
1727055000000000000,100000.0
1727055060000000000,100000.0
1727055120000000000,100000.0
1727055180000000000,100000.0
1727055240000000000,100000.0
1727055300000000000,100000.0
1727055360000000000,100000.0
1727055420000000000,100000.0
1727055480000000000,100000.0
1727055540000000000,100000.0
1727055600000000000,100000.0
1727055660000000000,100000.0
1727055720000000000,100000.0
1727055780000000000,100000.0
1727055840000000000,100000.0
1727055900000000000,100000.0
1727055960000000000,100000.0
1727056020000000000,100000.0
1727056080000000000,100000.0
1727056140000000000,100000.0
1727056200000000000,100000.0
1727056260000000000,100000.0
1727056320000000000,100000.0
1727056380000000000,100000.0
1727056440000000000,100000.0
1727056500000000000,100000.0
1727056560000000000,100000.0
1727056620000000000,100000.0
1727056680000000000,100000.0
1727056740000000000,100000.0
1727056800000000000,100000.0
1727056860000000000,100000.0
1727056920000000000,100000.0
1727056980000000000,100000.0
1727057040000000000,100000.0
1727057100000000000,100000.0
1727057160000000000,100000.0
1727057220000000000,100000.0
1727057280000000000,100000.0
