scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,actual_entry_price,opened_ts_ns,opened_bar_index,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
HSP-1727213220000000000-000005,HSP,HSP,LONG,LONG,1727213280000000000,2024-09-24,21,1727213340000000000,64079.8,64079.8,64041.2,64255.399999999994,CONFIRMED_LTF_BUYSIDE_LIQUIDITY,64057.7,27.31499999999978,23.352,100000.0,3000.0,128.4632566875028,0.6660687437509323,0.0007,,False,True,64079.97784772182,1727213340000000000,2728,7,64110.0,64000.0,30.099999999998545,79.90000000000146,0.7777777777776524,2.064599483203939,1.1019586307888993,2.925132710964748,-0.48987361540338453,-0.46575909363367524,,,64041.100000000006,1727213700000000000,2024-09-24,21,6.0,-3002.19388693,-0.0006067081954086061,-1.0007312956433334,STOP
HSP-1727260560000000000-000010,HSP,HSP,SHORT,SHORT,1727260680000000000,2024-09-25,10,1727260740000000000,63620.1,63653.9,63688.5,63376.0,HIGHER_TIMEFRAME_ACCEPTED_EXTREME,63666.6,25.475,23.473,96997.80611307,2909.9341833921,123.96845012500349,1.5227993074822364,0.0007,,False,True,63653.78231159203,1727260740000000000,3518,54,63479.1,63710.7,174.6999999999971,56.900000000001455,5.0345821325641245,1.6397694524494033,6.85770363101068,2.2335623159961315,0.5202313163951503,0.689747834338303,1.72726344e+18,,63688.600000000006,1727263920000000000,2024-09-25,11,53.0,-2909.651018,-0.0005469853815997414,-0.9999026901042244,STOP
HSP-1727264700000000000-000011,HSP,HSP,SHORT,SHORT,1727264760000000000,2024-09-25,11,1727264820000000000,63688.5,63714.0,63809.100000000006,63479.100000000006,PRIOR_FAST_SELLSIDE_LIQUIDITY,63792.0,33.35499999999956,15.291,94088.15509507,2822.6446528521,184.5949401250035,0.7891052154591048,0.0007,,False,True,63713.9,1727264820000000000,3586,11,63688.4,63815.2,25.5,101.29999999999563,0.2678571428571306,1.0640756302520062,0.7645030730025584,3.0370259331433656,-0.4100322032052459,-0.34606371093780164,,,63809.2,1727265420000000000,2024-09-25,11,10.0,-2822.20130547,-0.0014957489652963581,-0.9998429319178905,STOP
HSP-1727272260000000000-000014,HSP,HSP,SHORT,SHORT,1727272320000000000,2024-09-25,13,1727272380000000000,63509.0,63548.3,63673.6,63243.2,HIGHER_TIMEFRAME_ACCEPTED_EXTREME,63606.9,85.30000000000109,12.759,91265.9537896,2737.9786136879998,214.5841001250006,1.0072784976803753,0.0007,,False,True,63548.19999999999,1727272380000000000,3712,5,63509.1,63717.7,39.09999999999127,169.50000000000728,0.3118022328547731,1.3516746411482892,0.4583821805391649,1.9871043376319473,-0.4160026299619241,-0.23319579582484962,,,63673.7,1727272620000000000,2024-09-25,13,4.0,-2737.51145547,-0.001974878910811121,-0.9998293784269664,STOP
HSP-1727272860000000000-000015,HSP,HSP,SHORT,SHORT,1727273040000000000,2024-09-25,14,1727273100000000000,63698.7,63680.2,63824.99999999999,63358.1,PRIOR_FAST_SELLSIDE_LIQUIDITY,63748.1,64.27000000000044,11.336,88528.44233413,2655.8532700238998,234.28241012500786,0.994411786508809,0.0007,,False,True,63680.1,1727273100000000000,3724,5,63653.1,63827.2,27.0,147.09999999999854,0.18633540372671556,1.0151828847481328,0.42010269176909626,2.2887817021938313,-0.38181359817951693,-0.2660602644762805,,,63825.100000000006,1727273340000000000,2024-09-25,14,4.0,-2655.49926304,-0.0022770064745502483,-0.9998667068742482,STOP
HSP-1727274240000000000-000018,HSP,HSP,SHORT,SHORT,1727274420000000000,2024-09-25,14,1727274480000000000,63679.3,63734.6,63844.19999999999,63243.2,HIGHER_TIMEFRAME_ACCEPTED_EXTREME,63819.9,64.55500000000066,12.936,85872.94307109,2576.1882921327,199.13393012500347,2.020326419246854,0.0007,,False,True,63734.5,1727274480000000000,3747,12,63609.6,63859.1,124.90000000000146,124.59999999999854,1.13855970829547,1.1358249772106666,1.9347842924637932,1.9301370924017855,-0.10033307727847568,0.17856891579290235,,,63844.3,1727275140000000000,2024-09-25,14,11.0,-2575.62434976,-0.0017227718111855104,-0.9997810942723315,STOP
HSP-1727358300000000000-000027,HSP,HSP,LONG,LONG,1727358360000000000,2024-09-26,13,1727358420000000000,64379.9,64339.9,64225.7,64700.0,HIGHER_TIMEFRAME_ACCEPTED_EXTREME,64260.0,86.43000000000029,12.227,83297.31872133,2498.9195616398997,204.36281818750263,1.3190856947014036,0.0007,,False,True,64340.0,1727358420000000000,5146,3,64382.0,64214.5,42.0,125.5,0.3674540682414605,1.0979877515310306,0.48594238111766586,1.4520421150063587,-0.44223274469174106,-0.23637078617539842,,,64225.6,1727358540000000000,2024-09-26,13,2.0,-2499.14891384,-0.0017780540876593325,-1.0000917805453289,STOP
HSP-1727359200000000000-000028,HSP,HSP,LONG,LONG,1727359320000000000,2024-09-26,14,1727359380000000000,64457.7,64365.0,64322.1,64700.0,HIGHER_TIMEFRAME_ACCEPTED_EXTREME,64374.5,72.7,18.204,80798.16980749,2423.9450942247,133.14786818749968,1.8359625529697376,0.0007,,False,True,64365.100000000006,1727359380000000000,5162,8,64743.7,64350.0,378.59999999999127,15.10000000000582,8.804651162789005,0.35116279069775036,5.207702888583098,0.20770288858329877,2.1579341367702725,2.1631877695134722,1.7273595e+18,1.7273598e+18,64699.9,1727359800000000000,2024-09-26,14,7.0,4450.049718,0.0052015766308138355,1.8358706757024754,TARGET
HSP-1727362980000000000-000029,HSP,HSP,LONG,LONG,1727363040000000000,2024-09-26,15,1727363100000000000,64499.9,64536.5,64283.80000000001,64932.700000000004,PRIOR_FAST_BUYSIDE_LIQUIDITY,64355.0,112.59499999999898,7.455,85248.21952549,2557.4465857647,343.0411081874953,0.8901894050350689,0.0007,,False,True,64536.600000000006,1727363100000000000,5224,26,64978.9,64444.8,442.29999999999563,91.80000000000291,1.7496044303797598,0.3631329113924228,3.9282383764820787,0.8153115147209357,1.0090419245346016,1.0244811528766116,1.72736388e+18,1.7273646e+18,64932.600000000006,1727364600000000000,2024-09-26,15,25.0,2276.5449798,0.006136053030373462,0.8901632559881175,TARGET
HSP-1727401620000000000-000050,HSP,HSP,LONG,LONG,1727401800000000000,2024-09-27,1,1727401860000000000,65047.7,65019.3,64986.5,65258.899999999994,PRIOR_FAST_BUYSIDE_LIQUIDITY,65026.6,36.42499999999927,21.18,87524.76450529,2625.7429351587,123.97095818750115,1.19548370172185,0.0007,,False,True,65019.420108592996,1727401860000000000,5870,3,65047.8,64972.8,28.40000000000873,46.59999999999127,0.8632218844988984,1.4164133738601676,0.7796842827730761,1.279341111873499,-0.5698236186345482,-0.5069496995008913,,,64986.4,1727401980000000000,2024-09-27,1,2.0,-2626.83218893,-0.0005078499398771299,-1.0004148364094272,STOP
