plan_id,ts,score,reason
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6618:s2:1724457780000000000,1724457780000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6617:s2:1724457780000000000,1724457780000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6618:s2:1724457780000000000,1724457780000000000,1.0,selected
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6630:s2:1724466120000000000,1724466120000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6630:s2:1724466120000000000,1724466120000000000,1.0,selected
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6664:s2:1724472960000000000,1724472960000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6664:s2:1724472960000000000,1724472960000000000,1.0,global_position_occupied
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6680:s2:1724478180000000000,1724478180000000000,1.0,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:6684:s2:1724478180000000000,1724478180000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6680:s2:1724478180000000000,1724478180000000000,1.0,global_position_occupied
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:6684:s2:1724478180000000000,1724478180000000000,1.0,global_position_occupied
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:6680:s2:1724488440000000000,1724488440000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6719:s2:1724491260000000000,1724491260000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6719:s2:1724491260000000000,1724491260000000000,1.0,selected
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6737:s2:1724496300000000000,1724496300000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6737:s2:1724496300000000000,1724496300000000000,1.0,global_position_occupied
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6755:s2:1724499480000000000,1724499480000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6755:s2:1724499480000000000,1724499480000000000,1.0,selected
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:6766:s2:1724503920000000000,1724503920000000000,1.0,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:6766:s2:1724503920000000000,1724503920000000000,1.0,selected
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6775:s2:1724505180000000000,1724505180000000000,1.0,candidate
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:6788:s2:1724509140000000000,1724509140000000000,1.0,candidate
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:6788:s2:1724509140000000000,1724509140000000000,1.0,selected
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:6833:s2:1724524140000000000,1724524140000000000,1.0,candidate
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:6833:s2:1724524140000000000,1724524140000000000,1.0,selected
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:6858:s2:1724532480000000000,1724532480000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:6858:s2:1724532480000000000,1724532480000000000,1.0,selected
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:6883:s2:1724538120000000000,1724538120000000000,1.0,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:6883:s2:1724538120000000000,1724538120000000000,1.0,selected
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6883:s2:1724538240000000000,1724538240000000000,1.0,same_overlapping_causal_episode
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6926:s2:1724552100000000000,1724552100000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6926:s2:1724552100000000000,1724552100000000000,1.0,selected
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6969:s2:1724563380000000000,1724563380000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6969:s2:1724563380000000000,1724563380000000000,1.0,global_position_occupied
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6992:s2:1724570880000000000,1724570880000000000,1.0,same_overlapping_causal_episode
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6999:s2:1724573520000000000,1724573520000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6999:s2:1724573520000000000,1724573520000000000,1.0,selected
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:7000:s2:1724574660000000000,1724574660000000000,1.0,same_overlapping_causal_episode
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7023:s2:1724580660000000000,1724580660000000000,1.0,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7023:s2:1724580660000000000,1724580660000000000,1.0,selected
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:7033:s2:1724584140000000000,1724584140000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:7033:s2:1724584620000000000,1724584620000000000,1.0,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7046:s2:1724587740000000000,1724587740000000000,1.0,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7046:s2:1724587740000000000,1724587740000000000,1.0,selected
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:7056:s2:1724589300000000000,1724589300000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:7056:s2:1724589420000000000,1724589420000000000,1.0,candidate
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:7055:s2:1724589660000000000,1724589660000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:7065:s2:1724593620000000000,1724593620000000000,1.0,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:7065:s2:1724593620000000000,1724593620000000000,1.0,selected
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:7083:s2:1724597700000000000,1724597700000000000,1.0,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7074:s2:1724597700000000000,1724597700000000000,1.0,same_overlapping_causal_episode
