plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,context_15,context_60,location_60,sweep_15,sweep_60,impulse_range,impulse_efficiency,impulse_activity,impulse_flow,opponent_reclaimed,footprint_gap,footprint_body,break_strength,source_age,pullback_depth,pullback_efficiency,pullback_activity,pullback_flow,pullback_duration,response_range,response_flow,response_activity,innovation_fast,innovation_slow,impact_slope,risk_range,cost_r,planned_rr,obstacle_distance,risk_bps,participation,market_15,market_60,relative_15,relative_60,market_dispersion,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6618:s2:1724457780000000000,BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6618:s2,BTCUSDT,-1,1724457780000000000,1724456100000000000,64010.4,64100.1,63810.1,2.2329988851729032,64004.2,5,BTCUSDT:5m:PIVOT:LOW:6618:s2,FIRST_IMPULSE_EXTREME,64014.0,64063.4,64100.0,63810.0,CONTROL_TRANSFER_FIRST_RETURN,-0.5,-1.0,0.695046439628483,0.0,0.0,0.663857849422991,0.2640437158469967,0.5965062242014213,0.17752150977424652,0.5790888406995082,0.0,0.2714782927276153,0.2143249679428479,1.0,0.6907962771458203,-0.2666666666666686,1.2541813078552158,-0.11916396993467435,2.6,0.8350235591474794,0.41851807373603944,0.609232902662647,0.1337943615571986,0.08755247170590902,2.2446819621496963,0.4929474262685341,0.8563264214047099,2.2329988851729032,1.1007510533064886,14.013347830977011,0.8877921670970725,-0.22782254977691382,0.2671022997384394,-0.06841389002139733,0.22703611499179666,0.2691856611778403,10000.0,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724457780000000000,1724457960000000000,64002.899999999994,64107.7,1.712,-289.0802736,3.0,False,0.0,-289.0802736,-0.963600912,
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6630:s2:1724466120000000000,BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6630:s2,BTCUSDT,-1,1724466120000000000,1724460900000000000,63886.6,64094.4,63600.1,1.378729547641944,63810.0,5,BTCUSDT:5m:PIVOT:LOW:6630:s2,FIRST_IMPULSE_EXTREME,63899.0,63928.5,64094.3,63600.0,CONTROL_TRANSFER_FIRST_RETURN,0.5,-1.0,0.8478316003043379,1.5445134575569532,0.0,2.236383311290132,0.43019705800721275,0.6532472239534551,0.13767364525912426,1.465448963647596,1.0,0.1767464229890588,0.5771311771071308,7.0,0.5796925566342995,-0.11523924406915803,1.001976408083162,-0.044420249761276454,12.4,0.8888888888889173,0.561721570246833,0.7293228505162284,0.17830948347343006,0.03399170407467412,1.7279480270046197,1.499098232535793,0.3689312800769919,1.378729547641944,2.066851028014912,32.52638268431923,0.98112794280562,-0.6358629374370396,-0.68390492869688,0.3003557741000218,0.1463844525031318,0.21550615860503225,9710.9197264,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724466120000000000,1724481540000000000,63878.899999999994,64102.0,0.992,-284.7937264,257.0,False,0.0,-284.7937264,-0.9775721024163584,
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6719:s2:1724491260000000000,BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:6719:s2,BTCUSDT,1,1724491260000000000,1724488500000000000,64202.5,64108.9,64472.4,2.883547008547069,64298.9,5,BTCUSDT:5m:PIVOT:HIGH:6719:s2,FIRST_IMPULSE_EXTREME,64120.1,64186.1,64472.5,64109.0,CONTROL_TRANSFER_FIRST_RETURN,1.0,1.0,0.6513872135102781,0.0,0.0,3.4950939630800484,0.5774895581446642,1.1900384602439182,0.24935473636251362,2.5213677385491158,0.0,0.8780974555130543,1.1162481290537354,10.0,0.7425742574257456,-0.39676708302719016,1.0959583470558416,-0.13088276354765097,4.2,0.8260922775670104,0.7619153360114662,0.4445951581606491,-0.007401278751830668,0.01601040965680765,1.4907877427746103,1.2453018460003122,0.8231089743589871,2.883547008547069,3.5908864127723428,14.57887153927005,0.7498178130479598,-0.1801387602887938,0.5108768877093642,-0.5071314908976449,-0.40178553399439,0.2436805208778543,9426.126,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724491260000000000,1724497140000000000,64210.8,64100.99999999999,1.564,-272.0670276,98.0,False,0.0,-272.0670276,-0.9621026623238434,
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6755:s2:1724499480000000000,BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:6755:s2,BTCUSDT,-1,1724499480000000000,1724497800000000000,64105.4,64164.6,64044.1,1.035472972973073,64065.1,5,BTCUSDT:5m:PIVOT:LOW:6755:s2,FIRST_IMPULSE_EXTREME,64112.7,64149.6,64164.5,64044.0,CONTROL_TRANSFER_FIRST_RETURN,-0.0,-1.0,0.8455462922334495,1.4382192993550087,0.0,1.3303324545045958,0.3097376931369232,0.7741891694872969,0.11561842684659325,1.0167135058197025,0.0,0.5694810623111257,0.02160632756738139,4.0,0.5091210613598856,-0.18662613981763773,1.6088596149594208,-0.17139085998416118,1.6,1.4121956182594266,0.32792656125406,0.5214843393436338,-0.09815903067516481,-0.05988981415253772,1.4785844552006957,0.913638994276847,1.2994337837838477,1.035472972973073,0.9460484856279753,9.234791452825673,0.7255161168992305,0.24670209317220212,0.04634460926058061,-0.3638594149119522,0.562177362049763,0.579824540222269,9154.0589724,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724499480000000000,1724499660000000000,64097.40000000001,64044.1,1.883,15.89718984,3.0,False,0.0,15.89718984,0.05788758075490853,
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:6766:s2:1724503920000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:6766:s2,SOLUSDT,1,1724503920000000000,1724500800000000000,157.563,157.156,158.221,1.6167076167077252,157.852,5,SOLUSDT:5m:PIVOT:HIGH:6766:s2,FIRST_IMPULSE_EXTREME,157.289,157.586,158.231,157.166,CONTROL_TRANSFER_FIRST_RETURN,1.0,0.0,0.4025018395879274,0.0,0.0,1.0128266033253892,0.3182089552238761,0.7845206665955715,0.011696930152617089,1.1362478631150579,0.0,0.5643705463183372,0.5073634204275447,1.0,0.6213953488372218,-0.09848149786230477,0.8607113469410749,0.04757388862360629,8.4,1.0270957644526146,0.5883757961783439,1.5161483073097421,-0.1723225767163081,-0.11548874483208581,1.5740937443505534,0.7733966745842878,0.464559213759234,1.6167076167077252,1.250356294536844,25.830937466282204,1.334621072836874,0.1936491673103386,0.4670995974380558,-0.10491924338197198,-0.6068289936934363,0.3313507985768609,9169.956162240002,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724503920000000000,1724504100000000000,157.58,157.14,439.23,-262.3784328,3.0,False,0.0,-262.3784328,-0.9537611309434627,
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:6788:s2:1724509140000000000,XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:6788:s2,XRPUSDT,1,1724509140000000000,1724507100000000000,0.6254,0.6229,0.631,2.2400000000000677,0.6285,5,XRPUSDT:5m:PIVOT:HIGH:6788:s2,FIRST_IMPULSE_EXTREME,0.6244,0.6252,0.6311,0.623,CONTROL_TRANSFER_FIRST_RETURN,0.0,1.0,0.9386503067484593,0.0,0.0,2.5743944636678098,0.33695652173913004,1.8024903192952157,0.12409829757398848,1.7538880791993667,0.0,0.33217993079585684,0.33217993079585684,2.0,0.6951219512195181,-0.3131868131868154,0.7460367969940055,-0.06159343763129775,2.8,0.18808777429465032,0.40152842435797137,0.3897697011630195,-0.09641748038935341,0.0044263592030368,1.4327655060445241,1.0380622837370006,0.30019200000000634,2.2400000000000677,2.3252595155709517,39.9744163735201,1.0882772717106672,-0.20272158387253275,0.08472151069828647,-0.5563053030726413,0.533005109053574,0.3020560513262328,8907.57772944,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724509140000000000,1724510880000000000,0.6255,0.6228,79512.4,-264.31114446,29.0,False,0.0,-264.31114446,-0.9890872411790775,
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:6833:s2:1724524140000000000,XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:6833:s2,XRPUSDT,-1,1724524140000000000,1724520900000000000,0.6214,0.6232,0.6171,2.388888888888841,0.6205,5,XRPUSDT:5m:PIVOT:LOW:6833:s2,FIRST_IMPULSE_EXTREME,0.622,0.6224,0.6231,0.617,CONTROL_TRANSFER_FIRST_RETURN,-0.0,-1.0,0.47540983606556775,0.0,0.0,0.6423357664233513,0.10185185185185061,0.6439425370354062,0.18307670609414745,1.2421725456256059,0.0,0.23357664233574055,0.29197080291974054,4.0,0.7096774193548341,-0.19469026548672427,1.1610490759167105,0.12059392363761516,5.8,0.8372093023256455,0.6432753015063257,0.4582086423969842,-0.2123878906495491,-0.08512664086789859,1.353667257080712,1.051094890510962,0.4142666666666611,2.388888888888841,2.51094890510947,28.966849050531444,0.5569557931640481,-1.4635608890413558,-0.32902264277200804,0.3976021699017118,0.3653886835814836,0.308450304915381,8643.26658498,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724524140000000000,1724530320000000000,0.6213,0.6233,95201.1,-249.64584454,103.0,False,0.0,-249.64584454,-0.9627758289665886,
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:6858:s2:1724532480000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:6858:s2,ETHUSDT,1,1724532480000000000,1724530500000000000,2793.79,2787.81,2806.6099999999997,2.143812709030045,2799.23,5,ETHUSDT:5m:PIVOT:HIGH:6858:s2,FIRST_IMPULSE_EXTREME,2790.3,2793.03,2806.62,2787.82,CONTROL_TRANSFER_FIRST_RETURN,0.0,1.0,0.6819148936170398,0.0,0.0,2.4507852245078343,0.4608985024958414,1.811995086475099,0.27801654917546564,1.7386299263742107,1.0,0.34505640345061206,0.7785888077859036,9.0,0.6820839978734696,-0.43818306010927055,0.5219007370772579,-0.07017026845410193,3.6,1.1193202807535803,0.38804494922662064,0.4134325752393797,-0.17935762163430807,-0.043498454927256854,1.3309667182416254,1.058172970581732,0.560626755852841,2.143812709030045,2.268524662685193,21.40461523593405,0.3981172457737195,-0.8550742452665051,-0.534860366976617,-0.2865829916091077,0.5291485286929722,0.2119347323358002,8393.62074044,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724532480000000000,1724533260000000000,2794.18,2787.39,25.611,-245.37348464,13.0,False,0.0,-245.37348464,-0.9744443319031724,
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:6883:s2:1724538120000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:6883:s2,SOLUSDT,-1,1724538120000000000,1724535600000000000,158.671,159.54,157.23,1.658227848101269,158.002,5,SOLUSDT:5m:PIVOT:LOW:6883:s2,FIRST_IMPULSE_EXTREME,158.672,159.094,159.53,157.22,CONTROL_TRANSFER_FIRST_RETURN,-0.0,-0.0,0.9491899852724682,1.242098403388723,0.991836169918366,3.6793279766252884,0.42249622546553056,2.507559873141641,0.3269555605115923,2.0391821484480936,0.0,0.9247626004382722,0.3330898466033944,1.0,0.6254310344827576,-0.16122222222222302,1.0324463030451985,-0.08594008922880816,5.4,0.2988996551158104,-0.07916265640038499,0.3691933223623575,-0.09299014934755834,-0.005833388161156455,1.3522754013951126,1.9043097151205306,0.21910840046029922,1.658227848101269,3.1577794010226583,54.76741181438321,0.6442510140322285,-0.7791496644531989,0.712856803535697,0.11022157998369952,-0.14406593675945678,0.2714193926447429,8148.2472558,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724538120000000000,1724541120000000000,158.65,159.56,225.8,-241.403909,50.0,False,0.0,-241.403909,-0.9875494341361427,
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6926:s2:1724552100000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6926:s2,ETHUSDT,-1,1724552100000000000,1724549700000000000,2761.07,2770.0400000000004,2747.01,1.5674470457078646,2755.33,5,ETHUSDT:5m:PIVOT:LOW:6926:s2,FIRST_IMPULSE_EXTREME,2758.37,2768.0,2770.03,2747.0,CONTROL_TRANSFER_FIRST_RETURN,1.0,1.0,0.7993664202745903,1.8387096774193965,0.0,2.4875017262809185,0.5921104536489259,1.3907560091271134,0.026735310719032807,1.6750997284810962,0.0,1.5959121668277925,0.38779174147219364,3.0,0.6106770833333294,-0.19295117937466041,0.7007462548265714,0.11109077849436166,7.0,0.11775480832123224,-0.34434351327299184,0.2696736219543631,-0.05143015695448091,-0.0020781679267391382,1.309973120242852,1.486535008976692,0.3693739130434678,1.5674470457078646,2.33006490816183,32.487405245068956,0.6125143737037095,-0.4360312376524743,0.22187210881112557,-0.06926973614285514,-0.4766501313221785,0.1233994092210592,7906.843346799999,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724552100000000000,1724569740000000000,2760.72,2747.01,18.653,219.73677941,294.0,False,0.0,219.73677941,0.9263569533891182,
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6999:s2:1724573520000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:6999:s2,ETHUSDT,-1,1724573520000000000,1724571000000000000,2743.28,2752.19,2731.6400000000003,1.3063973063973136,2735.9,5,ETHUSDT:5m:PIVOT:LOW:6999:s2,FIRST_IMPULSE_EXTREME,2745.95,2749.0,2752.18,2731.63,CONTROL_TRANSFER_FIRST_RETURN,-0.0,-0.0,0.7965335342878808,0.0,0.0,3.2779070850014036,0.5618536959019631,2.553047979602267,0.12902645202631066,2.0684972229963186,0.0,0.6815007913602473,0.3508053253887331,2.0,0.5666342412451422,-0.14741237504744856,0.8058326900310279,-0.0965603565295242,6.4,0.7061702499562871,0.4651251230059318,0.6833851766269726,-0.02592157086065614,0.02134250468845951,1.3389226293867051,1.9908760823014235,0.3694653198653259,1.3063973063973136,2.600875151289416,32.47936776413583,0.962938733057289,-0.23970268273865852,0.35949954904577675,-0.03944111411914836,-0.30410043849995594,0.21316692944265392,8126.58012621,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724573520000000000,1724574660000000000,2742.94,2752.54,19.338,-238.78059612,19.0,False,0.0,-238.78059612,-0.9794222268638371,
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7023:s2:1724580660000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7023:s2,SOLUSDT,1,1724580660000000000,1724577600000000000,157.03,156.568,157.84,1.7532467532467997,157.179,5,SOLUSDT:5m:PIVOT:HIGH:7023:s2,FIRST_IMPULSE_EXTREME,156.871,156.906,157.85,156.578,CONTROL_TRANSFER_FIRST_RETURN,0.0,0.0,0.5028901734104019,1.410568367532243,2.1490909090909156,0.4755865567533308,0.11893434823977143,0.8358014441106777,0.030019119818646342,0.6716040610089465,0.0,0.06658211794545982,0.09321496512366537,2.0,0.6396255850234045,-0.16799836099159574,0.8400863298345311,-0.020753030208528245,6.2,0.7571903737037167,0.5446513524534456,0.7966733985586893,0.009017046623918449,0.012603724067779945,1.3264497623649003,0.8788839568801344,0.4078701298701395,1.7532467532467997,1.540900443880796,29.42112972043489,0.8500696042754539,-0.04351666681128166,-0.25150063171654835,-0.5119258228399309,0.28079304915125,0.34754653576062317,7887.799530089999,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724580660000000000,1724582280000000000,157.05,156.55,347.6,-228.30368,27.0,False,0.0,-228.30368,-0.9647966632057441,
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7046:s2:1724587740000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:7046:s2,SOLUSDT,1,1724587740000000000,1724585100000000000,157.476,157.03400000000002,157.92000000000002,1.0045248868779142,157.597,5,SOLUSDT:5m:PIVOT:HIGH:7046:s2,FIRST_IMPULSE_EXTREME,157.346,157.4,157.93,157.044,CONTROL_TRANSFER_FIRST_RETURN,-1.0,-1.0,0.7679487179487035,1.5282215122470852,2.1490909090909156,1.3343753488891124,0.28555045871559553,1.364141487000265,0.09602611730271304,1.2054725636974652,1.0,0.16612705146808113,0.40727922295407903,3.0,0.5066964285714448,-0.14099378881987948,0.6475619854920251,-0.06798088410991637,5.8,0.7048458149778689,0.6912107101280559,1.1013085250446726,-0.042121616517922,0.007249567408825222,1.388644782726066,1.1843251088533548,0.42753665158373083,1.0045248868779142,1.1896840459975897,28.06776905687082,1.3337412024032642,-0.3146066189401807,-0.1252603686965461,0.11957954294065229,0.4665931428767828,0.18944678869931328,7659.495850089999,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724587740000000000,1724588460000000000,157.5,157.0,345.63,-227.1653175,12.0,False,0.0,-227.1653175,-0.9885999546446684,
