plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,cell_slope,cell_width_bps,cell_age,cell_turns,edge_divergence,event_activity,event_flow,event_duration,penetration,reclaim,approach_efficiency,response_flow,response_activity,risk_range,risk_bps,cost_r,planned_rr,market_move,relative_move,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:878:s2:BTCUSDT:15m:PIVOT:LOW:903:s2:EXCURSION:1739188500000000000:1,BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:878:s2:BTCUSDT:15m:PIVOT:LOW:903:s2:EXCURSION:1739188500000000000:1,BTCUSDT,1,1739188500000000000,1739188500000000000,97663.3,97608.9,97859.79999999999,3.6121323529403293,97655.46842105263,15,BTCUSDT:CELL:BTCUSDT:15m:PIVOT:HIGH:878:s2:BTCUSDT:15m:PIVOT:LOW:903:s2,PREEXISTING_OPPOSING_TURN,97655.46842105263,98185.46131578946,98185.46131578946,97655.46842105263,TWO_SIDED_AUCTION_RETURN,0.25923982099065174,54.26735475217729,1.4166666666666667,8,-0.21328140943299975,1.9877690555553396,-0.5703292455813627,1,0.010317913894576619,0.014776762151235344,0.0019005952807870676,-0.5703292455813627,1.9877690555553396,0.10264288548060836,5.570157879163281,2.154337499999654,3.6121323529403293,0.24809236147544467,-0.3619791270169359,10000.0,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1739188500000000000,1739188680000000000,97677.2,97595.0,1.582,-284.5007102,3.0,False,0.0,-284.5007102,-0.9483357006666667,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:855:s2:SOLUSDT:15m:PIVOT:HIGH:878:s2:EXCURSION:1739189460000000000:1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:855:s2:SOLUSDT:15m:PIVOT:HIGH:878:s2:EXCURSION:1739189460000000000:1,SOLUSDT,1,1739189460000000000,1739189460000000000,204.16,203.82,204.99,2.4411764705882475,204.13518713450293,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:LOW:855:s2:SOLUSDT:15m:PIVOT:HIGH:878:s2,PREEXISTING_OPPOSING_TURN,204.13518713450293,211.26395906432748,211.26395906432748,204.13518713450293,TWO_SIDED_AUCTION_RETURN,0.113673278535217,349.1757410768295,7.933333333333334,5,0.4506693901658684,1.625383439778526,-0.53440150801131,1,0.009144230611476335,0.0034806647963107427,-0.026594137201571263,-0.53440150801131,1.625383439778526,0.04769404931830541,16.65360501567415,0.7205647058823457,2.4411764705882475,-0.19979555920783093,-0.029610525970974078,9715.4992898,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739189460000000000,1739189520000000000,204.19,203.79,461.81,-278.9286219,1.0,False,0.0,-278.9286219,-0.9569884627299889,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:847:s2:ETHUSDT:15m:PIVOT:LOW:874:s2:EXCURSION:1739195820000000000:-1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:847:s2:ETHUSDT:15m:PIVOT:LOW:874:s2:EXCURSION:1739195820000000000:-1,ETHUSDT,-1,1739196000000000000,1739195820000000000,2676.38,2688.125,2630.6768168402778,3.891288476775035,2679.2630798611112,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:847:s2:ETHUSDT:15m:PIVOT:LOW:874:s2,AUCTION_VALUE,2582.0705538194443,2679.2630798611112,2679.2630798611112,2582.0705538194443,TWO_SIDED_AUCTION_RETURN,-0.017573415356005664,363.1492016890985,10.75,7,0.060669269306868105,3.397900344012986,-0.2142590380464251,4,0.06659277862163476,0.029663596353850664,-0.20197706223907355,0.5297899006251875,1.5365828996346047,0.12084262523400974,43.88390288374555,0.2734487867177548,3.891288476775035,-1.4022117781125256,-0.020676100315633716,9436.570667900001,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739196000000000000,1739212320000000000,2676.08,2688.45,18.516,-278.70773874,272.0,False,2.6550878460115057,-276.0526508939885,-0.9751164224415607,
SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:945:s2:SOLUSDT:15m:PIVOT:LOW:974:s2:EXCURSION:1739266560000000000:1,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:945:s2:SOLUSDT:15m:PIVOT:LOW:974:s2:EXCURSION:1739266560000000000:1,SOLUSDT,1,1739266560000000000,1739266560000000000,203.56,203.20000000000002,203.99,1.1944444444445124,203.41689366883116,15,SOLUSDT:CELL:SOLUSDT:15m:PIVOT:HIGH:945:s2:SOLUSDT:15m:PIVOT:LOW:974:s2,PREEXISTING_OPPOSING_TURN,203.41689366883116,207.51818425324677,207.51818425324677,203.41689366883116,TWO_SIDED_AUCTION_RETURN,0.11236960174477814,201.4782169589118,5.35,7,0.8484401686988672,2.915505431329087,-0.33069041857591513,1,0.004119110432055895,0.034892999709073,-0.11497730711043785,-0.33069041857591513,2.915505431329087,0.08777724781753828,17.685203379838143,0.6785333333333612,1.1944444444445124,-0.6385300403030321,-0.3927030443149784,9160.51801701,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739266560000000000,1739266920000000000,203.59,203.17,428.5,-267.11833,6.0,False,0.0,-267.11833,-0.9719913564713002,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:965:s2:ETHUSDT:15m:PIVOT:LOW:992:s2:EXCURSION:1739268420000000000:1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:965:s2:ETHUSDT:15m:PIVOT:LOW:992:s2:EXCURSION:1739268420000000000:1,ETHUSDT,1,1739268480000000000,1739268420000000000,2697.01,2689.9449999999997,2713.1902654320984,2.29020034424586,2695.342858024691,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:LOW:965:s2:ETHUSDT:15m:PIVOT:LOW:992:s2,AUCTION_VALUE,2695.342858024691,2731.057672839506,2731.057672839506,2695.342858024691,TWO_SIDED_AUCTION_RETURN,0.06552421445607924,132.4237389361362,1.3833333333333333,6,0.21510162812402328,2.2792255207469236,-0.38672117580145887,2,0.08494667980226757,0.04667928376371506,-0.08649275362318928,0.0063402557103573644,0.9402726811173372,0.1978170693767639,26.195675952260128,0.4580908704882897,2.29020034424586,-0.7497322108360055,0.16193682530726172,8893.39968701,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739268480000000000,1739276160000000000,2697.33,2689.62,24.997,-260.05566458,128.0,False,0.0,-260.05566458,-0.974714109085663,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:850:s2:XRPUSDT:15m:PIVOT:LOW:872:s2:EXCURSION:1739282160000000000:1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:850:s2:XRPUSDT:15m:PIVOT:LOW:872:s2:EXCURSION:1739282160000000000:1,XRPUSDT,1,1739282220000000000,1739282160000000000,2.4373,2.42945,2.493566529411764,7.167710753091052,2.4355379999999998,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:HIGH:850:s2:XRPUSDT:15m:PIVOT:LOW:872:s2,AUCTION_VALUE,2.4355379999999998,2.551795058823529,2.551795058823529,2.4355379999999998,TWO_SIDED_AUCTION_RETURN,0.027160906105638104,476.9911739364428,33.95,5,0.06514974422806392,3.5371156216410213,0.1267990894973717,2,0.01793759940362168,0.015156068954702069,-0.18003384094754646,0.3792266564829752,2.6619547754804116,0.06752278166537579,32.207770894021714,0.37258089171974934,7.167710753091052,-1.8439179618916177,0.5489915503677858,8633.344022430001,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739282220000000000,1739293740000000000,2.4376,2.4292,23298.2,-252.39871988,192.0,False,-3.0875982418688,-255.48631812186878,-0.9864324393811496,
ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:1020:s2:ETHUSDT:15m:PIVOT:LOW:1038:s2:EXCURSION:1739308740000000000:-1,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:1020:s2:ETHUSDT:15m:PIVOT:LOW:1038:s2:EXCURSION:1739308740000000000:-1,ETHUSDT,-1,1739308740000000000,1739308740000000000,2605.53,2610.0550000000003,2585.7822222222217,4.364149785144341,2605.5597222222214,15,ETHUSDT:CELL:ETHUSDT:15m:PIVOT:HIGH:1020:s2:ETHUSDT:15m:PIVOT:LOW:1038:s2,AUCTION_VALUE,2565.9847222222215,2605.5597222222214,2605.5597222222214,2565.9847222222215,TWO_SIDED_AUCTION_RETURN,0.31375026321331206,151.8884833412005,1.0666666666666667,5,0.5174422685477494,1.4075087760371203,-0.3293878663324959,1,0.01643152944481835,0.0007510353056513758,-0.05210256410256394,-0.3293878663324959,1.4075087760371203,0.11433986102337616,17.366908076284254,0.6909692817679419,4.364149785144341,-0.6727911105573383,0.1319240208962028,8377.85770431,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739308740000000000,1739308860000000000,2605.18,2610.4,31.085,-243.32685215000004,2.0,False,0.0,-243.32685215000004,-0.9681347377735967,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2:EXCURSION:1739345700000000000:-1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2:EXCURSION:1739345700000000000:-1,XRPUSDT,-1,1739345700000000000,1739345700000000000,2.4151,2.4202,2.4039,2.1960784313724364,2.4154643518518517,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2,PREEXISTING_OPPOSING_TURN,2.3896212962962964,2.4154643518518517,2.4154643518518517,2.3896212962962964,TWO_SIDED_AUCTION_RETURN,-0.11307572418982009,107.00615111405462,1.0833333333333333,4,0.8188316225076809,3.2552940781820796,-0.13995514086555602,1,0.09037817308899376,0.014098636713783823,-0.10597302504817106,-0.13995514086555602,3.2552940781820796,0.19734508518300142,21.117138006708227,0.5682588235294,2.1960784313724364,-0.9960471661354743,0.09060982636701798,8134.530852159999,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739345700000000000,1739346600000000000,2.4147,2.4039,28560.3,260.23774076,15.0,False,0.0,260.23774076,1.0663911067917657,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2:EXCURSION:1739347620000000000:-1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2:EXCURSION:1739347620000000000:-1,XRPUSDT,-1,1739347620000000000,1739347620000000000,2.4158,2.41995,2.4042013425925925,2.794857206604126,2.4170228703703702,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2,AUCTION_VALUE,2.391179814814815,2.4170228703703702,2.4170228703703702,2.391179814814815,TWO_SIDED_AUCTION_RETURN,-0.11307572418982009,106.9751451095096,1.6166666666666667,4,0.8188316225076809,2.545709170597464,-0.28064027533117625,1,0.022332097239403517,0.04731910929578154,-0.07918088737201423,-0.28064027533117625,2.545709170597464,0.1605847261783252,17.178574385297203,0.6985445783132364,2.794857206604126,-1.0119225064106325,0.2875556553110842,8394.76859292,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739347620000000000,1739349180000000000,2.4154,2.4204,32893.2,-243.99846828,26.0,False,0.0,-243.99846828,-0.9688512775515299,
XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2:EXCURSION:1739354340000000000:-1,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2:EXCURSION:1739354340000000000:-1,XRPUSDT,-1,1739354340000000000,1739354340000000000,2.419,2.425,2.4096561574074076,1.5573070987654674,2.422477685185185,15,XRPUSDT:CELL:XRPUSDT:15m:PIVOT:LOW:1068:s2:XRPUSDT:15m:PIVOT:HIGH:1079:s2,AUCTION_VALUE,2.3966346296296295,2.422477685185185,2.422477685185185,2.3966346296296295,TWO_SIDED_AUCTION_RETURN,-0.11307572418982009,106.83363189564005,3.4833333333333334,4,0.8188316225076809,3.9290029785639464,0.024329693457934197,1,0.012472008742247003,0.13456942727645793,-0.03268428372739698,0.024329693457934197,3.9290029785639464,0.23217068845057678,24.803637866886245,0.48380000000001744,1.5573070987654674,-0.0994778079304818,-0.045961065988289945,8150.77012464,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739354340000000000,1739355420000000000,2.4186,2.4097,25850.9,186.35293388,18.0,False,0.0,186.35293388,0.7621076742047151,
