trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,price,expire_time_ns,is_post_only,display_qty,trigger_instrument_id
BACKTESTER-001,OpenInterestInventoryStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-OpenInterestInventoryStrategy-000,BINANCE-001,T-64b067b0cf391ca8-5542,MARKET,BUY,6.155,GTC,False,False,6.155,TAKER,55772.899999999994,0.0,['240.29753965 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240227-015500-001-000-1,"['O-20240227-015500-001-000-2', 'O-20240227-015500-001-000-3']",,,,,"['scenario=OIIR-1708998600000000000-000014:ENTRY', 'family=OIIR_UC']",7c554057-9b0c-42ce-a41d-6fdb9987d7e6,2024-02-27 01:55:00+00:00,2024-02-27 01:55:00+00:00,,,,,
BACKTESTER-001,OpenInterestInventoryStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-003,BTCUSDT-PERP.BINANCE-OpenInterestInventoryStrategy-000,BINANCE-001,T-72259f172f81bef0-5589,LIMIT,SELL,6.155,GTC,True,False,6.155,MAKER,56412.0,0.09999999999854481,['243.05110200 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240227-015500-001-000-1,['O-20240227-015500-001-000-2'],O-20240227-015500-001-000-1,,,,"['scenario=OIIR-1708998600000000000-000014:ENTRY', 'family=OIIR_UC']",8aa7d2c1-eda6-40db-b24c-14fb6c9d1c09,2024-02-27 01:55:00+00:00,2024-02-27 02:07:00+00:00,56412.1,,True,,
BACKTESTER-001,OpenInterestInventoryStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-OpenInterestInventoryStrategy-000,BINANCE-001,T-b2067890c850bec4-14647,MARKET,SELL,4.240,GTC,False,False,4.240,TAKER,60274.8,0.0,['178.89560640 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240228-182000-001-000-2,"['O-20240228-182000-001-000-5', 'O-20240228-182000-001-000-6']",,,,,"['scenario=OIIR-1709144100000000000-000037:ENTRY', 'family=OIIR_UC']",e58cbcb1-eb6d-4646-acc9-324b825d3bfa,2024-02-28 18:20:00+00:00,2024-02-28 18:20:00+00:00,,,,,
BACKTESTER-001,OpenInterestInventoryStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-006,BTCUSDT-PERP.BINANCE-OpenInterestInventoryStrategy-000,BINANCE-001,T-e7ca68c6507345f6-14663,LIMIT,BUY,4.240,GTC,True,False,4.240,MAKER,59659.9,0.09999999999126885,['177.07058320 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240228-182000-001-000-2,['O-20240228-182000-001-000-5'],O-20240228-182000-001-000-4,,,,"['scenario=OIIR-1709144100000000000-000037:ENTRY', 'family=OIIR_UC']",38d60992-4fc9-4437-8935-ea404be6f20f,2024-02-28 18:20:00+00:00,2024-02-28 18:24:00+00:00,59659.8,,True,,
