split,asset,phase,scenario,return_column,events,independent_events,independent_events_per_day,mean_bps,net10_mean_bps,hit_rate,profit_factor,independent_mean_bps,independent_net10_mean_bps,independent_hit_rate,independent_profit_factor
development,ETHUSDT,placebo_11,sc_consensus_flow,dir_bps_d30_h480,166,27,3.0,37.06684282548102,27.066842825481018,0.5783132530120482,1.5470701499523647,-67.87960740581879,-77.87960740581879,0.5555555555555556,0.4620768749023012
development,ETHUSDT,placebo_11,sc_extreme_burst,dir_bps_d30_h480,147,26,2.888888888888889,24.956412600683315,14.956412600683315,0.5510204081632653,1.4461401008347352,79.14557436636512,69.14557436636512,0.6153846153846154,2.946585338823813
development,ETHUSDT,placebo_11,sc_nonfunding_abs50,dir_bps_d30_h480,352,28,3.111111111111111,26.415020379005387,16.415020379005387,0.5227272727272727,1.394900292416315,-101.20934159457245,-111.20934159457245,0.39285714285714285,0.3247392600056253
development,ETHUSDT,placebo_11,sc_nonfunding_extreme,dir_bps_d30_h480,147,26,2.888888888888889,24.956412600683315,14.956412600683315,0.5510204081632653,1.4461401008347352,79.14557436636512,69.14557436636512,0.6153846153846154,2.946585338823813
development,ETHUSDT,placebo_11,sc_persistent_flow,dir_bps_d30_h480,169,26,2.888888888888889,33.38332758306805,23.383327583068052,0.5384615384615384,1.4544892094670918,-32.42956410350081,-42.42956410350081,0.6153846153846154,0.7379250707231558
development,ETHUSDT,placebo_11,sc_reversal30,dir_bps_d30_h480,184,27,3.0,39.431263549055394,29.431263549055394,0.5380434782608695,1.6483968225443542,93.8791475402602,83.8791475402602,0.6296296296296297,2.854481553061737
development,ETHUSDT,placebo_11,sc_reversal30_5bps,dir_bps_d30_h480,158,27,3.0,44.990091079043,34.990091079043,0.5506329113924051,1.744477536546751,88.63746947742622,78.63746947742622,0.6296296296296297,2.6608004876691167
development,ETHUSDT,placebo_11,sc_reversal30_full,dir_bps_d30_h480,12,10,1.1111111111111112,-101.2997105601268,-111.2997105601268,0.3333333333333333,0.322540182298002,-105.31823787952689,-115.31823787952689,0.4,0.3546402519911819
development,ETHUSDT,placebo_11,sc_reversal30_realign,dir_bps_d30_h480,73,20,2.2222222222222223,49.50024963015333,39.50024963015333,0.547945205479452,1.6757688616950839,152.79049232826995,142.79049232826995,0.65,3.950022648756914
development,ETHUSDT,placebo_11,sc_reversal30_realign_burst,dir_bps_d30_h480,27,14,1.5555555555555556,-64.48053791911458,-74.48053791911458,0.37037037037037035,0.4032130913776714,-78.68271187367957,-88.68271187367957,0.35714285714285715,0.4097585834756187
development,ETHUSDT,placebo_11,sc_reversal30_realign_price,dir_bps_d30_h480,45,18,2.0,85.4229442164582,75.4229442164582,0.5555555555555556,2.2405993947192973,215.29268160714525,205.29268160714525,0.7777777777777778,7.778030246285735
development,ETHUSDT,placebo_11,sc_abs50,dir_bps_d30_h720,352,19,2.111111111111111,19.291281086335793,9.291281086335793,0.5284090909090909,1.2108998594697153,-119.94905468744764,-129.94905468744764,0.42105263157894735,0.31356565681073784
development,ETHUSDT,placebo_11,sc_abs75,dir_bps_d30_h720,132,15,1.6666666666666667,-5.773845450808527,-15.773845450808526,0.5227272727272727,0.9300700689219769,-109.01851045469074,-119.01851045469074,0.6666666666666666,0.4147144866096775
development,ETHUSDT,placebo_11,sc_absorbed_1m,dir_bps_d30_h720,93,17,1.8888888888888888,55.10504387640236,45.10504387640236,0.5806451612903226,1.6642242125086635,165.02843627955681,155.02843627955681,0.5882352941176471,3.786398928669179
development,ETHUSDT,placebo_11,sc_aligned_1m,dir_bps_d30_h720,259,18,2.0,6.431512980250113,-3.5684870197498872,0.5096525096525096,1.06803895778991,-130.1428307681118,-140.1428307681118,0.5555555555555556,0.2745550971761966
development,ETHUSDT,placebo_11,sc_all,dir_bps_d30_h720,864,21,2.3333333333333335,-18.994079677849005,-28.994079677849005,0.5150462962962963,0.8684608948351443,-75.38384472943723,-85.38384472943723,0.6666666666666666,0.507755596597923
development,ETHUSDT,placebo_11,sc_burst125,dir_bps_d30_h720,314,19,2.111111111111111,1.2983821378106022,-8.701617862189398,0.5095541401273885,1.0104673347950228,-183.3452992614719,-193.3452992614719,0.3684210526315789,0.17652347321295625
development,ETHUSDT,placebo_11,sc_consensus_flow,dir_bps_d30_h720,166,18,2.0,7.971870692403551,-2.0281293075964486,0.5662650602409639,1.0749952489922014,-198.92425431474012,-208.92425431474012,0.5,0.19760656856069012
development,ETHUSDT,placebo_11,sc_extreme_burst,dir_bps_d30_h720,147,18,2.0,26.834988832844882,16.834988832844882,0.5374149659863946,1.3779259820899403,57.506018346609835,47.506018346609835,0.6111111111111112,1.5387619311345873
development,ETHUSDT,placebo_11,sc_nonfunding_abs50,dir_bps_d30_h720,352,19,2.111111111111111,19.291281086335793,9.291281086335793,0.5284090909090909,1.2108998594697153,-119.94905468744764,-129.94905468744764,0.42105263157894735,0.31356565681073784
development,ETHUSDT,placebo_11,sc_nonfunding_extreme,dir_bps_d30_h720,147,18,2.0,26.834988832844882,16.834988832844882,0.5374149659863946,1.3779259820899403,57.506018346609835,47.506018346609835,0.6111111111111112,1.5387619311345873
development,ETHUSDT,placebo_11,sc_persistent_flow,dir_bps_d30_h720,169,18,2.0,14.497791177479339,4.497791177479339,0.5443786982248521,1.1320170676383245,-85.17337188429757,-95.17337188429757,0.5,0.5120461547315615
development,ETHUSDT,placebo_11,sc_reversal30,dir_bps_d30_h720,184,18,2.0,25.45883139904111,15.45883139904111,0.592391304347826,1.290539685618291,-94.56367505895592,-104.56367505895592,0.4444444444444444,0.5218122783471254
development,ETHUSDT,placebo_11,sc_reversal30_5bps,dir_bps_d30_h720,158,18,2.0,32.66675859086276,22.666758590862763,0.6139240506329114,1.3875348849573195,-44.329228186039714,-54.329228186039714,0.5555555555555556,0.7199099748172295
development,ETHUSDT,placebo_11,sc_reversal30_full,dir_bps_d30_h720,12,8,0.8888888888888888,-107.94092967202351,-117.94092967202351,0.5,0.3064513483910857,-153.05453413366646,-163.05453413366646,0.5,0.2799322217416872
development,ETHUSDT,placebo_11,sc_reversal30_realign,dir_bps_d30_h720,73,16,1.7777777777777777,42.73140546351338,32.73140546351338,0.6301369863013698,1.4273770994385233,-1.6335895214933487,-11.633589521493349,0.6875,0.989303591237797
development,ETHUSDT,placebo_11,sc_reversal30_realign_burst,dir_bps_d30_h720,27,10,1.1111111111111112,-69.50276838924768,-79.50276838924768,0.5925925925925926,0.40202205080025893,-166.38585368698884,-176.38585368698884,0.5,0.15377850250946273
development,ETHUSDT,placebo_11,sc_reversal30_realign_price,dir_bps_d30_h720,45,15,1.6666666666666667,78.82871808298098,68.82871808298098,0.6,1.93043153062452,157.5685342079035,147.5685342079035,0.6,2.951677303211767
development,ETHUSDT,quarter_hour,sc_abs50,dir_bps_d30_h240,296,55,6.111111111111111,1.4320859053959951,-8.567914094604005,0.4966216216216216,1.0302363280059337,26.274280070073665,16.274280070073665,0.5636363636363636,1.5996667201448909
development,ETHUSDT,quarter_hour,sc_abs75,dir_bps_d30_h240,97,37,4.111111111111111,0.3216605574524375,-9.678339442547562,0.4948453608247423,1.008255992185151,13.782744774147533,3.782744774147533,0.4864864864864865,1.393832453066128
development,ETHUSDT,quarter_hour,sc_absorbed_1m,dir_bps_d30_h240,85,36,4.0,-2.4997996980652593,-12.49979969806526,0.4470588235294118,0.9463236035181378,6.271221342367149,-3.7287786576328514,0.5277777777777778,1.1217766884077076
development,ETHUSDT,quarter_hour,sc_aligned_1m,dir_bps_d30_h240,211,52,5.777777777777778,3.016020864136313,-6.983979135863687,0.5165876777251185,1.0632529432376085,34.43815047521771,24.43815047521771,0.5961538461538461,2.0685908163568008
development,ETHUSDT,quarter_hour,sc_all,dir_bps_d30_h240,864,63,7.0,3.2598554439352654,-6.740144556064735,0.4837962962962963,1.055495089789869,22.92171860793139,12.921718607931389,0.49206349206349204,1.4221730352759785
development,ETHUSDT,quarter_hour,sc_burst125,dir_bps_d30_h240,442,60,6.666666666666667,-5.320800109294356,-15.320800109294357,0.5,0.9162228667592004,52.38871495622788,42.38871495622788,0.5833333333333334,2.754735072953209
development,ETHUSDT,quarter_hour,sc_consensus_flow,dir_bps_d30_h240,172,48,5.333333333333333,-12.096456318805767,-22.096456318805767,0.45930232558139533,0.7834083110145573,18.331119676633264,8.331119676633264,0.5625,1.371155209662084
development,ETHUSDT,quarter_hour,sc_extreme_burst,dir_bps_d30_h240,177,47,5.222222222222222,6.567268881405069,-3.4327311185949307,0.536723163841808,1.1380294389628993,39.581745053149135,29.581745053149135,0.5319148936170213,2.026406228440158
development,ETHUSDT,quarter_hour,sc_nonfunding_abs50,dir_bps_d30_h240,289,55,6.111111111111111,0.2545452694780138,-9.745454730521987,0.4913494809688581,1.0052711263360101,24.06280655206901,14.06280655206901,0.5454545454545454,1.5394840955951279
development,ETHUSDT,quarter_hour,sc_nonfunding_extreme,dir_bps_d30_h240,170,47,5.222222222222222,4.776898511121348,-5.223101488878652,0.5294117647058824,1.0971621022650146,39.37524924821741,29.375249248217408,0.5531914893617021,2.033447613864124
development,ETHUSDT,quarter_hour,sc_persistent_flow,dir_bps_d30_h240,171,49,5.444444444444445,2.691450190718124,-7.308549809281876,0.47953216374269003,1.0550676204144687,35.46184156965215,25.46184156965215,0.5306122448979592,1.8117661534273755
development,ETHUSDT,quarter_hour,sc_reversal30,dir_bps_d30_h240,147,47,5.222222222222222,-7.460693546976489,-17.46069354697649,0.5374149659863946,0.8484200118617193,-9.69251146331968,-19.69251146331968,0.6170212765957447,0.8393673483699404
development,ETHUSDT,quarter_hour,sc_reversal30_5bps,dir_bps_d30_h240,133,45,5.0,-7.492372692461955,-17.492372692461956,0.5338345864661654,0.8494932087964151,-8.491282449716683,-18.491282449716685,0.6222222222222222,0.8597945543041512
development,ETHUSDT,quarter_hour,sc_reversal30_full,dir_bps_d30_h240,13,11,1.2222222222222223,-69.17231532547173,-79.17231532547173,0.46153846153846156,0.4641431806039612,-80.53457835460516,-90.53457835460516,0.45454545454545453,0.4587658945669294
development,ETHUSDT,quarter_hour,sc_reversal30_realign,dir_bps_d30_h240,64,32,3.5555555555555554,-29.491631623624023,-39.49163162362402,0.421875,0.54494424574939,-48.00290859330501,-58.00290859330501,0.4375,0.46094370273554963
development,ETHUSDT,quarter_hour,sc_reversal30_realign_burst,dir_bps_d30_h240,23,18,2.0,-38.86128108951411,-48.86128108951411,0.43478260869565216,0.5693973657000935,-51.07223841468827,-61.07223841468827,0.4444444444444444,0.5337123111245625
development,ETHUSDT,quarter_hour,sc_reversal30_realign_price,dir_bps_d30_h240,38,24,2.6666666666666665,-34.829010153141574,-44.829010153141574,0.47368421052631576,0.5399623316628019,-47.79380549801413,-57.79380549801413,0.4583333333333333,0.5150071101707514
development,ETHUSDT,quarter_hour,sc_abs50,dir_bps_d30_h480,296,28,3.111111111111111,1.5944898295876406,-8.40551017041236,0.47297297297297297,1.022583784863987,5.131111562004203,-4.868888437995797,0.5,1.0555138334054304
development,ETHUSDT,quarter_hour,sc_abs75,dir_bps_d30_h480,97,21,2.3333333333333335,14.42790055596113,4.427900555961131,0.5567010309278351,1.2594177596344005,4.930464877841415,-5.069535122158585,0.5238095238095238,1.0654769774878372
development,ETHUSDT,quarter_hour,sc_absorbed_1m,dir_bps_d30_h480,85,22,2.4444444444444446,-2.49793394515674,-12.49793394515674,0.4823529411764706,0.9649320062742889,-58.6810514076305,-68.68105140763049,0.4090909090909091,0.49476725043769954
development,ETHUSDT,quarter_hour,sc_aligned_1m,dir_bps_d30_h480,211,26,2.888888888888889,3.2430965634894084,-6.7569034365105916,0.46919431279620855,1.0460992075985305,61.76125706100957,51.76125706100957,0.5769230769230769,2.016642972404025
development,ETHUSDT,quarter_hour,sc_all,dir_bps_d30_h480,864,30,3.3333333333333335,10.151251828158896,0.15125182815889637,0.4837962962962963,1.1040800261229988,126.8290609086261,116.8290609086261,0.5666666666666667,4.468458124333905
development,ETHUSDT,quarter_hour,sc_burst125,dir_bps_d30_h480,442,30,3.3333333333333335,-13.5938074331258,-23.5938074331258,0.4660633484162896,0.874062062095282,66.03725581033264,56.03725581033264,0.5333333333333333,2.07912902639466
development,ETHUSDT,quarter_hour,sc_consensus_flow,dir_bps_d30_h480,172,26,2.888888888888889,-6.125174300110479,-16.12517430011048,0.4418604651162791,0.9219936733992923,-69.65951958523823,-79.65951958523823,0.46153846153846156,0.38476198497759106
development,ETHUSDT,quarter_hour,sc_extreme_burst,dir_bps_d30_h480,177,27,3.0,2.674352506106907,-7.3256474938930936,0.4858757062146893,1.035752819855588,-6.996975919432144,-16.996975919432145,0.48148148148148145,0.9311446751942076
development,ETHUSDT,quarter_hour,sc_nonfunding_abs50,dir_bps_d30_h480,289,28,3.111111111111111,0.783194531692699,-9.216805468307301,0.47058823529411764,1.0108669009245341,19.475958378125565,9.475958378125565,0.6428571428571429,1.2377381115122945
development,ETHUSDT,quarter_hour,sc_nonfunding_extreme,dir_bps_d30_h480,170,26,2.888888888888889,1.339615433424527,-8.660384566575473,0.4823529411764706,1.017292041681471,-35.546169856147586,-45.546169856147586,0.5,0.6953719737128182
development,ETHUSDT,quarter_hour,sc_persistent_flow,dir_bps_d30_h480,171,25,2.7777777777777777,1.6064876178198844,-8.393512382180116,0.47953216374269003,1.0222506643535387,15.775469558276011,5.775469558276011,0.44,1.1683278895442244
development,ETHUSDT,quarter_hour,sc_reversal30,dir_bps_d30_h480,147,25,2.7777777777777777,-0.9299224969910751,-10.929922496991075,0.48299319727891155,0.9870427863445762,25.764873726533857,15.764873726533857,0.68,1.426083258724248
development,ETHUSDT,quarter_hour,sc_reversal30_5bps,dir_bps_d30_h480,133,25,2.7777777777777777,-2.530619087194429,-12.53061908719443,0.48872180451127817,0.9652054240986814,19.32396711901624,9.323967119016238,0.68,1.3092536962788417
development,ETHUSDT,quarter_hour,sc_reversal30_full,dir_bps_d30_h480,13,10,1.1111111111111112,-19.175839752090358,-29.175839752090358,0.5384615384615384,0.844024509525122,-40.7954552222515,-50.7954552222515,0.5,0.7383322913130783
development,ETHUSDT,quarter_hour,sc_reversal30_realign,dir_bps_d30_h480,64,19,2.111111111111111,-12.486214919736579,-22.48621491973658,0.390625,0.8483970707990657,-25.261352484781227,-35.26135248478123,0.5263157894736842,0.773140884930404
development,ETHUSDT,quarter_hour,sc_reversal30_realign_burst,dir_bps_d30_h480,23,15,1.6666666666666667,-18.122952513394814,-28.122952513394814,0.5217391304347826,0.834839683412724,-115.34929517052237,-125.34929517052237,0.4666666666666667,0.25640326417445675
development,ETHUSDT,quarter_hour,sc_reversal30_realign_price,dir_bps_d30_h480,38,17,1.8888888888888888,-4.272903557840436,-14.272903557840436,0.42105263157894735,0.9490823343104894,-67.93812359143477,-77.93812359143477,0.35294117647058826,0.488619112733867
development,ETHUSDT,quarter_hour,sc_abs50,dir_bps_d30_h720,296,18,2.0,5.776228529407415,-4.223771470592585,0.5135135135135135,1.0607710219591684,191.18354333806337,181.18354333806337,0.7222222222222222,5.363128610191924
development,ETHUSDT,quarter_hour,sc_abs75,dir_bps_d30_h720,97,15,1.6666666666666667,57.92248332934031,47.92248332934031,0.5773195876288659,2.120916022556968,151.7781057337714,141.7781057337714,0.7333333333333333,5.3318922258673975
development,ETHUSDT,quarter_hour,sc_absorbed_1m,dir_bps_d30_h720,85,16,1.7777777777777777,-33.468534548475375,-43.468534548475375,0.4588235294117647,0.6998860162757803,61.55360894916838,51.55360894916838,0.625,2.1101283240131776
development,ETHUSDT,quarter_hour,sc_aligned_1m,dir_bps_d30_h720,211,18,2.0,21.58573024324646,11.58573024324646,0.5355450236966824,1.2441435685962339,146.1449430401941,136.1449430401941,0.7222222222222222,3.056373880796949
development,ETHUSDT,quarter_hour,sc_all,dir_bps_d30_h720,864,21,2.3333333333333335,2.90048505231483,-7.09951494768517,0.48842592592592593,1.0219086161294098,64.47486789716102,54.47486789716102,0.6190476190476191,1.8103538497427805
development,ETHUSDT,quarter_hour,sc_burst125,dir_bps_d30_h720,442,21,2.3333333333333335,-11.594260094387174,-21.594260094387174,0.4841628959276018,0.9186618527664698,233.4613482996862,223.4613482996862,0.7142857142857143,12.465393782339564
development,ETHUSDT,quarter_hour,sc_consensus_flow,dir_bps_d30_h720,172,18,2.0,-8.710067805961007,-18.710067805961007,0.47674418604651164,0.9218994742112907,63.392050353478176,53.392050353478176,0.7222222222222222,2.027056914804434
development,ETHUSDT,quarter_hour,sc_extreme_burst,dir_bps_d30_h720,177,17,1.8888888888888888,12.527242751682072,2.5272427516820724,0.5084745762711864,1.1222855345211156,154.2282535364425,144.2282535364425,0.6470588235294118,3.2992116206962288
development,ETHUSDT,quarter_hour,sc_nonfunding_abs50,dir_bps_d30_h720,289,18,2.0,5.112677634430055,-4.887322365569945,0.5121107266435986,1.0531029615085412,189.23274282319767,179.23274282319767,0.7222222222222222,5.318608075680558
development,ETHUSDT,quarter_hour,sc_nonfunding_extreme,dir_bps_d30_h720,170,17,1.8888888888888888,11.677189168784814,1.677189168784814,0.5058823529411764,1.1113840503823735,152.16270005011413,142.16270005011413,0.6470588235294118,3.2684186598084644
development,ETHUSDT,quarter_hour,sc_persistent_flow,dir_bps_d30_h720,171,18,2.0,-1.4410641689788177,-11.441064168978818,0.47953216374269003,0.9862286537363616,143.96903566906397,133.96903566906397,0.6666666666666666,3.7119173735895603
development,ETHUSDT,quarter_hour,sc_reversal30,dir_bps_d30_h720,147,17,1.8888888888888888,-9.474397107094571,-19.47439710709457,0.5374149659863946,0.908576606652776,100.92375606592293,90.92375606592293,0.5882352941176471,2.3018434741881415
development,ETHUSDT,quarter_hour,sc_reversal30_5bps,dir_bps_d30_h720,133,17,1.8888888888888888,-10.788038121923542,-20.78803812192354,0.5413533834586466,0.8994711561557451,83.60370739642926,73.60370739642926,0.5294117647058824,1.9255213776793692
development,ETHUSDT,quarter_hour,sc_reversal30_full,dir_bps_d30_h720,13,8,0.8888888888888888,36.83441430263828,26.83441430263828,0.5384615384615384,1.3888142152895253,15.377214921389083,5.377214921389083,0.375,1.101053761403012
development,ETHUSDT,quarter_hour,sc_reversal30_realign,dir_bps_d30_h720,64,16,1.7777777777777777,1.0460343140232924,-8.953965685976708,0.5,1.0115020619968966,-15.617418723759215,-25.617418723759215,0.5,0.8775106608158254
development,ETHUSDT,quarter_hour,sc_reversal30_realign_burst,dir_bps_d30_h720,23,11,1.2222222222222223,39.09813154053851,29.09813154053851,0.6086956521739131,1.4537834676477435,87.55810946384291,77.55810946384291,0.5454545454545454,1.8839717086458814
development,ETHUSDT,quarter_hour,sc_reversal30_realign_price,dir_bps_d30_h720,38,13,1.4444444444444444,29.691848936589743,19.691848936589743,0.5263157894736842,1.3487097769642091,10.730175399728902,0.7301753997289016,0.6153846153846154,1.0861241830807593
development,ETHUSDT,PLACEBO_POOLED,sc_abs50,dir_bps_d30_h240,1051,60,6.666666666666667,7.943593665579449,-2.0564063344205508,0.5195052331113226,1.1833486235158412,23.563511971697107,13.563511971697107,0.5166666666666667,1.6184722785568373
development,ETHUSDT,PLACEBO_POOLED,sc_abs75,dir_bps_d30_h240,415,52,5.777777777777778,2.2188174143058723,-7.781182585694127,0.5012048192771085,1.0612267320094446,-8.330991556126763,-18.33099155612676,0.5384615384615384,0.825760498430754
development,ETHUSDT,PLACEBO_POOLED,sc_absorbed_1m,dir_bps_d30_h240,315,53,5.888888888888889,7.226413668755676,-2.7735863312443243,0.5428571428571428,1.1655418141083271,16.847923108769304,6.847923108769304,0.49056603773584906,1.4282996472816674
development,ETHUSDT,PLACEBO_POOLED,sc_aligned_1m,dir_bps_d30_h240,736,58,6.444444444444445,8.250538908785273,-1.7494610912147266,0.5095108695652174,1.1910524086039735,5.876089647413572,-4.123910352586428,0.46551724137931033,1.1129327929415274
development,ETHUSDT,PLACEBO_POOLED,sc_all,dir_bps_d30_h240,2592,63,7.0,-2.5272182031121377,-12.527218203112138,0.5115740740740741,0.9586678530995691,-20.246016423826035,-30.246016423826035,0.4603174603174603,0.7181815095972277
development,ETHUSDT,PLACEBO_POOLED,sc_burst125,dir_bps_d30_h240,1028,59,6.555555555555555,-1.4975112997768154,-11.497511299776816,0.5136186770428015,0.9755948630420128,-20.009166490367956,-30.009166490367956,0.4915254237288136,0.715516741826295
development,ETHUSDT,PLACEBO_POOLED,sc_consensus_flow,dir_bps_d30_h240,507,56,6.222222222222222,16.219370021796404,6.219370021796404,0.5305719921104537,1.3762915267197808,-1.1782647334929197,-11.17826473349292,0.5535714285714286,0.9745318734413201
development,ETHUSDT,PLACEBO_POOLED,sc_extreme_burst,dir_bps_d30_h240,470,55,6.111111111111111,12.698681289397422,2.698681289397422,0.5127659574468085,1.2995695548107502,15.39963964574719,5.39963964574719,0.5272727272727272,1.3253023961697903
development,ETHUSDT,PLACEBO_POOLED,sc_nonfunding_abs50,dir_bps_d30_h240,1051,60,6.666666666666667,7.943593665579449,-2.0564063344205508,0.5195052331113226,1.1833486235158412,23.563511971697107,13.563511971697107,0.5166666666666667,1.6184722785568373
development,ETHUSDT,PLACEBO_POOLED,sc_nonfunding_extreme,dir_bps_d30_h240,470,55,6.111111111111111,12.698681289397422,2.698681289397422,0.5127659574468085,1.2995695548107502,15.39963964574719,5.39963964574719,0.5272727272727272,1.3253023961697903
development,ETHUSDT,PLACEBO_POOLED,sc_persistent_flow,dir_bps_d30_h240,497,57,6.333333333333333,14.251070407972769,4.251070407972769,0.5251509054325956,1.3274354548372127,46.07149715902616,36.07149715902616,0.5964912280701754,2.391771676323639
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30,dir_bps_d30_h240,530,57,6.333333333333333,7.915939800801456,-2.084060199198544,0.5509433962264151,1.201362787325891,32.64652072847473,22.646520728474727,0.47368421052631576,1.7882945525521459
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_5bps,dir_bps_d30_h240,456,56,6.222222222222222,11.129885908790547,1.1298859087905466,0.5548245614035088,1.2857428001283557,36.03524336176474,26.035243361764742,0.5357142857142857,1.8154576523482195
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_full,dir_bps_d30_h240,53,28,3.111111111111111,-23.666807807238598,-33.6668078072386,0.5094339622641509,0.5995050628573928,-39.40120921920953,-49.40120921920953,0.5714285714285714,0.5170635381214022
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_realign,dir_bps_d30_h240,228,49,5.444444444444445,-2.073811006915069,-12.073811006915069,0.5482456140350878,0.9538248884152183,22.486062103521057,12.486062103521057,0.5306122448979592,1.459466724622351
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_realign_burst,dir_bps_d30_h240,98,37,4.111111111111111,-16.617806171611342,-26.617806171611342,0.5408163265306123,0.6782610855089185,-30.13677634613964,-40.13677634613964,0.4594594594594595,0.5876728800374579
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_realign_price,dir_bps_d30_h240,126,42,4.666666666666667,-4.570699567280915,-14.570699567280915,0.5158730158730159,0.915029072294555,43.57893062653109,33.57893062653109,0.5952380952380952,2.0189260451833992
development,ETHUSDT,PLACEBO_POOLED,sc_abs50,dir_bps_d30_h480,1051,30,3.3333333333333335,16.350184096716873,6.350184096716873,0.5071360608943863,1.2308589467808062,-74.90796595509622,-84.90796595509622,0.4666666666666667,0.4350940810713327
development,ETHUSDT,PLACEBO_POOLED,sc_abs75,dir_bps_d30_h480,415,26,2.888888888888889,12.910226276172692,2.9102262761726916,0.5060240963855421,1.2331334580783706,12.813302210470981,2.8133022104709813,0.5384615384615384,1.2135928811243442
development,ETHUSDT,PLACEBO_POOLED,sc_absorbed_1m,dir_bps_d30_h480,315,27,3.0,19.09301120567892,9.09301120567892,0.526984126984127,1.2932742013525742,24.75694783093448,14.756947830934479,0.4444444444444444,1.2923374828727958
development,ETHUSDT,PLACEBO_POOLED,sc_aligned_1m,dir_bps_d30_h480,736,30,3.3333333333333335,15.17628390741926,5.1762839074192595,0.4986413043478261,1.2071239621342673,143.80534144789274,133.80534144789274,0.6333333333333333,5.840209189652948
development,ETHUSDT,PLACEBO_POOLED,sc_all,dir_bps_d30_h480,2592,30,3.3333333333333335,1.9386271813816431,-8.061372818618358,0.5084876543209876,1.0190566639885745,33.29415451013698,23.294154510136977,0.4666666666666667,1.4145750864496454
development,ETHUSDT,PLACEBO_POOLED,sc_burst125,dir_bps_d30_h480,1028,30,3.3333333333333335,8.743494241108195,-1.2565057588918052,0.5107003891050583,1.0895635894974234,35.64880501003795,25.648805010037947,0.5,1.4855978230980558
development,ETHUSDT,PLACEBO_POOLED,sc_consensus_flow,dir_bps_d30_h480,507,28,3.111111111111111,33.013555891505185,23.013555891505185,0.5424063116370809,1.471017999548838,57.66796177626836,47.66796177626836,0.6428571428571429,1.9198182442365774
development,ETHUSDT,PLACEBO_POOLED,sc_extreme_burst,dir_bps_d30_h480,470,29,3.2222222222222223,23.340891881409185,13.340891881409185,0.5106382978723404,1.3522015103035292,-18.77893166039571,-28.77893166039571,0.5172413793103449,0.7860733619427367
development,ETHUSDT,PLACEBO_POOLED,sc_nonfunding_abs50,dir_bps_d30_h480,1051,30,3.3333333333333335,16.350184096716873,6.350184096716873,0.5071360608943863,1.2308589467808062,-74.90796595509622,-84.90796595509622,0.4666666666666667,0.4350940810713327
development,ETHUSDT,PLACEBO_POOLED,sc_nonfunding_extreme,dir_bps_d30_h480,470,29,3.2222222222222223,23.340891881409185,13.340891881409185,0.5106382978723404,1.3522015103035292,-18.77893166039571,-28.77893166039571,0.5172413793103449,0.7860733619427367
development,ETHUSDT,PLACEBO_POOLED,sc_persistent_flow,dir_bps_d30_h480,497,30,3.3333333333333335,29.43453672694971,19.43453672694971,0.5191146881287726,1.4021245998162872,-72.55149944659567,-82.55149944659567,0.5,0.47242808052395424
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30,dir_bps_d30_h480,530,30,3.3333333333333335,14.107205805118,4.107205805117999,0.5207547169811321,1.205133372475248,4.029116153360236,-5.970883846639764,0.4666666666666667,1.040868279709624
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_5bps,dir_bps_d30_h480,456,29,3.2222222222222223,18.064635967467527,8.064635967467527,0.5175438596491229,1.2600505330196263,0.09922730374588366,-9.900772696254116,0.3793103448275862,1.0009859851722687
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_full,dir_bps_d30_h480,53,16,1.7777777777777777,-24.176326654357595,-34.176326654357595,0.4528301886792453,0.6761134673304895,-57.677237884684985,-67.67723788468498,0.375,0.530564275868122
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_realign,dir_bps_d30_h480,228,26,2.888888888888889,11.359742432446556,1.3597424324465557,0.5263157894736842,1.1603753455340173,-18.617447788142087,-28.617447788142087,0.5769230769230769,0.8367467115748285
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_realign_burst,dir_bps_d30_h480,98,21,2.3333333333333335,-7.891554204443392,-17.89155420444339,0.5,0.8870809856513965,-55.94503648319582,-65.94503648319582,0.23809523809523808,0.39931368805738815
development,ETHUSDT,PLACEBO_POOLED,sc_reversal30_realign_price,dir_bps_d30_h480,126,23,2.5555555555555554,14.331798493071648,4.331798493071648,0.5,1.2150098076185338,148.32791582333218,138.32791582333218,0.6521739130434783,6.345547652454821
development,ETHUSDT,PLACEBO_POOLED,sc_abs50,dir_bps_d30_h720,1051,21,2.3333333333333335,10.765013488444824,0.7650134884448239,0.5156993339676499,1.1109385257652309,42.544083959312346,32.544083959312346,0.5714285714285714,1.4048527193264642
development,ETHUSDT,PLACEBO_POOLED,sc_abs75,dir_bps_d30_h720,415,19,2.111111111111111,9.507266419078512,-0.4927335809214881,0.5325301204819277,1.1206761636367382,-2.297911034885836,-12.297911034885836,0.5263157894736842,0.9793328109850955
