position_id,type,events,adjustments,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,price_precision,size_precision,multiplier,is_inverse,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,realized_return,realized_pnl,venue_order_ids,trade_ids,buy_qty,sell_qty,commissions,is_snapshot
P-20231015-132900-001-140733232651416-1,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231015-132900-001-140733232651416-1', 'venue_order_id': 'BINANCE-1-1', 'account_id': 'BINANCE-001', 'trade_id': 'T-2cb25fc753d00e40-10615', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '35.848', 'last_px': '26922.6', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': 'cca3f8b3-f039-42d6-95a0-68533d030064', 'ts_event': 1697376540000000001, 'ts_init': 1697376540000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231015-132900-001-140733232651416-1', 'commission': '579.07281888 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231015-132910-001-140733232651416-4', 'venue_order_id': 'BINANCE-1-4', 'account_id': 'BINANCE-001', 'trade_id': 'T-dd43b5ad603ac478-10618', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '35.848', 'last_px': '26920.3', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '1245c21d-1a5b-4e07-9baa-b70cc5eef14e', 'ts_event': 1697376550000000000, 'ts_init': 1697376550000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231015-132900-001-140733232651416-1', 'commission': '579.02334864 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231015-132900-001-140733232651416-1,O-20231015-132910-001-140733232651416-4,SELL,FLAT,0.000,35.848,1,3,1,False,1697376540000000001,2023-10-15 13:29:00.000000001+00:00,1697376550000000000,2023-10-15 13:29:10+00:00,9999999999,26922.6,26920.3,8.543008476147446e-05,-1075.64576752 USDT,"['BINANCE-1-1', 'BINANCE-1-4']","['T-2cb25fc753d00e40-10615', 'T-dd43b5ad603ac478-10618']",35.848,35.848,['1158.09616752 USDT'],False
P-20231015-172230-001-140733232651416-2,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231015-172230-001-140733232651416-5', 'venue_order_id': 'BINANCE-1-5', 'account_id': 'BINANCE-001', 'trade_id': 'T-8ebab58eed7f5d44-13668', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '51.387', 'last_px': '26949.2', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '239ecdd8-1a1a-4ba6-b3b4-25c309a6c623', 'ts_event': 1697390550000000001, 'ts_init': 1697390550000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231015-172230-001-140733232651416-2', 'commission': '830.90312424 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231015-172240-001-140733232651416-8', 'venue_order_id': 'BINANCE-1-8', 'account_id': 'BINANCE-001', 'trade_id': 'T-e028c8af74e946e3-13673', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '51.387', 'last_px': '26947.6', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': 'ce56bfd7-793c-4bcd-88bb-e9f75662ecd5', 'ts_event': 1697390560000000000, 'ts_init': 1697390560000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231015-172230-001-140733232651416-2', 'commission': '830.85379272 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231015-172230-001-140733232651416-5,O-20231015-172240-001-140733232651416-8,SELL,FLAT,0.000,51.387,1,3,1,False,1697390550000000001,2023-10-15 17:22:30.000000001+00:00,1697390560000000000,2023-10-15 17:22:40+00:00,9999999999,26949.2,26947.6,5.9370964629828817e-05,-1579.53771696 USDT,"['BINANCE-1-5', 'BINANCE-1-8']","['T-8ebab58eed7f5d44-13668', 'T-e028c8af74e946e3-13673']",51.387,51.387,['1661.75691696 USDT'],False
P-20231015-172850-001-140733232651416-3,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231015-172850-001-140733232651416-9', 'venue_order_id': 'BINANCE-1-9', 'account_id': 'BINANCE-001', 'trade_id': 'T-337c9c107d36fdab-13764', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '40.291', 'last_px': '26974.6', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': 'e55dd349-a6e5-4037-834b-83fcdeffe963', 'ts_event': 1697390930000000001, 'ts_init': 1697390930000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231015-172850-001-140733232651416-3', 'commission': '652.10016516 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231015-172900-001-140733232651416-12', 'venue_order_id': 'BINANCE-1-12', 'account_id': 'BINANCE-001', 'trade_id': 'T-23017bb36ab199a5-13769', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '40.291', 'last_px': '26977.1', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': 'a2db9df9-6ed9-4bda-84c9-2996ff727b56', 'ts_event': 1697390940000000000, 'ts_init': 1697390940000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231015-172850-001-140733232651416-3', 'commission': '652.16060166 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231015-172850-001-140733232651416-9,O-20231015-172900-001-140733232651416-12,SELL,FLAT,0.000,40.291,1,3,1,False,1697390930000000001,2023-10-15 17:28:50.000000001+00:00,1697390940000000000,2023-10-15 17:29:00+00:00,9999999999,26974.6,26977.1,-9.26797802377051e-05,-1404.98826682 USDT,"['BINANCE-1-12', 'BINANCE-1-9']","['T-23017bb36ab199a5-13769', 'T-337c9c107d36fdab-13764']",40.291,40.291,['1304.26076682 USDT'],False
P-20231017-005810-001-140733232651416-4,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231017-005810-001-140733232651416-13', 'venue_order_id': 'BINANCE-1-13', 'account_id': 'BINANCE-001', 'trade_id': 'T-d01b12f6bbb163e7-43688', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '30.164', 'last_px': '28253.5', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '3f80d351-0d79-4fc5-86f4-10fbd88f43d5', 'ts_event': 1697504290000000001, 'ts_init': 1697504290000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231017-005810-001-140733232651416-4', 'commission': '511.34314440 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231017-005820-001-140733232651416-16', 'venue_order_id': 'BINANCE-1-16', 'account_id': 'BINANCE-001', 'trade_id': 'T-0b302c152e491ed4-43691', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '30.164', 'last_px': '28252.5', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '774d89fe-2edf-4087-aad0-22cc6c02d8f7', 'ts_event': 1697504300000000000, 'ts_init': 1697504300000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231017-005810-001-140733232651416-4', 'commission': '511.32504600 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231017-005810-001-140733232651416-13,O-20231017-005820-001-140733232651416-16,BUY,FLAT,0.000,30.164,1,3,1,False,1697504290000000001,2023-10-17 00:58:10.000000001+00:00,1697504300000000000,2023-10-17 00:58:20+00:00,9999999999,28253.5,28252.5,-3.53938450103527e-05,-1052.83219040 USDT,"['BINANCE-1-13', 'BINANCE-1-16']","['T-0b302c152e491ed4-43691', 'T-d01b12f6bbb163e7-43688']",30.164,30.164,['1022.66819040 USDT'],False
P-20231017-102000-001-140733232651416-5,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231017-102000-001-140733232651416-17', 'venue_order_id': 'BINANCE-1-17', 'account_id': 'BINANCE-001', 'trade_id': 'T-46a1ef6030726d60-51795', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '25.824', 'last_px': '28520.8', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '53135c98-2ece-466b-921c-c2f7a594bd3d', 'ts_event': 1697538000000000001, 'ts_init': 1697538000000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231017-102000-001-140733232651416-5', 'commission': '441.91268352 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231017-102010-001-140733232651416-20', 'venue_order_id': 'BINANCE-1-20', 'account_id': 'BINANCE-001', 'trade_id': 'T-faa6ae6c884bf0cf-51799', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '25.824', 'last_px': '28515.7', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '9b41ddd2-45d7-42ed-a8e4-1dd717b83959', 'ts_event': 1697538010000000000, 'ts_init': 1697538010000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231017-102000-001-140733232651416-5', 'commission': '441.83366208 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231017-102000-001-140733232651416-17,O-20231017-102010-001-140733232651416-20,SELL,FLAT,0.000,25.824,1,3,1,False,1697538000000000001,2023-10-17 10:20:00.000000001+00:00,1697538010000000000,2023-10-17 10:20:10+00:00,9999999999,28520.8,28515.7,0.00017881686348203925,-752.04394560 USDT,"['BINANCE-1-17', 'BINANCE-1-20']","['T-46a1ef6030726d60-51795', 'T-faa6ae6c884bf0cf-51799']",25.824,25.824,['883.74634560 USDT'],False
P-20231017-123450-001-140733232651416-6,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231017-123450-001-140733232651416-21', 'venue_order_id': 'BINANCE-1-21', 'account_id': 'BINANCE-001', 'trade_id': 'T-1495887e48b78b88-53910', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '33.751', 'last_px': '28367.2', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': 'b31d03b1-c89c-4dc7-bec2-b9b4862e2c43', 'ts_event': 1697546090000000001, 'ts_init': 1697546090000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231017-123450-001-140733232651416-6', 'commission': '574.45282032 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231017-123500-001-140733232651416-24', 'venue_order_id': 'BINANCE-1-24', 'account_id': 'BINANCE-001', 'trade_id': 'T-35a623854914ec26-53915', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '33.751', 'last_px': '28368.8', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '66bf8ca0-77c1-4743-aaa2-14be14372f6a', 'ts_event': 1697546100000000000, 'ts_init': 1697546100000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231017-123450-001-140733232651416-6', 'commission': '574.48522128 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231017-123450-001-140733232651416-21,O-20231017-123500-001-140733232651416-24,BUY,FLAT,0.000,33.751,1,3,1,False,1697546090000000001,2023-10-17 12:34:50.000000001+00:00,1697546100000000000,2023-10-17 12:35:00+00:00,9999999999,28367.2,28368.8,5.640316985809473e-05,-1094.93644160 USDT,"['BINANCE-1-21', 'BINANCE-1-24']","['T-1495887e48b78b88-53910', 'T-35a623854914ec26-53915']",33.751,33.751,['1148.93804160 USDT'],False
P-20231018-040050-001-140733232651416-7,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231018-040050-001-140733232651416-25', 'venue_order_id': 'BINANCE-1-25', 'account_id': 'BINANCE-001', 'trade_id': 'T-94413b870c9716f1-67583', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '48.444', 'last_px': '28493.4', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': 'e4baa830-28c6-4819-9729-60fabfc16d2d', 'ts_event': 1697601650000000001, 'ts_init': 1697601650000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231018-040050-001-140733232651416-7', 'commission': '828.20056176 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231018-040100-001-140733232651416-28', 'venue_order_id': 'BINANCE-1-28', 'account_id': 'BINANCE-001', 'trade_id': 'T-718df4c08d47f81b-67586', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '48.444', 'last_px': '28491.8', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '57f09e90-f414-4ce6-9aa7-1eaad210b7f3', 'ts_event': 1697601660000000000, 'ts_init': 1697601660000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231018-040050-001-140733232651416-7', 'commission': '828.15405552 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231018-040050-001-140733232651416-25,O-20231018-040100-001-140733232651416-28,SELL,FLAT,0.000,48.444,1,3,1,False,1697601650000000001,2023-10-18 04:00:50.000000001+00:00,1697601660000000000,2023-10-18 04:01:00+00:00,9999999999,28493.4,28491.8,5.615335481206815e-05,-1578.84421728 USDT,"['BINANCE-1-25', 'BINANCE-1-28']","['T-718df4c08d47f81b-67586', 'T-94413b870c9716f1-67583']",48.444,48.444,['1656.35461728 USDT'],False
P-20231018-143500-001-140733232651416-8,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231018-143500-001-140733232651416-29', 'venue_order_id': 'BINANCE-1-29', 'account_id': 'BINANCE-001', 'trade_id': 'T-7aff74c605ee9ae5-77475', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '16.878', 'last_px': '28253.3', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '966e661f-8e73-4ab8-becf-b5808d19329c', 'ts_event': 1697639700000000001, 'ts_init': 1697639700000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231018-143500-001-140733232651416-8', 'commission': '286.11551844 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231018-143510-001-140733232651416-32', 'venue_order_id': 'BINANCE-1-32', 'account_id': 'BINANCE-001', 'trade_id': 'T-db6d448b04511bfa-77480', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '16.878', 'last_px': '28234.3', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '7955967e-6faa-4738-bce8-e3e3398843fc', 'ts_event': 1697639710000000000, 'ts_init': 1697639710000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231018-143500-001-140733232651416-8', 'commission': '285.92310924 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231018-143500-001-140733232651416-29,O-20231018-143510-001-140733232651416-32,BUY,FLAT,0.000,16.878,1,3,1,False,1697639700000000001,2023-10-18 14:35:00.000000001+00:00,1697639710000000000,2023-10-18 14:35:10+00:00,9999999999,28253.3,28234.3,-0.0006724878155826045,-892.72062768 USDT,"['BINANCE-1-29', 'BINANCE-1-32']","['T-7aff74c605ee9ae5-77475', 'T-db6d448b04511bfa-77480']",16.878,16.878,['572.03862768 USDT'],False
P-20231018-170950-001-140733232651416-9,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231018-170950-001-140733232651416-33', 'venue_order_id': 'BINANCE-1-33', 'account_id': 'BINANCE-001', 'trade_id': 'T-0000f093a92fccbc-79911', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '40.452', 'last_px': '28380.0', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '8a9cdfe2-2a9e-4cca-b9dc-a645169ca071', 'ts_event': 1697648990000000001, 'ts_init': 1697648990000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231018-170950-001-140733232651416-9', 'commission': '688.81665600 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231018-171000-001-140733232651416-36', 'venue_order_id': 'BINANCE-1-36', 'account_id': 'BINANCE-001', 'trade_id': 'T-511a01ec72d782a3-79914', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '40.452', 'last_px': '28380.4', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': 'a95ee873-5f2e-4f2e-af01-08e01c3d6052', 'ts_event': 1697649000000000000, 'ts_init': 1697649000000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231018-170950-001-140733232651416-9', 'commission': '688.82636448 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231018-170950-001-140733232651416-33,O-20231018-171000-001-140733232651416-36,SELL,FLAT,0.000,40.452,1,3,1,False,1697648990000000001,2023-10-18 17:09:50.000000001+00:00,1697649000000000000,2023-10-18 17:10:00+00:00,9999999999,28380.0,28380.4,-1.4094432699135138e-05,-1393.82382048 USDT,"['BINANCE-1-33', 'BINANCE-1-36']","['T-0000f093a92fccbc-79911', 'T-511a01ec72d782a3-79914']",40.452,40.452,['1377.64302048 USDT'],False
P-20231019-144340-001-140733232651416-10,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231019-144340-001-140733232651416-37', 'venue_order_id': 'BINANCE-1-37', 'account_id': 'BINANCE-001', 'trade_id': 'T-b07e9ee766b59adc-98044', 'order_side': 'SELL', 'order_type': 'MARKET', 'last_qty': '32.248', 'last_px': '28563.0', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '44b9cdbb-9fe3-4638-aa9c-32cdf6e98441', 'ts_event': 1697726620000000001, 'ts_init': 1697726620000000001, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231019-144340-001-140733232651416-10', 'commission': '552.65977440 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140733232651416', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20231019-144350-001-140733232651416-40', 'venue_order_id': 'BINANCE-1-40', 'account_id': 'BINANCE-001', 'trade_id': 'T-7c4f1bf934823fe1-98049', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '32.248', 'last_px': '28568.5', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '9fe95262-71b9-4a98-b0d2-6c7d1fc88ffb', 'ts_event': 1697726630000000000, 'ts_init': 1697726630000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20231019-144340-001-140733232651416-10', 'commission': '552.76619280 USDT', 'causation_id': None}]",[],TRADER-001,DataActor-140733232651416,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20231019-144340-001-140733232651416-37,O-20231019-144350-001-140733232651416-40,SELL,FLAT,0.000,32.248,1,3,1,False,1697726620000000001,2023-10-19 14:43:40.000000001+00:00,1697726630000000000,2023-10-19 14:43:50+00:00,9999999999,28563.0,28568.5,-0.0001925568042572559,-1282.78996720 USDT,"['BINANCE-1-37', 'BINANCE-1-40']","['T-7c4f1bf934823fe1-98049', 'T-b07e9ee766b59adc-98044']",32.248,32.248,['1105.42596720 USDT'],False
