group,policy,horizon_min,count,mean,median,win_rate,profit_factor,gross_profit,gross_loss,q10,q90,best,worst,top1_positive_share,top2_positive_share,mean_without_best,mean_without_worst
family:public_vectorized_no_ema,direct_continuation,480,153,0.0077742741043168515,0.0028449004549233,0.5816993464052288,2.033133928757017,2.340780243477174,1.151316305516696,-0.02306252398033754,0.05106395597810181,0.1446565772189902,-0.1501504901992506,0.06179844418205882,0.11918993844418084,0.00687373263645716,0.008813252816840323
family:public_vectorized_no_ema,direct_continuation,720,153,0.00839709425131963,0.0055295287347949,0.6078431372549019,1.755380538291744,2.985560981788334,1.70080556133643,-0.04283117758919392,0.05428845818423659,0.2344420427553445,-0.1585307942198551,0.07852529028394357,0.12784376210311177,0.006909956432214206,0.009495304043893153
family:public_vectorized_no_ema,delayed_continuation,120,153,0.00021085375940044107,-0.0002736531815408,0.49019607843137253,1.0322095702090854,1.0338457124418554,1.001585087253588,-0.01781592970384214,0.01566749348954232,0.1403867513611614,-0.1310408036589351,0.13579081450130492,0.21004569897904068,-0.0007113560932427231,0.0010743515055737015
family:public_vectorized_no_ema,delayed_continuation,240,153,0.0005228806036354525,-0.0005496624156039,0.477124183006536,1.0745909051871982,1.1525273648652241,1.0725266325090002,-0.023061663878868773,0.022888786011698546,0.0813023040398536,-0.1423181639986933,0.07054262355788926,0.12700041275151386,-8.562971602824665e-06,0.0014626243181244574
family:public_vectorized_no_ema,delayed_continuation,480,153,0.0034785769815127913,0.0014800701051577,0.5424836601307189,1.3973814734054821,1.8715456079946007,1.3393233298231435,-0.02895863254245146,0.04569074863199335,0.1347044353512841,-0.1386200261352499,0.07197496805628084,0.1323432712305427,0.002615248965922191,0.004413436212544125
family:public_vectorized_no_ema,delayed_continuation,720,153,0.0046114522641803515,0.0044660001793238,0.5816993464052288,1.3824689985513843,2.550282616641622,1.8447304202220285,-0.04744865395837754,0.057585600518305566,0.214932504145937,-0.1573393988892519,0.08427791600170734,0.13160512047097614,0.0032277611333793206,0.005676918390189773
family:public_vectorized_no_ema,delayed_reversal,120,153,-0.004010853759400432,-0.0035263468184591,0.4117647058823529,0.5429090119965585,0.7288743214505107,1.3425349466387768,-0.019467493489542322,0.01401592970384217,0.1272408036589351,-0.1441867513611614,0.17457166470855637,0.24278397811679434,-0.004874351505573692,-0.0030886439067572677
family:public_vectorized_no_ema,delayed_reversal,240,153,-0.004322880603635442,-0.003250337584396,0.4117647058823529,0.547962082708418,0.8017524834603907,1.4631532158166134,-0.02668878601169854,0.01926166387886885,0.1385181639986933,-0.0851023040398536,0.17276923596275529,0.225659428598721,-0.005262624318124447,-0.003791437028397165
family:public_vectorized_no_ema,delayed_reversal,480,153,-0.007278576981512781,-0.0052800701051577,0.3464052287581699,0.4983351125253664,1.1062306674420939,2.2198529456135487,-0.04949074863199327,0.025158632542451462,0.1348200261352499,-0.1385044353512842,0.12187333989482543,0.18015995802181103,-0.008213436212544114,-0.006415248965922179
family:public_vectorized_no_ema,delayed_reversal,720,153,-0.008411452264180346,-0.0082660001793238,0.35294117647058826,0.5569527169213923,1.6178217308166456,2.9047739272362385,-0.061385600518305494,0.04364865395837757,0.1535393988892519,-0.218732504145937,0.09490501701429621,0.160695491904407,-0.009476918390189768,-0.007027761133379316
split_state:confirmation:FLOW_ALIGNED_PRICE_ONLY,direct_continuation,120,2,0.00079836164416895,0.00079836164416895,0.5,4.57388156222879,0.0020434989468301,0.0004467756584922,-0.00019774819795997,0.00179447148629787,0.0020434989468301,-0.0004467756584922,1.0,1.0,-0.0004467756584922,0.0020434989468301
split_state:confirmation:FLOW_ALIGNED_PRICE_ONLY,direct_continuation,240,2,-0.0013492135106838998,-0.0013492135106838998,0.5,0.7109691163615887,0.0066376930063578,0.0093361200277256,-0.007738738724317259,0.00504031170294946,0.0066376930063578,-0.0093361200277256,1.0,1.0,-0.0093361200277256,0.0066376930063578
split_state:confirmation:FLOW_ALIGNED_PRICE_ONLY,direct_continuation,480,2,-0.015133061829274649,-0.015133061829274649,0.0,0.0,0.0,0.030266123658549297,-0.01922417821508293,-0.01104194544346637,-0.0100191663470143,-0.020246957311535,,,-0.020246957311535,-0.0100191663470143
split_state:confirmation:FLOW_ALIGNED_PRICE_ONLY,direct_continuation,720,2,-0.0025818260207009,-0.0025818260207009,0.5,0.2705022477315873,0.0019147138964577,0.0070783659378595,-0.00617905795442778,0.0010154059130259802,0.0019147138964577,-0.0070783659378595,1.0,1.0,-0.0070783659378595,0.0019147138964577
split_state:confirmation:FLOW_ALIGNED_PRICE_ONLY,delayed_continuation,120,2,0.0060526743425747005,0.0060526743425747005,1.0,,0.012105348685149401,-0.0,0.0056989613202459806,0.0064063873649034195,0.0064948156204856,0.0056105330646638,0.5365244562061487,1.0,0.0056105330646638,0.0064948156204856
split_state:confirmation:FLOW_ALIGNED_PRICE_ONLY,delayed_continuation,240,2,0.0024785550309772498,0.0024785550309772498,0.5,1.5247705867380072,0.0144033522623188,0.0094462422003643,-0.00706128275409599,0.01201839281605049,0.0144033522623188,-0.0094462422003643,1.0,1.0,-0.0094462422003643,0.0144033522623188
split_state:confirmation:FLOW_ALIGNED_PRICE_ONLY,delayed_continuation,480,2,-0.0104392682962214,-0.0104392682962214,0.0,0.0,0.0,0.0208785365924428,-0.01184844442797772,-0.00903009216446508,-0.008677798131526,-0.0122007384609168,,,-0.0122007384609168,-0.008677798131526
