group,horizon_min,count,mean,median,win_rate,profit_factor,gross_profit,gross_loss,q10,q90,best,worst,top1_positive_share,top2_positive_share,mean_without_best,mean_without_worst
period:postpub_2026_07,1440,3,-0.0013642859478731999,-0.0069755527542336,0.3333333333333333,0.8091802616132286,0.0173559601781503,0.0214488180217699,-0.01297372276487576,0.01248965759167352,0.0173559601781503,-0.0144732652675363,1.0,1.0,-0.01072440901088495,0.00519020371195835
period:source_bull_2021_02,60,2,0.02776316825738355,0.02776316825738355,1.0,,0.0555263365147671,-0.0,0.012260994938339431,0.04326534157642767,0.0471408849061887,0.0083854516085784,0.8489824444595169,1.0,0.0083854516085784,0.0471408849061887
period:source_bull_2021_02,120,2,0.02456861251924755,0.02456861251924755,1.0,,0.0491372250384951,-0.0,0.01908430343075327,0.03005292160774183,0.0314239988798654,0.0177132261586297,0.6395151304382206,1.0,0.0177132261586297,0.0314239988798654
period:source_bull_2021_02,240,2,0.044827440021735304,0.044827440021735304,1.0,,0.08965488004347061,-0.0,0.030240755802775222,0.05941412424069538,0.0630607952954354,0.0265940847480352,0.7033727028005543,1.0,0.0265940847480352,0.0630607952954354
period:source_bull_2021_02,480,2,0.0357813584503451,0.0357813584503451,1.0,,0.0715627169006902,-0.0,0.01434985601991838,0.05721286088077183,0.0625707364883785,0.0089919804123117,0.8743482528089292,1.0,0.0089919804123117,0.0625707364883785
period:source_bull_2021_02,720,2,0.0597987349107639,0.0597987349107639,1.0,,0.1195974698215278,-0.0,0.04819520733751486,0.07140226248401293,0.0743031443773252,0.0452943254442026,0.6212768922971853,1.0,0.0452943254442026,0.0743031443773252
period:source_bull_2021_02,1440,2,0.07644954670168365,0.07644954670168365,1.0,,0.1528990934033673,-0.0,0.07473242484219689,0.07816666856117041,0.0785959490260421,0.0743031443773252,0.5140380317278662,1.0,0.0743031443773252,0.0785959490260421
period:source_bull_2024_03,60,3,0.0012402574445129339,0.0034460703286905,0.6666666666666666,1.2096711733951,0.021466522849884002,0.0177457505163452,-0.01350738634733806,0.015105576082692902,0.0180204525211935,-0.0177457505163452,0.8394676980156979,1.0,-0.00714984009382735,0.010733261424942001
period:source_bull_2024_03,120,3,-0.0019648889524737996,0.0011149910141985,0.6666666666666666,0.5878601723975139,0.0084079228527555,0.0143025897101769,-0.011219073565301819,0.0060573436736853,0.007292931838557,-0.0143025897101769,0.8673880536578559,1.0,-0.006593799347989199,0.00420396142637775
period:source_bull_2024_03,240,3,-0.0029784407320055002,0.0078696802623546,0.6666666666666666,0.6418171240401488,0.0160109351371176,0.0249462573331341,-0.018383069814036358,0.008086939952281321,0.008141254874763,-0.0249462573331341,0.5084809103928858,1.0,-0.00853828853538975,0.0080054675685588
period:source_bull_2024_03,480,3,-0.0007496258017688998,0.002308073309835,0.6666666666666666,0.7487607852021326,0.0067022626749392005,0.0089511400802459,-0.00669929740222972,0.00397696615405036,0.0043941893651042,-0.0089511400802459,0.6556277451695165,1.0,-0.0033215333852054498,0.0033511313374696003
period:source_bull_2024_03,720,3,-0.006578907713328333,-0.0094269319612074,0.3333333333333333,0.26796666777764505,0.0072247856755589,0.0269615088155439,-0.01591304787571068,0.0038944421482056406,0.0072247856755589,-0.0175345768543365,1.0,1.0,-0.01348075440777195,-0.00110107314282425
period:source_bull_2024_03,1440,3,-0.0241275779231029,-0.0254381374483011,0.0,0.0,0.0,0.0723827337693087,-0.02940961706526534,-0.018321314970861178,-0.0165421093515012,-0.0304024869695064,,,-0.02792031220890375,-0.02099012339990115
period:source_cascade_2022_06,60,3,0.004594487894757299,0.0037781487188997,0.6666666666666666,3.3476364582661526,0.019654672420931097,0.0058712087366592,-0.00394133724554742,0.01345684870540506,0.0158765237020314,-0.0058712087366592,0.8077735086097804,1.0,-0.00104653000887975,0.009827336210465549
period:source_cascade_2022_06,120,3,-0.001941792718027634,0.0039731752233214,0.6666666666666666,0.6312872247031248,0.0099738524242243,0.0157992305783072,-0.011844749417981481,0.0055951768053866,0.0060006772009029,-0.0157992305783072,0.6016408651012893,1.0,-0.005913027677492901,0.00498692621211215
period:source_cascade_2022_06,240,3,0.014232046427903032,0.0017543490910485,0.6666666666666666,9.32834240328367,0.0478227463822447,0.0051266070985356,-0.00375041586061878,0.03720558765116666,0.0460683972911962,-0.0051266070985356,0.9633155930229085,1.0,-0.00168612900374355,0.02391137319112235
period:source_cascade_2022_06,480,3,0.014546275625875535,0.0061536354858717,1.0,,0.0436388268776266,-0.0,0.0024905732128357,0.0299590340949169,0.0359103837471782,0.0015748076445767,0.822899842103438,0.9639126952474495,0.0038642215652242,0.02103200961652495
period:source_cascade_2022_06,720,3,0.0175408104469575,0.0057942169272772,1.0,,0.0526224313408725,-0.0,0.0044755006951128,0.03530475760667432,0.0426823927765236,0.0041458216370717,0.8111064367216277,0.9212156958271978,0.00497001928217445,0.0242383048519004
period:source_cascade_2022_06,1440,3,0.022961265841566065,0.0291605254760131,0.6666666666666666,3.095718138959827,0.1017526247988122,0.032868827274114,-0.020462956724088578,0.0639057845534419,0.0725920993227991,-0.032868827274114,0.7134174618721629,1.0,-0.0018541508990504493,0.0508763123994061
period:source_cascade_2025_10,60,4,-0.00437944666371715,-0.00501951699062425,0.25,0.08338889670242254,0.0015936844934156,0.019111471148284202,-0.00831781255584163,7.097548993301086e-05,0.0015936844934156,-0.0090724371670357,1.0,1.0,-0.006370490382761401,-0.0028151164959443003
period:source_cascade_2025_10,120,4,-0.003734236649760775,-0.00327901693197815,0.0,0.0,0.0,0.0149369465990431,-0.006957700875398119,-0.0008749481983495296,-0.0003211233539371,-0.0080577893811497,,,-0.004871941081702,-0.0022930524059644668
period:source_cascade_2025_10,240,4,0.0011229792996896746,-0.0016322557428393,0.25,1.3376113492024133,0.0177969118601366,0.013304994661377901,-0.007901276726473259,0.012351423359875793,0.0177969118601366,-0.0100404831756993,1.0,1.0,-0.0044349982204593,0.0048441334581526664
period:source_cascade_2025_10,480,4,-0.0019225816722736,-0.00495724078610445,0.25,0.5869018770189894,0.0109258960949726,0.018616222784067,-0.00841477971903435,0.006997343665551832,0.0109258960949726,-0.0087017412118581,1.0,1.0,-0.006205407594689,0.00033713817425456695
period:source_cascade_2025_10,720,4,-0.007398396291783901,-0.00734376920456535,0.25,0.13951854988237333,0.0047983069103638,0.0343918920774994,-0.017159789679977742,0.0023192954266351017,0.0047983069103638,-0.0197043536683687,1.0,1.0,-0.011463964025833134,-0.0032964104995889666
period:source_cascade_2025_10,1440,4,0.012971617360679099,0.011306940457410899,0.5,2.4791108194641445,0.0869659704239302,0.0350795009812138,-0.02272067084272178,0.049995647086694545,0.0597646398987887,-0.0304920513708941,0.6872186857394443,1.0,-0.0026260568186907665,0.027459506937870165
period:source_crash_2021_05,60,8,0.03478029290922604,0.0183215311801669,0.75,9.500146815961203,0.3109761712062079,0.032733827932399595,-0.01429524287997528,0.10331810337278902,0.1418663095539577,-0.0215460916817611,0.45619672080883117,0.735309564870778,0.01948229053140723,0.042826919279367055
period:source_crash_2021_05,120,8,0.010865540331812074,0.013117742613200398,0.625,2.4909099950171134,0.1452271866402591,0.0583028639857625,-0.01993404218098329,0.037746969843063014,0.085777959943185,-0.0250692509803139,0.5906467096664537,0.7088219645701107,0.00016376610161594304,0.015999081947830073
period:source_crash_2021_05,240,8,-0.0028323725777627262,-0.0025339483103840503,0.5,0.8034190876348867,0.0926064352796052,0.11526541590170701,-0.03864934042218359,0.03134935568230013,0.0318110216312388,-0.0477641104500543,0.3435076788691009,0.6798935763824373,-0.007781428893334372,0.003586447118278928
period:source_crash_2021_05,480,8,-0.0006004158651499738,-0.01584279532315195,0.375,0.9678032884712886,0.14438355251884533,0.1491868794400451,-0.046718338547406354,0.05042814045800287,0.0521125479913848,-0.04809523443505,0.36093133242848374,0.705196663541161,-0.008130839273226371,0.006184558216264314
period:source_crash_2021_05,720,8,-0.008789146088334662,-0.0307828335260269,0.125,0.753143033945732,0.2145204733434317,0.28483364205010897,-0.06421347842424438,0.045996457575648526,0.2145204733434317,-0.0755081530285236,1.0,1.0,-0.04069052029287271,0.0007421406174066142
period:source_crash_2021_05,1440,8,0.007176493967743442,0.00874383763809085,0.625,1.1639600057081558,0.40757022048547986,0.35015826874353234,-0.13064353129346482,0.1287495797690775,0.2145204733434317,-0.1327278461413088,0.5263399104279608,0.752044882863124,-0.02244407451449773,0.027162828269036623
period:source_expansion_2023_10,60,5,0.0020652263866894603,-0.0028097650189119,0.4,1.8128362476113824,0.0230299599969618,0.0127038280635145,-0.00506799648990434,0.012037537171190401,0.0141277658620284,-0.0055518563603165,0.6134516023428694,1.0,-0.0009504084821452751,0.00396949707344095
period:source_expansion_2023_10,120,5,0.0054085337520932,0.0012447592920945,0.8,25.844516284941275,0.0281311451248401,0.0010884763643741,-0.00057809600674638,0.015751344734143764,0.025358901064618,-0.0010884763643741,0.901452854197031,0.9490872548759126,0.000420941923962,0.007032786281210025
period:source_expansion_2023_10,240,5,0.019766146658424417,0.0135289287554147,0.8,98.95610450649455,0.0998396620749686,0.0010089287828465,-0.0004726812705195,0.04746717251246778,0.0653777759191731,-0.0010089287828465,0.6548276963325615,0.861171217276578,0.00836323934323725,0.02495991551874215
period:source_expansion_2023_10,480,5,0.0314042599383209,0.0460663065943922,0.6,24.575644115412228,0.1636816182357309,0.0066603185441264,-0.0034093130536822,0.06098632190835883,0.0697009862591167,-0.0037259281801582,0.42583270504287646,0.7185615153923487,0.02183007835812195,0.04018680696794068
period:source_expansion_2023_10,720,5,0.0385911600773335,0.0360673656911612,0.8,28.874113198019398,0.1998782017924413,0.0069224014057738,0.005195825017475279,0.071581951396665,0.0770344140854626,-0.0069224014057738,0.3854067797020564,0.7026162442404066,0.028980346575301224,0.04996955044811033
period:source_expansion_2023_10,1440,5,0.04244083698612646,0.0360673656911612,1.0,,0.2122041849306323,-0.0,0.016744855743854162,0.071581951396665,0.0770344140854626,0.012325983138191,0.3630202397311084,0.6618044384696704,0.03379244271129242,0.04996955044811033
period:source_ftx_2022_11,60,2,0.0006299529591374251,0.0006299529591374251,1.0,,0.0012599059182748502,-0.0,0.0002014321872690452,0.001058473731005805,0.0011656039239729,9.43019943019502e-05,0.9251515585932996,1.0,9.43019943019502e-05,0.0011656039239729
period:source_ftx_2022_11,120,2,-0.00317288067202225,-0.00317288067202225,0.5,0.2737414875738925,0.0023918454935623,0.0087376068376068,-0.00762466160448989,0.0012789002604453902,0.0023918454935623,-0.0087376068376068,1.0,1.0,-0.0087376068376068,0.0023918454935623
period:source_ftx_2022_11,240,2,0.0061172093047628506,0.0061172093047628506,1.0,,0.012234418609525701,-0.0,0.00517352733103793,0.007060891278487771,0.007296811771919,0.0049376068376067,0.5964167162171248,1.0,0.0049376068376067,0.007296811771919
period:source_ftx_2022_11,480,2,0.02613385614544405,0.02613385614544405,1.0,,0.0522677122908881,-0.0,0.02125662877894625,0.03101108351194185,0.0322303903535663,0.0200373219373218,0.6166405404199232,1.0,0.0200373219373218,0.0322303903535663
period:source_ftx_2022_11,720,2,0.0224584503241155,0.0224584503241155,1.0,,0.044916900648231,-0.0,0.01801358665178406,0.02690331399644694,0.0280145299145298,0.0169023707337012,0.6236968604295968,1.0,0.0169023707337012,0.0280145299145298
period:source_ftx_2022_11,1440,2,0.03613410069504485,0.03613410069504485,1.0,,0.0722682013900897,-0.0,0.02091221560191497,0.05135598578817473,0.0551614570614572,0.0171067443286325,0.7632880852216921,1.0,0.0171067443286325,0.0551614570614572
period:source_recovery_2023_03,60,3,-0.0060524663529934,-0.0001172039815779,0.3333333333333333,0.1466270462890841,0.0031198150594451,0.0212772141184253,-0.0169514489057935,0.0024724112512405,0.0031198150594451,-0.0211600101368474,1.0,1.0,-0.01063860705921265,0.0015013055389336
period:source_recovery_2023_03,120,3,-0.013558183156955367,-0.0122902686264572,0.0,0.0,0.0,0.0406745494708661,-0.01623697050204176,-0.01138656162406824,-0.011160634873471,-0.0172236459709379,,,-0.01475695729869755,-0.011725451749964099
period:source_recovery_2023_03,240,3,-0.021848511366893197,-0.0236942219969589,0.0,0.0,0.0,0.06554553410067959,-0.03204996013256658,-0.01090877834919354,-0.0077124174372522,-0.0341388946664685,,,-0.0289165583317137,-0.01570331971710555
period:source_recovery_2023_03,480,3,-0.014041235065806268,-0.0250268261278662,0.3333333333333333,0.32225103353404616,0.0200286657859973,0.0621523709834161,-0.03470580111001316,0.011017567403224602,0.0200286657859973,-0.0371255448555499,1.0,1.0,-0.03107618549170805,-0.0024990801709344496
period:source_recovery_2023_03,720,3,-0.010864542446595933,-0.0302831728332488,0.3333333333333333,0.5959400236120121,0.0480716927722211,0.0806653201120089,-0.04636235238965784,0.03240071965112712,0.0480716927722211,-0.0503821472787601,1.0,1.0,-0.04033266005600445,0.00889425996948615
period:source_recovery_2023_03,1440,3,7.158121395949939e-05,0.0084996434407962,0.6666666666666666,1.0038104440329219,0.0565713362130173,0.0563565925711388,-0.0433853453687518,0.04015728290593612,0.0480716927722211,-0.0563565925711388,0.8497535322695737,1.0,-0.0239284745651713,0.02828566810650865
period:source_riskoff_2022_01,60,5,0.00991811798693668,0.0038910917280331,0.6,6.6232225715924375,0.0584094814694426,0.0088188915347592,-0.0049689469041480595,0.028140413612486842,0.0316652885796152,-0.0072069514512219,0.5421258292830619,0.9333825325932956,0.00448132533876705,0.014199385346476325
period:source_riskoff_2022_01,120,5,0.00939321814812696,0.0106831128905411,0.8,7.637457724181851,0.05404200635355481,0.00707591561292,-0.002931517969221079,0.02083986573288822,0.0240516987310683,-0.00707591561292,0.4450556216162062,0.7415308511033917,0.005728598002391626,0.013510501588388702
period:source_riskoff_2022_01,240,5,-0.00015812121523626002,0.0011290626279165,0.6,0.9444623980649889,0.0134449037160213,0.0142355097922026,-0.0079611199884266,0.006562755850480281,0.0081820970761918,-0.0113345803577278,0.608564943937962,0.9160230038262692,-0.002243175788093275,0.002635993570386625
period:source_riskoff_2022_01,480,5,0.00807954000057184,0.01308158002456,0.8,2.454222951439922,0.0681772780674598,0.0277795780646006,-0.015568877889021318,0.028073142478763483,0.035668661056713,-0.0277795780646006,0.5231751995352426,0.7678295049672499,0.0011822597365365507,0.01704431951686495
period:source_riskoff_2022_01,720,5,0.04634880363733056,0.039148538095924,0.6,17.485885649938094,0.2458011348686142,0.014057116681961399,-0.007653898235386919,0.10689246494146017,0.1211571311619204,-0.0101552578130118,0.4929071268392694,0.8407308488756583,0.0276467217561831,0.06047481899991615
period:source_riskoff_2022_01,1440,5,0.05384239352104976,0.078057202526697,0.8,8.841573690898926,0.3035433375849381,0.0343313699796893,-0.013065406673593221,0.10689246494146017,0.1211571311619204,-0.0343313699796893,0.3991427785102282,0.6808009637663823,0.0370137091108321,0.07588583439623453
period:source_shock_2024_08,60,5,0.0009283675256707598,0.0025247109115039,0.6,1.4738233960908467,0.0144383940387169,0.0097965564103631,-0.00555981461811322,0.00633699984830414,0.0078576329870947,-0.0082059602698399,0.5442179349049672,0.8251390767744786,-0.000803948839685225,0.003211949474548425
period:source_shock_2024_08,120,5,-0.0027075664463967397,-0.004106184041487,0.4,0.0788969396978157,0.0011595809190945,0.0146974131510782,-0.0055271453977660595,0.0006361738825433401,0.0008617075745277,-0.0064532687696479,0.743119829188458,1.0,-0.0035998849516278497,-0.00177114086558395
period:source_shock_2024_08,240,5,0.0030692887136322803,0.0017669814290211,0.8,2.904946257388414,0.023402546730463,0.0080561031623016,-0.00419997166803544,0.011567274438243801,0.0177336927350628,-0.0080561031623016,0.7577676455177814,0.8568016104835869,-0.00059681229172535,0.00585063668261575
period:source_shock_2024_08,480,5,0.005865141084034639,-0.0043770792909341,0.2,2.7181485519870505,0.0463939067618196,0.0170682013416464,-0.00599813651176132,0.027437544947826804,0.0463939067618196,-0.0066024340037068,1.0,1.0,-0.0042670503354116,0.00898203485597
period:source_shock_2024_08,720,5,0.00276998556583736,-0.0084220538126364,0.4,1.2815600913136447,0.06303988143578171,0.0491899536065949,-0.020490332692577398,0.03434368334683256,0.0456386538625994,-0.02091586387497,0.7239647794879054,1.0,-0.00794718150835315,0.0086914479260392
period:source_shock_2024_08,1440,5,-0.00208829743255326,0.0013326093799182,0.6,0.8475947107282448,0.0580698303424155,0.0685113175051818,-0.034484225457744204,0.03182261915751881,0.0456386538625994,-0.0353984922783574,0.7859271086808034,0.9770516054195386,-0.014020035256341426,0.006239251278897776
asset:BTCUSDT,60,9,0.009804475072501245,0.0040560501401183,1.0,,0.0882402756525112,-0.0,0.00227247875168576,0.020492542399456963,0.0303809019125108,0.0012635501124132,0.3442974502046017,0.5485177157005726,0.00723242171750005,0.01087209069251225
asset:BTCUSDT,120,9,0.005681597425538245,0.0039731752233214,1.0,,0.05113437682984421,-0.0,0.00074894072853552,0.01569527408353634,0.0160514816705197,0.0002978733445668,0.31390783785109844,0.6191080408128375,0.004385361894915563,0.006354562935659676
asset:BTCUSDT,240,9,0.001424397159771189,0.0030850794431067,0.7777777777777778,1.4353702678376357,0.042264797010469604,0.0294452225725289,-0.010722706411886739,0.00921878965089334,0.0135289287554147,-0.0213891194102273,0.3200992247061636,0.5127241856812818,-8.86692896842501e-05,0.004276086731021001
asset:BTCUSDT,480,9,0.0021818834403658006,-0.000518774116792,0.4444444444444444,1.312094274175068,0.0825568844199276,0.0629199334566354,-0.017944721634690637,0.018863105640520714,0.0697009862591167,-0.0461282403098448,0.8442783027588704,0.9188164291563139,-0.006258004411978062,0.008220648909142127
asset:BTCUSDT,720,9,-0.009344877144672078,-0.0084220538126364,0.4444444444444444,0.3663248566391637,0.0486200971361906,0.1327239914382393,-0.039543571275237,0.012993301678679365,0.0360673656911612,-0.059372903593839,0.7418201076425717,0.8904168012139857,-0.015021407499151238,-0.0030913738385262117
asset:BTCUSDT,1440,9,-0.022267418623717214,-0.0165421093515012,0.3333333333333333,0.2138300211776474,0.0545085471555665,0.2549153147690214,-0.05486436305094768,0.016092326818150565,0.0360673656911612,-0.1327278461413088,0.6616827557011478,0.8652942566318691,-0.029559266663077014,-0.008459865184018263
asset:ETHUSDT,60,12,0.016269997399765153,0.00436370849544395,0.5833333333333334,4.982729506099323,0.244261618019953,0.0490216492227712,-0.01097620634227822,0.04471210653174927,0.1418663095539577,-0.0177457505163452,0.5807965684660661,0.7737899879329669,0.0048521508402931,0.019362338119411543
asset:ETHUSDT,120,12,0.007130043953249557,-0.00197524290512405,0.5,2.2927436953366955,0.1517457486453611,0.0661852212063664,-0.01538059610706399,0.030052921607741832,0.085777959943185,-0.0177332384098416,0.5652742215773915,0.7723574457229664,-1.976659129002749e-05,0.009390342349894209
asset:ETHUSDT,240,12,0.0021740187753991756,0.000884136919202202,0.5833333333333334,1.2742406368546788,0.12121718067771069,0.09512895537292061,-0.02358854916293933,0.026268939852322423,0.0630607952954354,-0.0477641104500543,0.520229846486035,0.7396218881038228,-0.0033611427264223,0.006713848704985856
asset:ETHUSDT,480,12,0.012193180545937418,-0.0015252308417795,0.4166666666666667,3.751157725703533,0.19950238248486374,0.053184215933614706,-0.00892620019340712,0.04899210166484597,0.0625707364883785,-0.0207867486804018,0.3136340313786767,0.5627851988786243,0.007613402732988227,0.015191355930150075
asset:ETHUSDT,720,12,0.026897363763297724,-0.0020357588284473,0.5,3.75641509249195,0.4398655200977908,0.11709715493821811,-0.02923780087387413,0.08437623348742535,0.2145204733434317,-0.0312850034054146,0.48769558772358323,0.6820628697777948,0.009840717437831001,0.0321866698695443
asset:ETHUSDT,1440,12,0.03702174983178132,0.011235522024932651,0.6666666666666666,4.569843468406228,0.5687093111674209,0.1244483131860451,-0.03285074784123137,0.09134110940313872,0.2145204733434317,-0.0354052991400255,0.37720583983946687,0.5389591707129044,0.0208855022398131,0.043606027011036476
asset:SOLUSDT,60,12,0.009617993225431774,0.00023583080983985,0.5,4.07521070902414,0.15294697905382532,0.037531060348644,-0.006920476974528319,0.030086412091856828,0.0867974435808596,-0.0215460916817611,0.5675002155506041,0.7745346321537036,0.002601679556756518,0.012451091853358399
asset:SOLUSDT,120,12,0.0018748406219124918,-0.00032762035395274996,0.5,1.4055878086519213,0.0779684122188351,0.0554703247558852,-0.010752162947415898,0.022714840147015584,0.025358901064618,-0.0250692509803139,0.32524583152267866,0.6337258690994608,-0.0002600739637880092,0.004324303494842163
asset:SOLUSDT,240,12,0.008328401483855932,0.00203790045202475,0.5833333333333334,2.1658014025461676,0.18566795588313023,0.08572713807685901,-0.03185846323559443,0.04464265972520047,0.0653777759191731,-0.034743010410239,0.35212202131597503,0.6002445208182274,0.003142094717008918,0.01224398438331911
asset:SOLUSDT,480,12,0.013402222616381826,0.0079143761994538,0.5833333333333334,2.9283877256397015,0.24422622287590443,0.0833995514793225,-0.02485192491996422,0.04776228352018176,0.0521125479913848,-0.0277795780646006,0.2133781842823,0.409566475686897,0.009883102127745192,0.01714602267828932
asset:SOLUSDT,720,12,0.014581573413602618,0.0020113053048492996,0.5,1.956893279969322,0.3578403187286228,0.1828614377653914,-0.047966744611938505,0.07567129841326321,0.1211571311619204,-0.0755081530285236,0.3385787593538417,0.5538547080204411,0.004892886345573728,0.022771548544705002
asset:SOLUSDT,1440,12,0.02597539249707054,0.032236096074075155,0.75,2.5872412338783355,0.5080861441865454,0.19638143422169888,-0.034128214055768165,0.08291774324576437,0.1211571311619204,-0.1297502535015317,0.2384578531577456,0.40294068238269365,0.01732250716390237,0.04013226940603438
asset:XRPUSDT,60,16,-0.002887792693990759,-0.0041178005608574,0.3125,0.36665096434745414,0.026748270959221453,0.07295295406307359,-0.0089713711969564,0.00235674977643035,0.0207748654880859,-0.0211600101368474,0.7766806878754074,0.8933168272431202,-0.004465303239462537,-0.0016696448644669833
asset:XRPUSDT,120,16,-0.0035982662341533314,-0.00327901693197815,0.25,0.32078419660919777,0.027190579190802398,0.0847628389372557,-0.014044749602382202,0.00381823694854325,0.0171622598001536,-0.0172236459709379,0.6311840464935362,0.7912172466039304,-0.004982301303107127,-0.00268990758503436
asset:XRPUSDT,240,16,0.0013135769609097193,-1.1513238047550011e-05,0.5,1.4101609826590251,0.07225865184878799,0.051241420474232496,-0.00785388305285445,0.0129895044681642,0.0311514988470407,-0.0236942219969589,0.4311109887883026,0.677405534905483,-0.0006756178314990134,0.0029807635581009604
asset:XRPUSDT,480,16,0.0004901123231544505,0.0004959243461781001,0.5,1.076150504011655,0.1108194106774155,0.10297761350694429,-0.022435373878997748,0.020032993861659548,0.0322303903535663,-0.04809523443505,0.29083704882158073,0.47164762897931584,-0.0016259062122063392,0.00372913544036808
asset:XRPUSDT,720,16,0.004440565053017981,0.00047950396189845004,0.5,1.722957040247617,0.1693246463032854,0.0982756054549977,-0.0236384566189653,0.0335815340052269,0.0480716927722211,-0.0302831728332488,0.2839025140269162,0.5151065292167851,0.0015318232050711067,0.006755480912102433
asset:XRPUSDT,1440,16,0.005716076466502617,0.0062596473591564,0.5,1.3711142529051552,0.33789675724129997,0.24643953377725808,-0.04222603955528855,0.057463048480122944,0.078057202526697,-0.0876801691006918,0.2310090311726624,0.40788151845761544,0.0008933347291563263,0.011942492837648913
entry_mode:False,60,32,0.004797711495022196,0.0007293248025254,0.5625,2.3126962214193227,0.27048205828461275,0.1169552904439025,-0.01079521640200969,0.020499424191396668,0.0867974435808596,-0.0215460916817611,0.32089907970726705,0.49518378163964083,0.002152558847091956,0.005647511597499075
entry_mode:False,120,32,-0.0005630851152648121,-6.682441212094999e-05,0.5,0.8866023152790257,0.1408797911516727,0.15889851484014672,-0.01576934498003718,0.016006955722146783,0.0314239988798654,-0.0250692509803139,0.22305540505830238,0.34878831546246003,-0.0015949265344625614,0.0002274363642529003
entry_mode:False,240,32,0.0043502874456009,0.001097233984702052,0.53125,1.7457732012336136,0.3258734522562311,0.18666425399700232,-0.02346371173828574,0.03069575743714016,0.0653777759191731,-0.0477641104500543,0.20062320347521648,0.3941363444163549,0.0023816587851630865,0.006031397055138164
entry_mode:False,480,32,0.005578740071519707,-0.0003174227181914,0.46875,1.7986497195460742,0.40204656512544584,0.22352688283681518,-0.02302870751200194,0.04952705890183461,0.0697009862591167,-0.04809523443505,0.17336545640520204,0.3289960273786297,0.003510280517081094,0.007310158603989698
entry_mode:False,720,32,-0.000635121284591081,-0.0036834617855074003,0.4375,0.9501553666465118,0.38742073931754745,0.40774462042446197,-0.031184820348198024,0.04560422102075972,0.0770344140854626,-0.0755081530285236,0.19883915925915813,0.39062843855332363,-0.0031405901674960374,0.0017801378039228718
entry_mode:False,1440,32,0.005320334081340023,0.0106218140057861,0.5625,1.2775469235034047,0.7836629686200502,0.6134122780171697,-0.05426146322802747,0.07676128711464887,0.0919906253800686,-0.1327278461413088,0.11738544382421771,0.22402752062536935,0.0025245182329939396,0.009773501185296438
