episode_id,event_time,entry_time,delayed_entry_time,period_label,split,symbol,family,side,state,transition15,oi_mode,oi_material,taker_aligned,premium_aligned,accepted_last15,breadth,impulse_breadth,impulse_atr,last15_aligned_return,cont_120m,cont_240m,cont_480m,cont_720m,delayed_cont_120m,delayed_cont_240m,delayed_cont_480m,delayed_cont_720m,delayed_rev_120m,delayed_rev_240m,delayed_rev_480m,delayed_rev_720m
BTCUSDT:2024-03-04 08:59:59.999000+00:00,2024-03-04 08:59:59.999000+00:00,2024-03-04 09:00:59.999000+00:00,2024-03-04 09:15:59.999000+00:00,untouched_bull_2024_03,untouched,BTCUSDT,impulse_only_2atr,1,MIXED_SPONSORSHIP,MIXED_15,BUILD,True,True,False,False,4,4,1.6904050853202264,-0.0042402331366142,-0.0046153906320553,-0.0039112870859756,0.0178072459908191,0.0310795978344222,-0.0023528554454715,0.0027206606470153,0.0213537433491653,0.0300301466637602,-0.0014471445545284,-0.0065206606470153,-0.0251537433491653,-0.0338301466637602
BTCUSDT:2024-03-10 01:59:59.999000+00:00,2024-03-10 01:59:59.999000+00:00,2024-03-10 02:00:59.999000+00:00,2024-03-10 02:15:59.999000+00:00,untouched_bull_2024_03,untouched,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,4,1.884929086984813,0.0036362526097852,0.0006814937896386,0.0034947715334536,0.010742366050604,0.0032992038221173,0.00539158977788,0.0033074513737221,0.0110896820675809,0.0012812057030131,-0.00919158977788,-0.0071074513737221,-0.014889682067581,-0.0050812057030131
BTCUSDT:2024-03-11 07:59:59.999000+00:00,2024-03-11 07:59:59.999000+00:00,2024-03-11 08:00:59.999000+00:00,2024-03-11 08:15:59.999000+00:00,untouched_bull_2024_03,untouched,BTCUSDT,public_vectorized_no_ema,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,4,2.298102846555436,0.0045613282858771,0.0075167828495772,0.0027992652747184,0.009857289336866,0.0095764847193149,0.0025350861484006,0.0014997663535056,0.0109519562647342,0.0070848969227217,-0.0063350861484006,-0.0052997663535056,-0.0147519562647342,-0.0108848969227217
BTCUSDT:2024-03-15 02:59:59.999000+00:00,2024-03-15 02:59:59.999000+00:00,2024-03-15 03:00:59.999000+00:00,2024-03-15 03:15:59.999000+00:00,untouched_bull_2024_03,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,MIXED_15,UNWIND,True,True,True,True,4,4,1.95592365371205,0.0098424491282299,0.0210545701357466,0.0032272398190046,0.0234914932126697,0.0039903167420815,0.0140564933300181,0.0085487709539201,0.0249707463325219,0.0061172777684618,-0.0178564933300181,-0.0123487709539201,-0.0287707463325219,-0.0099172777684618
BTCUSDT:2024-08-01 14:59:59.999000+00:00,2024-08-01 14:59:59.999000+00:00,2024-08-01 15:00:59.999000+00:00,2024-08-01 15:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,MIXED_SPONSORSHIP,PERSISTENT_15,BUILD,True,True,False,True,4,4,1.7680587325717103,0.0051657587548638,0.0141846458201979,0.0133241696796369,-0.0214562759218437,-0.0085710368424594,0.013794869981931,0.0044571372456594,-0.02457577971561,-0.0127083902898892,-0.017594869981931,-0.0082571372456594,0.02077577971561,0.0089083902898892
BTCUSDT:2024-08-01 15:59:59.999000+00:00,2024-08-01 15:59:59.999000+00:00,2024-08-01 16:00:59.999000+00:00,2024-08-01 16:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,REJECTED_15,UNWIND,True,True,True,True,4,4,1.827478398428153,0.000479953212508,-0.0068274477442498,-0.0100154221641337,-0.0406390567411747,-0.0290494579648479,-0.0059151786762443,-0.0094544373197451,-0.039615076194797,-0.0260592872621587,0.0021151786762443,0.0056544373197451,0.035815076194797,0.0222592872621587
BTCUSDT:2024-08-01 20:59:59.999000+00:00,2024-08-01 20:59:59.999000+00:00,2024-08-01 21:00:59.999000+00:00,2024-08-01 21:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,4,1.8852614469958453,0.0081703773602532,0.0046410860519641,0.0001573144324005,-0.0053952721925843,-0.0045998390599369,0.0039445371658166,-0.0013869417400711,-0.0081865090403337,-0.0058932004326997,-0.0077445371658166,-0.0024130582599288,0.0043865090403337,0.0020932004326997
BTCUSDT:2024-08-02 14:59:59.999000+00:00,2024-08-02 14:59:59.999000+00:00,2024-08-02 15:00:59.999000+00:00,2024-08-02 15:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,True,True,4,4,2.511539551094468,0.0112163903673395,-0.0041867784928799,0.0023837505701109,0.026095616480008,0.0254669107586276,-0.0149883527720082,-0.0045585716568141,0.0121006390797252,0.0153823134686052,0.0111883527720082,0.0007585716568141,-0.0159006390797252,-0.0191823134686052
BTCUSDT:2024-08-03 15:59:59.999000+00:00,2024-08-03 15:59:59.999000+00:00,2024-08-03 16:00:59.999000+00:00,2024-08-03 16:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,False,True,4,4,2.222572618043183,0.0086223467509407,0.0031083966229472,0.0086327501158438,0.0009476218331915,0.0006058414862186,0.0024185218063157,0.004775872499219,-0.0001459601190183,0.0005543407144383,-0.0062185218063157,-0.008575872499219,-0.0036540398809816,-0.0043543407144383
BTCUSDT:2024-08-04 14:59:59.999000+00:00,2024-08-04 14:59:59.999000+00:00,2024-08-04 15:00:59.999000+00:00,2024-08-04 15:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,False,True,4,4,2.397590270974897,0.0032130664703126,0.0134901685581894,0.0120245181653347,0.0127061379356657,0.0802754751191994,0.0156876603357828,0.005616871687573,0.0137621147645377,0.085460469543361,-0.0194876603357828,-0.009416871687573,-0.0175621147645377,-0.089260469543361
BTCUSDT:2024-08-05 00:59:59.999000+00:00,2024-08-05 00:59:59.999000+00:00,2024-08-05 01:00:59.999000+00:00,2024-08-05 01:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,impulse_only_2atr,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,True,True,4,4,1.981010279220764,0.0098007746086391,0.0243299637169386,0.0450649228116612,0.0589119782194759,0.111268596004054,-0.0065920407780999,0.0174134042146766,0.0211744550834459,0.0712086717444562,0.0027920407780999,-0.0212134042146766,-0.0249744550834459,-0.0750086717444562
BTCUSDT:2024-08-08 01:59:59.999000+00:00,2024-08-08 01:59:59.999000+00:00,2024-08-08 02:00:59.999000+00:00,2024-08-08 02:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,impulse_only_2atr,1,FLOW_ALIGNED_PRICE_ONLY,PERSISTENT_15,BUILD,False,True,True,False,4,4,1.722354443107277,-0.0093363635413,0.0014390802575561,-0.000265645121565,0.0064477006438901,0.0052408465571232,-0.0012856257428064,-0.0053289435038237,0.0006677693313472,0.0043417623964445,-0.0025143742571935,0.0015289435038237,-0.0044677693313472,-0.0081417623964445
BTCUSDT:2024-08-08 14:59:59.999000+00:00,2024-08-08 14:59:59.999000+00:00,2024-08-08 15:00:59.999000+00:00,2024-08-08 15:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,3,1.7559518992365817,0.0105724210844282,0.0091579339954619,0.0052364519503811,0.056202131764514,0.0375559856523688,0.0114994454345374,0.0125735117543026,0.0590034753109429,0.0412873386134502,-0.0152994454345374,-0.0163735117543026,-0.0628034753109429,-0.0450873386134502
BTCUSDT:2024-08-08 21:59:59.999000+00:00,2024-08-08 21:59:59.999000+00:00,2024-08-08 22:00:59.999000+00:00,2024-08-08 22:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,impulse_only_2atr,1,FLOW_ALIGNED_PRICE_ONLY,MIXED_15,UNWIND,False,True,True,True,4,3,1.9661515121701028,0.0109702088406393,0.0063577328353621,0.0015649774016102,-0.0051295093762059,-0.0089476888159228,0.0115210157647078,0.0079642735296299,0.0010090129957889,-0.0006375048414877,-0.0153210157647078,-0.0117642735296299,-0.0048090129957889,-0.0031624951585122
BTCUSDT:2024-08-11 20:59:59.999000+00:00,2024-08-11 20:59:59.999000+00:00,2024-08-11 21:00:59.999000+00:00,2024-08-11 21:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,REJECTED_15,UNWIND,True,True,False,True,4,4,2.0152673603340365,0.0036001928735605,-0.0101250482644463,-0.001104855001462,-0.0021547883973809,0.0013284596929885,-0.0047278447076099,-0.0023303241946361,-0.0019717206991061,-0.0001103977937346,0.0009278447076099,-0.0014696758053638,-0.0018282793008938,-0.0036896022062653
BTCUSDT:2024-08-12 13:59:59.999000+00:00,2024-08-12 13:59:59.999000+00:00,2024-08-12 14:00:59.999000+00:00,2024-08-12 14:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,MIXED_15,UNWIND,True,True,False,True,4,4,1.904595858335031,0.0110002841087916,-0.0369502376418497,-0.021565013580763,-0.0159624113035985,-0.0289479945367316,-0.0122398860302796,-0.0041136426476042,0.0014297366557641,-0.0042299726877297,0.0084398860302796,0.0003136426476042,-0.0052297366557641,0.0004299726877297
BTCUSDT:2024-08-12 14:59:59.999000+00:00,2024-08-12 14:59:59.999000+00:00,2024-08-12 15:00:59.999000+00:00,2024-08-12 15:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,4,1.9717287041347864,0.0010830546793112,-0.0132415370728048,-0.0310013719360426,-0.022394414687083,-0.0154252185340793,-0.0085846232038609,-0.0200522956140686,-0.0150812517780465,-0.0182754968132413,0.0047846232038609,0.0162522956140686,0.0112812517780465,0.0144754968132413
BTCUSDT:2024-08-13 16:59:59.999000+00:00,2024-08-13 16:59:59.999000+00:00,2024-08-13 17:00:59.999000+00:00,2024-08-13 17:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,1,SPONSORED_BUILD_BROAD,PERSISTENT_15,BUILD,True,True,True,True,4,4,2.4280846052130887,0.0086755903510666,-0.0075690826393547,-0.0113468349667053,-0.00795029367975,-0.0052981773858411,-0.0146182199383082,-0.0141535753180778,-0.0128705040334412,-0.0066149201463385,0.0108182199383082,0.0103535753180778,0.0090705040334412,0.0028149201463385
BTCUSDT:2024-08-14 13:59:59.999000+00:00,2024-08-14 13:59:59.999000+00:00,2024-08-14 14:00:59.999000+00:00,2024-08-14 14:15:59.999000+00:00,untouched_shock_2024_08,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,False,True,4,4,2.249512061365107,0.0089304872429927,0.0012217010249584,0.0057129224995762,0.0098164488469007,0.0217678644376155,-0.0067064713829567,-0.003469425492075,0.0039950804351727,0.0096091202752165,0.0029064713829567,-0.0003305745079249,-0.0077950804351727,-0.0134091202752165
BTCUSDT:2025-10-01 08:59:59.999000+00:00,2025-10-01 08:59:59.999000+00:00,2025-10-01 09:00:59.999000+00:00,2025-10-01 09:15:59.999000+00:00,untouched_cascade_2025_10,untouched,BTCUSDT,public_vectorized_no_ema,1,MIXED_SPONSORSHIP,PERSISTENT_15,BUILD,True,True,False,True,4,4,2.341602639163092,0.0041025623278883,-0.0004085352109763,0.0008003181102254,0.0103315621865856,0.0102858963091632,-0.0006710832797618,0.0006387285186992,0.0072222109485464,0.0094976001700517,-0.0031289167202381,-0.0044387285186992,-0.0110222109485464,-0.0132976001700517
BTCUSDT:2025-10-03 15:59:59.999000+00:00,2025-10-03 15:59:59.999000+00:00,2025-10-03 16:00:59.999000+00:00,2025-10-03 16:15:59.999000+00:00,untouched_cascade_2025_10,untouched,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,PERSISTENT_15,BUILD,True,True,True,True,4,4,1.9737809238201736,0.0046724747267197,-0.0035598698446069,0.0011334141862016,-0.0023573027319543,-0.002237046020689,-0.0108837603442406,-0.0104223464844406,-0.0098374556762433,-0.0089260008334693,0.0070837603442406,0.0066223464844406,0.0060374556762433,0.0051260008334693
BTCUSDT:2025-10-05 02:59:59.999000+00:00,2025-10-05 02:59:59.999000+00:00,2025-10-05 03:00:59.999000+00:00,2025-10-05 03:15:59.999000+00:00,untouched_cascade_2025_10,untouched,BTCUSDT,public_vectorized_no_ema,1,MIXED_SPONSORSHIP,MIXED_15,BUILD,True,True,False,True,4,4,3.0884632463004675,0.0029852049972864,0.0074152125355409,0.0058855243274451,-0.0102153109129585,-0.0101975707228805,0.0105869169658037,0.0090355562493629,-0.00844920110585,-0.0078328628024465,-0.0143869169658037,-0.0128355562493629,0.00464920110585,0.0040328628024465
BTCUSDT:2025-10-05 04:59:59.999000+00:00,2025-10-05 04:59:59.999000+00:00,2025-10-05 05:00:59.999000+00:00,2025-10-05 05:15:59.999000+00:00,untouched_cascade_2025_10,untouched,BTCUSDT,impulse_only_2atr,1,MIXED_SPONSORSHIP,PERSISTENT_15,BUILD,True,False,True,True,4,4,1.8224827980401748,0.007226230088638,-0.0034155703481897,-0.0065849259471715,-0.018929194502722,-0.0175382572458962,-0.0034322279137095,-0.0083380733871662,-0.0176976053147058,-0.0180786651243197,-0.0003677720862904,0.0045380733871662,0.0138976053147058,0.0142786651243197
BTCUSDT:2025-10-05 09:59:59.999000+00:00,2025-10-05 09:59:59.999000+00:00,2025-10-05 10:00:59.999000+00:00,2025-10-05 10:15:59.999000+00:00,untouched_cascade_2025_10,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_REJECTED,PERSISTENT_15,UNWIND,True,True,False,False,4,4,1.9493074663584848,-0.0003505350335772,-0.0052764776663034,-0.0028910730255775,-0.0020284573732907,0.0006667084017626,-0.0042506536966819,-0.0051243119635815,-0.0028200688178907,-0.0023193233993041,0.0004506536966819,0.0013243119635815,-0.0009799311821092,-0.0014806766006958
BTCUSDT:2025-10-10 14:59:59.999000+00:00,2025-10-10 14:59:59.999000+00:00,2025-10-10 15:00:59.999000+00:00,2025-10-10 15:15:59.999000+00:00,untouched_cascade_2025_10,untouched,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,True,True,4,4,1.6487430126132274,0.0070769727968553,0.0170834792334204,0.0251499840994783,0.0548113071391267,0.0583891320972165,0.0190179646936655,0.0279267912772585,0.0594059190031152,0.0649053997923157,-0.0228179646936655,-0.0317267912772585,-0.0632059190031152,-0.0687053997923157
