episode_id,event_time,entry_time,delayed_entry_time,period_label,split,symbol,family,side,state,transition15,oi_mode,oi_material,taker_aligned,premium_aligned,accepted_last15,breadth,impulse_breadth,impulse_atr,last15_aligned_return,cont_120m,cont_240m,cont_480m,cont_720m,delayed_cont_120m,delayed_cont_240m,delayed_cont_480m,delayed_cont_720m,delayed_rev_120m,delayed_rev_240m,delayed_rev_480m,delayed_rev_720m
BTCUSDT:2022-11-04 14:59:59.999000+00:00,2022-11-04 14:59:59.999000+00:00,2022-11-04 15:00:59.999000+00:00,2022-11-04 15:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,public_vectorized_no_ema,1,MIXED_SPONSORSHIP,MIXED_15,BUILD,True,True,False,False,4,3,2.2975394283212904,-0.000669079120962,-0.0224148757602903,-0.0146351596020556,-0.003979305955019,0.0058750011787449,-0.019880132450331,-0.0090097445600756,-0.0021885525070954,0.0096184484389783,0.016080132450331,0.0052097445600756,-0.0016114474929045,-0.0134184484389783
BTCUSDT:2022-11-06 23:59:59.999000+00:00,2022-11-06 23:59:59.999000+00:00,2022-11-07 00:00:59.999000+00:00,2022-11-07 00:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,MIXED_15,UNWIND,True,True,True,True,4,4,2.1678228027423563,0.0007840737411792,-0.0056894736842105,-0.0022636363636363,0.0111095693779904,0.0065019138755979,-0.0090095716076434,0.001324664376549,0.0084629421952597,0.005577967983006,0.0052095716076434,-0.005124664376549,-0.0122629421952597,-0.009377967983006
BTCUSDT:2022-11-08 04:59:59.999000+00:00,2022-11-08 04:59:59.999000+00:00,2022-11-08 05:00:59.999000+00:00,2022-11-08 05:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,True,True,3,3,2.030235946173074,0.0007942326490713,-0.0093339782228767,-0.0067353977611446,-0.0063124915291372,-0.0394622258115468,-0.0120604688659688,-0.0118915542702122,-0.0101768151920764,-0.0303902618176232,0.0082604688659688,0.0080915542702122,0.0063768151920764,0.0265902618176232
BTCUSDT:2022-11-08 16:59:59.999000+00:00,2022-11-08 16:59:59.999000+00:00,2022-11-08 17:00:59.999000+00:00,2022-11-08 17:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,impulse_only_2atr,1,FORCED_UNWIND_REJECTED,REJECTED_15,UNWIND,True,True,True,False,4,4,2.4459103411477643,-0.0096394214401743,-0.0892483178070352,-0.1112928783645086,-0.1021244233498498,-0.1058910034228243,-0.0826739970437613,-0.0881037216755999,-0.0875562700628573,-0.0952554304711566,0.0788739970437613,0.0843037216755999,0.0837562700628573,0.0914554304711566
BTCUSDT:2022-11-08 17:59:59.999000+00:00,2022-11-08 17:59:59.999000+00:00,2022-11-08 18:00:59.999000+00:00,2022-11-08 18:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,False,True,4,4,2.333182687762021,0.0218032745400713,0.0544802211333992,0.0310061398924859,0.0507136063784102,0.046812469667886,0.0413920476907049,0.0230344936808763,0.0323527018068168,0.0313530069768176,-0.0451920476907049,-0.0268344936808763,-0.0361527018068168,-0.0351530069768176
BTCUSDT:2022-11-10 13:59:59.999000+00:00,2022-11-10 13:59:59.999000+00:00,2022-11-10 14:00:59.999000+00:00,2022-11-10 14:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,4,1.9815180555196608,0.0173034912473846,-0.0080022250174228,-0.0285129534882403,0.0093752347118583,-0.0240085255505883,0.0001953498038456,-0.0126045044326897,0.0062137866045652,-0.0291794046473493,-0.0039953498038456,0.0088045044326897,-0.0100137866045652,0.0253794046473493
BTCUSDT:2022-11-13 06:59:59.999000+00:00,2022-11-13 06:59:59.999000+00:00,2022-11-13 07:00:59.999000+00:00,2022-11-13 07:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,MIXED_15,UNWIND,True,True,True,True,4,4,1.811887382052764,0.0073991178203853,-1.0955856336690136e-05,0.0038870717416986,0.0010025313191524,0.0073353269245761,0.0122376735851874,0.0088092728087202,0.006127474988801,0.0120525160519634,-0.0160376735851874,-0.0126092728087202,-0.009927474988801,-0.0158525160519634
BTCUSDT:2022-11-14 06:59:59.999000+00:00,2022-11-14 06:59:59.999000+00:00,2022-11-14 07:00:59.999000+00:00,2022-11-14 07:15:59.999000+00:00,dev_ftx_2022_11,development,BTCUSDT,public_vectorized_no_ema,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,4,2.635626465013241,0.0146076259861975,0.0057076954997323,0.0069044792186625,-0.0037523084695002,-0.0032892313521252,0.0093202218585195,0.0167700612232526,0.0076229435654966,0.0020340486148997,-0.0131202218585195,-0.0205700612232526,-0.0114229435654966,-0.0058340486148997
BTCUSDT:2023-03-09 18:59:59.999000+00:00,2023-03-09 18:59:59.999000+00:00,2023-03-09 19:00:59.999000+00:00,2023-03-09 19:15:59.999000+00:00,confirm_recovery_2023_03,confirmation,BTCUSDT,public_vectorized_no_ema,-1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,True,True,4,3,2.3603458042429337,0.0029861091330314,0.0411116230899991,0.0301361120502064,0.0444161804269259,0.0520918957397874,0.0305090435845757,0.0267599868186029,0.0410398336087416,0.0504291910633947,-0.0343090435845757,-0.0305599868186029,-0.0448398336087416,-0.0542291910633947
BTCUSDT:2023-03-09 20:59:59.999000+00:00,2023-03-09 20:59:59.999000+00:00,2023-03-09 21:00:59.999000+00:00,2023-03-09 21:15:59.999000+00:00,confirm_recovery_2023_03,confirmation,BTCUSDT,impulse_only_2atr,-1,FORCED_UNWIND_ACCEPTED,MIXED_15,UNWIND,True,True,False,True,4,4,2.623393241368661,0.0226419498531385,-0.0133688028659568,-0.0024373669021793,0.0096533883968554,0.0055783560553288,-0.0057746298124383,0.0112786771964461,0.01700918065153,0.0158936821322803,0.0019746298124383,-0.0150786771964461,-0.02080918065153,-0.0196936821322803
BTCUSDT:2023-03-12 17:59:59.999000+00:00,2023-03-12 17:59:59.999000+00:00,2023-03-12 18:00:59.999000+00:00,2023-03-12 18:15:59.999000+00:00,confirm_recovery_2023_03,confirmation,BTCUSDT,public_vectorized_no_ema,1,FORCED_UNWIND_ACCEPTED,MIXED_15,UNWIND,True,True,False,True,4,4,2.535760766161463,0.0058536160240922,-0.002106980539016,0.0215898844278432,0.0705865101637071,0.0757177021309367,0.0046480358306975,0.0195742738489026,0.074508238163073,0.0754402226139023,-0.0084480358306975,-0.0233742738489026,-0.078308238163073,-0.0792402226139023
BTCUSDT:2023-03-13 14:59:59.999000+00:00,2023-03-13 14:59:59.999000+00:00,2023-03-13 15:00:59.999000+00:00,2023-03-13 15:15:59.999000+00:00,confirm_recovery_2023_03,confirmation,BTCUSDT,public_vectorized_no_ema,1,MIXED_SPONSORSHIP,PERSISTENT_15,BUILD,True,True,False,True,4,4,2.345506694035182,0.0023058299066138,0.0197888411742903,0.0329657387881343,0.0297620443149333,0.0323224437542868,-0.0056135565630449,0.0107435776703677,0.0043406068251172,0.0080250211281385,0.0018135565630449,-0.0145435776703677,-0.0081406068251172,-0.0118250211281385
BTCUSDT:2023-03-14 12:59:59.999000+00:00,2023-03-14 12:59:59.999000+00:00,2023-03-14 13:00:59.999000+00:00,2023-03-14 13:15:59.999000+00:00,confirm_recovery_2023_03,confirmation,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,PERSISTENT_15,BUILD,True,True,True,True,4,4,2.3830357233712927,0.0136114659164818,-0.0028934286818709,-0.001204213374565,-0.0516448782373406,-0.0454794356397372,-0.0170236141442887,-0.0178910818235085,-0.0771870633175313,-0.0546899738998759,0.0132236141442887,0.0140910818235085,0.0733870633175313,0.0508899738998759
BTCUSDT:2023-03-17 01:59:59.999000+00:00,2023-03-17 01:59:59.999000+00:00,2023-03-17 02:00:59.999000+00:00,2023-03-17 02:15:59.999000+00:00,confirm_recovery_2023_03,confirmation,BTCUSDT,public_vectorized_no_ema,1,MIXED_SPONSORSHIP,PERSISTENT_15,BUILD,True,True,False,True,4,4,2.2857437362929725,0.0108156454517156,0.002598236176889,0.0020018495780467,0.0205833849811922,0.0292329396402191,-0.0033623342267665,-0.0016517522798062,0.0191040844507712,0.0291503593773636,-0.0004376657732334,-0.0021482477201937,-0.0229040844507712,-0.0329503593773636
BTCUSDT:2023-10-16 05:59:59.999000+00:00,2023-10-16 05:59:59.999000+00:00,2023-10-16 06:00:59.999000+00:00,2023-10-16 06:15:59.999000+00:00,confirm_expansion_2023_10,confirmation,BTCUSDT,impulse_only_2atr,1,FORCED_UNWIND_ACCEPTED,PERSISTENT_15,UNWIND,True,True,False,True,4,4,3.043732761983135,0.0020613373554549,-0.004272470738333,-0.0071395048632066,0.0010781316972123,0.0094104496226266,-0.0051996567927479,-0.0093331747923399,-0.0009874051169731,0.0130701348851025,0.0013996567927479,0.0055331747923399,-0.0028125948830268,-0.0168701348851025
BTCUSDT:2023-10-20 02:59:59.999000+00:00,2023-10-20 02:59:59.999000+00:00,2023-10-20 03:00:59.999000+00:00,2023-10-20 03:15:59.999000+00:00,confirm_expansion_2023_10,confirmation,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,PERSISTENT_15,BUILD,True,True,True,True,4,3,1.6119026320235534,0.0024501067595954,0.0098200310693017,0.008449529645292,0.0281163976870631,0.0188715543281263,0.0072074618424591,0.0085765123352483,0.0307916843114399,0.0170425550551414,-0.0110074618424591,-0.0123765123352483,-0.0345916843114399,-0.0208425550551414
BTCUSDT:2023-10-20 08:59:59.999000+00:00,2023-10-20 08:59:59.999000+00:00,2023-10-20 09:00:59.999000+00:00,2023-10-20 09:15:59.999000+00:00,confirm_expansion_2023_10,confirmation,BTCUSDT,impulse_only_2atr,1,FLOW_ALIGNED_PRICE_ONLY,MIXED_15,UNWIND,False,True,True,False,4,4,1.8527961732840408,-0.0028987257684642,0.0020434989468301,-0.0093361200277256,-0.0100191663470143,-0.0070783659378595,0.0064948156204856,-0.0094462422003643,-0.0122007384609168,-0.0052370486481755,-0.0102948156204856,0.0056462422003643,0.0084007384609168,0.0014370486481755
BTCUSDT:2023-10-21 17:59:59.999000+00:00,2023-10-21 17:59:59.999000+00:00,2023-10-21 18:00:59.999000+00:00,2023-10-21 18:15:59.999000+00:00,confirm_expansion_2023_10,confirmation,BTCUSDT,impulse_only_2atr,1,SPONSORED_BUILD_BROAD,MIXED_15,BUILD,True,True,True,True,4,4,1.6901305506437092,0.0023351584381714,-0.0020261096822368,-0.0072297934124283,-0.0090451091014684,-0.0028690533477142,0.0010080043486671,-0.0016031968038632,-0.0057751158866412,0.0027154564432971,-0.0048080043486671,-0.0021968031961367,0.0019751158866412,-0.0065154564432971
BTCUSDT:2023-10-22 22:59:59.999000+00:00,2023-10-22 22:59:59.999000+00:00,2023-10-22 23:00:59.999000+00:00,2023-10-22 23:15:59.999000+00:00,confirm_expansion_2023_10,confirmation,BTCUSDT,impulse_only_2atr,1,FORCED_UNWIND_ACCEPTED,MIXED_15,UNWIND,True,True,False,True,4,4,1.935416085124331,0.0022533123691828,0.0008944869668323,0.0095843755204274,0.0192135314454724,0.0155230766668663,0.0027317909591708,0.0082605954302328,0.0198384055167997,0.0167305371410278,-0.0065317909591708,-0.0120605954302328,-0.0236384055167997,-0.0205305371410278
BTCUSDT:2023-10-23 22:59:59.999000+00:00,2023-10-23 22:59:59.999000+00:00,2023-10-23 23:00:59.999000+00:00,2023-10-23 23:15:59.999000+00:00,confirm_expansion_2023_10,confirmation,BTCUSDT,impulse_only_2atr,1,FORCED_UNWIND_REJECTED,MIXED_15,UNWIND,True,True,True,False,4,4,1.9725657400157588,-0.0194788589568359,0.0024646653956377,0.0342883520989962,0.0167067844167054,0.0306731141407963,0.0189742893778124,0.0517441890779155,0.0281140073470205,0.051969035863062,-0.0227742893778124,-0.0555441890779155,-0.0319140073470205,-0.055769035863062
