abs_flow_open_10s,aligned_lag_consensus_3,aligned_ret_1m_bps,barrier_s100_t150_exit_min,barrier_s100_t150_gross_bps,barrier_s100_t150_outcome,barrier_s100_t200_exit_min,barrier_s100_t200_gross_bps,barrier_s100_t200_outcome,barrier_s50_t100_exit_min,barrier_s50_t100_gross_bps,barrier_s50_t100_outcome,barrier_s50_t75_exit_min,barrier_s50_t75_gross_bps,barrier_s50_t75_outcome,barrier_s75_t100_exit_min,barrier_s75_t100_gross_bps,barrier_s75_t100_outcome,barrier_s75_t150_exit_min,barrier_s75_t150_gross_bps,barrier_s75_t150_outcome,close_120m_bps,close_240m_bps,close_60m_bps,dir_bps_d1_h30,dir_bps_d30_h480,direction,entry_price,entry_time,event_time,exit_price,exit_time,flow_open_10s,gross_bps,mae_bps,mfe_bps,notional_open_10s_burst,path_ready,period_label,phase,phase_offset_minute,phase_priority,regime,sc_abs50,sc_all,sc_consensus_flow,sc_reversal30_realign_price,selection_score,state30_aligned_flow_3m,state30_aligned_ret_60s_bps,state30_notional_burst,symbol,symbol_priority,time_to_mae_min,time_to_mfe_min,scenario,selected_phase
0.6181826213928792,-1.0,-1.3024305853898002,30,150.0,TARGET,277,200.0,TARGET,23,100.0,TARGET,20,75.0,TARGET,23,100.0,TARGET,30,150.0,TARGET,42.56256920196859,74.43994785169677,105.98093270138486,-9.422033376608713,185.50808917369082,-1,3228.0,2024-11-14 06:30:00+00:00,2024-11-14 06:00:00+00:00,3168.67,2024-11-14 14:00:00+00:00,-0.6181826213928792,185.50808917369082,-15.384689853955441,225.57347424074527,0.7396168833620415,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,False,True,0.6181826213928792,0.18845051180769937,5.38888230900506,0.40285479205230845,ETHUSDT,1,106,287,sc_reversal30_realign_price,quarter_hour
0.892682456393902,1.0,21.123217491777122,26,-100.0,STOP,26,-100.0,STOP,17,-50.0,STOP,17,-50.0,STOP,20,-75.0,STOP,20,-75.0,STOP,17.563875201513202,57.78983340790207,-69.92437026224215,-23.112915411034972,1.773692730575075,1,87944.3,2024-11-14 22:45:00+00:00,2024-11-14 22:15:00+00:00,87959.9,2024-11-15 06:15:00+00:00,0.892682456393902,1.773692730575075,-140.88312426615548,68.01590966126145,2.121908932668997,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.892682456393902,0.13216478320028735,8.2358740653478,0.3922114281854064,BTCUSDT,0,56,297,sc_reversal30_realign_price,quarter_hour
0.7224762675474767,-3.0,-11.693475096647083,113,-100.0,STOP,113,-100.0,STOP,51,100.0,TARGET,43,75.0,TARGET,51,100.0,TARGET,111,-75.0,STOP,-92.37340882146226,-86.94040122713709,113.51098065645317,-32.1274128800302,-6.491377949469605,-1,3064.61,2024-11-15 07:15:00+00:00,2024-11-15 06:45:00+00:00,3066.6,2024-11-15 14:45:00+00:00,-0.7224762675474767,-6.491377949469605,-222.87714560550984,136.01137424159273,1.4901226015296163,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,False,True,0.7224762675474767,0.5347048257066718,1.305138003882706,0.4766818809387803,ETHUSDT,1,299,55,sc_reversal30_realign_price,quarter_hour
0.7441360497707784,-3.0,-9.36306746357163,338,150.0,TARGET,429,200.0,TARGET,7,-50.0,STOP,7,-50.0,STOP,20,-75.0,STOP,20,-75.0,STOP,10.246508216832135,-42.74115875106591,1.084261939033272,-66.87235711730035,232.53991788329455,1,3043.38,2024-11-15 15:15:00+00:00,2024-11-15 14:45:00+00:00,3114.98,2024-11-15 22:45:00+00:00,0.7441360497707784,232.53991788329455,-88.71520986049404,258.2213636177469,3.554273189875708,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,False,True,0.7441360497707784,0.11168305192674094,20.98553821117108,1.2615284140255145,ETHUSDT,1,23,447,sc_reversal30_realign_price,quarter_hour
0.6626970608832145,1.0,49.952926206935295,24,-100.0,STOP,24,-100.0,STOP,3,-50.0,STOP,3,-50.0,STOP,5,-75.0,STOP,5,-75.0,STOP,-132.36312147455777,-25.662496649896433,-132.36312147455777,-63.31595714870107,605.3284922884228,1,0.8974,2024-11-15 23:15:00+00:00,2024-11-15 22:45:00+00:00,0.9534,2024-11-16 06:45:00+00:00,0.6626970608832145,605.3284922884228,-216.2733541426587,935.4595656797977,0.46418029952670803,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.6626970608832145,0.23789631029896285,11.149516151111257,0.6095978570785135,XRPUSDT,3,69,404,sc_reversal30_realign_price,quarter_hour
0.6631350922215858,1.0,0.5444346767809448,254,-100.0,STOP,254,-100.0,STOP,241,-50.0,STOP,241,-50.0,STOP,249,-75.0,STOP,249,-75.0,STOP,-9.282436377637268,-48.74848330562744,46.54186890703643,-0.9927703906378619,-144.84390934600796,-1,3122.73,2024-11-16 07:15:00+00:00,2024-11-16 06:45:00+00:00,3168.29,2024-11-16 14:45:00+00:00,-0.6631350922215858,-144.84390934600796,-315.08795295500806,63.382337658087756,2.412352717614039,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.6631350922215858,0.003211367170857906,2.0172620059474147,0.2906488288692187,ETHUSDT,1,290,31,sc_reversal30_realign_price,quarter_hour
0.6508137275834699,1.0,15.442315003411554,450,16.28161134476906,TIME,450,16.28161134476906,TIME,166,100.0,TARGET,140,75.0,TARGET,166,100.0,TARGET,450,16.28161134476906,TIME,56.22147934445393,72.64235830539168,16.513383179753628,-30.03514081827178,16.28161134476906,1,90457.9,2024-11-16 15:45:00+00:00,2024-11-16 15:15:00+00:00,90605.3,2024-11-16 23:15:00+00:00,0.6508137275834699,16.28161134476906,-37.42433535666749,108.36746119761364,6.91599492551289,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.6508137275834699,0.17369155639380723,11.990661110966865,1.1049211196749567,BTCUSDT,0,5,171,sc_reversal30_realign_price,quarter_hour
0.8794862744238187,-3.0,7.271086608497071,126,-100.0,STOP,126,-100.0,STOP,105,-50.0,STOP,105,-50.0,STOP,124,-75.0,STOP,124,-75.0,STOP,-35.7200075647891,-38.49940175226627,25.43011068704723,-2.5040111189790637,-8.509497542613355,1,90643.2,2024-11-17 00:00:00+00:00,2024-11-16 23:30:00+00:00,90566.1,2024-11-17 07:30:00+00:00,0.8794862744238187,-8.509497542613355,-138.09119850809893,34.32858670909206,2.3462662229675413,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,False,True,0.8794862744238187,0.48045222399855897,6.72090131724297,1.2930689972868858,BTCUSDT,0,136,36,sc_reversal30_realign_price,quarter_hour
0.5744826832308767,1.0,15.624013481712925,47,-100.0,STOP,47,-100.0,STOP,18,-50.0,STOP,18,-50.0,STOP,38,-75.0,STOP,38,-75.0,STOP,-7.155033029002197,264.5092565324244,-114.70319998949812,-37.11988064492188,228.26013385521335,-1,237.51,2024-11-17 09:45:00+00:00,2024-11-17 09:15:00+00:00,232.15,2024-11-17 17:15:00+00:00,-0.5744826832308767,228.26013385521335,-187.2799830523438,345.6817044019651,2.049274421096383,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.5744826832308767,0.028535377971247132,1.2630249464213286,0.5413608731941446,SOLUSDT,2,76,241,sc_reversal30_realign_price,quarter_hour
0.8404334621309488,1.0,2.1363786521074624,163,150.0,TARGET,258,200.0,TARGET,40,100.0,TARGET,32,75.0,TARGET,40,100.0,TARGET,163,150.0,TARGET,65.46225323516147,115.42639084984853,93.45937794907107,-81.37701559237767,25.914580031897817,-1,3114.25,2024-11-17 17:45:00+00:00,2024-11-17 17:15:00+00:00,3106.19,2024-11-18 01:15:00+00:00,-0.8404334621309488,25.914580031897817,-39.641960814397294,230.19612899336246,7.246851929882831,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.8404334621309488,0.14107984731774714,6.8050796766063515,1.0231742698248658,ETHUSDT,1,417,260,sc_reversal30_realign_price,quarter_hour
0.6978146641059098,-1.0,40.29429619085357,22,-100.0,STOP,22,-100.0,STOP,0,-50.0,STOP,0,-50.0,STOP,21,-75.0,STOP,21,-75.0,STOP,-494.128745696063,-714.2057442409988,-272.7108973530424,-120.39904644057366,-709.8859031439729,-1,1.0779,2024-11-18 01:15:00+00:00,2024-11-18 00:45:00+00:00,1.1572,2024-11-18 08:45:00+00:00,-0.6978146641059098,-709.8859031439729,-967.5133904899224,29.731509404751453,3.2304235428669257,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,False,True,0.6978146641059098,0.12437111604896063,8.345310883518868,0.4624861927382301,XRPUSDT,3,294,9,sc_reversal30_realign_price,quarter_hour
0.6059412404215162,3.0,-3.448573187034368,7,-100.0,STOP,7,-100.0,STOP,1,-50.0,STOP,1,-50.0,STOP,2,-75.0,STOP,2,-75.0,STOP,-73.78825961752997,-230.09632433175167,-245.15323342499772,-30.225853142818803,-126.20385966094126,1,1.1562,2024-11-18 09:00:00+00:00,2024-11-18 08:30:00+00:00,1.1417,2024-11-18 16:30:00+00:00,0.6059412404215162,-126.20385966094126,-452.93430696522404,181.6985194578543,1.1465982723712165,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.6059412404215162,0.21904570172182972,30.320116787098055,0.9119059854804455,XRPUSDT,3,251,410,sc_reversal30_realign_price,quarter_hour
0.679177241777919,-1.0,-1.5080500395209324,74,150.0,TARGET,82,200.0,TARGET,18,100.0,TARGET,15,75.0,TARGET,18,100.0,TARGET,74,150.0,TARGET,223.6573642354627,20.984218361112635,85.51888065997,-44.8641230134946,88.88772589668491,-1,91927.3,2024-11-18 17:30:00+00:00,2024-11-18 17:00:00+00:00,91113.8,2024-11-19 01:00:00+00:00,-0.679177241777919,88.88772589668491,-17.10758411282601,244.58161308760444,0.9598364936349877,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,False,True,0.679177241777919,0.012763418409041195,8.155285783683787,0.3379321370815282,BTCUSDT,0,219,113,sc_reversal30_realign_price,quarter_hour
0.8173876673663893,1.0,20.450814045423062,61,150.0,TARGET,91,200.0,TARGET,15,100.0,TARGET,4,75.0,TARGET,15,100.0,TARGET,61,150.0,TARGET,84.38868645864603,253.53720429751914,66.74888650623699,-165.93496355231568,472.2888360247968,-1,1.1424,2024-11-19 01:00:00+00:00,2024-11-19 00:30:00+00:00,1.0897,2024-11-19 08:30:00+00:00,-0.8173876673663893,472.2888360247968,-2.6257056734805366,542.2771500771692,0.9253651755847712,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.8173876673663893,0.23045361956957214,30.590418470823987,2.078339701972983,XRPUSDT,3,1,447,sc_reversal30_realign_price,quarter_hour
0.8078691714037838,1.0,4.107788424506112,165,-100.0,STOP,165,-100.0,STOP,35,-50.0,STOP,35,-50.0,STOP,71,100.0,TARGET,163,-75.0,STOP,-18.76785536607214,-70.80683933125447,75.01418627871482,-60.62362400250865,172.59207123183174,-1,244.87,2024-11-19 08:30:00+00:00,2024-11-19 08:00:00+00:00,240.68,2024-11-19 16:00:00+00:00,-0.8078691714037838,172.59207123183174,-119.75218713012636,263.5814714693832,0.498643606275055,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.8078691714037838,0.07635999305787507,6.940333822850417,1.423310621196265,SOLUSDT,2,217,365,sc_reversal30_realign_price,quarter_hour
0.6131148773562991,1.0,28.311813970440316,137,-100.0,STOP,137,-100.0,STOP,28,-50.0,STOP,6,75.0,TARGET,86,100.0,TARGET,132,-75.0,STOP,7.293281388104479,-85.29997273986226,16.417369612321774,-34.69055879930908,-47.277113242477206,-1,1.0973,2024-11-19 16:00:00+00:00,2024-11-19 15:30:00+00:00,1.1025,2024-11-19 23:30:00+00:00,-0.6131148773562991,-47.277113242477206,-190.46475482792525,241.66459226169474,1.2732648291525812,True,rep_2024_11,quarter_hour,0,0,era_2024,True,True,True,True,0.6131148773562991,0.07926833330010322,0.9112862812151606,0.32676855414753264,XRPUSDT,3,262,391,sc_reversal30_realign_price,quarter_hour
