session_id,date,session,symbol,session_start,opening_end,prior_start,prior_end,prior_high,prior_low,prior_midpoint,session_start_price,direction,direction_sign,objective,opening_open,opening_high,opening_low,opening_close,opening_range,opening_body_fraction,opening_pressure,cross_market_opening_breadth,breakout_start,breakout_end,breakout_open,breakout_high,breakout_low,breakout_close,breakout_pressure,broken_boundary,entry_ts,entry_price,retest_open,retest_high,retest_low,retest_close,retest_pressure,route,stop_price,target_price,loss_fraction_with_cost,reward_fraction_after_cost,net_structural_r,exit_ts,exit_price,exit_reason,same_bar_ambiguous,gross_return,cost_return,net_return
2024-12-05-NEW_YORK,2024-12-05,NEW_YORK,SOLUSDT,2024-12-05 14:30:00+00:00,2024-12-05 14:45:00+00:00,2024-12-05 07:00:00+00:00,2024-12-05 14:30:00+00:00,245.12,233.44,239.28,239.55,LONG,1,245.12,239.55,240.6,238.51,240.36,2.0900000000000034,0.38755980861244066,0.15798829683503263,0.75,2024-12-05 14:45:00+00:00,2024-12-05 14:50:00+00:00,240.36,241.2,240.31,240.75,0.06317787996240015,240.6,2024-12-05 14:53:00+00:00,240.92,240.7,240.94,240.44,240.92,0.19383490963815708,SESSION_PRIOR_RANGE_DELIVERY,238.51,245.12,0.012003320604349978,0.01543317283745649,1.2857419497620968,2024-12-05 15:24:00+00:00,238.51,STRUCTURAL_STOP,False,-0.010003320604349941,0.002,-0.012003320604349941
2024-12-12-LONDON,2024-12-12,LONDON,SOLUSDT,2024-12-12 07:00:00+00:00,2024-12-12 07:15:00+00:00,2024-12-12 00:00:00+00:00,2024-12-12 07:00:00+00:00,232.93,225.65,229.29000000000002,230.13,LONG,1,232.93,230.13,230.59,229.91,230.37,0.6800000000000068,0.3529411764705981,0.007871325613727186,0.75,2024-12-12 07:15:00+00:00,2024-12-12 07:20:00+00:00,230.38,230.88,230.37,230.88,0.23686349398721632,230.59,2024-12-12 07:39:00+00:00,230.61,230.41,230.69,230.41,230.61,-0.02741851592630462,SESSION_PRIOR_RANGE_DELIVERY,229.91,232.93,0.0050354277785005725,0.008060274923030193,1.6007130431786962,2024-12-12 07:57:00+00:00,229.91,STRUCTURAL_STOP,False,-0.0030354277785005213,0.002,-0.005035427778500521
2025-01-11-NEW_YORK,2025-01-11,NEW_YORK,XRPUSDT,2025-01-11 14:30:00+00:00,2025-01-11 14:45:00+00:00,2025-01-11 07:00:00+00:00,2025-01-11 14:30:00+00:00,2.4371,2.3316,2.38435,2.3848,LONG,1,2.4371,2.3848,2.3992,2.3847,2.3966,0.014499999999999957,0.8137931034482805,0.2704460241107261,1.0,2025-01-11 14:55:00+00:00,2025-01-11 15:00:00+00:00,2.3975,2.4063,2.3974,2.4011,0.20733735454006355,2.3992,2025-01-11 15:05:00+00:00,2.3994,2.397,2.4013,2.3965,2.3994,0.49199524020787644,SESSION_PRIOR_RANGE_DELIVERY,2.3847,2.4371,0.008126531632908201,0.013712261398683033,1.6873448622479421,2025-01-11 16:46:00+00:00,2.4371,PRIOR_SESSION_OBJECTIVE,False,0.01571226139868309,0.002,0.013712261398683092
2025-01-20-NEW_YORK,2025-01-20,NEW_YORK,BTCUSDT,2025-01-20 14:30:00+00:00,2025-01-20 14:45:00+00:00,2025-01-20 07:00:00+00:00,2025-01-20 14:30:00+00:00,109500.0,105500.0,107500.0,107541.5,LONG,1,109500.0,107541.5,107966.7,107322.6,107783.6,644.0999999999913,0.37587331159759213,0.09276019116334587,1.0,2025-01-20 14:50:00+00:00,2025-01-20 14:55:00+00:00,107895.0,108100.0,107810.9,108054.1,0.22886671928898827,107966.7,2025-01-20 15:06:00+00:00,107977.9,107842.0,108050.0,107842.0,107977.9,0.23290395448158208,SESSION_PRIOR_RANGE_DELIVERY,107322.6,109500.0,0.008068834455939488,0.012096403060255903,1.4991512251626022,2025-01-20 15:17:00+00:00,107322.6,STRUCTURAL_STOP,False,-0.006068834455939531,0.002,-0.008068834455939531
2025-02-03-ASIA,2025-02-03,ASIA,ETHUSDT,2025-02-03 00:00:00+00:00,2025-02-03 00:15:00+00:00,2025-02-02 16:00:00+00:00,2025-02-03 00:00:00+00:00,3080.38,2736.01,2908.195,2868.06,SHORT,-1,2736.01,2868.06,2871.8,2848.45,2850.94,23.350000000000364,0.7331905781584421,-0.02472401062923753,1.0,2025-02-03 00:15:00+00:00,2025-02-03 00:20:00+00:00,2850.94,2852.49,2817.0,2818.78,-0.1756586498449489,2848.45,2025-02-03 00:29:00+00:00,2845.54,2852.71,2855.42,2842.24,2845.54,-0.13014842313646047,SESSION_PRIOR_RANGE_DELIVERY,2871.8,2736.01,0.01122847684446545,0.03649181526177799,3.249934587500612,2025-02-03 01:45:00+00:00,2736.01,PRIOR_SESSION_OBJECTIVE,False,0.03849181526177803,0.002,0.03649181526177803
2025-02-03-LONDON,2025-02-03,LONDON,SOLUSDT,2025-02-03 07:00:00+00:00,2025-02-03 07:15:00+00:00,2025-02-03 00:00:00+00:00,2025-02-03 07:00:00+00:00,203.79,173.33,188.56,195.58,LONG,1,203.79,195.58,197.1,195.07,196.42,2.030000000000001,0.4137931034482633,0.14554104303488838,1.0,2025-02-03 07:15:00+00:00,2025-02-03 07:20:00+00:00,196.41,198.39,196.31,198.37,0.10483542917684972,197.1,2025-02-03 07:26:00+00:00,197.2,196.99,197.34,196.7,197.2,0.5009060931812759,SESSION_PRIOR_RANGE_DELIVERY,195.07,203.79,0.012801217038539531,0.03141784989858014,2.4542861670099883,2025-02-03 08:12:00+00:00,195.07,STRUCTURAL_STOP,False,-0.010801217038539535,0.002,-0.012801217038539535
2025-02-04-LONDON,2025-02-04,LONDON,ETHUSDT,2025-02-04 07:00:00+00:00,2025-02-04 07:15:00+00:00,2025-02-04 00:00:00+00:00,2025-02-04 07:00:00+00:00,2888.8,2661.22,2775.01,2725.99,SHORT,-1,2661.22,2725.99,2733.0,2715.41,2719.8,17.590000000000146,0.3519044911881494,-0.09546154595108519,0.75,2025-02-04 07:25:00+00:00,2025-02-04 07:30:00+00:00,2717.24,2717.39,2704.4,2709.0,-0.3715571607018196,2715.41,2025-02-04 07:33:00+00:00,2708.29,2712.66,2716.72,2706.67,2708.29,-0.27102587955262836,SESSION_PRIOR_RANGE_DELIVERY,2733.0,2661.22,0.011123838289104947,0.015379970387218564,1.3826136255758241,2025-02-04 10:43:00+00:00,2733.0,STRUCTURAL_STOP,False,-0.009123838289105013,0.002,-0.011123838289105013
2025-03-29-NEW_YORK,2025-03-29,NEW_YORK,ETHUSDT,2025-03-29 13:30:00+00:00,2025-03-29 13:45:00+00:00,2025-03-29 07:00:00+00:00,2025-03-29 13:30:00+00:00,1886.58,1832.29,1859.435,1856.49,SHORT,-1,1832.29,1856.49,1857.05,1852.02,1852.8,5.029999999999973,0.7335984095427583,-0.16026650338991427,1.0,2025-03-29 14:20:00+00:00,2025-03-29 14:25:00+00:00,1852.8,1854.99,1846.85,1846.85,-0.4370091829557854,1852.02,2025-03-29 14:37:00+00:00,1851.32,1852.17,1852.18,1851.32,1851.32,-0.20570534555024833,SESSION_PRIOR_RANGE_DELIVERY,1857.05,1832.29,0.005095088909534829,0.00827915217250393,1.624927909895845,2025-03-29 16:47:00+00:00,1832.29,PRIOR_SESSION_OBJECTIVE,False,0.01027915217250397,0.002,0.00827915217250397
2025-04-08-LONDON,2025-04-08,LONDON,ETHUSDT,2025-04-08 07:00:00+00:00,2025-04-08 07:15:00+00:00,2025-04-08 00:00:00+00:00,2025-04-08 07:00:00+00:00,1618.0,1540.19,1579.095,1575.64,SHORT,-1,1540.19,1575.64,1577.9,1567.82,1571.87,10.080000000000155,0.3740079365079515,-0.1302719817374796,0.75,2025-04-08 07:35:00+00:00,2025-04-08 07:40:00+00:00,1567.24,1567.56,1564.53,1565.71,-0.1947139859421004,1567.82,2025-04-08 07:44:00+00:00,1566.84,1568.07,1568.07,1566.18,1566.84,-0.23050483653720777,SESSION_PRIOR_RANGE_DELIVERY,1577.9,1540.19,0.009058793495187878,0.015008756478006603,1.6568162731581646,2025-04-08 11:33:00+00:00,1577.9,STRUCTURAL_STOP,False,-0.007058793495187787,0.002,-0.009058793495187787
2025-05-13-LONDON,2025-05-13,LONDON,SOLUSDT,2025-05-13 07:00:00+00:00,2025-05-13 07:15:00+00:00,2025-05-13 00:00:00+00:00,2025-05-13 07:00:00+00:00,174.31,166.12,170.215,171.08,LONG,1,174.31,171.08,171.65,170.94,171.49,0.710000000000008,0.577464788732383,0.17934823264674277,1.0,2025-05-13 07:15:00+00:00,2025-05-13 07:20:00+00:00,171.48,172.36,171.48,171.92,0.23508388871505162,171.65,2025-05-13 07:42:00+00:00,171.66,171.53,171.66,171.53,171.66,0.4831543786806334,SESSION_PRIOR_RANGE_DELIVERY,170.94,174.31,0.00619433764418035,0.013437492718163845,2.169318737539036,2025-05-13 08:24:00+00:00,170.94,STRUCTURAL_STOP,False,-0.004194337644180313,0.002,-0.006194337644180313
2025-05-22-ASIA,2025-05-22,ASIA,ETHUSDT,2025-05-22 00:00:00+00:00,2025-05-22 00:15:00+00:00,2025-05-21 16:00:00+00:00,2025-05-22 00:00:00+00:00,2614.99,2450.72,2532.8549999999996,2550.26,LONG,1,2614.99,2550.26,2564.07,2543.37,2557.33,20.700000000000273,0.3415458937197882,0.04228230301666823,1.0,2025-05-22 00:20:00+00:00,2025-05-22 00:25:00+00:00,2557.46,2580.82,2555.27,2578.4,0.1504712634085363,2564.07,2025-05-22 00:46:00+00:00,2566.6,2559.65,2567.96,2559.64,2566.6,0.5097077815672133,SESSION_PRIOR_RANGE_DELIVERY,2543.37,2614.99,0.011050884438556853,0.01685373646068724,1.5251029503017939,2025-05-22 03:36:00+00:00,2614.99,PRIOR_SESSION_OBJECTIVE,False,0.01885373646068733,0.002,0.01685373646068733
2025-06-03-LONDON,2025-06-03,LONDON,ETHUSDT,2025-06-03 07:00:00+00:00,2025-06-03 07:15:00+00:00,2025-06-03 00:00:00+00:00,2025-06-03 07:00:00+00:00,2649.0,2588.05,2618.525,2617.31,SHORT,-1,2588.05,2617.31,2619.44,2612.1,2613.16,7.3400000000001455,0.5653950953678486,-0.14886761193105505,1.0,2025-06-03 07:20:00+00:00,2025-06-03 07:25:00+00:00,2613.9,2613.9,2607.0,2609.14,-0.2906377179779213,2612.1,2025-06-03 07:46:00+00:00,2611.69,2612.86,2612.87,2611.05,2611.69,-0.36371032724821595,SESSION_PRIOR_RANGE_DELIVERY,2619.44,2588.05,0.004967427221454308,0.007051610260023154,1.4195699193271043,2025-06-03 10:34:00+00:00,2619.44,STRUCTURAL_STOP,False,-0.0029674272214543773,0.002,-0.004967427221454377
2025-07-14-ASIA,2025-07-14,ASIA,ETHUSDT,2025-07-14 00:00:00+00:00,2025-07-14 00:15:00+00:00,2025-07-13 16:00:00+00:00,2025-07-14 00:00:00+00:00,3009.78,2930.0,2969.8900000000003,2970.37,LONG,1,3009.78,2970.37,2975.64,2966.0,2975.38,9.639999999999873,0.5197095435684942,0.05987030963983064,1.0,2025-07-14 00:20:00+00:00,2025-07-14 00:25:00+00:00,2973.54,2982.96,2972.0,2981.15,0.2510400875334782,2975.64,2025-07-14 00:32:00+00:00,2975.71,2974.96,2976.0,2973.03,2975.71,0.0516597985398799,SESSION_PRIOR_RANGE_DELIVERY,2966.0,3009.78,0.005263086792731831,0.009449368386032296,1.7954042481460875,2025-07-14 01:25:00+00:00,2966.0,STRUCTURAL_STOP,False,-0.0032630867927317952,0.002,-0.005263086792731795
2025-07-14-LONDON,2025-07-14,LONDON,SOLUSDT,2025-07-14 07:00:00+00:00,2025-07-14 07:15:00+00:00,2025-07-14 00:00:00+00:00,2025-07-14 07:00:00+00:00,168.66,160.53,164.595,165.67,LONG,1,168.66,165.67,166.31,165.62,166.17,0.6899999999999977,0.7246376811594227,0.17931528851960307,1.0,2025-07-14 07:35:00+00:00,2025-07-14 07:40:00+00:00,166.24,166.72,166.16,166.58,0.06492030697331679,166.31,2025-07-14 07:48:00+00:00,166.39,166.48,166.53,166.3,166.39,-0.026126146622994284,SESSION_PRIOR_RANGE_DELIVERY,165.62,168.66,0.006627681952040278,0.011642646793677568,1.7566695079708032,2025-07-14 07:54:00+00:00,168.66,PRIOR_SESSION_OBJECTIVE,False,0.01364264679367766,0.002,0.01164264679367766
2025-07-15-LONDON,2025-07-15,LONDON,SOLUSDT,2025-07-15 07:00:00+00:00,2025-07-15 07:15:00+00:00,2025-07-15 00:00:00+00:00,2025-07-15 07:00:00+00:00,162.82,158.04,160.43,160.32,SHORT,-1,158.04,160.32,160.63,160.08,160.14,0.549999999999983,0.3272727272727498,-0.11254259953437645,1.0,2025-07-15 07:15:00+00:00,2025-07-15 07:20:00+00:00,160.14,160.15,159.94,160.01,-0.3006126392505364,160.08,2025-07-15 07:40:00+00:00,159.97,160.18,160.18,159.95,159.97,-0.5697146845311811,SESSION_PRIOR_RANGE_DELIVERY,160.63,158.04,0.006125773582546706,0.010064762142901838,1.6430189603445238,2025-07-15 12:32:00+00:00,160.63,STRUCTURAL_STOP,False,-0.004125773582546621,0.002,-0.006125773582546621
2025-08-17-NEW_YORK,2025-08-17,NEW_YORK,ETHUSDT,2025-08-17 13:30:00+00:00,2025-08-17 13:45:00+00:00,2025-08-17 07:00:00+00:00,2025-08-17 13:30:00+00:00,4574.95,4441.41,4508.18,4528.9,LONG,1,4574.95,4528.9,4535.69,4523.65,4534.01,12.039999999999964,0.4244186046512124,0.13397990793369266,1.0,2025-08-17 13:45:00+00:00,2025-08-17 13:50:00+00:00,4534.01,4541.11,4534.0,4541.11,0.2678358377636366,4535.69,2025-08-17 14:03:00+00:00,4537.21,4534.2,4539.6,4534.18,4537.21,0.30684165492262006,SESSION_PRIOR_RANGE_DELIVERY,4523.65,4574.95,0.004988620760335185,0.006317886983410462,1.266459666295813,2025-08-17 16:31:00+00:00,4523.65,STRUCTURAL_STOP,False,-0.0029886207603352366,0.002,-0.004988620760335237
2025-08-19-LONDON,2025-08-19,LONDON,SOLUSDT,2025-08-19 07:00:00+00:00,2025-08-19 07:15:00+00:00,2025-08-19 00:00:00+00:00,2025-08-19 07:00:00+00:00,185.79,177.25,181.51999999999998,179.97,SHORT,-1,177.25,179.97,180.08,179.38,179.65,0.700000000000017,0.45714285714283626,-0.10036531545058003,1.0,2025-08-19 07:15:00+00:00,2025-08-19 07:20:00+00:00,179.65,179.7,179.04,179.24,-0.3154309849736184,179.38,2025-08-19 07:21:00+00:00,179.22,179.24,179.39,179.22,179.22,-0.08574977121207839,SESSION_PRIOR_RANGE_DELIVERY,180.08,177.25,0.006798571587992488,0.008992076777145402,1.3226420669052072,2025-08-19 08:00:00+00:00,180.08,STRUCTURAL_STOP,False,-0.004798571587992573,0.002,-0.006798571587992573
2025-09-01-NEW_YORK,2025-09-01,NEW_YORK,XRPUSDT,2025-09-01 13:30:00+00:00,2025-09-01 13:45:00+00:00,2025-09-01 07:00:00+00:00,2025-09-01 13:30:00+00:00,2.8381,2.7253,2.7817,2.7745,SHORT,-1,2.7253,2.7745,2.7754,2.7638,2.7648,0.011600000000000055,0.8362068965517238,-0.11470213350006643,1.0,2025-09-01 13:45:00+00:00,2025-09-01 13:50:00+00:00,2.7647,2.7685,2.7547,2.7633,-0.19347339868782668,2.7638,2025-09-01 14:03:00+00:00,2.7636,2.7607,2.7652,2.76,2.7636,-0.24786449467348348,SESSION_PRIOR_RANGE_DELIVERY,2.7754,2.7253,0.0062697930235924276,0.011858734983355046,1.8914077288886804,2025-09-01 15:06:00+00:00,2.7754,STRUCTURAL_STOP,False,-0.0042697930235924275,0.002,-0.0062697930235924276
2025-10-04-LONDON,2025-10-04,LONDON,SOLUSDT,2025-10-04 07:00:00+00:00,2025-10-04 07:15:00+00:00,2025-10-04 00:00:00+00:00,2025-10-04 07:00:00+00:00,233.98,227.76,230.87,229.74,SHORT,-1,227.76,229.74,229.79,229.43,229.51,0.3599999999999852,0.6388888888889657,-0.1954747828094404,0.75,2025-10-04 07:20:00+00:00,2025-10-04 07:25:00+00:00,229.43,229.44,229.17,229.21,-0.08050110275328252,229.43,2025-10-04 07:32:00+00:00,229.39,229.37,229.44,229.35,229.39,0.006368228803627973,SESSION_PRIOR_RANGE_DELIVERY,229.79,227.76,0.003743755176773206,0.005105802345350693,1.3638184401127036,2025-10-04 10:27:00+00:00,229.79,STRUCTURAL_STOP,False,-0.0017437551767731652,0.002,-0.003743755176773165
2025-10-12-ASIA,2025-10-12,ASIA,XRPUSDT,2025-10-12 00:00:00+00:00,2025-10-12 00:15:00+00:00,2025-10-11 16:00:00+00:00,2025-10-12 00:00:00+00:00,2.4919,2.3218,2.40685,2.3807,SHORT,-1,2.3218,2.3807,2.3837,2.3674,2.3719,0.016300000000000203,0.5398773006134853,-0.059192567604390164,1.0,2025-10-12 00:20:00+00:00,2025-10-12 00:25:00+00:00,2.3745,2.3759,2.3644,2.3653,-0.13221149613556843,2.3674,2025-10-12 00:26:00+00:00,2.3669,2.3652,2.3676,2.3643,2.3669,0.02135638864371492,SESSION_PRIOR_RANGE_DELIVERY,2.3837,2.3218,0.00909789175715086,0.017054459419493725,1.8745507063313955,2025-10-12 00:35:00+00:00,2.3837,STRUCTURAL_STOP,False,-0.00709789175715092,0.002,-0.00909789175715092
2025-10-23-ASIA,2025-10-23,ASIA,ETHUSDT,2025-10-23 00:00:00+00:00,2025-10-23 00:15:00+00:00,2025-10-22 16:00:00+00:00,2025-10-23 00:00:00+00:00,3859.64,3706.31,3782.975,3803.94,LONG,1,3859.64,3803.94,3810.53,3794.89,3810.0,15.640000000000327,0.3874680306905255,0.08258953177864392,1.0,2025-10-23 00:15:00+00:00,2025-10-23 00:20:00+00:00,3810.0,3818.0,3808.23,3817.99,0.22355802287058685,3810.53,2025-10-23 00:35:00+00:00,3814.98,3810.06,3814.98,3810.06,3814.98,0.38367523284546734,SESSION_PRIOR_RANGE_DELIVERY,3794.89,3859.64,0.007266082653120107,0.009706483389165828,1.3358619565107475,2025-10-23 06:00:00+00:00,3845.97,SESSION_TIMEOUT,False,0.008123240488809857,0.002,0.0061232404888098575
