session_id,date,session,symbol,session_start,opening_end,prior_start,prior_end,prior_high,prior_low,prior_midpoint,session_start_price,direction,direction_sign,objective,opening_open,opening_high,opening_low,opening_close,opening_range,opening_body_fraction,opening_pressure,cross_market_opening_breadth,breakout_start,breakout_end,breakout_open,breakout_high,breakout_low,breakout_close,breakout_pressure,broken_boundary,entry_ts,entry_price,retest_open,retest_high,retest_low,retest_close,retest_pressure,route,stop_price,target_price,loss_fraction_with_cost,reward_fraction_after_cost,net_structural_r,exit_ts,exit_price,exit_reason,same_bar_ambiguous,gross_return,cost_return,net_return
2025-10-25-LONDON,2025-10-25,LONDON,XRPUSDT,2025-10-25 07:00:00+00:00,2025-10-25 07:15:00+00:00,2025-10-25 00:00:00+00:00,2025-10-25 07:00:00+00:00,2.57,2.502,2.5359999999999996,2.5373,LONG,1,2.57,2.5373,2.5414,2.5364,2.5408,0.004999999999999893,0.6999999999999822,0.12570197391528198,1.0,2025-10-25 07:15:00+00:00,2025-10-25 07:20:00+00:00,2.5407,2.5469,2.5407,2.5419,0.14194785862329393,2.5414,2025-10-25 07:39:00+00:00,2.542,2.5406,2.5421,2.5404,2.542,0.5062422527754529,SESSION_PRIOR_RANGE_DELIVERY,2.5364,2.57,0.004202989771833135,0.009014948859166021,2.144889554474017,2025-10-25 09:56:00+00:00,2.5364,STRUCTURAL_STOP,False,-0.002202989771833086,0.002,-0.004202989771833086
2025-11-20-LONDON,2025-11-20,LONDON,SOLUSDT,2025-11-20 07:00:00+00:00,2025-11-20 07:15:00+00:00,2025-11-20 00:00:00+00:00,2025-11-20 07:00:00+00:00,144.78,136.26,140.51999999999998,142.78,LONG,1,144.78,142.78,143.22,142.65,143.22,0.5699999999999932,0.7719298245614088,0.10689941786941898,1.0,2025-11-20 07:30:00+00:00,2025-11-20 07:35:00+00:00,143.03,143.54,143.02,143.49,0.4218243087429236,143.22,2025-11-20 07:38:00+00:00,143.27,143.15,143.31,143.12,143.27,0.5332819837993878,SESSION_PRIOR_RANGE_DELIVERY,142.65,144.78,0.0063274935436588575,0.008539540727298045,1.3495929578396815,2025-11-20 09:19:00+00:00,142.65,STRUCTURAL_STOP,False,-0.004327493543658911,0.002,-0.006327493543658911
2025-12-31-ASIA,2025-12-31,ASIA,SOLUSDT,2025-12-31 00:00:00+00:00,2025-12-31 00:15:00+00:00,2025-12-30 16:00:00+00:00,2025-12-31 00:00:00+00:00,126.49,123.45,124.97,124.93,SHORT,-1,123.45,124.93,124.93,124.63,124.76,0.30000000000001137,0.5666666666666509,-0.3056974963041942,1.0,2025-12-31 00:15:00+00:00,2025-12-31 00:20:00+00:00,124.76,124.86,124.51,124.51,-0.15289486014905823,124.63,2025-12-31 00:27:00+00:00,124.55,124.61,124.65,124.52,124.55,-0.1400411050789837,SESSION_PRIOR_RANGE_DELIVERY,124.93,123.45,0.005050983540746765,0.006831794460056157,1.3525671594340825,2025-12-31 00:35:00+00:00,124.93,STRUCTURAL_STOP,False,-0.0030509835407468433,0.002,-0.005050983540746843
2026-01-09-ASIA,2026-01-09,ASIA,SOLUSDT,2026-01-09 00:00:00+00:00,2026-01-09 00:15:00+00:00,2026-01-08 16:00:00+00:00,2026-01-09 00:00:00+00:00,140.0,136.15,138.075,138.29,LONG,1,140.0,138.29,138.66,138.27,138.54,0.38999999999998636,0.6410256410256634,0.038164240282489506,1.0,2026-01-09 00:20:00+00:00,2026-01-09 00:25:00+00:00,138.51,138.79,138.51,138.67,0.27024256550123493,138.66,2026-01-09 00:33:00+00:00,138.71,138.58,138.72,138.57,138.71,0.7459617937330685,SESSION_PRIOR_RANGE_DELIVERY,138.27,140.0,0.005172085646312434,0.007299978372143263,1.4114186947673542,2026-01-09 01:27:00+00:00,138.27,STRUCTURAL_STOP,False,-0.003172085646312439,0.002,-0.005172085646312439
2026-01-10-ASIA,2026-01-10,ASIA,XRPUSDT,2026-01-10 00:00:00+00:00,2026-01-10 00:15:00+00:00,2026-01-09 16:00:00+00:00,2026-01-10 00:00:00+00:00,2.1445,2.0745,2.1094999999999997,2.0946,SHORT,-1,2.0745,2.0946,2.0959,2.0925,2.0925,0.0034000000000000696,0.617647058823514,-0.03533851071408538,1.0,2026-01-10 00:25:00+00:00,2026-01-10 00:30:00+00:00,2.093,2.0935,2.0913,2.0922,-0.12981799002133285,2.0925,2026-01-10 00:42:00+00:00,2.0909,2.0933,2.0935,2.0908,2.0909,-0.6380480872094642,SESSION_PRIOR_RANGE_DELIVERY,2.0959,2.0745,0.004391314744846666,0.005843512363097216,1.3306976845498826,2026-01-10 01:46:00+00:00,2.0959,STRUCTURAL_STOP,False,-0.002391314744846662,0.002,-0.004391314744846662
2026-02-01-ASIA,2026-02-01,ASIA,SOLUSDT,2026-02-01 00:00:00+00:00,2026-02-01 00:15:00+00:00,2026-01-31 16:00:00+00:00,2026-02-01 00:00:00+00:00,109.73,95.5,102.61500000000001,105.44,LONG,1,109.73,105.44,105.92,105.16,105.89,0.7600000000000051,0.5921052631578945,0.20841153013208524,1.0,2026-02-01 00:15:00+00:00,2026-02-01 00:20:00+00:00,105.89,106.28,105.82,106.11,0.09087758269775484,105.92,2026-02-01 00:27:00+00:00,105.99,105.75,106.1,105.72,105.99,0.14047226158353965,SESSION_PRIOR_RANGE_DELIVERY,105.16,109.73,0.009830927445985455,0.03328634776865751,3.3858807270773092,2026-02-01 01:05:00+00:00,105.16,STRUCTURAL_STOP,False,-0.007830927445985458,0.002,-0.009830927445985458
2026-02-25-LONDON,2026-02-25,LONDON,SOLUSDT,2026-02-25 07:00:00+00:00,2026-02-25 07:15:00+00:00,2026-02-25 00:00:00+00:00,2026-02-25 07:00:00+00:00,82.97,78.66,80.815,81.53,LONG,1,82.97,81.53,81.94,81.45,81.84,0.4899999999999949,0.632653061224501,0.11207792599999156,1.0,2026-02-25 07:15:00+00:00,2026-02-25 07:20:00+00:00,81.83,82.38,81.77,82.3,0.3347974527026353,81.94,2026-02-25 07:48:00+00:00,81.95,81.95,81.98,81.93,81.95,0.059804918171619814,SESSION_PRIOR_RANGE_DELIVERY,81.45,82.97,0.008101281269066504,0.01044661378889562,1.2895014309383883,2026-02-25 11:34:00+00:00,82.97,PRIOR_SESSION_OBJECTIVE,False,0.012446613788895666,0.002,0.010446613788895666
2026-03-04-ASIA,2026-03-04,ASIA,ETHUSDT,2026-03-04 00:00:00+00:00,2026-03-04 00:15:00+00:00,2026-03-03 16:00:00+00:00,2026-03-04 00:00:00+00:00,2013.33,1957.42,1985.375,1981.85,SHORT,-1,1957.42,1981.85,1982.52,1976.48,1979.82,6.039999999999964,0.3360927152317856,-0.061799600755572996,0.75,2026-03-04 00:30:00+00:00,2026-03-04 00:35:00+00:00,1979.78,1980.46,1966.69,1967.64,-0.3837351008114475,1976.48,2026-03-04 00:52:00+00:00,1976.45,1977.85,1977.95,1976.1,1976.45,-0.4970119734962608,SESSION_PRIOR_RANGE_DELIVERY,1982.52,1957.42,0.0050711629436615835,0.0076283741050873904,1.5042652326173132,2026-03-04 01:06:00+00:00,1982.52,STRUCTURAL_STOP,False,-0.0030711629436614984,0.002,-0.0050711629436614985
2026-04-29-LONDON,2026-04-29,LONDON,ETHUSDT,2026-04-29 07:00:00+00:00,2026-04-29 07:15:00+00:00,2026-04-29 00:00:00+00:00,2026-04-29 07:00:00+00:00,2342.15,2278.02,2310.085,2323.81,LONG,1,2342.15,2323.81,2325.66,2321.84,2325.53,3.819999999999709,0.450261780104813,0.13185360873974916,0.75,2026-04-29 07:30:00+00:00,2026-04-29 07:35:00+00:00,2322.25,2328.34,2322.24,2327.05,0.21518838898629034,2325.66,2026-04-29 07:45:00+00:00,2326.13,2325.11,2326.3,2325.1,2326.13,0.38844458443627916,SESSION_PRIOR_RANGE_DELIVERY,2321.84,2342.15,0.0038442649379011335,0.004886975362511975,1.271237919720521,2026-04-29 07:48:00+00:00,2321.84,STRUCTURAL_STOP,False,-0.00184426493790113,0.002,-0.00384426493790113
2026-06-26-ASIA,2026-06-26,ASIA,SOLUSDT,2026-06-26 00:00:00+00:00,2026-06-26 00:15:00+00:00,2026-06-25 16:00:00+00:00,2026-06-26 00:00:00+00:00,68.8,65.61,67.205,67.69,LONG,1,68.8,67.69,67.87,67.59,67.86,0.28000000000000114,0.6071428571428608,0.07369876408011461,1.0,2026-06-26 00:15:00+00:00,2026-06-26 00:20:00+00:00,67.86,68.06,67.8,67.94,0.16019856128482607,67.87,2026-06-26 00:37:00+00:00,67.9,67.75,67.9,67.73,67.9,0.1884144459894448,SESSION_PRIOR_RANGE_DELIVERY,67.59,68.8,0.00656553755522831,0.011254786450662612,1.7142216240466297,2026-06-26 01:05:00+00:00,67.59,STRUCTURAL_STOP,False,-0.004565537555228261,0.002,-0.006565537555228261
2026-07-02-LONDON,2026-07-02,LONDON,BTCUSDT,2026-07-02 07:00:00+00:00,2026-07-02 07:15:00+00:00,2026-07-02 00:00:00+00:00,2026-07-02 07:00:00+00:00,61102.5,59555.0,60328.75,60247.6,SHORT,-1,59555.0,60247.6,60288.0,60180.0,60211.5,108.0,0.33425925925924577,-0.09290492409347766,0.75,2026-07-02 07:15:00+00:00,2026-07-02 07:20:00+00:00,60211.5,60243.9,60166.0,60173.2,-0.13031326717890235,60180.0,2026-07-02 07:21:00+00:00,60168.1,60173.3,60192.3,60167.2,60168.1,-0.04712046198903275,SESSION_PRIOR_RANGE_DELIVERY,60288.0,59555.0,0.003992750311211447,0.008189784952491412,2.0511638129474057,2026-07-02 08:08:00+00:00,60288.0,STRUCTURAL_STOP,False,-0.0019927503112113776,0.002,-0.003992750311211378
2026-07-02-LONDON,2026-07-02,LONDON,ETHUSDT,2026-07-02 07:00:00+00:00,2026-07-02 07:15:00+00:00,2026-07-02 00:00:00+00:00,2026-07-02 07:00:00+00:00,1643.47,1596.14,1619.805,1618.22,SHORT,-1,1596.14,1618.22,1619.19,1616.27,1617.02,2.9200000000000728,0.41095890410959435,-0.05247866947950846,0.75,2026-07-02 07:15:00+00:00,2026-07-02 07:20:00+00:00,1617.02,1618.23,1614.48,1614.93,-0.1881076040959854,1616.27,2026-07-02 07:26:00+00:00,1616.0,1616.86,1616.86,1616.0,1616.0,-0.06023134332482061,SESSION_PRIOR_RANGE_DELIVERY,1619.19,1596.14,0.003974009900990133,0.010289603960395978,2.589224540641507,2026-07-02 08:08:00+00:00,1619.19,STRUCTURAL_STOP,False,-0.00197400990099017,0.002,-0.00397400990099017
