trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,price,expire_time_ns,is_post_only,display_qty,trigger_instrument_id
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-001,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-0e864836ad9277ce-24302,MARKET,BUY,1320.3,GTC,False,False,1320.3,TAKER,136.281,0.0,['143.94544344 USDT'],NO_TRIGGER,FILLED,OTO,OL-20220118-144300-001-000-1,"['O-20220118-144300-001-000-2', 'O-20220118-144300-001-000-3']",,,,,['ENTRY'],e47d2bcc-0dc0-4d6f-aa43-80a677df9d00,2022-01-18 14:43:00+00:00,2022-01-18 14:43:00+00:00,,,,,
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-003,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-65a8d2d7d21e290a-25891,LIMIT,SELL,1320.3,GTC,True,False,1320.3,MAKER,140.799,0.0010000000000047748,['74.35876788 USDT'],NO_TRIGGER,FILLED,OUO,OL-20220118-144300-001-000-1,['O-20220118-144300-001-000-2'],O-20220118-144300-001-000-1,,,,['TAKE_PROFIT'],3c212dcf-f41d-457e-a2df-e110fde0f050,2022-01-18 14:43:00+00:00,2022-01-18 21:55:00+00:00,140.800,,True,,
