population,split,variant,horizon_hours,signals,mean_mfe_bps,mean_mae_bps,median_impulse_atr,median_volume_ratio,gross_n,gross_mean,gross_median,gross_win_rate,gross_t_stat_naive,gross_profit_factor,net10_n,net10_mean,net10_median,net10_win_rate,net10_t_stat_naive,net10_profit_factor,net15_n,net15_mean,net15_median,net15_win_rate,net15_t_stat_naive,net15_profit_factor,net20_n,net20_mean,net20_median,net20_win_rate,net20_t_stat_naive,net20_profit_factor
all_symbol_events,development,public_vectorized_no_adx,2,79,273.0979196323559,-117.24682589553477,1.981010279214897,4.269751963495765,79,46.91525497101061,28.19142343290504,0.5822784810126582,1.9260698252201311,1.8778392330841287,79,36.91525497101061,18.19142343290504,0.5569620253164557,1.515527491727482,1.6390521435172365,79,31.915254971010615,13.19142343290504,0.5569620253164557,1.3102563249811574,1.5320909355225472,79,26.915254971010615,8.19142343290504,0.5443037974683544,1.1049851582348327,1.4323758719690929
all_symbol_events,development,recursive_utbot_full,2,29,221.49810366813475,-102.32327100624057,2.377450100348179,5.272200987707683,29,45.34183427282626,34.3494355231777,0.6551724137931034,1.4589815637459944,2.2824323342785284,29,35.34183427282626,24.349435523177704,0.5862068965517241,1.1372077345340663,1.901628468244466,29,30.34183427282626,19.349435523177704,0.5862068965517241,0.9763208199281023,1.7352611393819481,29,25.34183427282627,14.349435523177704,0.5517241379310345,0.8154339053221384,1.5828138900663957
all_symbol_events,development,recursive_utbot_no_adx,2,32,253.91151741280757,-119.6120404900002,2.3640304982120135,5.542448859709102,32,44.30249035668417,31.270429478041372,0.625,1.0983611862110785,1.8402181262598,32,34.302490356684174,21.270429478041372,0.5625,0.850438061039547,1.6035571770157542,32,29.30249035668417,16.270429478041372,0.5625,0.726476498453781,1.4964725518099706,32,24.30249035668417,11.270429478041372,0.53125,0.6025149358680152,1.39618465594408
all_symbol_events,development,impulse_only_2atr,2,113,241.43478170319653,-124.16555139916494,1.9374913996697314,3.624289555132069,113,37.25917752981585,24.596849014183462,0.5398230088495575,1.530245786832276,1.6222979147940289,113,27.259177529815844,14.596849014183462,0.5221238938053098,1.1195427363938355,1.4221237946995515,113,22.25917752981585,9.596849014183462,0.5221238938053098,0.9141912111746155,1.332396973801331,113,17.259177529815847,4.596849014183462,0.5132743362831859,0.7088396859553953,1.2487180787644572
all_symbol_events,development,public_vectorized_no_ema,4,77,312.5432636858365,-147.17666870897537,2.006922478852532,4.016194445098744,77,65.41210346694157,38.17900637927751,0.6233766233766234,2.242303009414166,2.0924402060605063,77,55.41210346694159,28.17900637927751,0.5584415584415584,1.899506662779725,1.8673913461703113,77,50.41210346694158,23.17900637927751,0.5454545454545454,1.7281084894625038,1.7623611514706572,77,45.41210346694157,18.17900637927751,0.5454545454545454,1.5567103161452829,1.6639293218214828
all_symbol_events,development,public_vectorized_no_adx,4,79,317.63473231614637,-148.50109020557704,1.981010279214897,4.269751963495765,79,65.06089263681572,42.77416003648726,0.620253164556962,2.3926355416823304,2.041177642212831,79,55.060892636815744,32.77416003648726,0.5569620253164557,2.024882280896539,1.8277404809882623,79,50.060892636815744,27.77416003648726,0.5569620253164557,1.8410056505036434,1.7283205057557731,79,45.06089263681574,22.77416003648726,0.5569620253164557,1.6571290201107471,1.635108690049889
all_symbol_events,development,public_vectorized_full,4,71,299.35620978270015,-136.7686174711067,1.988744893010492,4.016194445098744,71,60.93794604084019,73.54006665700629,0.6338028169014085,2.354255841308564,2.075527446517929,71,50.93794604084021,63.54006665700629,0.5633802816901409,1.967919249042925,1.840819918461221,71,45.93794604084021,58.54006665700629,0.5633802816901409,1.774750952910105,1.7319111226490818,71,40.93794604084021,53.54006665700629,0.5633802816901409,1.581582656777285,1.6303238935194528
all_symbol_events,development,public_vectorized_no_volume,4,71,299.35620978270015,-136.7686174711067,1.988744893010492,4.016194445098744,71,60.93794604084019,73.54006665700629,0.6338028169014085,2.354255841308564,2.075527446517929,71,50.93794604084021,63.54006665700629,0.5633802816901409,1.967919249042925,1.840819918461221,71,45.93794604084021,58.54006665700629,0.5633802816901409,1.774750952910105,1.7319111226490818,71,40.93794604084021,53.54006665700629,0.5633802816901409,1.581582656777285,1.6303238935194528
all_symbol_events,development,recursive_utbot_no_adx,4,32,288.55733776401587,-154.87854319381069,2.3640304982120135,5.542448859709102,32,43.99054989632476,40.476583207882385,0.65625,1.0784544383241992,1.658064623822861,32,33.99054989632475,30.476583207882385,0.5625,0.8332985035005018,1.4822769966458333,32,28.990549896324755,25.476583207882385,0.5625,0.7107205360886533,1.3989517352250644,32,23.990549896324755,20.476583207882385,0.5625,0.5881425686768047,1.3204965743941321
all_symbol_events,development,impulse_only_2atr,4,113,280.83039508821776,-161.46322881329226,1.9374913996697314,3.624289555132069,113,43.276745087126855,16.34354878434996,0.5575221238938053,1.7361946034585891,1.5752144626381388,113,33.276745087126855,6.343548784349959,0.5132743362831859,1.3350104108943845,1.4168744044722845,113,28.276745087126855,1.3435487843499594,0.504424778761062,1.1344183146122824,1.343657466464383,113,23.276745087126855,-3.6564512156500406,0.49557522123893805,0.9338262183301801,1.2745157985312585
all_symbol_events,development,recursive_utbot_full,4,29,259.7279744005026,-138.16692433659773,2.377450100348179,5.272200987707683,29,40.81833819031538,42.77416003648726,0.6896551724137931,1.2242845584587017,1.736687100145794,29,30.81833819031537,32.77416003648726,0.5862068965517241,0.9243496241283329,1.5247919618364185,29,25.818338190315373,27.77416003648726,0.5862068965517241,0.7743821569631487,1.4246867995973889,29,20.81833819031538,22.77416003648726,0.5862068965517241,0.6244146897979647,1.3311710395187903
all_symbol_events,development,public_vectorized_no_adx,8,79,422.46846741237687,-202.73008264454978,1.981010279214897,4.269751963495765,79,86.88564707026023,28.459786584464908,0.5569620253164557,2.073794179201042,1.9594938029279971,79,76.88564707026026,18.459786584464908,0.5316455696202531,1.8351133096756003,1.8085905390854504,79,71.88564707026026,13.459786584464908,0.5189873417721519,1.715772874912879,1.737664537591672,79,66.88564707026026,8.459786584464908,0.5189873417721519,1.5964324401501577,1.6698251331546126
all_symbol_events,development,public_vectorized_no_ema,8,77,379.8257787102599,-187.4052296517203,2.006922478852532,4.016194445098744,77,78.34622500977167,20.917584716217963,0.5324675324675324,2.0164052367435685,1.9577189846787832,77,68.34622500977167,10.917584716217963,0.5194805194805194,1.759034159005991,1.7897872943675497,77,63.34622500977168,5.917584716217963,0.5064935064935064,1.6303486201372024,1.7120494906376476,77,58.34622500977168,0.9175847162179629,0.5064935064935064,1.5016630812684137,1.6381465196364573
all_symbol_events,development,impulse_only_2atr,8,113,368.04806513986614,-209.54016481793983,1.9374913996697314,3.624289555132069,113,71.85758141383597,20.917584716217963,0.5309734513274337,2.046758965830206,1.760847155389802,113,61.85758141383598,10.917584716217963,0.5132743362831859,1.7619234724056934,1.6235281948811897,113,56.85758141383598,5.917584716217963,0.504424778761062,1.619505725693437,1.5593183339930035,113,51.85758141383598,0.9175847162179629,0.504424778761062,1.4770879789811808,1.497993674358749
all_symbol_events,development,public_vectorized_full,8,71,372.32457114721575,-178.64392104483179,1.988744893010492,4.016194445098744,71,70.85161280015173,20.917584716217963,0.5352112676056338,1.952278728523973,1.8949140914081697,71,60.85161280015173,10.917584716217963,0.5211267605633803,1.6767340159384339,1.7254491764716344,71,55.85161280015173,5.917584716217963,0.5070422535211268,1.5389616596456641,1.647174221916185,71,50.85161280015174,0.9175847162179629,0.5070422535211268,1.4011893033528948,1.5728756964425363
all_symbol_events,development,public_vectorized_no_volume,8,71,372.32457114721575,-178.64392104483179,1.988744893010492,4.016194445098744,71,70.85161280015173,20.917584716217963,0.5352112676056338,1.952278728523973,1.8949140914081697,71,60.85161280015173,10.917584716217963,0.5211267605633803,1.6767340159384339,1.7254491764716344,71,55.85161280015173,5.917584716217963,0.5070422535211268,1.5389616596456641,1.647174221916185,71,50.85161280015174,0.9175847162179629,0.5070422535211268,1.4011893033528948,1.5728756964425363
all_symbol_events,development,recursive_utbot_no_adx,8,32,397.53027283759724,-217.62401177119068,2.3640304982120135,5.542448859709102,32,70.00561220407093,30.744385601809697,0.59375,0.9684685801811886,1.7105902718416237,32,60.00561220407093,20.744385601809697,0.5625,0.8301270173136233,1.584180491692375,32,55.00561220407093,15.744385601809697,0.5625,0.7609562358798405,1.524336924250577,32,50.00561220407093,10.744385601809697,0.5625,0.6917854544460578,1.466938116130347
all_symbol_events,development,recursive_utbot_full,8,29,307.1293533466735,-179.0262414369644,2.377450100348179,5.272200987707683,29,34.36369067046103,28.459786584464908,0.5862068965517241,0.7441861292860251,1.4562918488105594,29,24.36369067046103,18.459786584464908,0.5517241379310345,0.5276243704160075,1.3060747073942232,29,19.36369067046103,13.459786584464908,0.5517241379310345,0.4193434909809988,1.2365988886016093,29,14.363690670461025,8.459786584464908,0.5517241379310345,0.31106261154599,1.1708270584573732
all_symbol_events,development,public_vectorized_no_adx,12,79,527.8226997257423,-217.1439632444696,1.981010279214897,4.269751963495765,79,206.54961090440838,56.54563718242578,0.5822784810126582,3.536041176028229,3.339936430370034,79,196.54961090440835,46.54563718242578,0.569620253164557,3.3648454443807494,3.1251593916598748,79,191.54961090440835,41.54563718242578,0.569620253164557,3.27924757855701,3.0240051283847404,79,186.54961090440835,36.54563718242578,0.569620253164557,3.1936497127332704,2.927348683970052
all_symbol_events,development,recursive_utbot_no_adx,12,32,479.2810396116385,-231.30289683066945,2.3640304982120135,5.542448859709102,32,178.84832989123726,64.14835810193142,0.625,2.0660561980648855,3.021084117984025,32,168.84832989123726,54.14835810193143,0.59375,1.9505361817850961,2.828631716802792,32,163.84832989123726,49.14835810193143,0.59375,1.8927761736452016,2.7362859221073603,32,158.84832989123726,44.14835810193143,0.59375,1.8350161655053068,2.64783183977551
all_symbol_events,development,public_vectorized_no_ema,12,77,467.17698177919385,-202.19349676072895,2.006922478852532,4.016194445098744,77,172.73651418887923,56.54563718242578,0.5844155844155844,3.413717237903458,3.2082711328921754,77,162.73651418887923,46.54563718242578,0.5714285714285714,3.2160915503681218,2.974534259450708,77,157.73651418887923,41.54563718242578,0.5714285714285714,3.117278706600454,2.8653681380013265,77,152.73651418887923,36.54563718242578,0.5714285714285714,3.018465862832786,2.7615980550897077
all_symbol_events,development,public_vectorized_full,12,71,464.88742553403006,-194.68190086727776,1.988744893010492,4.016194445098744,71,171.22349956880223,56.54563718242578,0.5915492957746479,3.3216082414711074,3.198557567202433,71,161.2234995688022,46.54563718242578,0.5774647887323944,3.127615696648929,2.9659707374002573,71,156.2234995688022,41.54563718242578,0.5774647887323944,3.0306194242378397,2.8571561040862528,71,151.2234995688022,36.54563718242578,0.5774647887323944,2.9336231518267506,2.753673341666544
all_symbol_events,development,public_vectorized_no_volume,12,71,464.88742553403006,-194.68190086727776,1.988744893010492,4.016194445098744,71,171.22349956880223,56.54563718242578,0.5915492957746479,3.3216082414711074,3.198557567202433,71,161.2234995688022,46.54563718242578,0.5774647887323944,3.127615696648929,2.9659707374002573,71,156.2234995688022,41.54563718242578,0.5774647887323944,3.0306194242378397,2.8571561040862528,71,151.2234995688022,36.54563718242578,0.5774647887323944,2.9336231518267506,2.753673341666544
all_symbol_events,development,impulse_only_2atr,12,113,455.86346525972516,-225.67302537794515,1.9374913996697314,3.624289555132069,113,154.49135062258438,25.154292646821787,0.5309734513274337,3.3241736156538257,2.56248755139514,113,144.49135062258438,15.154292646821787,0.5221238938053098,3.109004701519944,2.3948077246346564,113,139.49135062258438,10.154292646821787,0.5221238938053098,3.001420244453003,2.316183515286378,113,134.49135062258438,5.154292646821787,0.5132743362831859,2.8938357873860623,2.2408513396715946
all_symbol_events,development,recursive_utbot_full,12,29,397.3370959938916,-194.1201835715617,2.377450100348179,5.272200987707683,29,135.39663012189803,38.82274561362698,0.6206896551724138,1.985883902608274,2.956774975588296,29,125.39663012189804,28.822745613626978,0.5862068965517241,1.8392123125679325,2.7156173593092268,29,120.39663012189804,23.822745613626978,0.5862068965517241,1.765876517547762,2.6018663242819393,29,115.39663012189806,18.822745613626978,0.5862068965517241,1.6925407225275917,2.4942100566241523
all_symbol_events,development,public_vectorized_no_ema,24,77,569.027799042304,-284.72522908300533,2.006922478852532,4.016194445098744,77,76.16112400142829,27.306492298965203,0.5324675324675324,1.4075717711868092,1.5513766926656982,77,66.16112400142828,17.306492298965203,0.5194805194805194,1.2227567767074192,1.4629006921410597,77,61.161124001428284,12.306492298965203,0.5194805194805194,1.1303492794677243,1.420843509708241,77,56.161124001428284,7.306492298965203,0.5064935064935064,1.0379417822280295,1.380020733574319
all_symbol_events,development,impulse_only_2atr,24,113,557.927232817631,-313.592338987398,1.9374913996697314,3.624289555132069,113,63.582184042922975,-2.567524795428211,0.49557522123893805,1.3211978994540037,1.3967390079917212,113,53.582184042922975,-12.567524795428211,0.48672566371681414,1.1134041724310233,1.3239747712868974,113,48.58218404292298,-17.567524795428213,0.48672566371681414,1.0095073089195332,1.2892548021520631,113,43.58218404292298,-22.567524795428213,0.4778761061946903,0.905610445408043,1.2555268895186338
all_symbol_events,development,public_vectorized_full,24,71,566.4746970724614,-281.15333265360624,1.988744893010492,4.016194445098744,71,53.79024509477088,27.306492298965203,0.5352112676056338,1.0143687706010673,1.3808633865822215,71,43.790245094770874,17.306492298965203,0.5211267605633803,0.825790196769717,1.2999053218035732,71,38.79024509477087,12.306492298965203,0.5211267605633803,0.7315009098540418,1.261375823196949,71,33.79024509477087,7.306492298965203,0.5070422535211268,0.6372116229383666,1.223986194936992
all_symbol_events,development,public_vectorized_no_volume,24,71,566.4746970724614,-281.15333265360624,1.988744893010492,4.016194445098744,71,53.79024509477088,27.306492298965203,0.5352112676056338,1.0143687706010673,1.3808633865822215,71,43.790245094770874,17.306492298965203,0.5211267605633803,0.825790196769717,1.2999053218035732,71,38.79024509477087,12.306492298965203,0.5211267605633803,0.7315009098540418,1.261375823196949,71,33.79024509477087,7.306492298965203,0.5070422535211268,0.6372116229383666,1.223986194936992
all_symbol_events,development,public_vectorized_no_adx,24,79,619.1226526273704,-303.8167295162844,1.981010279214897,4.269751963495765,79,46.76995343495659,16.002075944986373,0.5189873417721519,0.8316941842246879,1.2922766717979013,79,36.76995343495658,6.002075944986373,0.5063291139240507,0.6538675833533969,1.2229165996467488,79,31.769953434956577,1.0020759449863732,0.5063291139240507,0.5649542829177515,1.1897645717948655,79,26.769953434956577,-3.997924055013627,0.4936708860759494,0.47604098248210613,1.1575289809820977
all_symbol_events,development,recursive_utbot_full,24,29,485.4460460630251,-303.660423115106,2.377450100348179,5.272200987707683,29,-5.508403725779519,0.5363655867829387,0.5172413793103449,-0.07334341382954554,0.9657542425944258,29,-15.50840372577952,-9.463634413217061,0.4827586206896552,-0.20649163149974978,0.906577653327073,29,-20.50840372577952,-14.463634413217061,0.4827586206896552,-0.2730657403348519,0.8783529148189675,29,-25.50840372577952,-19.46363441321706,0.4827586206896552,-0.33963984916995404,0.8509810435336428
all_symbol_events,development,recursive_utbot_no_adx,24,32,559.1297756117908,-330.985697951701,2.3640304982120135,5.542448859709102,32,-11.700274606369977,-1.0155796043226362,0.5,-0.1463659661598432,0.9346980535902218,32,-21.700274606369977,-11.015579604322635,0.46875,-0.2714621464496265,0.8823627095633886,32,-26.700274606369977,-16.01557960432264,0.46875,-0.3340102365945182,0.8573123235425905,32,-31.700274606369977,-21.01557960432264,0.46875,-0.3965583267394098,0.8329631708974427
all_symbol_events,forward,public_vectorized_full,1,31,64.18306072328548,-38.95796884867359,2.0777504559719078,5.213026269745486,31,13.403889253936551,6.519754857217119,0.6451612903225806,0.9778375839433622,1.7781984152270975,31,3.4038892539365486,-3.4802451427828807,0.4838709677419355,0.24831978099957552,1.157509530160896,31,-1.5961107460634518,-8.48024514278288,0.41935483870967744,-0.11643912047231772,0.9348590646172996,31,-6.596110746063453,-13.48024514278288,0.3870967741935484,-0.481198021944211,0.7606580736110545
all_symbol_events,forward,public_vectorized_no_adx,1,31,64.18306072328548,-38.95796884867359,2.0777504559719078,5.213026269745486,31,13.403889253936551,6.519754857217119,0.6451612903225806,0.9778375839433622,1.7781984152270975,31,3.4038892539365486,-3.4802451427828807,0.4838709677419355,0.24831978099957552,1.157509530160896,31,-1.5961107460634518,-8.48024514278288,0.41935483870967744,-0.11643912047231772,0.9348590646172996,31,-6.596110746063453,-13.48024514278288,0.3870967741935484,-0.481198021944211,0.7606580736110545
all_symbol_events,forward,public_vectorized_no_volume,1,31,64.18306072328548,-38.95796884867359,2.0777504559719078,5.213026269745486,31,13.403889253936551,6.519754857217119,0.6451612903225806,0.9778375839433622,1.7781984152270975,31,3.4038892539365486,-3.4802451427828807,0.4838709677419355,0.24831978099957552,1.157509530160896,31,-1.5961107460634518,-8.48024514278288,0.41935483870967744,-0.11643912047231772,0.9348590646172996,31,-6.596110746063453,-13.48024514278288,0.3870967741935484,-0.481198021944211,0.7606580736110545
all_symbol_events,forward,public_vectorized_no_ema,1,39,59.307548040947985,-41.07015988844574,2.0723775192425986,4.6501734353197355,39,11.240515262377436,6.519754857217119,0.6153846153846154,1.0055269669773075,1.6822899375744709,39,1.2405152623774343,-3.4802451427828807,0.48717948717948717,0.11097102936574935,1.059108799050498,39,-3.7594847376225644,-8.48024514278288,0.4358974358974359,-0.3363069394400295,0.8420275752069948,39,-8.759484737622566,-13.48024514278288,0.38461538461538464,-0.7835849082458086,0.6730843035772296
all_symbol_events,forward,impulse_only_2atr,1,62,57.86519215396188,-45.781479152972615,1.9210024112971147,3.924960139521439,62,8.507908456033373,6.83003094520962,0.5967741935483871,0.996299012701164,1.4633491243815582,62,-1.4920915439666254,-3.1699690547903803,0.43548387096774194,-0.17472794163170685,0.9350093035175813,62,-6.492091543966627,-8.16996905479038,0.3870967741935484,-0.7602414187981426,0.7497897993081454,62,-11.492091543966627,-13.16996905479038,0.3548387096774194,-1.345754895964578,0.6053733746200517
all_symbol_events,forward,recursive_utbot_full,1,17,64.44675464298075,-39.22550737016521,2.279189054904056,5.458365249870013,17,6.0377049802194085,4.496402877698369,0.5294117647058824,0.3368939580928194,1.331926785730154,17,-3.96229501978059,-5.503597122301631,0.35294117647058826,-0.22108951277325245,0.83276016244468,17,-8.96229501978059,-10.503597122301631,0.29411764705882354,-0.5000812482062884,0.6705415600594697,17,-13.96229501978059,-15.503597122301631,0.29411764705882354,-0.7790729836393243,0.5456834303551087
all_symbol_events,forward,recursive_utbot_no_adx,1,17,64.44675464298075,-39.22550737016521,2.279189054904056,5.458365249870013,17,6.0377049802194085,4.496402877698369,0.5294117647058824,0.3368939580928194,1.331926785730154,17,-3.96229501978059,-5.503597122301631,0.35294117647058826,-0.22108951277325245,0.83276016244468,17,-8.96229501978059,-10.503597122301631,0.29411764705882354,-0.5000812482062884,0.6705415600594697,17,-13.96229501978059,-15.503597122301631,0.29411764705882354,-0.7790729836393243,0.5456834303551087
all_symbol_events,forward,public_vectorized_full,2,31,80.9209912549614,-65.26097134873406,2.0777504559719078,5.213026269745486,31,10.776924037957022,9.97986873353951,0.5483870967741935,0.547882430776303,1.345214248429937,31,0.7769240379570221,-0.020131266460490238,0.4838709677419355,0.03949763670461268,1.021591442690104,31,-4.2230759620429765,-5.02013126646049,0.41935483870967744,-0.21469476033123241,0.8910535040607214,31,-9.223075962042977,-10.02013126646049,0.41935483870967744,-0.4688871573670776,0.7786430029102898
all_symbol_events,forward,public_vectorized_no_adx,2,31,80.9209912549614,-65.26097134873406,2.0777504559719078,5.213026269745486,31,10.776924037957022,9.97986873353951,0.5483870967741935,0.547882430776303,1.345214248429937,31,0.7769240379570221,-0.020131266460490238,0.4838709677419355,0.03949763670461268,1.021591442690104,31,-4.2230759620429765,-5.02013126646049,0.41935483870967744,-0.21469476033123241,0.8910535040607214,31,-9.223075962042977,-10.02013126646049,0.41935483870967744,-0.4688871573670776,0.7786430029102898
all_symbol_events,forward,public_vectorized_no_volume,2,31,80.9209912549614,-65.26097134873406,2.0777504559719078,5.213026269745486,31,10.776924037957022,9.97986873353951,0.5483870967741935,0.547882430776303,1.345214248429937,31,0.7769240379570221,-0.020131266460490238,0.4838709677419355,0.03949763670461268,1.021591442690104,31,-4.2230759620429765,-5.02013126646049,0.41935483870967744,-0.21469476033123241,0.8910535040607214,31,-9.223075962042977,-10.02013126646049,0.41935483870967744,-0.4688871573670776,0.7786430029102898
all_symbol_events,forward,impulse_only_2atr,2,62,73.63481582137545,-68.37727257859136,1.9210024112971147,3.924960139521439,62,3.447945599343097,5.415487983678746,0.532258064516129,0.2682901754861091,1.100566350422437,62,-6.552054400656901,-4.584512016321254,0.45161290322580644,-0.5098258584131025,0.8330055423693541,62,-11.552054400656903,-9.584512016321254,0.41935483870967744,-0.8988838753627085,0.7254525595262087,62,-16.552054400656903,-14.584512016321254,0.4032258064516129,-1.2879418923123145,0.6326023370970366
all_symbol_events,forward,public_vectorized_no_ema,2,39,76.65289033167025,-71.64918561173789,2.0723775192425986,4.6501734353197355,39,-0.4625037413042128,2.308645159646572,0.5128205128205128,-0.025338206980528917,0.9885095368976667,39,-10.462503741304214,-7.691354840353428,0.4358974358974359,-0.5731868991679216,0.7691463160769213,39,-15.462503741304218,-12.691354840353428,0.38461538461538464,-0.8471112452616182,0.6798640967312528,39,-20.462503741304214,-17.691354840353426,0.38461538461538464,-1.1210355913553143,0.6017165364680036
all_symbol_events,forward,recursive_utbot_full,2,17,70.62093406076977,-69.68867648861712,2.279189054904056,5.458365249870013,17,-9.587183750193413,-1.5403362203203486,0.4117647058823529,-0.4989132926352034,0.7394797291368591,17,-19.587183750193418,-11.540336220320349,0.4117647058823529,-1.0193093814502723,0.5410956555337043,17,-24.587183750193418,-16.54033622032035,0.4117647058823529,-1.2795074258578065,0.46108716466307714,17,-29.587183750193418,-21.54033622032035,0.4117647058823529,-1.539705470265341,0.39076959578193576
all_symbol_events,forward,recursive_utbot_no_adx,2,17,70.62093406076977,-69.68867648861712,2.279189054904056,5.458365249870013,17,-9.587183750193413,-1.5403362203203486,0.4117647058823529,-0.4989132926352034,0.7394797291368591,17,-19.587183750193418,-11.540336220320349,0.4117647058823529,-1.0193093814502723,0.5410956555337043,17,-24.587183750193418,-16.54033622032035,0.4117647058823529,-1.2795074258578065,0.46108716466307714,17,-29.587183750193418,-21.54033622032035,0.4117647058823529,-1.539705470265341,0.39076959578193576
