run_id,scenario_id,branch,side,signal_observed_ns,opened_ns,closed_ns,entry_reference,stop_price,target_price,planned_loss,gross_realized_pnl,native_net_realized_pnl,native_commissions,extra_composite_cost,net_pnl,realized_r,nav_before,nav_after,net_reward_to_risk_at_signal,reason_code
baseline:development-2023,DEPTH-1673554320000000000-977,REVERSAL,BUY,1673554500000000000,1673554500000000000,1673555640000000000,18837.9,18812.2105,18948.25,2999.96362033625,6135.7454,5736.29625509,399.44914491,1177.0815950400001,4559.21466005,1.5197566494286292,100000.0,104559.21466005,1.5207643938407251,AGGRESSION_ABSORBED_BY_OPPOSING_DEPTH_REPLENISHMENT
baseline:development-2023,DEPTH-1673649600000000000-1081,CONTINUATION,BUY,1673649720000000000,1673649720000000000,1673649900000000000,19964.7,19947.0595,20052.8,3136.76519015475,-1160.4384,-1634.11643181,473.67803181,1499.9804340899998,-3134.0968659,-0.9991493388593048,104559.21466005,101425.11779414999,1.2209712184611596,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1674061200000000000-1328,CONTINUATION,BUY,1674061500000000000,1674061500000000000,1674062160000000000,20848.2,20735.041999999998,21101.6,3042.657350588542,5341.4186,5173.35581732,168.06278268,495.13209297000003,4678.22372435,1.5375453708072289,101425.11779414999,106103.34151849999,1.5375453708072018,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1674392880000000000-1589,CONTINUATION,BUY,1674393240000000000,1674393240000000000,1674393600000000000,22879.0,22872.972,22964.4,3183.062827058,-479.35849999999994,-1129.14530743,649.7868074300001,2057.6582234949997,-3186.803530925,-1.0011751900827095,106103.34151849999,102916.537987575,1.2646243755172109,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1674408360000000000-1607,CONTINUATION,BUY,1674408600000000000,1674408600000000000,1674408660000000000,22892.7,22886.429,23004.4,3087.468145483,-479.0268,-1105.58153657,626.55473657,1984.0899991300003,-3089.6715357000003,-1.0007136560162486,102916.537987575,99826.86645187499,1.9031280652713427,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1674424380000000000-1624,CONTINUATION,BUY,1674424740000000000,1674424740000000000,1674425100000000000,22586.5,22563.559,22692.899999999998,2994.7964599485,-1207.3338,-1635.8064430000002,428.472643,1356.8300361499998,-2992.63647915,-0.9992787553920986,99826.86645187499,96834.22997272499,1.2752804592822433,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1674434220000000000-1634,CONTINUATION,BUY,1674434340000000000,1674434340000000000,1674434400000000000,22791.0,22777.24,22898.0,2904.98044418,-838.2284999999999,-1335.29427963,497.06577963,1574.0416354949998,-2909.3359151249997,-1.0014993116231559,96834.22997272499,93924.89405759999,1.5172934096960256,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1675173540000000000-2386,CONTINUATION,BUY,1675173720000000000,1675173720000000000,1675173960000000000,23126.2,23074.058,23266.5,2817.7085619775,-1691.4265,-1961.40719311,269.98069311,854.9388615150001,-2816.346054625,-0.9995164484464839,93924.89405759999,91108.54800297499,1.2156101919465774,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1675183980000000000-2398,CONTINUATION,SELL,1675184160000000000,1675184160000000000,1675184220000000000,23098.0,23108.6275,22991.0,2733.249926925,-639.816,-1141.84146768,502.02546768,1589.74731432,-2731.588782,-0.9993922455064805,91108.54800297499,88376.95922097498,1.5995869704161507,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1675699740000000000-2930,CONTINUATION,BUY,1675700100000000000,1675700100000000000,1675701300000000000,23081.7,23050.4895,23303.100000000002,2651.273052289875,-1256.9544,-1591.48942945,334.53502945,1059.3609265999999,-2650.85035605,-0.9998405685753453,88376.95922097498,85726.10886492499,2.835623990258836,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1676463900000000000-3468,CONTINUATION,BUY,1676464080000000000,1676464080000000000,1676465520000000000,22782.3,22739.8415,23057.1,2571.77196304075,-1426.895,-1701.99961738,275.10461738000004,871.1646216699999,-2573.16423905,-1.0005413683752908,85726.10886492499,83152.94462587498,3.138643823908896,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1676645760000000000-3647,CONTINUATION,SELL,1676645880000000000,1676645880000000000,1676646060000000000,23818.0,23878.941,23487.199999999997,2494.53661240975,-1570.7937,-1792.23800551,221.44430551,701.240300765,-2493.4783062750003,-0.9995757504101223,83152.94462587498,80659.46631959997,3.053559965568854,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1676665320000000000-3668,REVERSAL,SELL,1676665440000000000,1676665440000000000,1676667300000000000,24954.4,25051.591500000002,24753.25,2419.678829479536,3614.3568,3444.73295155,169.62384845000003,500.0866463499999,2944.6463052,1.216957502510109,80659.46631959997,83604.11262479998,1.2165860178159436,AGGRESSION_ABSORBED_BY_OPPOSING_DEPTH_REPLENISHMENT
baseline:development-2023,DEPTH-1676967540000000000-3978,CONTINUATION,BUY,1676967900000000000,1676967900000000000,1676968200000000000,25096.6,25083.9895,25195.8,2508.0764471115,-628.9416,-1079.80826933,450.86666933000004,1427.7444528699998,-2507.5527222,-0.9997911846299171,83604.11262479998,81096.55990259998,1.2235953273013112,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1677152340000000000-4149,CONTINUATION,SELL,1677152640000000000,1677152640000000000,1677155040000000000,23746.8,23846.7055,23458.1,2432.810887131625,-1792.3058999999998,-1946.0033970299999,153.69749703000002,486.708740595,-2432.7121376249997,-0.9999594092959928,81096.55990259998,78663.84776497498,1.867958332011163,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1677281100000000000-4284,CONTINUATION,BUY,1677281340000000000,1677281340000000000,1677281520000000000,23169.1,23155.356,23295.700000000004,2359.87893514,-671.5070000000001,-1077.3377548400001,405.83075484,1285.1307236100001,-2362.4684784500005,-1.0010973204054838,78663.84776497498,76301.37928652499,1.8922753076464396,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1677421920000000000-4437,CONTINUATION,SELL,1677422040000000000,1677422040000000000,1677422520000000000,23192.4,23212.1115,23087.6,2289.025448530125,-827.1832999999999,-1177.90943909,350.72613909,1110.6327737850002,-2288.542212875,-0.9997888902216291,76301.37928652499,74012.83707364998,1.2857039277960298,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
baseline:development-2023,DEPTH-1677682260000000000-4706,CONTINUATION,BUY,1677682380000000000,1677682380000000000,1677682440000000000,23791.2,23749.65,23951.0,2220.3569288625,-1193.4985,-1439.59967375,246.10117375,779.320383575,-2218.920057325,-0.999352864614323,74012.83707364998,71793.91701632498,1.6060141981212244,AGGRESSION_ACCEPTED_WITH_OPPOSING_DEPTH_DEPLETION
