ts,symbol,role,price,quantity,cost
1763401860000000000,XRPUSDT-PERP.BINANCE,entry,2.1699,24672.5,44.0029316
1763402040000000000,XRPUSDT-PERP.BINANCE,exit,2.1612,24672.5,49.34309207
1763438160000000000,SOLUSDT-PERP.BINANCE,entry,134.41,287.84,31.58059973
1763441880000000000,SOLUSDT-PERP.BINANCE,exit,135.21,287.84,30.00207928
1763444280000000000,ETHUSDT-PERP.BINANCE,entry,3013.31,14.927,35.15353209
1763451540000000000,ETHUSDT-PERP.BINANCE,exit,3027.49,14.927,33.856385
1763452320000000000,BTCUSDT-PERP.BINANCE,entry,90411.4,1.047,75.07312411
1763452860000000000,BTCUSDT-PERP.BINANCE,exit,90500.7,1.047,78.31018651
1763634120000000000,ETHUSDT-PERP.BINANCE,entry,3007.06,12.598,28.7495578
1763645520000000000,ETHUSDT-PERP.BINANCE,exit,3043.66,12.598,7.66880574
1763665860000000000,BTCUSDT-PERP.BINANCE,entry,86324.0,0.76,49.29828222
1763676720000000000,BTCUSDT-PERP.BINANCE,exit,87712.8,0.76,13.3323456
1763737320000000000,ETHUSDT-PERP.BINANCE,entry,2763.83,15.637,31.33106562
1763739300000000000,ETHUSDT-PERP.BINANCE,exit,2717.1,15.637,8.49745854
1763751540000000000,ETHUSDT-PERP.BINANCE,entry,2775.81,9.615,19.8455528
1763756940000000000,ETHUSDT-PERP.BINANCE,exit,2714.87,9.615,5.22069501
1763757600000000000,SOLUSDT-PERP.BINANCE,entry,126.92,277.2,26.46365611
1763765520000000000,SOLUSDT-PERP.BINANCE,exit,125.85,277.2,27.22609524
1763766840000000000,SOLUSDT-PERP.BINANCE,entry,125.92,298.43,29.35958758
1763770500000000000,SOLUSDT-PERP.BINANCE,exit,129.26,298.43,7.71501236
1763901120000000000,SOLUSDT-PERP.BINANCE,entry,130.82,639.97,73.53891755
1763901180000000000,SOLUSDT-PERP.BINANCE,exit,131.17,639.97,69.34486447
1763914260000000000,SOLUSDT-PERP.BINANCE,entry,132.65,369.71,40.02097076
1763935020000000000,SOLUSDT-PERP.BINANCE,exit,133.4,369.71,44.53147442
