symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,entry_kind,root_low,root_high,pool,shift,flow,delivery_minutes,first_leg_minutes,test_effort,test_progress_per_volume,test_depth,reply_fraction,rebound_ts,tip,tip_ts,episode,impact_imbalance,response_5,common_5,flow_5,response_15,common_15,flow_15,response_60,common_60,flow_60,relative_60,relative_240,value_position,reply_acceleration,activity_burst,owner_15,owner_60,owner_240,stop_bps,target_bps,duration_ratio,predicted_win,predicted_value,relative_strength,market_direction,market_breadth
BTCUSDT,-1,1763350560000000000,1763346000000000000,1763344800000000000,5.0,95288.2,95539.40000000001,94856.40000000001,1.7189490445858613,market,95288.2,95539.40000000001,95384.6,95348.4,-0.12873496872411572,41,21,0.9101103564682238,0.6345581271357154,0.2928260458072993,0.47529812606474436,1763348100000000000,95539.3,1763350020000000000,86,-0.09102514866961875,0.6108474073172904,0.3901025769882721,0.05985629073537566,-0.2660783786629664,0.16912328945316132,-0.1412291696767385,0.39761831975266293,-0.6045889456197332,-0.13425194978248944,0.2842909292448587,-0.14107797966016405,-0.3872212350198709,0.6420670868511922,0.4952050217179317,-1.0,1.0,1.0,26.362130882943706,45.31515969448351,1.9523809523809523,0.42320878579638777,0.0,-0.29620025369962116,0.003547062907481066,0.5
BTCUSDT,1,1763357280000000000,1763353500000000000,1763352300000000000,5.0,95109.0,94849.9,95467.79999999999,1.3847935160169058,market,94849.9,95109.0,94850.0,95100.0,-0.041048436644685604,58,21,0.31383082513519883,1.3505377615988323,-0.02621783460106367,0.39294384204564686,1763353800000000000,94866.2,1763357040000000000,86,0.09643853793627193,0.1848847331113551,1.174067612626331,0.06046126720699639,0.09003569392986152,0.5291467744900947,0.07635015011636243,-0.28620238773234913,-0.3241776824761961,0.02483344189011632,-0.32737802275228745,-0.4372694742691835,-0.039490981062888536,0.144924554636119,0.5043228161997739,1.0,-1.0,-1.0,27.242427109948146,37.72513642241937,2.761904761904762,0.4527511501303809,0.0,0.02300672367858758,0.895820093982339,1.0
BTCUSDT,-1,1763366400000000000,1763364300000000000,1763360400000000000,5.0,95587.9,95838.1,95334.0,1.014788169464358,market,95587.9,95838.1,95614.4,95643.1,-0.05560099083698966,25,66,2.2722166597880937,1.1086754747135845,0.7971479500891473,0.89162210338683,1763364900000000000,95838.0,1763365860000000000,86,-0.11209988881023192,0.3396991455697241,0.2811742029888199,0.16153565514244103,0.13998838280004686,0.2699164559028828,0.06247799799464351,-0.447439093200089,0.05775610231668938,-0.20092370455701844,-0.6080353349476706,0.13247814743408545,-0.33111349440936355,0.2737199973509431,0.8047758011440074,-1.0,-1.0,1.0,26.174861044129187,26.561939324955794,0.3787878787878788,0.44115359553760103,0.0,0.11603228535178511,0.46736653177504706,1.0
BTCUSDT,1,1763405160000000000,1763402700000000000,1763398500000000000,5.0,92757.6,92366.7,93175.29999999999,1.0685597339472326,market,92366.7,92757.6,92555.1,92670.0,-0.06511331320403502,36,71,1.2058906580252333,1.22975599430062,0.3035627921973343,0.6300177333548448,1763403000000000000,92366.8,1763404260000000000,91,0.11715802960329254,0.03201449402579631,1.3542035735043452,0.004831605312391492,0.2172772131517381,0.7122641267325489,0.08354915098989509,0.3488777940856031,-0.1080762978666569,0.014537194468349744,0.35045241253788545,0.3240852453851257,-0.6483401388650594,0.010094312411938235,0.8240134062200616,-1.0,-1.0,-1.0,42.14209940748884,45.0313505308441,0.5070422535211268,0.476072520949419,0.0,0.096221487161395,0.5683251095549638,1.0
BTCUSDT,1,1763408160000000000,1763404500000000000,1763403000000000000,5.0,92370.8,91901.0,93017.79999999999,1.3771817794805905,market,91901.0,92370.8,92366.8,92277.2,-0.04716346397479765,46,26,0.9342251493422793,0.8755675979375576,0.7152511135002355,0.7213945630471562,1763405400000000000,91901.1,1763408100000000000,91,0.12265316760886376,-0.006242453400540193,1.3655664248559234,-0.1836035627912495,-0.3655330046576942,0.9791983711394381,0.06330665724015606,-0.2009081859962572,0.18664057778558898,0.04961117348366354,-0.1564734250230862,0.1717575858884184,-0.5391874195798945,-0.410050171875603,2.4614927063896324,-1.0,-1.0,-1.0,50.860228557076795,70.04378006902456,1.7692307692307692,0.46964992382679693,0.0,-0.22612261791898292,0.7310088117964497,1.0
BTCUSDT,-1,1763414160000000000,1763411400000000000,1763409900000000000,5.0,92009.9,92227.8,91448.0,2.5787058283615036,market,92009.9,92227.8,92081.2,92022.6,-0.018840215905678193,36,26,0.7144224083143722,1.5971901635122816,0.2313279646297163,0.34391283751776713,1763412000000000000,92227.7,1763413380000000000,91,-0.12160614300852202,0.1688041144792065,0.24401169094622294,-0.021231631844579598,0.26367547562442356,-0.32262370822599346,-0.08360250580544261,-0.09054996613881178,-0.8311292463811206,-0.130766964475884,-0.17886785144079326,0.2962021439132992,0.23002052185146657,-0.02190946985161,0.27469058531691337,1.0,1.0,1.0,23.682234194364817,61.069515345630656,1.3846153846153846,0.2879790399626652,0.0,0.2091735386262163,-0.22254062393500298,0.25
BTCUSDT,-1,1763417940000000000,1763413500000000000,1763412000000000000,5.0,92016.4,92227.8,91480.1,2.5368968779563206,market,92016.4,92227.8,92227.7,92018.7,-0.1961214105326501,39,26,0.6312830579109688,0.9439743054963241,-0.031028487361237367,0.2515714858900716,1763415600000000000,92204.5,1763417580000000000,92,-0.12539255396490057,0.057663786824139675,0.3497025925525649,-0.03569220443517338,0.10163107676177652,-0.31216037589255463,-0.2099727280884377,0.15161286526837384,-0.5870106609113556,-0.21792189756862682,-0.006409564146879658,0.3466819537161993,-0.0039591714217314085,0.08912279724151091,0.32417884090188614,1.0,1.0,1.0,22.974165474851084,58.28308866680162,1.5,0.2743751306866461,0.0,0.0047912487217758315,-0.28885019542230095,0.25
BTCUSDT,-1,1763419260000000000,1763417700000000000,1763415600000000000,5.0,92109.3,92227.8,91875.5,1.9729957805907419,market,92109.3,92227.8,92204.5,92123.0,0.2501928289664265,16,36,1.1651754599764244,1.5088710586666711,0.07049529018534391,0.35976906715281703,1763418300000000000,92227.7,1763419260000000000,92,-0.14585994963870705,0.32323492565877754,0.12112494547529493,-0.027506858302231714,0.12764424578775638,-0.26672193287893897,-0.09236714899345787,0.05338845808026127,-0.7196652411162423,-0.13177269418238402,-0.02060101204980565,0.4597940291099831,-0.11738103127898998,0.06259441214233433,0.38500784731370663,1.0,1.0,1.0,12.865150424549963,25.38288750430227,0.4444444444444444,0.36323397758821807,0.0,0.050341479115530274,-0.16420720500605226,0.25
BTCUSDT,1,1763441040000000000,1763436900000000000,1763434200000000000,5.0,90043.5,89666.0,90899.9,2.2686092715231636,market,89666.0,90043.5,89666.1,90015.1,-0.08446641957479051,59,46,0.6282625482044468,0.8834194484291183,-0.16119620714806315,0.1446632628251891,1763437500000000000,89865.0,1763440380000000000,97,0.15500517620834192,0.7901616373756567,-0.2183846606202088,0.019393965372841486,-0.12097029952270617,0.6055576711278089,0.02176567464293469,-0.2406741791253059,-0.3566958664036437,0.011313115651150401,-0.47758800639384213,-1.5330028209487347,-0.5688818200327945,0.5852483381797232,0.5134013136339127,-1.0,-1.0,-1.0,41.92418109025082,95.1095859223591,1.2826086956521738,0.35749117841296835,0.0,-0.20469950947341392,0.48310787416981815,1.0
BTCUSDT,1,1763446260000000000,1763444700000000000,1763443500000000000,5.0,90072.7,89871.59999999999,90326.7,1.263053207359486,market,89871.59999999999,90072.7,89871.7,90061.2,0.0507645081813608,16,21,0.927752922244959,2.000906646858695,-0.07448912326962931,0.3671720500988555,1763445300000000000,89905.6,1763445840000000000,100,0.15555866891460016,-0.27512500482018504,0.5708867833013473,0.04959700726779589,-0.5084844248451674,0.30693218833075786,0.09628587865370161,0.08416813730123604,0.13643870790493726,0.16454734376571123,-0.027373246034187056,-1.5298050009584259,-0.20637237897293478,-0.02745377866105092,0.3022693114185994,-1.0,-1.0,-1.0,22.326409666858638,28.199443338547642,0.7619047619047619,0.4421914400784913,0.0,-0.31623118346289547,0.09458024260190379,0.5
