ts_ns,nav
1713744060000000000,100000.0
1713744120000000000,100000.0
1713744180000000000,100000.0
1713744240000000000,100000.0
1713744300000000000,100000.0
1713744360000000000,100000.0
1713744420000000000,100000.0
1713744480000000000,100000.0
1713744540000000000,100000.0
1713744600000000000,100000.0
1713744660000000000,100000.0
1713744720000000000,100000.0
1713744780000000000,100000.0
1713744840000000000,100000.0
1713744900000000000,100000.0
1713744960000000000,100000.0
1713745020000000000,100000.0
1713745080000000000,100000.0
1713745140000000000,100000.0
1713745200000000000,100000.0
1713745260000000000,100000.0
1713745320000000000,100000.0
1713745380000000000,100000.0
1713745440000000000,100000.0
1713745500000000000,100000.0
1713745560000000000,100000.0
1713745620000000000,100000.0
1713745680000000000,100000.0
1713745740000000000,100000.0
1713745800000000000,100000.0
1713745860000000000,100000.0
1713745920000000000,100000.0
1713745980000000000,100000.0
1713746040000000000,100000.0
1713746100000000000,100000.0
1713746160000000000,100000.0
1713746220000000000,100000.0
1713746280000000000,100000.0
1713746340000000000,100000.0
1713746400000000000,100000.0
1713746460000000000,100000.0
1713746520000000000,100000.0
1713746580000000000,100000.0
1713746640000000000,100000.0
1713746700000000000,100000.0
1713746760000000000,100000.0
1713746820000000000,100000.0
1713746880000000000,100000.0
1713746940000000000,100000.0
1713747000000000000,100000.0
1713747060000000000,100000.0
1713747120000000000,100000.0
1713747180000000000,100000.0
1713747240000000000,100000.0
1713747300000000000,100000.0
1713747360000000000,100000.0
1713747420000000000,100000.0
1713747480000000000,100000.0
1713747540000000000,100000.0
1713747600000000000,100000.0
1713747660000000000,100000.0
1713747720000000000,100000.0
1713747780000000000,100000.0
1713747840000000000,100000.0
1713747900000000000,100000.0
1713747960000000000,100000.0
1713748020000000000,100000.0
1713748080000000000,100000.0
1713748140000000000,100000.0
1713748200000000000,100000.0
1713748260000000000,100000.0
1713748320000000000,100000.0
1713748380000000000,100000.0
1713748440000000000,100000.0
1713748500000000000,100000.0
1713748560000000000,100000.0
1713748620000000000,100000.0
1713748680000000000,100000.0
1713748740000000000,100000.0
1713748800000000000,100000.0
1713748860000000000,100000.0
1713748920000000000,100000.0
1713748980000000000,100000.0
1713749040000000000,100000.0
1713749100000000000,100000.0
1713749160000000000,100000.0
1713749220000000000,100000.0
1713749280000000000,100000.0
1713749340000000000,100000.0
1713749400000000000,100000.0
1713749460000000000,100000.0
1713749520000000000,100000.0
1713749580000000000,100000.0
1713749640000000000,100000.0
1713749700000000000,100000.0
1713749760000000000,100000.0
1713749820000000000,100000.0
1713749880000000000,100000.0
1713749940000000000,100000.0
1713750000000000000,100000.0
1713750060000000000,100000.0
1713750120000000000,100000.0
1713750180000000000,100000.0
1713750240000000000,100000.0
1713750300000000000,100000.0
1713750360000000000,100000.0
1713750420000000000,100000.0
1713750480000000000,100000.0
1713750540000000000,100000.0
1713750600000000000,100000.0
1713750660000000000,100000.0
1713750720000000000,100000.0
1713750780000000000,100000.0
1713750840000000000,100000.0
1713750900000000000,100000.0
1713750960000000000,100000.0
1713751020000000000,100000.0
1713751080000000000,100000.0
1713751140000000000,100000.0
1713751200000000000,100000.0
1713751260000000000,100000.0
1713751320000000000,100000.0
1713751380000000000,100000.0
1713751440000000000,100000.0
1713751500000000000,100000.0
1713751560000000000,100000.0
1713751620000000000,100000.0
1713751680000000000,100000.0
1713751740000000000,100000.0
1713751800000000000,100000.0
1713751860000000000,100000.0
1713751920000000000,100000.0
1713751980000000000,100000.0
1713752040000000000,100000.0
1713752100000000000,100000.0
1713752160000000000,100000.0
1713752220000000000,100000.0
1713752280000000000,100000.0
1713752340000000000,100000.0
1713752400000000000,100000.0
1713752460000000000,100000.0
1713752520000000000,100000.0
1713752580000000000,100000.0
1713752640000000000,100000.0
1713752700000000000,100000.0
1713752760000000000,100000.0
1713752820000000000,100000.0
1713752880000000000,100000.0
1713752940000000000,100000.0
1713753000000000000,100000.0
1713753060000000000,100000.0
1713753120000000000,100000.0
