ts,symbol,role,price,quantity,cost
1739159220000000000,ETHUSDT-PERP.BINANCE,entry,2634.47,10.982,22.11080632
1739166840000000000,ETHUSDT-PERP.BINANCE,exit,2657.75,10.982,21.71529565
1739175240000000000,ETHUSDT-PERP.BINANCE,entry,2646.15,16.275,33.27466444
1739182500000000000,ETHUSDT-PERP.BINANCE,exit,2659.94,16.275,33.31911387
1739198460000000000,ETHUSDT-PERP.BINANCE,entry,2648.89,12.298,25.01800058
1739212260000000000,ETHUSDT-PERP.BINANCE,exit,2685.64,12.298,6.60560014
1739241420000000000,ETHUSDT-PERP.BINANCE,entry,2669.38,12.594,26.04151873
1739281740000000000,ETHUSDT-PERP.BINANCE,exit,2650.08,12.594,24.46512487
1739316840000000000,ETHUSDT-PERP.BINANCE,entry,2606.46,10.042,21.18000262
1739347920000000000,ETHUSDT-PERP.BINANCE,exit,2630.71,10.042,19.79253494
1739678040000000000,ETHUSDT-PERP.BINANCE,entry,2695.91,19.628,49.35727167
1739684460000000000,ETHUSDT-PERP.BINANCE,exit,2705.02,19.628,50.73553237
1739688420000000000,XRPUSDT-PERP.BINANCE,entry,2.7822,12323.0,30.55493731
1739692440000000000,XRPUSDT-PERP.BINANCE,exit,2.7652,12323.0,29.59766267
