ts,symbol,role,price,quantity,cost
1783903440000000000,SOLUSDT-PERP.BINANCE,entry,77.06,384.89,25.02341998
1783907760000000000,SOLUSDT-PERP.BINANCE,exit,76.4,384.89,25.35696838
1783997400000000000,SOLUSDT-PERP.BINANCE,entry,75.17,557.26,44.99558214
1783998660000000000,SOLUSDT-PERP.BINANCE,exit,74.83,557.26,8.33995316
1784022060000000000,BTCUSDT-PERP.BINANCE,entry,62555.9,1.31,65.56450503
1784025900000000000,BTCUSDT-PERP.BINANCE,exit,62779.9,1.31,16.4483338
1784067420000000000,BTCUSDT-PERP.BINANCE,entry,64550.8,1.168,64.53276074
1784067660000000000,BTCUSDT-PERP.BINANCE,exit,64877.6,1.168,15.15540736
1784208420000000000,BTCUSDT-PERP.BINANCE,entry,64174.8,1.655,85.57633002
1784208660000000000,BTCUSDT-PERP.BINANCE,exit,64245.799999999996,1.655,84.70733158
1784253000000000000,SOLUSDT-PERP.BINANCE,entry,75.19,634.23,46.33177644
1784255940000000000,SOLUSDT-PERP.BINANCE,exit,74.85,634.23,43.38805041
1784262240000000000,SOLUSDT-PERP.BINANCE,entry,74.83,937.62,71.36293223
1784266560000000000,SOLUSDT-PERP.BINANCE,exit,74.66,937.62,65.33291645
1784366700000000000,ETHUSDT-PERP.BINANCE,entry,1843.03,58.806,91.01642893
1784376420000000000,ETHUSDT-PERP.BINANCE,exit,1848.66,58.806,21.74245999
1784500740000000000,ETHUSDT-PERP.BINANCE,entry,1867.11,19.992,28.46382134
