ts,symbol,role,price,quantity,cost
1722721320000000000,BTCUSDT-PERP.BINANCE,entry,60571.5,1.407,69.09503024
1722721560000000000,BTCUSDT-PERP.BINANCE,exit,60690.200000000004,1.407,70.42433016
1722836220000000000,XRPUSDT-PERP.BINANCE,entry,0.4756,49999.100000000006,20.28552989
1722838560000000000,XRPUSDT-PERP.BINANCE,exit,0.4596,49999.100000000006,4.59591727
1722952140000000000,BTCUSDT-PERP.BINANCE,entry,54840.2,0.676,27.04521629
1722953160000000000,BTCUSDT-PERP.BINANCE,exit,55413.100000000006,0.676,7.49185112
1722990000000000000,ETHUSDT-PERP.BINANCE,entry,2448.82,8.093,14.80800768
1723040340000000000,ETHUSDT-PERP.BINANCE,exit,2412.33,8.093,13.96128225
1723072140000000000,BTCUSDT-PERP.BINANCE,entry,55277.0,0.929,40.4774828
1723079520000000000,BTCUSDT-PERP.BINANCE,exit,55550.2,0.929,38.17835874
1723111920000000000,ETHUSDT-PERP.BINANCE,entry,2428.62,11.965,23.67544415
1723116480000000000,ETHUSDT-PERP.BINANCE,exit,2451.5,11.965,5.8664395
1723176900000000000,XRPUSDT-PERP.BINANCE,entry,0.6128,38457.2,21.69743069
1723179180000000000,XRPUSDT-PERP.BINANCE,exit,0.6057,38457.2,19.56037719
1723216080000000000,BTCUSDT-PERP.BINANCE,entry,60385.9,0.372,16.75081933
