ts,symbol,role,price,quantity,cost
1754787960000000000,BTCUSDT-PERP.BINANCE,entry,116622.9,0.596,55.10974584
1754793360000000000,BTCUSDT-PERP.BINANCE,exit,117000.2,0.596,50.92130764
1754860080000000000,SOLUSDT-PERP.BINANCE,entry,181.93,278.11,42.2295916
1754860380000000000,SOLUSDT-PERP.BINANCE,exit,183.29,278.11,10.19495638
1755047880000000000,SOLUSDT-PERP.BINANCE,entry,192.82,141.52,20.52610559
1755048480000000000,SOLUSDT-PERP.BINANCE,exit,194.76,141.52,5.51248704
1755122100000000000,ETHUSDT-PERP.BINANCE,entry,4725.01,6.966,24.16921347
1755125280000000000,ETHUSDT-PERP.BINANCE,exit,4778.86,6.966,6.65790775
1755215040000000000,XRPUSDT-PERP.BINANCE,entry,3.0802,13918.5,41.76910158
1755222780000000000,XRPUSDT-PERP.BINANCE,exit,3.0971,13918.5,42.01719065
1755307080000000000,XRPUSDT-PERP.BINANCE,entry,3.0891,17624.1,65.32801569
1755307080000000000,XRPUSDT-PERP.BINANCE,entry,3.089,2700.2,7.47083594
1755313440000000000,XRPUSDT-PERP.BINANCE,exit,3.0967,20324.3,53.6347765
