ts,symbol,role,price,quantity,cost
1776208140000000000,BTCUSDT-PERP.BINANCE,entry,74077.40000000001,0.788,46.34589472
1776211500000000000,BTCUSDT-PERP.BINANCE,exit,74339.6,0.788,44.78800153
1776229560000000000,SOLUSDT-PERP.BINANCE,entry,83.62,514.5,42.43074364
1776231300000000000,SOLUSDT-PERP.BINANCE,exit,83.08,514.5,8.548932
1776267240000000000,SOLUSDT-PERP.BINANCE,entry,83.67,438.94,30.44594486
1776269760000000000,SOLUSDT-PERP.BINANCE,exit,84.46,438.94,7.41457448
1776315300000000000,ETHUSDT-PERP.BINANCE,entry,2353.01,22.736,42.75300142
1776326040000000000,ETHUSDT-PERP.BINANCE,exit,2343.25,22.736,44.08775476
1776327720000000000,XRPUSDT-PERP.BINANCE,entry,1.4056,22081.9,37.2488019
1776327720000000000,XRPUSDT-PERP.BINANCE,entry,1.4057,8279.9,11.71165653
1776330900000000000,XRPUSDT-PERP.BINANCE,exit,1.4121,30361.8,8.57477956
1776355860000000000,BTCUSDT-PERP.BINANCE,entry,74744.9,0.782,44.71421134
1776365640000000000,BTCUSDT-PERP.BINANCE,exit,74981.3,0.782,43.68291202
1776549540000000000,BTCUSDT-PERP.BINANCE,entry,75764.2,1.436,113.40351237
1776552600000000000,BTCUSDT-PERP.BINANCE,exit,75800.09999999999,1.436,94.03383138
