symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,pool,shift,delivery_minutes,flow,accepted_pools,rejected_pools,shift_ts,origin_ts,contact_ts,prior_plan_ts,aggressor_vwap,response_minutes,response_flow,relative_strength,market_direction,market_breadth,episode
BTCUSDT,1,1763478360000000000,1763473200000000000,1763468100000000000,15.0,91225.7,90887.9,92410.0,3.505920663114247,91198.9,91321.9,market,91056.1,91859.0,70,0.06389751767742813,0,4,1763476500000000000,1763475300000000000,1763478000000000000,1763477100000000000,91169.0166826477,7.0,-0.2445103230304756,0.22742616100059232,-1.376932769811188,0.0,107
BTCUSDT,1,1763511000000000000,1763501700000000000,1763499600000000000,15.0,92633.4,92420.2,93400.0,3.5956848030019524,92420.3,92549.2,market,92616.0,92958.5,70,0.10434372297635464,0,0,1763504100000000000,1763502900000000000,1763510820000000000,1763505600000000000,92569.71349583828,4.0,0.12576542628356124,0.07492040896812946,-1.1039747592651898,0.0,111
ETHUSDT,1,1763392320000000000,1763387400000000000,1763345700000000000,15.0,3133.16,3093.4199999999996,3210.22,1.9391041771514717,3117.01,3131.35,market,3110.0,3187.77,60,0.09768992542305788,0,0,1763390400000000000,1763389500000000000,1763392140000000000,1763390700000000000,3128.969781118326,4.0,-0.31507028835744566,-0.06465282269925654,-0.8239809851052408,0.0,87
ETHUSDT,-1,1763451720000000000,1763419500000000000,1763414100000000000,15.0,3026.45,3049.01,2943.31,3.6852836879431914,3027.72,3028.66,market,3027.21,2986.65,270,0.06812077181636511,0,1,1763434800000000000,1763434200000000000,1763451540000000000,1763435400000000000,3029.0277412667338,4.0,-0.09152251960675639,-0.018791583794787403,-1.193206178601376,0.0,92
ETHUSDT,1,1763478360000000000,1763472300000000000,1763468100000000000,15.0,3045.59,3020.0,3091.73,1.8030480656506296,3035.52,3038.0,market,3037.06,3065.0,85,0.05963030750226861,0,1,1763476500000000000,1763475300000000000,1763478300000000000,1763477100000000000,3038.688410045788,2.0,-0.10605344097124902,-0.2299201639522248,-1.376932769811188,0.0,106
SOLUSDT,1,1763471520000000000,1763468100000000000,1763465400000000000,15.0,137.68,136.87,138.5,1.0123456790123344,137.24,137.39,market,137.18,138.1,40,0.04477443067851006,0,0,1763469900000000000,1763469000000000000,1763471400000000000,1763470200000000000,137.4512519911865,3.0,0.12860344131376977,-0.6289623004741837,-0.0038415439839867283,0.5,105
XRPUSDT,1,1763392920000000000,1763388000000000000,1763339400000000000,15.0,2.2211,2.1933,2.3067,3.079136690647489,2.1993,2.2151,market,2.1966,2.2656,50,0.038750359782068866,1,5,1763390400000000000,1763389500000000000,1763392800000000000,1763390700000000000,2.2137398758685234,3.0,-0.09261956532661941,-0.17345785195794816,-2.1858645048896514,0.0,87
XRPUSDT,-1,1763649240000000000,1763643300000000000,1763635500000000000,15.0,2.1238,2.1444,2.0925,1.5194174757281749,2.1224,2.1276,market,2.1262,2.109,90,-0.04851892976431316,0,2,1763647500000000000,1763646900000000000,1763648460000000000,1763648400000000000,2.125973891860297,14.0,0.02804510559658202,-0.4851552103078388,0.11796317356489486,0.75,128
XRPUSDT,1,1763765820000000000,1763739600000000000,1763735400000000000,15.0,1.9159,1.885,1.9976,2.6440129449838286,1.9123,1.9173,market,1.9146,1.9642,115,0.017187141861845667,2,1,1763744700000000000,1763743500000000000,1763765520000000000,1763746200000000000,1.9151449975876556,6.0,-0.056236296389226004,-0.24388286517885382,-0.7622726827852486,0.0,145
