symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,pool,shift,delivery_minutes,flow,accepted_pools,rejected_pools,shift_ts,origin_ts,contact_ts,prior_plan_ts,aggressor_vwap,response_minutes,response_flow,relative_strength,market_direction,market_breadth,episode
BTCUSDT,-1,1776208080000000000,1776204000000000000,1776201300000000000,15.0,74076.9,74339.5,73766.8,1.1808834729626214,74116.0,74270.2,market,74253.8,73903.8,40,-0.06455246584967855,0,1,1776205800000000000,1776204600000000000,1776207960000000000,1776206100000000000,74096.60050464881,3.0,0.1826903678464954,0.32407672310010743,-0.5759821364978406,0.0,107
BTCUSDT,1,1776326340000000000,1776299100000000000,1776285000000000000,15.0,74657.1,74399.9,75232.7,2.237947122861451,74589.2,74631.5,market,74466.5,74818.7,150,0.03933531423644987,0,0,1776306600000000000,1776306000000000000,1776326040000000000,1776307800000000000,74634.8877787055,6.0,-0.17745041334466782,0.13918824720702538,-1.6320091060519903,0.0,125
BTCUSDT,-1,1776355800000000000,1776345600000000000,1776331800000000000,15.0,74709.9,74981.20000000001,73256.8,5.356063398451521,74882.2,74933.5,market,74866.9,74542.7,45,0.10678106860142877,3,2,1776347400000000000,1776346200000000000,1776355740000000000,1776348000000000000,74854.41577977092,2.0,-0.18846737481031872,-0.02067238487493056,-0.4212723315490131,0.0,132
BTCUSDT,-1,1776549480000000000,1776545400000000000,1776540600000000000,15.0,75753.6,75800.0,75551.0,4.366379310345501,75760.5,75774.6,market,75761.1,75620.4,40,0.13161381730356292,0,0,1776547200000000000,1776546600000000000,1776549360000000000,1776547500000000000,75758.02949594437,3.0,0.15046512772554999,-0.3006654135162744,-0.5675247736758559,0.0,161
ETHUSDT,1,1776315240000000000,1776301800000000000,1776290400000000000,60.0,2353.0,2343.2599999999998,2368.45,1.586242299794604,2349.74,2351.31,market,2347.18,2361.95,105,-0.018768581411644614,0,0,1776307200000000000,1776306000000000000,1776315000000000000,1776307800000000000,2350.9145904631027,5.0,-0.17461850895853792,-0.011354440856601533,-1.0953473308000594,0.0,125
SOLUSDT,-1,1776229500000000000,1776210300000000000,1776201300000000000,15.0,83.63,84.02000000000001,83.07,1.4358974358973873,83.74,83.78,market,83.92,83.26,185,0.04705256338023045,1,0,1776220500000000000,1776219300000000000,1776229320000000000,1776221100000000000,83.68564687678067,4.0,-0.38716331398936776,-0.16077017235665186,-0.4344500748668702,0.0,110
SOLUSDT,1,1776267180000000000,1776260400000000000,1776256200000000000,15.0,83.66,83.13,84.47,1.5283018867924538,83.42,83.54,market,83.32,83.84,55,0.05231886121323215,3,0,1776262800000000000,1776262200000000000,1776267060000000000,1776263400000000000,83.62119731640132,3.0,-0.32915420818447916,0.2047838710824359,-1.9970590962318653,0.0,116
XRPUSDT,1,1776327660000000000,1776315000000000000,1776312900000000000,15.0,1.4055,1.3994,1.4122,1.0983606557376941,1.4053,1.4054,market,1.4041,1.4096,145,-0.15990356365202563,0,0,1776323100000000000,1776321600000000000,1776326040000000000,1776323400000000000,1.4040962215564519,28.0,-0.09461776410858758,0.028665383874162786,0.1934958037139225,1.0,126
