ts,nav
1776038460000000000,10000.0
1776038520000000000,10000.0
1776038580000000000,10000.0
1776038640000000000,10000.0
1776038700000000000,10000.0
1776038760000000000,10000.0
1776038820000000000,10000.0
1776038880000000000,10000.0
1776038940000000000,10000.0
1776039000000000000,10000.0
1776039060000000000,10000.0
1776039120000000000,10000.0
1776039180000000000,10000.0
1776039240000000000,10000.0
1776039300000000000,10000.0
1776039360000000000,10000.0
1776039420000000000,10000.0
1776039480000000000,10000.0
1776039540000000000,10000.0
1776039600000000000,10000.0
1776039660000000000,10000.0
1776039720000000000,10000.0
1776039780000000000,10000.0
1776039840000000000,10000.0
1776039900000000000,10000.0
1776039960000000000,10000.0
1776040020000000000,10000.0
1776040080000000000,10000.0
1776040140000000000,10000.0
1776040200000000000,10000.0
1776040260000000000,10000.0
1776040320000000000,10000.0
1776040380000000000,10000.0
1776040440000000000,10000.0
1776040500000000000,10000.0
1776040560000000000,10000.0
1776040620000000000,10000.0
1776040680000000000,10000.0
1776040740000000000,10000.0
1776040800000000000,10000.0
1776040860000000000,10000.0
1776040920000000000,10000.0
1776040980000000000,10000.0
1776041040000000000,10000.0
1776041100000000000,10000.0
1776041160000000000,10000.0
1776041220000000000,10000.0
1776041280000000000,10000.0
1776041340000000000,10000.0
1776041400000000000,10000.0
1776041460000000000,10000.0
1776041520000000000,10000.0
1776041580000000000,10000.0
1776041640000000000,10000.0
1776041700000000000,10000.0
1776041760000000000,10000.0
1776041820000000000,10000.0
1776041880000000000,10000.0
1776041940000000000,10000.0
1776042000000000000,10000.0
1776042060000000000,10000.0
1776042120000000000,10000.0
1776042180000000000,10000.0
1776042240000000000,10000.0
1776042300000000000,10000.0
1776042360000000000,10000.0
1776042420000000000,10000.0
1776042480000000000,10000.0
1776042540000000000,10000.0
1776042600000000000,10000.0
1776042660000000000,10000.0
1776042720000000000,10000.0
1776042780000000000,10000.0
1776042840000000000,10000.0
1776042900000000000,10000.0
1776042960000000000,10000.0
1776043020000000000,10000.0
1776043080000000000,10000.0
1776043140000000000,10000.0
1776043200000000000,10000.0
1776043260000000000,10000.0
1776043320000000000,10000.0
1776043380000000000,10000.0
1776043440000000000,10000.0
1776043500000000000,10000.0
1776043560000000000,10000.0
1776043620000000000,10000.0
1776043680000000000,10000.0
1776043740000000000,10000.0
1776043800000000000,10000.0
1776043860000000000,10000.0
1776043920000000000,10000.0
1776043980000000000,10000.0
1776044040000000000,10000.0
1776044100000000000,10000.0
1776044160000000000,10000.0
1776044220000000000,10000.0
1776044280000000000,10000.0
1776044340000000000,10000.0
1776044400000000000,10000.0
1776044460000000000,10000.0
1776044520000000000,10000.0
1776044580000000000,10000.0
1776044640000000000,10000.0
1776044700000000000,10000.0
1776044760000000000,10000.0
1776044820000000000,10000.0
1776044880000000000,10000.0
1776044940000000000,10000.0
1776045000000000000,10000.0
1776045060000000000,10000.0
1776045120000000000,10000.0
1776045180000000000,10000.0
1776045240000000000,10000.0
1776045300000000000,10000.0
1776045360000000000,10000.0
1776045420000000000,10000.0
1776045480000000000,10000.0
1776045540000000000,10000.0
1776045600000000000,10000.0
1776045660000000000,10000.0
1776045720000000000,10000.0
1776045780000000000,10000.0
1776045840000000000,10000.0
1776045900000000000,10000.0
1776045960000000000,10000.0
1776046020000000000,10000.0
1776046080000000000,10000.0
1776046140000000000,10000.0
1776046200000000000,10000.0
1776046260000000000,10000.0
1776046320000000000,10000.0
1776046380000000000,10000.0
1776046440000000000,10000.0
1776046500000000000,10000.0
1776046560000000000,10000.0
1776046620000000000,10000.0
1776046680000000000,10000.0
1776046740000000000,10000.0
1776046800000000000,10000.0
1776046860000000000,10000.0
1776046920000000000,10000.0
1776046980000000000,10000.0
1776047040000000000,10000.0
1776047100000000000,10000.0
1776047160000000000,10000.0
1776047220000000000,10000.0
1776047280000000000,10000.0
1776047340000000000,10000.0
1776047400000000000,10000.0
1776047460000000000,10000.0
1776047520000000000,10000.0
1776047580000000000,10000.0
1776047640000000000,10000.0
1776047700000000000,10000.0
1776047760000000000,10000.0
1776047820000000000,10000.0
1776047880000000000,10000.0
1776047940000000000,10000.0
1776048000000000000,10000.0
1776048060000000000,10000.0
1776048120000000000,10000.0
1776048180000000000,10000.0
1776048240000000000,10000.0
1776048300000000000,10000.0
1776048360000000000,10000.0
1776048420000000000,10000.0
1776048480000000000,10000.0
1776048540000000000,10000.0
1776048600000000000,10000.0
1776048660000000000,10000.0
1776048720000000000,10000.0
1776048780000000000,10000.0
1776048840000000000,10000.0
1776048900000000000,10000.0
1776048960000000000,10000.0
1776049020000000000,10000.0
1776049080000000000,10000.0
1776049140000000000,10000.0
1776049200000000000,10000.0
1776049260000000000,10000.0
1776049320000000000,10000.0
1776049380000000000,10000.0
1776049440000000000,10000.0
1776049500000000000,10000.0
1776049560000000000,10000.0
1776049620000000000,10000.0
1776049680000000000,10000.0
1776049740000000000,10000.0
1776049800000000000,10000.0
1776049860000000000,10000.0
1776049920000000000,10000.0
1776049980000000000,10000.0
1776050040000000000,10000.0
1776050100000000000,10000.0
1776050160000000000,10000.0
1776050220000000000,10000.0
1776050280000000000,10000.0
1776050340000000000,10000.0
1776050400000000000,10000.0
1776050460000000000,10000.0
1776050520000000000,10000.0
1776050580000000000,10000.0
1776050640000000000,10000.0
1776050700000000000,10000.0
1776050760000000000,10000.0
1776050820000000000,10000.0
1776050880000000000,10000.0
1776050940000000000,10000.0
1776051000000000000,10000.0
1776051060000000000,10000.0
1776051120000000000,10000.0
1776051180000000000,10000.0
1776051240000000000,10000.0
1776051300000000000,10000.0
1776051360000000000,10000.0
1776051420000000000,10000.0
1776051480000000000,10000.0
1776051540000000000,10000.0
1776051600000000000,10000.0
1776051660000000000,10000.0
1776051720000000000,10000.0
1776051780000000000,10000.0
1776051840000000000,10000.0
1776051900000000000,10000.0
1776051960000000000,10000.0
1776052020000000000,10000.0
1776052080000000000,10000.0
1776052140000000000,10000.0
1776052200000000000,10000.0
1776052260000000000,10000.0
1776052320000000000,10000.0
1776052380000000000,10000.0
1776052440000000000,10000.0
1776052500000000000,10000.0
1776052560000000000,10000.0
1776052620000000000,10000.0
1776052680000000000,10000.0
1776052740000000000,10000.0
1776052800000000000,10000.0
1776052860000000000,10000.0
1776052920000000000,10000.0
1776052980000000000,10000.0
1776053040000000000,10000.0
1776053100000000000,10000.0
1776053160000000000,10000.0
1776053220000000000,10000.0
1776053280000000000,10000.0
1776053340000000000,10000.0
1776053400000000000,10000.0
1776053460000000000,10000.0
1776053520000000000,10000.0
1776053580000000000,10000.0
1776053640000000000,10000.0
1776053700000000000,10000.0
1776053760000000000,10000.0
1776053820000000000,10000.0
1776053880000000000,10000.0
1776053940000000000,10000.0
1776054000000000000,10000.0
1776054060000000000,10000.0
1776054120000000000,10000.0
1776054180000000000,10000.0
1776054240000000000,10000.0
1776054300000000000,10000.0
1776054360000000000,10000.0
1776054420000000000,10000.0
1776054480000000000,10000.0
1776054540000000000,10000.0
1776054600000000000,10000.0
1776054660000000000,10000.0
1776054720000000000,10000.0
1776054780000000000,10000.0
1776054840000000000,10000.0
1776054900000000000,10000.0
1776054960000000000,10000.0
1776055020000000000,10000.0
1776055080000000000,10000.0
1776055140000000000,10000.0
1776055200000000000,10000.0
1776055260000000000,10000.0
1776055320000000000,10000.0
1776055380000000000,10000.0
1776055440000000000,10000.0
1776055500000000000,10000.0
1776055560000000000,10000.0
1776055620000000000,10000.0
1776055680000000000,10000.0
1776055740000000000,10000.0
1776055800000000000,10000.0
1776055860000000000,10000.0
1776055920000000000,10000.0
1776055980000000000,10000.0
1776056040000000000,10000.0
1776056100000000000,10000.0
1776056160000000000,10000.0
1776056220000000000,10000.0
1776056280000000000,10000.0
1776056340000000000,10000.0
1776056400000000000,10000.0
1776056460000000000,10000.0
1776056520000000000,10000.0
1776056580000000000,10000.0
1776056640000000000,10000.0
1776056700000000000,10000.0
1776056760000000000,10000.0
1776056820000000000,10000.0
1776056880000000000,10000.0
