,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-12-28 00:01:00+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,USDT,[],True,{}
2024-12-31 15:35:00+00:00,99175.75529537,31.03038888,99144.72490649,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '31.03038888', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:35:00+00:00,99175.75529537,31.03038888,99144.72490649,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '31.03038888', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:35:00+00:00,99175.75529537,31.03038888,99144.72490649,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '31.03038888', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:37:00+00:00,96902.74758803,0.00000000,96902.74758803,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-12-31 15:37:00+00:00,96902.74758803,0.00000000,96902.74758803,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-12-31 15:45:00+00:00,96362.05528296,20.35547501,96341.69980795,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '20.35547501', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:45:00+00:00,96362.05528296,20.35547501,96341.69980795,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '20.35547501', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:45:00+00:00,96362.05528296,20.35547501,96341.69980795,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '20.35547501', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:50:00+00:00,98131.34616538,0.00000000,98131.34616538,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-12-31 15:50:00+00:00,98131.34616538,0.00000000,98131.34616538,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-12-31 15:55:00+00:00,97429.71876946,26.41420785,97403.30456161,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '26.41420785', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:55:00+00:00,97429.71876946,26.41420785,97403.30456161,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '26.41420785', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 15:55:00+00:00,97429.71876946,26.41420785,97403.30456161,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '26.41420785', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-12-31 16:02:00+00:00,95104.88886943,0.00000000,95104.88886943,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-12-31 16:02:00+00:00,95104.88886943,0.00000000,95104.88886943,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-01-02 15:40:00+00:00,94596.57055057,19.13668965,94577.43386092,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '19.13668965', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-02 15:40:00+00:00,94596.57055057,19.13668965,94577.43386092,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '19.13668965', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-02 15:40:00+00:00,94596.57055057,19.13668965,94577.43386092,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '19.13668965', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-01-02 16:05:00+00:00,92192.06176477,0.00000000,92192.06176477,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-01-02 16:05:00+00:00,92192.06176477,0.00000000,92192.06176477,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
