ts_ns,bid_near,ask_near,bid_total,ask_total
1709036173000000000,719892689.6665,289250204.9896,2098247695.57472,834009379.3278
1709036191000000000,336709063.80862,369891017.31656003,1280053893.90805,1394130598.28261
1709036223000000000,317902878.33959,375547861.53572,1239492867.10478,1414226805.62241
1709036251000000000,326130858.78508997,377596129.28442,1258191634.83018,1418663021.87675
1709036283000000000,324297573.18897,379813016.4921,1255105716.12056,1428799337.76017
1709036311000000000,323684810.91236997,378836039.27629995,1251908799.39056,1421623139.20191
1709036340000000000,327187107.36417,390406324.5095,1262985698.56626,1442601760.86152
1709036381000000000,719820081.79112,291452679.23969996,2094570066.76578,838748248.69968
1709036405000000000,317950968.30594003,403914347.1177,1241055703.77291,1457216085.3635
1709036431000000000,313956517.39234,402633994.681,1231096531.26901,1456270902.68097
1709036463000000000,314688954.54711,394748004.82184,1230470873.76932,1438317860.03228
1709036490000000000,308178986.35381,400937862.42054,1227796043.0336199,1442368227.54652
1709036523000000000,314120034.737,382127673.95088,1217356681.6314101,1417456846.4384
1709036551000000000,302831649.5495,390344675.98764,1206693709.34401,1429244115.83908
1709036583000000000,304467124.34041,387914359.66184,1195581202.78096,1425303385.41468
1709036611000000000,300066748.97951,386186675.37443995,1192969578.01322,1418914049.03558
1709036643000000000,303908118.1665,393996945.54094,1201680995.02821,1437123508.44708
1709036671000000000,295755301.24668,410924937.31966,1196578303.63153,1455466243.94952
1709036705000000000,288957538.1722,387245503.61096,1170810153.904,1401101677.47005
1709036730000000000,290932298.9098,384904839.65814,1173437160.77003,1399012961.89957
1709036775000000000,296478821.68674004,387560259.00176,1186264615.02703,1407850417.66142
1709036791000000000,265972371.90074998,358902124.70649,1109066645.25892,1339631132.46335
1709036823000000000,277204679.12265,360333554.83445,1123693363.05914,1341463800.7444
1709036851000000000,287807062.82701,358829539.17672,1148299856.44707,1350370992.20731
1709036882000000000,303744492.19405,368037282.4296,1179412772.48267,1371073222.77148
1709036911000000000,308134773.41960996,383456699.24838,1195767237.27248,1406760562.55347
1709036943000000000,311688656.02792,378131505.26208,1206611755.69623,1390977804.66487
1709037006000000000,317258275.92903,378798455.28829,1225756752.33953,1382500227.50346
1709037035000000000,332917717.71358,370102775.53196,1256603372.4307299,1377644624.0901198
1709037063000000000,319240320.64873004,370626160.26818,1217183459.0558,1380655525.8220398
1709037091000000000,329225029.16949,383969152.64094,1258177291.32373,1399891320.54491
1709037123000000000,324752219.82256997,375286415.60355,1244465124.54067,1375946639.70445
1709037153000000000,296533054.97861,360507073.64592004,1208800340.35391,1355382777.74759
1709037183000000000,310438166.13057,369302905.99697,1202425963.07548,1374540444.56726
1709037213000000000,328384975.25456,375828228.51102,1251990702.37934,1381934475.2717102
1709037244000000000,300502960.84309,343268562.54133,1177515210.19283,1309381057.8882499
1709037272000000000,317610885.48845,340573518.6768,1222974734.05058,1321570803.94896
1709037305000000000,305669106.33312,323833423.90118,1181707534.13294,1269448745.08461
1709037331000000000,312838497.25090003,327017776.68135,1204482466.32594,1302038365.72687
1709037363000000000,303976257.68837,357490399.59628,1193560888.28688,1358494022.46189
1709037391000000000,314546473.88237,363889758.81548,1211360813.11071,1372242884.98299
1709037422000000000,305478958.6404,387201997.50888,1187743701.63939,1445243766.05589
1709037450000000000,310018451.20891,374681231.75833,1192242276.81513,1406948931.49626
1709037483000000000,300714401.36189,396508624.25298,1182389415.5176,1462722381.99226
1709037510000000000,309211335.14997,383233654.13448,1198543516.44463,1435088999.75889
1709037543000000000,312809788.67957,392994423.96458,1204368531.85078,1459077964.62129
1709037571000000000,318078549.68645,408459512.86718,1227087115.70896,1499213465.08367
1709037609000000000,311442406.27387,406721352.53468,1208422368.62108,1508015780.5541902
1709037631000000000,308706676.67537,410450385.60448,1193157441.57731,1512541842.64189
1709037670000000000,310962049.1227,401638300.36888003,1198546935.74849,1502670593.82739
1709037691000000000,298438545.20122004,404279996.57588,1186954438.21643,1481748003.01243
1709037723000000000,312113021.35879,391014850.86278,1209509913.7671,1454128724.05026
1709037752000000000,321507423.51391,391133808.75048,1230581342.52982,1457960313.29636
1709037783000000000,313164267.28927,402909045.88418,1210783316.30715,1474259279.10572
1709037810000000000,314093269.22583,410468418.66640997,1211197797.96373,1495145030.02295
1709037843000000000,308070158.4361,421052332.17294,1186470396.99126,1494299557.67771
1709037871000000000,298422865.22588,414939768.85624,1166638723.28702,1481514022.13691
1709037905000000000,311352296.7561,409419975.77672005,1174912560.49206,1462417401.89851
1709037931000000000,326408818.24674,402511127.11566,1211010047.84474,1461575361.7618499
1709037963000000000,304388316.06057,388654107.18191,1149099282.99126,1444841502.5432
1709037991000000000,316887019.34032,374815018.21588004,1178261917.50129,1426084443.1009
1709038021000000000,301934881.69715,404458030.01392,1147253913.5165,1476552643.48791
1709038058000000000,304355227.13374996,407683991.60942,1160497482.74846,1484765471.41801
1709038083000000000,294321259.26087,396668964.85081,1122388983.79496,1479577404.7904
1709038111000000000,294231432.37434,387101492.15467,1123866415.69271,1473085687.64761
1709038143000000000,308362801.06882,402488895.93338,1162085568.04909,1501656754.33212
1709038170000000000,303547803.84548,399168447.89678,1156185008.43655,1494606771.6658201
1709038206000000000,300462494.93812,407649574.58998,1146663415.91279,1511361197.9474201
1709038232000000000,306988457.55662,398599972.78888,1166271732.61979,1491817081.24482
1709038263000000000,298300626.7811,378311241.39158,1140971909.68333,1481146446.99026
1709038290000000000,296366178.99098,400322124.78948,1146282383.48785,1503993834.65344
1709038322000000000,286090326.83988,404556319.38225996,1121552285.4370298,1507786672.27698
1709038350000000000,295140185.51854,416443025.28251004,1144416120.00373,1538214313.4874299
1709038383000000000,297388791.82234,414016630.57281005,1143113709.77253,1544634679.1356502
1709038410000000000,295996419.25658,409715015.13337994,1147050158.71776,1543502195.3023999
1709038443000000000,292309120.27102,414947828.95728,1135094869.60119,1550942349.48282
1709038481000000000,677675481.94174,295106578.542,1963526024.7101998,784806563.3736
1709038504000000000,300335704.84484,416581695.45177,1156249892.14107,1554684629.51381
1709038531000000000,302704561.32352,413849820.74448,1166861941.10871,1549933809.9319
1709038563000000000,303440360.23298,408494374.75268,1159803483.25005,1541353903.30702
1709038591000000000,306412182.04872,407905756.91498,1167606503.58612,1558167782.97696
1709038625000000000,306412182.04872,407905756.91498,1167606503.58612,1558167782.97696
1709038651000000000,305376833.56014997,375813441.39166003,1155904201.30529,1499597866.3094099
1709038682000000000,288461961.65318,341602685.23309004,1135768729.9786801,1427053535.66285
1709038710000000000,294054180.04187,290889638.96998,1135757006.7148001,1347682164.5943298
1709038743000000000,307192791.63912,283625526.72986,1164424936.41527,1317274905.0625901
1709038771000000000,297821871.03068,289515358.63776004,1150697737.34753,1319562691.3723001
1709038809000000000,302277301.90305,312851725.86546,1187543157.03465,1348559251.14158
1709038850000000000,696234445.74418,292126448.08959997,2035946197.29389,812317619.5288
1709038863000000000,306492137.01385,307840446.54146004,1182871858.6646001,1353713845.49544
1709038892000000000,327209798.57446,302205210.55120003,1228518209.62843,1335337165.21481
1709038922000000000,325139932.95667,310348855.27250004,1221422708.61437,1359078854.60619
1709038951000000000,302363153.91665,323139171.91876,1190751627.56283,1382414773.4579399
1709038983000000000,293679557.03429997,325748970.2428,1170997424.02242,1383342913.07774
1709039015000000000,300341743.74391997,354656459.15488,1186131021.47454,1447658797.46448
1709039043000000000,293966830.77088,362325741.76132,1183318119.85844,1451700587.08582
1709039071000000000,307402398.09781,361058749.44604,1203794614.3052,1451352773.38713
1709039104000000000,312311079.50429,359684817.17877996,1225896556.16445,1446793119.37695
1709039140000000000,312311079.50429,359684817.17877996,1225896556.16445,1446793119.37695
1709039163000000000,317183458.25202,363318029.31598,1225799357.11434,1461632781.23208
1709039201000000000,701101026.51465,292231323.1438,2034602111.80315,799749884.04754
1709039223000000000,290569014.13685,360660698.04051,1188535584.99862,1436622681.32005
1709039251000000000,290783634.75624,378882735.23565,1200750715.51028,1477290455.81144
1709039283000000000,285114499.77774,377441293.59265,1187321614.20382,1472830798.55998
1709039310000000000,294018560.10584,394420149.33505,1211403246.40338,1515407051.56788
1709039343000000000,308879856.37163,371064853.74037004,1222544219.53658,1467057300.3753
1709039371000000000,313229344.56963,371875625.25742996,1230417691.71863,1486790098.26506
1709039405000000000,330832812.11546,373072253.39064,1262381132.8553,1497386045.1822
1709039430000000000,319660295.87301,369891489.83375,1250769930.52927,1485065416.07036
1709039463000000000,302242103.56998,390440969.26117,1227835869.09237,1509760123.8167
1709039492000000000,322148732.87691,377746045.44793,1249071882.56131,1507600675.18466
1709039523000000000,326816270.89557,359010584.6811,1259570098.0081701,1463511925.49144
1709039552000000000,318926493.86196,370448846.73214,1224249147.77696,1489172461.2755
1709039583000000000,328194294.40181,354986449.5868,1240717886.0250502,1464463184.7557
1709039611000000000,323489945.79177,371110978.1694,1248255101.47367,1484163229.20908
1709039643000000000,336562322.95486,361944945.51802,1265813707.65294,1472109323.95212
1709039671000000000,312692766.21310997,364982062.48325,1226918989.13048,1464805711.45696
1709039705000000000,309590281.02419996,374089930.72627,1216838642.10559,1481415222.5200999
1709039731000000000,288593423.90941,390034053.31817,1185640041.15129,1494803353.69134
1709039773000000000,702155633.43109,294943804.6372,2040485170.23763,807669180.94584
1709039791000000000,290474129.7898,387831348.70437,1180523307.13433,1511552470.12369
1709039823000000000,277056195.31682,428587082.7797,1162805762.87287,1579074950.04736
1709039851000000000,306980190.28882,421331979.5904,1211936949.17341,1584245108.22641
1709039883000000000,306380340.50421,396928306.45612997,1209971765.78214,1541107963.85904
1709039911000000000,311348275.44862,420752124.40285003,1224360806.46488,1581098635.66836
1709039943000000000,299762403.35398,431189849.665,1220016353.69683,1601705384.42459
1709039971000000000,299762403.35398,431189849.665,1220016353.69683,1601705384.42459
1709040006000000000,299351880.4209,441328818.944,1215421375.85433,1624153576.87356
1709040039000000000,303004424.66686,437447042.523,1218140658.43821,1626608397.03209
1709040063000000000,304997552.01668,419461943.0502,1219498499.18193,1578297536.82669
1709040090000000000,316510727.96159,402434421.91824996,1232245957.0223901,1552479464.9988601
1709040123000000000,328350694.58739996,376971280.28677,1255178755.23562,1492683461.28195
1709040151000000000,334892661.01065,376023152.51397,1267044768.74863,1505054719.65605
1709040183000000000,343575252.23773,346267483.13772,1284072970.96625,1452425598.5063
1709040220000000000,348278383.77542996,352914311.06662,1297036493.79675,1468273963.8498
1709040243000000000,337565849.65951,362407184.6203,1274684014.0004299,1471777015.3854098
1709040271000000000,342043176.37089,368755973.52902,1289230387.08848,1486018135.66571
1709040305000000000,352439611.84438,356300138.38746,1303101446.61211,1462213924.7722
1709040330000000000,347158323.05098,357352571.06916,1299292325.93726,1464747836.6567
1709040363000000000,356786573.76602,353644301.58136,1316888358.25628,1462390512.24653
1709040391000000000,363969228.98021,345636530.04525995,1336046907.29493,1450951894.91367
1709040423000000000,357087601.22313,340869608.97742,1317706411.80295,1437046938.6953
1709040451000000000,351688793.53963,352369033.55992,1288585550.66125,1489520210.68713
1709040482000000000,349032992.46487,320090790.47258,1284323582.50103,1430992457.4321399
1709040510000000000,337991797.04456,319876665.48697996,1259606902.97452,1415433598.43614
1709040543000000000,356336320.68896,339829928.83008003,1314513896.94292,1459911808.72184
1709040570000000000,357168710.07326996,329562289.64577997,1308980130.3197,1449902472.50874
1709040608000000000,333245263.32107,334432407.42368,1259432439.19933,1454347698.31764
1709040634000000000,354481327.06754,375098655.35536003,1320118169.5961401,1516742471.63848
1709040663000000000,343858157.49941003,349049690.7126,1281564411.03955,1463821515.42378
1709040691000000000,349690466.79241,346460948.5991,1297754358.75115,1459257638.71068
1709040722000000000,340844017.53252995,362909107.37236,1288690120.03725,1477617989.3508499
1709040751000000000,337909836.28829,365189134.29944,1280236539.89703,1484886313.39152
1709040790000000000,344601387.21541,369765098.4184,1289251051.824,1504165382.60163
1709040810000000000,363829968.7503,328664854.2335,1325006456.29232,1431801822.2736402
1709040842000000000,363104870.11446,325445807.01288,1324385499.3519201,1426759520.52074
1709040872000000000,363024013.49177,339948375.56418,1332741343.00759,1430533191.87958
1709040904000000000,356623646.51574004,348858169.3299,1315214637.14988,1451527537.41978
1709040931000000000,354129495.40304,361308950.62046,1313515543.84884,1469858592.75548
1709040964000000000,356175911.48661,349626651.9939,1309273114.3231301,1459483503.59448
1709040991000000000,350877827.21291,355192801.0114,1308481475.5102499,1455177328.94155
1709041022000000000,339878174.08477,380719063.4974,1290751639.84237,1502434421.48263
1709041051000000000,342523554.46446,381629406.58234,1292181070.64936,1505436150.20505
1709041083000000000,346584364.08235,364440456.96952,1290401148.26733,1488238019.88287
1709041111000000000,346647348.94316,379679533.37244,1297046889.2627,1511928056.09805
1709041142000000000,360057231.26461,359159152.7283,1322201638.9748,1477646784.16993
1709041170000000000,367274427.34242,355769157.33394,1333343543.70434,1488443343.21448
1709041207000000000,357205487.32234,363162965.07666004,1313607842.24604,1488726032.80098
1709041230000000000,360813480.76864004,362834504.78815997,1321237495.89024,1490790557.03718
1709041263000000000,352820054.35383,361959101.43086004,1310930904.5004,1482894709.52293
1709041291000000000,361905099.69794,355581282.8076,1330927717.15754,1471094425.46398
1709041323000000000,351211628.3708,373092185.64176,1311457245.6912,1496359932.7734
1709041351000000000,339887917.88177,377492922.35940003,1298391572.25678,1510883054.82886
1709041382000000000,342566212.85188997,382280958.68732,1300235105.89478,1522532049.67991
1709041411000000000,348400029.32809,379168559.49242,1316167413.65428,1517590407.67661
1709041453000000000,733183120.32552,292227908.3636,2113059634.82403,800782196.425
1709041471000000000,355712628.42128,371983680.32146,1320870019.31336,1506770257.9453
1709041505000000000,346432713.88309,373350017.65502,1299060041.6050699,1507180367.1510801
1709041530000000000,347975886.97323,382101648.15576994,1315418061.71257,1519265192.53696
1709041563000000000,325982679.03062,413400582.42023003,1262457402.97787,1593593727.33515
1709041601000000000,729211024.78116,294918807.7571,2100920460.14851,810590074.1024901
1709041622000000000,331425591.79593,417092802.66163,1284462429.02254,1600176747.04067
1709041651000000000,347067058.69914,401464278.67733,1303551133.19439,1577538270.82755
1709041683000000000,347017432.60872,402529503.56649,1306363133.0873299,1569508733.7561
1709041710000000000,343027061.59105,401406472.24649,1301621495.78998,1564152499.1612
1709041743000000000,346680745.26036,407807983.02319,1304130947.20357,1580032440.2547002
1709041771000000000,340261709.63041997,412148697.30719006,1289428615.93579,1596124406.2994
1709041806000000000,344849154.31075,410018135.41209,1303890174.8248801,1592522822.8401
1709041841000000000,742628259.59605,294936339.3017,2132737029.05681,816553442.6972901
1709041863000000000,322019053.61786,424662491.93687,1267145136.43723,1615709126.78294
1709041890000000000,318707488.31352,416208080.34379,1248695960.32838,1592249784.34624
1709041923000000000,322879008.37612,407248000.12569,1251907471.99827,1578368329.43913
1709041951000000000,338659025.90923,406944891.24473,1288526450.86624,1578857512.51247
1709041990000000000,725793472.08761,294943804.6372,2091075402.13633,808793251.3291
1709042012000000000,330907645.12113,413355763.41989,1271272291.9268901,1585104140.85094
1709042043000000000,325751105.87653,415934610.61599,1259771404.24469,1586214259.92904
1709042071000000000,324697375.71256,431431510.55091,1265748742.71059,1599766663.39296
1709042104000000000,313719354.49865997,439593731.83799994,1248533355.84801,1624997552.2865899
1709042131000000000,318195013.45001,424555928.6947,1236342324.27104,1581660527.99931
1709042163000000000,310383876.17978,428380231.17410004,1223520273.53933,1594770620.30969
1709042191000000000,320710674.65792,421113647.2688,1239897861.6119099,1579037744.21631
1709042233000000000,728261364.1640401,295061203.7134,2099987519.1527,804074707.81556
1709042251000000000,319894012.98581,424584965.2227,1260328224.74744,1578796140.11361
1709042283000000000,328657058.1506,395110485.59343004,1275177465.59313,1540531783.6405401
1709042311000000000,329510985.09650004,395150182.83722997,1268564579.57318,1547294466.59273
1709042343000000000,320439748.65054,423285311.5761,1264712891.43566,1579081402.67361
1709042371000000000,316029427.94378,436075597.4763,1263176093.84983,1605710528.61279
1709042408000000000,312614521.81378,433636403.0783,1249681958.71306,1596653220.98859
1709042439000000000,312614521.81378,433636403.0783,1249681958.71306,1596653220.98859
1709042463000000000,325154647.06066,435549219.54719996,1288095563.48901,1610902740.61557
1709042491000000000,330950231.10511,417352071.50320005,1286167656.47354,1575343297.4735901
1709042523000000000,325471304.78172,420389685.96035,1263150581.84535,1574124687.97736
1709042551000000000,321161719.68309003,414737515.13065004,1256413810.33969,1573030088.37796
1709042583000000000,328572857.90709996,395988263.98617,1260539558.07422,1539884005.79705
1709042610000000000,336558256.49300003,378549286.72363,1284429508.87304,1500195500.2015
1709042643000000000,341211837.30163,375472823.20607,1296460604.41538,1496140466.98886
1709042679000000000,341211837.30163,375472823.20607,1296460604.41538,1496140466.98886
1709042704000000000,353161611.45253,349015132.03072,1310878584.5381,1452628870.86078
1709042731000000000,353149347.96833,354258561.75596,1315624681.26825,1462495972.31614
1709042763000000000,350004239.11666,346537871.37352,1304864529.80704,1437537398.28283
1709042790000000000,338035968.95432997,355058915.02892,1285274512.35675,1454218511.8224
1709042823000000000,340595881.45322,373822070.02556,1295885222.93314,1493580468.33737
1709042851000000000,347687351.20426,361427743.35578,1301574298.67714,1461160092.5385299
1709042883000000000,354049085.69345,359482545.87788,1333233333.2744,1449475739.90298
1709042911000000000,359052257.69133,344760200.79012,1336451740.58995,1444580400.06443
1709042943000000000,364468456.63617,325757166.88248,1340797274.98497,1423110238.48114
1709042970000000000,356743566.81146,329604492.93448,1314889588.5822198,1422236265.11664
1709043005000000000,359959664.36606,333163589.16648,1324820325.48202,1424047653.80394
1709043031000000000,360843855.71166,331316229.77068,1330654759.32102,1425773018.41524
1709043073000000000,726622799.0172501,292126448.08959997,2092481386.51642,800549827.5655401
1709043090000000000,344417868.65074,361609546.09586,1291595831.03404,1457369067.32748
1709043123000000000,356859175.29491,349410857.0835,1318148729.38325,1446575523.31748
1709043151000000000,355841191.6663,338166287.3955,1311476930.22732,1447145137.63954
1709043180000000000,359869334.18797,331809236.18788004,1326106802.28973,1433094393.18284
1709043210000000000,352651900.20440996,351108833.3088,1311574136.42153,1452080200.30098
1709043243000000000,360953298.64849997,336141464.5329,1325954421.20351,1428769753.1077402
1709043271000000000,362911072.88727,334752375.73697996,1325733684.20727,1441532257.99264
1709043305000000000,363398871.91847,327058098.95168,1321832807.6262,1418711793.5655398
1709043340000000000,732410964.57838,292075784.6865,2112956572.51347,807297854.66568
1709043363000000000,362283824.18127,329177204.44278,1322132165.43209,1429553681.78544
1709043391000000000,365105717.58527,336852996.77518,1323476726.3248,1447330849.98144
1709043427000000000,365713322.04817,335216903.34418,1326582902.6121,1435941951.8910398
1709043451000000000,357640407.52927,363338816.74478,1320769795.64975,1474000337.36468
1709043483000000000,356394196.59816,349103392.63148,1312494478.24511,1454745056.36194
1709043511000000000,351081435.92977,361248663.22098005,1300561451.13455,1470420583.60968
1709043540000000000,355117536.42797,343100214.11417997,1303353552.42573,1460233402.43504
1709043570000000000,366960184.61097,341735825.16228,1335328597.71403,1453261820.55824
1709043616000000000,728558775.27098,292072484.5365,2107253107.55827,805793769.38798
1709043631000000000,361161538.14867,337381009.19387996,1317202291.44903,1443514408.53694
1709043663000000000,358898787.60107,362086858.03178,1322558620.3854501,1470350301.08728
1709043691000000000,359242727.24487,364456189.79478,1325004568.51283,1478907625.80298
1709043722000000000,373296547.59367,357549974.52758,1357418700.45539,1459974328.27758
1709043751000000000,377142537.83897,340278009.37198,1362984009.71803,1449668194.69824
1709043783000000000,371159408.02777004,335679833.36358,1337212519.7417,1435480421.22714
1709043811000000000,369008700.6292,331239702.61098,1332531664.7014601,1422808998.83384
1709043843000000000,369507731.09677,331267336.92318,1336193340.05987,1441982201.1111898
1709043881000000000,734946276.18862,290603444.5257,2119961264.89987,810513377.97882
1709043904000000000,385947304.26057,330853534.1221,1412954902.87367,1420807565.98699
1709043930000000000,380535403.67405,332576883.92386,1405438385.89777,1429127458.43208
1709043963000000000,374579278.94881,350772547.2833,1392788504.1315,1456393625.63744
1709044001000000000,353204514.77475,363421250.03636,1364202172.1368499,1470933458.97258
1709044023000000000,360830293.47419,372972839.47698,1374467140.18605,1494454942.87488
1709044051000000000,362078503.95379,363640771.94718003,1408710754.1489499,1473900409.49068
1709044082000000000,364611829.72449,358255214.60498,1392974489.59763,1462638485.47668
1709044111000000000,336183498.74008,378645054.31462,1348024673.45714,1483818512.2957199
1709044144000000000,344511626.92939,383449637.10822,1358237726.64005,1501657400.19822
1709044171000000000,351472601.87367,379081263.82472,1373138922.16853,1494438685.6416202
1709044206000000000,351145147.59809,381677917.55468,1372310767.07955,1502280574.55485
1709044231000000000,312412333.00845003,392482078.66568005,1325286181.28517,1518069906.92023
1709044260000000000,346905755.13831997,373404647.24697995,1350692648.12446,1497239584.86028
1709044291000000000,288193121.85624003,401717153.54894996,1286801564.8115299,1519505633.56864
1709044322000000000,300994735.82791,403441090.35791,1297047973.1498399,1532395540.51357
1709044351000000000,298793727.69089997,407985802.00417,1290636345.34203,1544601194.47039
1709044383000000000,313239595.03363,395106402.90083003,1312163782.06842,1521721866.36956
1709044411000000000,303492731.90981,411239052.38550997,1299260830.47024,1553869426.58117
1709044443000000000,302175275.55004,416183773.65915,1297226592.71718,1559092471.82374
1709044472000000000,301219585.4369,421554544.54886997,1299952938.88048,1568127851.17714
1709044505000000000,305685019.24504,429737517.42981,1308704887.54643,1570997181.68126
1709044530000000000,311518428.15872,424620902.23364997,1318075223.66798,1565554402.78546
1709044563000000000,307517404.18258,435953200.84029996,1321706550.30596,1590561781.81539
1709044591000000000,296088037.99266005,425417965.946,1293782240.16151,1576412630.30787
1709044620000000000,303380382.43378,423438870.8923,1305363942.96793,1566605859.37579
1709044650000000000,238496204.83571,420062865.64459,1168810927.25516,1525951429.2607
1709044682000000000,272695704.22477,425478140.99401,1220145164.35856,1548533055.97403
1709044711000000000,271107740.76335,432721022.95171,1214465888.77797,1566561084.8664
1709044747000000000,271107740.76335,432721022.95171,1214465888.77797,1566561084.8664
1709044771000000000,279662656.53978,428437703.74588,1237143782.04217,1579747587.0373
1709044806000000000,274556618.58267,457534582.17891,1221462914.05546,1624911394.6081
1709044830000000000,280642680.43754,444580233.59476995,1234524684.06025,1619357234.1147099
1709044863000000000,278312393.81065,464700972.99561,1234704129.68117,1641761036.982
1709044890000000000,293790560.23168004,441512829.64188004,1265231785.63034,1615411360.32894
1709044936000000000,315803714.68342,408523204.88296,1305479081.99488,1541943209.1303902
1709044983000000000,331533959.08065003,390572427.17689,1336012763.64569,1509443916.65714
1709045010000000000,330756106.88734,389718689.03889,1331859427.54087,1514584839.83233
1709045042000000000,338655770.86164,383346758.22913,1349979871.3378701,1497248954.91105
1709045071000000000,374962147.74867,347913284.64042,1392923986.624,1452534261.9349399
1709045105000000000,377611801.47205,357006081.06791997,1408483920.57508,1456927720.40307
1709045130000000000,381328739.37965,360813571.05232,1420333477.35028,1466986938.83047
1709045173000000000,776489610.0087,292051969.5365,2221910934.49409,813109608.46058
1709045190000000000,382451392.82536,325235661.21908,1401319988.71947,1447508251.77949
1709045223000000000,363260966.4626,312220010.8068,1369794168.0434601,1396709052.1791399
1709045251000000000,357047012.39071,329273593.3274,1367058123.0037,1426100787.01794
1709045283000000000,374540433.46878,331531090.37986,1398394478.6522598,1438722318.04634
1709045311000000000,362547700.3451,329867291.7904,1376588514.01866,1433671658.43004
1709045343000000000,366859964.01971,343357534.8696,1381209241.0798001,1461806957.9783401
1709045371000000000,367378212.47815,354397224.95666003,1386305647.7304,1492675148.39644
1709045406000000000,382056395.00834,347606959.7763,1414567262.02182,1472398976.76646
1709045431000000000,383629027.78608,340693223.56296,1417341266.62796,1475884426.33834
1709045463000000000,374267107.99255,349334473.03936,1397739742.03547,1485662695.60834
1709045490000000000,369424946.92425,357335230.36916,1393123654.33543,1504753183.48974
1709045522000000000,379734409.69574,347720157.0832,1408431582.08462,1474692929.07456
1709045551000000000,380736969.60444,359302267.84316,1423435464.53632,1497975481.22934
1709045583000000000,364935111.81510997,390241012.80064,1393457387.22062,1534391033.33773
1709045611000000000,322423526.81422997,415568481.63256997,1357076385.86848,1562492534.8013
1709045643000000000,315787207.89340997,439945129.88411,1339379919.31164,1618021840.69807
1709045671000000000,328016155.87265,390959613.43851,1355981784.42252,1513020077.2855499
1709045704000000000,331253264.49792,393274359.54261005,1355110636.4533901,1528465054.10315
1709045732000000000,335406091.48903,394005081.15173,1372785603.04252,1522368082.73666
1709045762000000000,364464325.65256,377777665.66184,1395710854.2142801,1507652218.2259
1709045791000000000,344971702.23341,389873698.71822,1383097522.47887,1520034713.90793
1709045823000000000,328185835.6598,402732001.24907005,1352305571.52393,1540775637.0919
1709045850000000000,339244073.30841005,418202521.21431,1393837957.98964,1574131590.1949701
1709045883000000000,307941628.4241,428569976.31717,1320431575.42308,1588276958.02194
1709045910000000000,321301455.85587,420486042.27667,1346232806.30029,1582523349.28326
1709045943000000000,324480635.13851,428297521.98551,1348926258.24454,1599520583.25407
1709045971000000000,324214913.6115,420172004.40067005,1354902317.77873,1575507384.74089
1709046009000000000,334217727.26975,401369205.81631,1367462738.08068,1541980117.9533498
1709046038000000000,342500399.33682,405340669.82261,1390212759.50329,1559649334.20555
1709046064000000000,342500399.33682,405340669.82261,1390212759.50329,1559649334.20555
1709046090000000000,326980517.49194,420298127.69175,1371878724.09678,1576694432.63394
1709046123000000000,316940214.84193003,441206520.82071,1346140633.43249,1617986760.87196
1709046151000000000,320329780.59804,444438695.29001,1354958491.60934,1614551181.78526
1709046183000000000,319802748.51706004,427006761.05557,1346870222.5385299,1587350412.72794
1709046210000000000,327263527.24403,423852642.96263003,1356884526.23824,1595030129.28517
1709046243000000000,323960659.46522,434012940.19929004,1354208703.34708,1608483384.34999
1709046271000000000,327144104.49422,425154518.85978997,1364612316.01498,1585158450.58984
1709046304000000000,303793861.95033,447284148.44486,1320240307.67759,1619300972.63531
1709046331000000000,311368563.99982,447052525.64610004,1338044627.84691,1622009764.97981
1709046363000000000,326501314.66431,421127681.02423,1358570232.24804,1578927512.50364
1709046401000000000,800195900.40169,294936339.3017,2287739928.23211,804763461.15892
1709046423000000000,335431656.96573,423673789.62763,1375252233.9585,1591248556.4449298
1709046451000000000,342456691.81700003,413653241.00636995,1387162419.23242,1572101880.91025
1709046482000000000,360129694.15939,383310883.93561995,1418323150.87017,1516491695.40228
1709046511000000000,393931337.11723,364710362.89452,1458725768.6834,1485383160.14838
1709046543000000000,392080468.05713,376318267.68222,1439021464.63755,1504069668.3632
1709046571000000000,399788947.14011,384583155.42916,1480975301.60583,1518511809.22387
1709046606000000000,403610652.94683,379559950.97092,1480268558.22505,1515238818.7361002
1709046631000000000,367469625.43002,392771655.48668003,1444101666.39766,1523247002.9723501
1709046663000000000,405063294.32712996,375876431.07372004,1483895502.26935,1504760928.9458
1709046691000000000,407204276.90233004,374389401.87681997,1487018169.42322,1511832127.49048
1709046723000000000,392167817.42202,387512643.63396,1463709547.31704,1521418124.47827
1709046751000000000,348456968.15954995,410797956.96528995,1411204847.25121,1558150582.2616
1709046783000000000,341190178.10675,418945816.70748997,1394318431.21892,1576304528.4912999
1709046810000000000,342544365.78303003,426532228.16863,1395759398.80294,1598754474.82057
1709046843000000000,348523388.92658,415667927.03493,1392793022.18997,1577100357.78005
1709046871000000000,350875039.53417003,408619457.56373,1403576959.03708,1559210607.88605
1709046904000000000,352729657.18674,413588621.44253,1405042419.10663,1574464193.54975
1709046931000000000,383562101.76248,392075029.21485996,1440235351.4488,1529473482.4998999
1709046963000000000,342431836.11135,408230097.93965,1380500872.57512,1566392513.97256
1709046991000000000,303414013.50193,432191980.17656,1366044850.23049,1597286158.72629
1709047025000000000,322892169.39798003,438082533.7242,1397966048.70048,1608581949.61409
1709047050000000000,323434592.94558,434998425.19299996,1385449502.40463,1608453007.07809
