event_ts,entry_ts,exit_ts,symbol,route,direction,direction_value,short_prediction,long_prediction,conservative_prediction,prediction_threshold,confirmation_return,confirmation_body_fraction,confirmation_taker_pressure,entry_price,initial_stop,final_stop,exit_price,exit_reason,trailing_updates,holding_minutes,rank_score,gross_return,net_return
2025-02-01 00:30:00+00:00,2025-02-01 00:45:00+00:00,2025-02-01 03:40:00+00:00,ETHUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.0036230893288394365,0.0028371936473825903,0.0028371936473825903,0.002202173203811283,0.005109367173150803,0.7423908248787237,0.143993547032629,3310.78,3284.243125,3284.243125,3284.243125,TRAILING_STOP,0,175.0,0.0028371936473825903,-0.008015293979062421,-0.010015293979062421
2025-02-01 23:30:00+00:00,2025-02-01 23:45:00+00:00,2025-02-02 00:00:00+00:00,SOLUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.0037391192999676843,0.0026410093643603597,0.0026410093643603597,0.002202173203811283,0.004589304111641823,0.5939393939394132,0.0753809105180081,214.52,212.71720833333333,212.71720833333333,212.71720833333333,TRAILING_STOP,0,15.0,0.0026410093643603597,-0.008403839579837258,-0.010403839579837258
2025-02-02 04:00:00+00:00,2025-02-02 04:15:00+00:00,2025-02-02 08:15:00+00:00,SOLUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.005232327168555119,0.005193329889178679,0.005193329889178679,0.002202173203811283,0.010290849357425857,0.6000000000000096,0.06351444553637586,209.11,206.53300000000002,210.27937500000002,211.16,FOUR_HOUR_CAP,3,240.0,0.005193329889178679,0.009803452728229134,0.007803452728229134
2025-02-02 08:30:00+00:00,2025-02-02 08:45:00+00:00,2025-02-02 10:20:00+00:00,XRPUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.00297973487761156,0.003209972943195143,0.00297973487761156,0.002202173203811283,0.0037649822113225984,0.5589743589743814,0.01165352122640817,2.906,2.870539791666667,2.870539791666667,2.870539791666667,TRAILING_STOP,0,95.0,0.00297973487761156,-0.0122024116769901,-0.0142024116769901
2025-02-02 12:00:00+00:00,2025-02-02 12:15:00+00:00,2025-02-02 12:40:00+00:00,XRPUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.005659449292267082,0.004629289603869393,0.004629289603869393,0.002202173203811283,0.008934337997847264,0.6747967479674808,0.1543545480908075,2.8119,2.77807375,2.77807375,2.77807375,TRAILING_STOP,0,25.0,0.004629289603869393,-0.01202967744229888,-0.01402967744229888
2025-02-02 14:00:00+00:00,2025-02-02 14:15:00+00:00,2025-02-02 15:05:00+00:00,XRPUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.004658793437744363,0.004346448738408545,0.004346448738408545,0.002202173203811283,0.005569350833628972,0.5880149812734196,0.057231029721359405,2.8347,2.7674570833333334,2.7959125,2.7959125,TRAILING_STOP,1,50.0,0.004346448738408545,-0.013683105796027828,-0.01568310579602783
2025-02-02 19:30:00+00:00,2025-02-02 19:45:00+00:00,2025-02-02 21:05:00+00:00,XRPUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.014513810762839648,0.013368110254597736,0.013368110254597736,0.002202173203811283,0.0284937382712267,0.9117647058823571,0.10089530596487295,2.6855,2.498453125,2.618278125,2.618278125,TRAILING_STOP,2,80.0,0.013368110254597736,-0.02503141873021797,-0.02703141873021797
2025-02-02 22:00:00+00:00,2025-02-02 22:15:00+00:00,2025-02-02 22:35:00+00:00,XRPUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.013444241031879352,0.013297380504055016,0.013297380504055016,0.002202173203811283,0.011661360236296048,0.6293995859213263,0.05094052521704473,2.6373,2.573050625,2.573050625,2.573050625,TRAILING_STOP,0,20.0,0.013297380504055016,-0.024361799946915452,-0.026361799946915454
2025-02-02 23:30:00+00:00,2025-02-02 23:45:00+00:00,2025-02-03 00:25:00+00:00,SOLUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.012939046261431868,0.01021079996656649,0.01021079996656649,0.002202173203811283,0.019607843137255054,0.6366612111293002,0.009917305305980895,202.28,196.11149999999998,198.2225,198.2225,TRAILING_STOP,1,40.0,0.01021079996656649,-0.02005882934546177,-0.022058829345461772
2025-02-03 03:00:00+00:00,2025-02-03 03:15:00+00:00,2025-02-03 05:00:00+00:00,XRPUSDT,PRIOR_ONLY_WALKFORWARD_ENSEMBLE,LONG,1.0,0.030555731290936385,0.03252287424798554,0.030555731290936385,0.002202173203811283,0.04089599405149169,0.7357859531772563,0.061959092710223374,2.2398,2.070991666666667,2.12948125,2.12948125,TRAILING_STOP,2,105.0,0.030555731290936385,-0.04925383962853813,-0.051253839628538134
