run_id,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline:week-a,breach-7b4253fb34c3ed11-1644205140000000000,1644205200000000000,O-20220207-034000-09-000-1,2,42776.0,12.98,99.9418464,316.4825136,0.00075
baseline:week-a,breach-7b4253fb34c3ed11-1644205140000000000,1644211740000000000,O-20220207-034000-09-000-2,1,42942.8,12.98,100.33155792,317.7166000800001,0.00075
baseline:week-a,breach-0e42b0fa6f1ba19b-1644256620000000000,1644256740000000000,O-20220207-175900-09-000-4,2,44148.5,11.222,89.17820406,282.39764619,0.00075
baseline:week-a,breach-0e42b0fa6f1ba19b-1644256620000000000,1644256980000000000,O-20220207-175900-09-000-5,1,44341.4,11.222,89.56785434,283.63153875999996,0.00075
baseline:week-a,breach-eda1b4172cdc5033-1644258360000000000,1644258840000000000,O-20220207-183400-09-000-7,2,44098.0,23.203,184.17706092,583.22735958,0.00075
baseline:week-a,breach-eda1b4172cdc5033-1644258360000000000,1644259200000000000,O-20220207-183400-09-000-8,1,44153.4,23.203,184.40844124,583.96006391,0.00075
baseline:week-a,breach-3240f9b47ed6e115-1644302040000000000,1644302220000000000,O-20220208-063700-09-000-10,1,44776.1,10.784,86.91578323,275.23331357,0.00075
baseline:week-a,breach-3240f9b47ed6e115-1644302040000000000,1644302520000000000,O-20220208-063700-09-000-11,2,44589.299999999996,10.784,86.55318202,274.08507638000003,0.00075
baseline:week-a,breach-9e4e128bf1572dc5-1644316260000000000,1644316440000000000,O-20220208-103400-09-000-13,2,43772.6,22.233,175.17531884,554.72184301,0.00075
baseline:week-a,breach-9e4e128bf1572dc5-1644316260000000000,1644316860000000000,O-20220208-103400-09-000-14,1,43826.4,22.233,175.39062322,555.40364018,0.00075
baseline:week-a,breach-e1297f68008b8bac-1644346860000000000,1644346980000000000,O-20220208-190300-09-000-16,1,42915.9,21.42,165.46654404,523.97738946,0.00075
baseline:week-a,breach-e1297f68008b8bac-1644346860000000000,1644348240000000000,O-20220208-190300-09-000-17,2,42860.0,21.42,165.251016,523.294884,0.00075
baseline:week-a,breach-189994c3526b144c-1644395820000000000,1644396240000000000,O-20220209-084400-09-000-19,1,43300.2,21.29,165.93502644,525.4609170599999,0.00075
baseline:week-a,breach-189994c3526b144c-1644395820000000000,1644397860000000000,O-20220209-084400-09-000-21,2,43548.0,21.29,185.427384,509.925306,0.00075
baseline:week-a,breach-4c25ffc5cef6cab1-1644435480000000000,1644435600000000000,O-20220209-194000-09-000-22,2,44602.0,14.789,118.73141604,375.98281746,0.00075
baseline:week-a,breach-4c25ffc5cef6cab1-1644435480000000000,1644439020000000000,O-20220209-194000-09-000-23,1,44711.9,14.789,119.02397204,376.9092447850001,0.00075
baseline:week-a,breach-ff28a13c75d7cea5-1644439500000000000,1644439560000000000,O-20220209-204600-09-000-25,2,44670.8,22.088,177.60395347,562.4125193300001,0.00075
baseline:week-a,breach-ff28a13c75d7cea5-1644439500000000000,1644439680000000000,O-20220209-204600-09-000-26,1,44718.6,22.088,177.79399862,563.0143289800001,0.00075
baseline:week-a,breach-4b67c25016e667fc-1644445620000000000,1644445800000000000,O-20220209-223000-09-000-28,1,44318.1,27.354,218.20991533,690.99806522,0.00075
baseline:week-a,breach-4b67c25016e667fc-1644445620000000000,1644447480000000000,O-20220209-223000-09-000-30,2,44560.700000000004,23.283,207.50135562,570.628727955,0.00075
baseline:week-a,breach-4b67c25016e667fc-1644445620000000000,1644447480000000000,O-20220209-223000-09-000-30,2,44560.700000000004,4.071,36.28132194,99.77363533500001,0.00075
baseline:week-a,breach-5158dafe59cb8de2-1644512220000000000,1644512280000000000,O-20220210-165800-09-000-31,2,45392.1,11.108,90.75878042,287.40280468000003,0.00075
baseline:week-a,breach-5158dafe59cb8de2-1644512220000000000,1644513060000000000,O-20220210-165800-09-000-32,1,45558.4,11.108,91.0912873,288.45574310000006,0.00075
baseline:week-a,breach-a381c14561bf7631-1644515460000000000,1644515520000000000,O-20220210-175200-09-000-34,1,45107.100000000006,13.72,111.39649416,352.75556484000015,0.00075
baseline:week-a,breach-a381c14561bf7631-1644515460000000000,1644517080000000000,O-20220210-175200-09-000-35,2,44990.4,13.72,111.10829184,351.84292416,0.00075
baseline:week-a,breach-a00e415a8a1af9a8-1644536400000000000,1644536520000000000,O-20220210-234200-09-000-37,1,43632.1,19.623,154.11468569,488.02983803500007,0.00075
baseline:week-a,breach-a00e415a8a1af9a8-1644536400000000000,1644536700000000000,O-20220210-234200-09-000-38,2,43572.5,19.623,153.90417015,487.36320547500003,0.00075
baseline:week-a,breach-a80947ae6967b759-1644543120000000000,1644543180000000000,O-20220211-013300-09-000-40,1,43262.0,20.756,161.63029296,511.82926104,0.00075
baseline:week-a,breach-a80947ae6967b759-1644543120000000000,1644543720000000000,O-20220211-013300-09-000-41,2,43212.3,20.756,161.44460978,511.24126432,0.00075
baseline:week-a,breach-a49de423478895d1-1644612540000000000,1644612600000000000,O-20220211-205000-09-000-43,2,42505.2,11.713,89.61541337,283.78214232999994,0.00075
baseline:week-a,breach-a49de423478895d1-1644612540000000000,1644613320000000000,O-20220211-205000-09-000-44,1,42638.3,11.713,89.89603342,284.670772505,0.00075
baseline:week-a,breach-af61ea717df87b69-1644614040000000000,1644614160000000000,O-20220211-211600-09-000-46,2,42553.9,14.528,111.28015066,352.38714374000006,0.00075
baseline:week-a,breach-af61ea717df87b69-1644614040000000000,1644614340000000000,O-20220211-211600-09-000-47,1,42644.0,14.528,111.51576576,353.13325824,0.00075
baseline:week-a,breach-e57f9c7038cd0294-1644649080000000000,1644649440000000000,O-20220212-070400-09-000-49,2,42100.0,19.048,144.345744,457.09485599999994,0.00075
baseline:week-a,breach-e57f9c7038cd0294-1644649080000000000,1644649980000000000,O-20220212-070400-09-000-50,1,42150.700000000004,19.048,144.51957605,457.6453241499999,0.00075
baseline:week-a,breach-405f928978e43496-1644690240000000000,1644690420000000000,O-20220212-182700-09-000-52,2,42850.899999999994,13.694,105.62404043,334.47612802,0.00075
baseline:week-a,breach-405f928978e43496-1644690240000000000,1644696180000000000,O-20220212-182700-09-000-54,1,42571.0,13.694,116.5934548,320.63200070000005,0.00075
baseline:week-a,breach-1af43fde566f2c77-1644778320000000000,1644778440000000000,O-20220213-185400-09-000-55,1,41889.9,19.967,150.55481399,476.756910985,0.00075
baseline:week-a,breach-1af43fde566f2c77-1644778320000000000,1644783960000000000,O-20220213-185400-09-000-57,2,42312.8,19.967,168.97193552,464.6728226800001,0.00075
baseline:week-b,breach-0ec10a648c483189-1686863820000000000,1686863940000000000,O-20230615-211900-09-000-1,2,25647.1,22.828,105.38495978,333.71903932,0.00075
baseline:week-b,breach-0ec10a648c483189-1686863820000000000,1686864840000000000,O-20230615-211900-09-000-2,1,25740.0,22.828,105.7666896,334.92785039999995,0.00075
baseline:week-b,breach-877d1f44908abef0-1686940080000000000,1686940320000000000,O-20230616-183200-09-000-4,2,26329.6,33.559,159.04710835,503.6491764499999,0.00075
baseline:week-b,breach-877d1f44908abef0-1686940080000000000,1686941100000000000,O-20230616-183200-09-000-5,1,26376.8,33.559,159.33222562,504.5520477799999,0.00075
baseline:week-c,breach-2e96f30768930b2a-1728877860000000000,1728877920000000000,O-20241014-035200-09-000-1,2,64032.99999999999,11.682,134.64603108,426.37909841999993,0.00075
baseline:week-c,breach-2e96f30768930b2a-1728877860000000000,1728878220000000000,O-20241014-035200-09-000-2,1,64193.6,11.682,134.98373434,427.44849206000004,0.00075
baseline:week-c,breach-aaf4cfd6a9ce2c56-1729015020000000000,1729015140000000000,O-20241015-175900-09-000-4,2,66814.3,18.829,226.44836185,717.086479175,0.00075
baseline:week-c,breach-aaf4cfd6a9ce2c56-1729015020000000000,1729015380000000000,O-20241015-175900-09-000-5,1,66868.6,18.829,226.63239649,717.6692555600002,0.00075
baseline:week-c,breach-f0836c88d78e1452-1729262580000000000,1729262700000000000,O-20241018-144500-09-000-7,2,68458.9,13.883,171.07468357,541.736497955,0.00075
baseline:week-c,breach-f0836c88d78e1452-1729262580000000000,1729265400000000000,O-20241018-144500-09-000-8,1,68559.5,13.883,171.32607693,542.532576945,0.00075
