event_ts,symbol,close,beta,symbol_move,factor_move,residual_move,event_quote_volume,event_taker_pressure,oi_move,residual_z,factor_z,event_volume_z,oi_move_z,event_direction,directional_event_taker_pressure,residual_share,cross_market_breadth,confirmation_residual_move,directional_confirmation_residual,confirmation_symbol_return,directional_confirmation_symbol_return,confirmation_factor_move,confirmation_taker_pressure,confirmation_oi_change_z,entry_ts,entry_price,future_return,exit_ts,route,trade_direction_sign,direction,horizon_minutes,gross_return,net_return,rank_score
2024-07-13 15:30:00+00:00,XRPUSDT,0.5297,0.8192963606957396,0.01598511677642067,0.001150435453562526,0.015043258843181912,90758102.04190001,0.06926649196320822,0.02473889350831371,4.753873888684719,0.2714989867213957,3.3815550834604804,4.337454834884355,1.0,0.06926649196320822,0.9410790708374382,0.75,0.013671193254519287,0.013671193254519287,0.015291674532754485,0.015291674532754485,0.0018368821081549136,0.06756336304077418,1.9241742057151594,2024-07-13 15:45:00+00:00,0.5378,0.0020453700260321117,2024-07-13 17:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,0.0020453700260321117,4.537002603211167e-05,0.21142206385753995
2024-07-19 17:00:00+00:00,SOLUSDT,169.275,1.272410218210951,-0.006036976296933005,-0.00036883319333164133,-0.0055677954616335885,101272719.63600004,-0.06353862300973397,-0.010044899138556218,-2.1898508298733916,-0.13788781595588004,1.6014927090387165,-2.338605145577172,-1.0,0.06353862300973397,0.9222821471838846,0.5,0.0029260505254567947,-0.0029260505254567947,0.0009688376901491047,-0.0009688376901491047,-0.0015383770852941403,-0.06193110616926626,0.2036887224217726,2024-07-19 17:15:00+00:00,169.439,0.0024610626833254656,2024-07-19 19:15:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,0.0024610626833254656,0.0004610626833254656,0.014984879472163117
2024-07-29 22:00:00+00:00,SOLUSDT,183.799,1.281730192240532,-0.002505034470408951,0.0032884662662956976,-0.006725978523806996,91556944.69700006,-0.0761546550346659,-0.00836564166339393,-2.359446793582405,0.8724441349362365,1.1103468318006129,-2.1135744907029044,-1.0,0.0761546550346659,2.6849844196790507,0.25,0.002828744429873225,-0.002828744429873225,0.0032426727022454305,-0.0032426727022454305,0.00031961908236666225,-0.06505058835755267,1.9729962409156327,2024-07-29 22:15:00+00:00,184.395,-0.008769218254291111,2024-07-30 00:15:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,-0.008769218254291111,-0.010769218254291111,0.014106570990222106
2024-08-02 20:00:00+00:00,SOLUSDT,151.207,1.3403598102528131,-0.011127813721173219,-0.003436287789578718,-0.006534036574370735,188360370.20200002,-0.06142297440416763,-0.0367106005824418,-2.256827112971079,-0.7919231828946762,2.104179155391869,-8.803941048973808,-1.0,0.06142297440416763,0.5871806212875609,1.0,0.0019697842876193346,-0.0019697842876193346,0.009649024185388155,-0.009649024185388155,0.00569412516675033,-0.060567394169177,-0.1232898081529604,2024-08-02 20:15:00+00:00,152.666,0.007840645592338769,2024-08-02 22:15:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,0.007840645592338769,0.0058406455923387685,0.039137590551399495
2024-08-24 13:30:00+00:00,XRPUSDT,0.6221,0.7133458890721496,0.014083599840822969,0.002785775742729868,0.01211440074446861,48659392.12187999,0.07155390463761013,0.023807298949790834,4.026937070791334,0.7139474614102893,2.52497049592878,3.782957198926843,1.0,0.07155390463761013,0.8601778580326881,1.0,0.004446068909782495,0.004446068909782495,0.004983121684616565,0.004983121684616565,0.000735521729623323,0.04984069583631935,2.786102241086497,2024-08-24 13:45:00+00:00,0.6252,-0.009117082533589116,2024-08-24 15:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,-0.009117082533589116,-0.011117082533589116,0.06773021591874542
2024-08-27 13:00:00+00:00,XRPUSDT,0.5918,0.8272018694129208,0.010873365708323757,0.003272099854647048,0.008174967640105467,14595499.633509988,0.054431171845318344,0.014476827148985905,3.0257247682805963,0.9675360499396051,1.124643114656439,2.300994675980811,1.0,0.054431171845318344,0.751834147714482,0.75,0.0025117401475230868,0.0025117401475230868,0.0008448800270361989,0.0008448800270361989,-0.0020224259972057013,0.18819214402042117,1.3343166493250902,2024-08-27 13:15:00+00:00,0.5923,0.00337666722944463,2024-08-27 15:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,0.00337666722944463,0.0013766672294446298,0.013115383827867097
2024-09-24 23:00:00+00:00,SOLUSDT,153.32,1.3614202835061928,0.014764076810080518,0.003395888161630445,0.010140238748903957,221118771.2740001,0.11649758215834523,0.019045192706320435,4.893470192872247,1.0547016660843167,2.705217762178474,3.728833486310479,1.0,0.11649758215834523,0.6868183415288434,1.0,0.002250167960295517,0.002250167960295517,-0.0015979650404382983,-0.0015979650404382983,-0.0028242057111289576,0.017133674939670364,0.6201373755636386,2024-09-24 23:15:00+00:00,153.075,-0.005382982198268715,2024-09-25 01:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,-0.005382982198268715,-0.007382982198268715,0.04105866967943165
2024-10-21 18:30:00+00:00,BTCUSDT,67196.5,0.8765088891885378,-0.00506331698859519,-0.0025144027759755883,-0.002859239617590201,490368303.3743994,-0.1029526804495498,-0.005562140357241674,-2.743954306923668,-0.7787459753407354,1.0411335786983003,-1.2815286393376712,-1.0,0.1029526804495498,0.5646969415563874,1.0,0.0006482549357025023,-0.0006482549357025023,0.0003125162768893297,-0.0003125162768893297,-0.0003832748927381502,-0.026207851360625336,0.2010919133907863,2024-10-21 18:45:00+00:00,67217.5,0.006635176851266467,2024-10-21 20:45:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,0.006635176851266467,0.004635176851266467,0.002279559977211259
2024-10-31 21:00:00+00:00,BTCUSDT,70059.0,0.8632549946365923,-0.002278337258275087,-2.7463280821815594e-05,-0.0022538708672734564,752998567.5131996,-0.0903542979813314,-0.006843077372989725,-2.230031910156642,0.006305482497955948,1.0011576594615423,-1.828994396604719,-1.0,0.0903542979813314,0.9892612953096531,0.75,0.001248380227133621,-0.001248380227133621,0.0029589346122553817,-0.0029589346122553817,0.0019748113991884253,-0.2397985050367127,0.4311517189513134,2024-10-31 21:15:00+00:00,70266.3,0.0034895817767550685,2024-10-31 23:15:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,0.0034895817767550685,0.0014895817767550685,0.005091788241615234
2024-11-01 04:30:00+00:00,XRPUSDT,0.5156,0.812676146584021,-0.007150479785241082,0.0009994973497629012,-0.00796315985368761,17921734.158209972,-0.1244615290244551,-0.008992523855855694,-4.591902604589336,0.3607289881491353,1.4172161789899012,-2.757593966662466,-1.0,0.1244615290244551,1.1136539215345993,0.5,0.0026191918802111586,-0.0026191918802111586,0.004266873545384131,-0.004266873545384131,0.0020120352777559525,-0.23219890706218624,0.7175308543279524,2024-11-01 04:45:00+00:00,0.5178,-0.005021243723445479,2024-11-01 06:45:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,-0.005021243723445479,-0.007021243723445479,0.0331657867449469
2024-11-17 04:00:00+00:00,SOLUSDT,221.55,1.2025621160115463,0.02107357679052857,0.0065761346937722835,0.013169763610537372,158336364.71100008,0.12353166786285506,0.03294175599993565,3.93879310822067,1.2401619148309113,1.0625327528733701,6.0999490530099845,1.0,0.12353166786285506,0.6249420182176415,0.75,0.03846269432078067,0.03846269432078067,0.04030692845858708,0.04030692845858708,0.000876855462687294,0.1731209275162643,6.320508405728032,2024-11-17 04:15:00+00:00,230.48,0.03245400902464435,2024-11-17 06:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,0.03245400902464435,0.030454009024644346,0.6930911348412265
2024-11-21 16:00:00+00:00,SOLUSDT,249.03,1.19879061225468,0.021594377287498467,0.007926553838930053,0.012131171321547547,323110944.36100006,0.055027043095585836,0.011905291304335819,2.7598069341959404,1.466627498858662,2.0861625592230006,2.05873496108359,1.0,0.055027043095585836,0.561774537882627,1.0,5.112747114783536e-05,5.112747114783536e-05,0.004176203670240408,0.004176203670240408,0.003432492444367982,0.024876340468978606,1.3440579451720374,2024-11-21 16:15:00+00:00,250.07,0.028152117407126198,2024-11-21 18:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,0.028152117407126198,0.026152117407126196,0.00029049151631032526
2024-11-25 22:00:00+00:00,BTCUSDT,93840.0,0.5598107092262274,-0.011678134311349453,-0.006155454285970641,-0.008228508458292724,1396814670.9491992,-0.14712057488457908,-0.006927808108217803,-3.3376893201037467,-1.0887845509740628,1.4749116179540287,-1.5668937009015125,-1.0,0.14712057488457908,0.7046081367890937,0.75,0.0031752551668952763,-0.0031752551668952763,0.0036892583120204936,-0.0036892583120204936,0.0009069052502500285,-0.09973999493174371,-0.19119854814411974,2024-11-25 22:15:00+00:00,94186.2,-0.007979937612941135,2024-11-26 00:15:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,-0.007979937612941135,-0.009979937612941135,0.016605963351621192
2024-12-04 20:30:00+00:00,BTCUSDT,98161.1,0.5730395241351358,0.00898163826884435,0.006550151303185814,0.00524145907249981,2381456040.6624994,0.05312185302987574,0.006022656342192789,2.4916442462556874,1.3131442484323093,2.7015910712291,1.9132885546313387,1.0,0.05312185302987574,0.583574946530798,1.0,0.007602191833337628,0.007602191833337628,0.007498897220996836,0.007498897220996836,-0.0002271128278805712,0.10249591521242027,4.00761939184714,2024-12-04 20:45:00+00:00,98897.2,-0.004919249483301802,2024-12-04 22:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,-0.004919249483301802,-0.006919249483301802,0.036241430564489585
2024-12-05 02:30:00+00:00,BTCUSDT,99353.2,0.554622078212049,0.011124197681375847,0.009298457579187236,0.005968403260844208,853843296.1507995,0.22304041496789231,0.017030892589891877,2.7127690775849786,1.8542555356256307,1.24734362577358,5.286412466294404,1.0,0.22304041496789231,0.5365243797165273,1.0,0.012586851937349906,0.012586851937349906,0.024565892190689276,0.024565892190689276,0.02088123310503942,0.06387125567282266,6.919206083446531,2024-12-05 02:45:00+00:00,101793.9,0.009574247572791794,2024-12-05 04:45:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,0.009574247572791794,0.007574247572791794,0.18050573105026194
2024-12-06 15:00:00+00:00,ETHUSDT,3987.87,0.8544189057947272,0.017300813195049614,0.006805540914143371,0.011480772014202112,1463371427.899181,0.06669014383221084,0.0359188086582396,4.259339283068043,1.364490359706913,2.702543400429556,7.569143677019181,1.0,0.06669014383221084,0.6635972474107272,1.0,0.008169983090432195,0.008169983090432195,0.006434512659640346,0.006434512659640346,-0.002027680476102356,0.0889871278846657,6.183071438999027,2024-12-06 15:15:00+00:00,4013.53,0.0003413453991871762,2024-12-06 17:15:00+00:00,RESIDUAL_POSITION_BUILDUP_CONTINUATION_2H,1.0,LONG,120,0.0003413453991871762,-0.0016586546008128238,0.2633965865352988
2024-12-12 19:30:00+00:00,BTCUSDT,99923.6,0.5669587584747938,-0.009068714630346975,-0.006371848146839998,-0.005456454535128136,1179886732.3216999,-0.05795102567811662,-0.014588545310479262,-2.141526019960243,-1.2332139825113928,1.6210483228232364,-4.096695227402503,-1.0,0.05795102567811662,0.6016789321905666,1.0,0.0008201652607768438,-0.0008201652607768438,-0.00463854384749951,0.00463854384749951,-0.009652648938962116,-0.0019279246489299106,-0.24603687360517068,2024-12-12 19:45:00+00:00,99460.1,0.0033410382655958415,2024-12-12 21:45:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,0.0033410382655958415,0.0013410382655958415,0.0071954569912173316
2024-12-17 17:30:00+00:00,SOLUSDT,225.56,1.160065789952975,-0.006055400942550193,0.00348443849412039,-0.010104211777739267,162873995.7460001,-0.14706174318686896,-0.0076385247334656015,-3.310441217695934,0.7082942649371906,1.4641571400856574,-2.327956400605398,-1.0,0.14706174318686896,1.6686280353029677,0.25,0.0014976012320453303,-0.0014976012320453303,0.0016846958680616364,-0.0016846958680616364,0.00016004197565788747,-0.1068744921981889,0.568872022890864,2024-12-17 17:45:00+00:00,225.94,0.010932105868814768,2024-12-17 19:45:00+00:00,RESIDUAL_LIQUIDATION_EXHAUSTION_2H,1.0,LONG,120,0.010932105868814768,0.008932105868814768,0.011541357976407754
