plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,rejection,scale,higher_direction,context_location,impulse_progress,impulse_efficiency,impulse_pressure,return_depth,return_pressure,return_effort,response_progress,response_pressure,peer_progress,source_penetration,source_distance,risk_range,cost_r,planned_rr,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
SOLUSDT:CONTROL:60:1724468400000000000:1:1724477880000000000,SOLUSDT:CONTROL:60:1724468400000000000:1,SOLUSDT,1,1724477880000000000,1724476800000000000,154.293,153.894,155.345,2.636591478696717,154.635,60,60:1724468400000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,154.222,154.406,155.355,154.13,ACCEPTED_CONTROL_RETURN,0.0,0.0,0.0,-0.0494071146244891,3.8623188405797717,0.9944029850746267,0.2924755748336562,0.7268993839835693,-0.20031923383878691,0.6059935094331678,0.239130434782621,-0.06557838446383338,-0.680672268907563,2.532608695652253,-1.2391304347825696,1.4456521739130663,0.4634390977443598,2.636591478696717,100000.0,0.007887062167986207,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724477880000000000,1724489940000000000,154.32,155.34,4754.95,4335.4302714,201.0,False,-15.034876431430297,4320.395394968569,1.4401317983228563,0.5053524519682585
BTCUSDT:CONTROL:60:1724508000000000000:1:1724518020000000000,BTCUSDT:CONTROL:60:1724508000000000000:1,BTCUSDT,1,1724518020000000000,1724516940000000000,64146.5,64012.8,64399.9,1.8952879581152353,64222.0,60,60:1724508000000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,64097.1,64165.6,64400.0,64117.0,ACCEPTED_CONTROL_RETURN,0.0,0.0,0.0,0.02499999999999991,2.778658976207659,0.9826619071901651,0.21064862145798052,0.6547004132231454,-0.2167234906154235,0.8760652537397221,0.1802451333814025,0.2483307029258226,0.1363636363636226,1.5962509012256585,-1.088680605623671,1.927901946647439,0.5751352281226751,1.8952879581152353,104320.39539497,0.0007135125230941387,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724518020000000000,1724522280000000000,64155.80000000001,63998.1,14.046,-3115.0790397,71.0,False,0.0,-3115.0790397,-0.995356349991429,0.5374119967572499
XRPUSDT:CONTROL:15:1724429700000000000:-1:1724574180000000000,XRPUSDT:CONTROL:15:1724429700000000000:-1,XRPUSDT,-1,1724574180000000000,1724571480000000000,0.5991,0.602,0.5947,1.5172413793103237,0.5979,15,15:1724429700000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,0.5994,0.6001,0.5996,0.5946,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,1.0,-0.23287671232875762,1.3181818181818366,0.674418604651188,0.15173646031821775,0.6081081081081042,0.19143482432755687,0.43356640275498926,0.2272727272727548,0.60619482237604,-0.030534351145098452,1.5,-0.5454545454545409,1.3181818181818366,0.24850344827586082,1.5172413793103237,101205.31635527,0.004217059599083401,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724574180000000000,1724584800000000000,0.5989,0.6022,770644.5,-3005.93740448,177.0,False,0.0,-3005.93740448,-0.9900459490777446,0.5599826687563902
XRPUSDT:CONTROL:60:1724677200000000000:-1:1724697240000000000,XRPUSDT:CONTROL:60:1724677200000000000:-1,XRPUSDT,-1,1724697240000000000,1724694000000000000,0.5848,0.5895,0.5769,1.6808510638297778,0.5846,60,60:1724677200000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,0.5847,0.5886,0.5855,0.5768,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,-0.322314049586778,3.538461538461578,1.0,0.19024032185728115,0.629921259842518,-0.016243764528070043,0.3405879956205564,0.38461538461543715,0.4002885224405438,-2.360088365243017,1.923076923077015,-0.1538461538461407,3.6153846153847335,0.14991063829787116,1.6808510638297778,98199.37895079001,0.0014921475984560444,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724697240000000000,1724714040000000000,0.5846,0.5898,519143.39999999997,-3004.38668448,280.0,False,0.0,-3004.38668448,-1.0198254193255705,0.45340364535993943
ETHUSDT:CONTROL:15:1724713200000000000:-1:1724717100000000000,ETHUSDT:CONTROL:15:1724713200000000000:-1,ETHUSDT,-1,1724717100000000000,1724716140000000000,2682.3,2686.7200000000003,2677.3,1.131221719456995,2682.0,15,15:1724713200000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2682.72,2684.48,2685.22,2677.29,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,0.3155737704917675,1.51035322777096,1.0000000000000733,0.19665856521915137,0.5312831389183524,-0.4379478445890277,3.135054403644002,0.6747868453105894,-0.12471146743401407,-0.11111111111109741,0.3629719853836237,-0.07308160779541549,1.076735688185153,0.7288262443438794,1.131221719456995,95194.99226631,0.00029981491051948774,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724717100000000000,1724718000000000000,2681.73,2687.37,335.51,-2792.9697705000003,15.0,False,0.0,-2792.9697705000003,-0.9779820359620769,0.7460230795805812
BTCUSDT:CONTROL:15:1724757300000000000:-1:1724764020000000000,BTCUSDT:CONTROL:15:1724757300000000000:-1,BTCUSDT,1,1724764020000000000,1724762700000000000,62239.6,62091.4,62459.3,1.4824561403509358,62200.2,15,15:1724757300000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,62241.5,62299.3,62459.4,62223.0,REJECTED_CONTROL_RETURN,1.0,1.584962500721156,-1.0,-0.19488991573798342,0.6416295353277949,0.4658040665434148,0.0208012410114416,0.5972826086956601,-0.2386440204771377,0.9312410597728401,0.10566518141310438,0.09082570457365882,-0.17636684303350744,0.6919159770846474,0.25079567154679705,0.9433481858688635,0.5033643724696455,1.4824561403509358,92402.02249581,0.00020650825310322522,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724764020000000000,1724765520000000000,62248.99999999999,62459.299999999996,11.78,1963.5332792,25.0,False,0.0,1963.5332792,0.708329834551344,0.5844912350400678
XRPUSDT:CONTROL:15:1724805000000000000:-1:1724862780000000000,XRPUSDT:CONTROL:15:1724805000000000000:-1,XRPUSDT,-1,1724862780000000000,1724861940000000000,0.5617,0.5650999999999999,0.5555,1.8235294117647232,0.5595,15,15:1724805000000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,0.5589,0.5622,0.5633,0.5554,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,0.10000000000000475,3.2195121951219816,0.970588235294121,0.07985302686194304,0.649484536082476,-0.10479471854734843,1.034566732478781,0.6341463414634001,0.07878863772463465,-0.008836524300456162,2.0,-1.0731707317073091,1.6585365853658365,0.19884705882353176,1.8235294117647232,94365.55577501,0.0018086700730862784,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724862780000000000,1724863260000000000,0.5616,0.5652,669981.8,-2789.40222612,8.0,False,0.0,-2789.40222612,-0.985317931318994,0.45212408927569886
BTCUSDT:CONTROL:15:1724886000000000000:1:1724892120000000000,BTCUSDT:CONTROL:15:1724886000000000000:1,BTCUSDT,-1,1724892120000000000,1724890920000000000,59102.1,59218.7,58888.799999999996,1.829331046312226,59177.9,15,15:1724886000000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,59106.9,59170.3,59156.1,58888.7,REJECTED_CONTROL_RETURN,1.0,0.0,1.0,-0.29372537132464704,0.5745422842197127,0.3418049792531144,0.11710798831700062,0.646666666666671,-0.32223025303924563,3.513215580702111,0.1996512641674046,-0.18554337703273863,0.20463320463319382,0.35483870967739173,0.6608544027899078,1.0165649520488038,0.6088548885077262,1.829331046312226,91576.15354889,0.0060136985766787564,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724892120000000000,1724893740000000000,59092.5,59229.2,13.669,-2677.22195865,27.0,False,0.0,-2677.22195865,-0.9744974919410306,0.6527081404768206
SOLUSDT:CONTROL:15:1725003900000000000:1:1725008760000000000,SOLUSDT:CONTROL:15:1725003900000000000:1,SOLUSDT,-1,1725008760000000000,1725006840000000000,139.427,139.83499999999998,138.974,1.1102941176471013,139.806,15,15:1725003900000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,139.512,139.649,139.571,138.964,REJECTED_CONTROL_RETURN,1.0,0.0,1.0,-0.12623490669594828,0.6278755074424843,0.4584980237154135,0.15276058430304532,0.5315729047072377,-0.1368623676612127,0.7565937986979887,0.3626522327469926,-0.027854195323246216,-0.43670886075954835,0.05142083897152077,1.0257104194858373,1.1041948579160612,0.41067941176471884,1.1102941176471013,88898.93159024,0.0038311238245252767,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1725008760000000000,1725010080000000000,139.39,139.87,4127.72,-2557.6591436000003,22.0,False,0.0,-2557.6591436000003,-0.959013829093382,0.7189976418952027
ETHUSDT:CONTROL:15:1725004800000000000:-1:1725014940000000000,ETHUSDT:CONTROL:15:1725004800000000000:-1,ETHUSDT,-1,1725014940000000000,1725014220000000000,2514.91,2520.92,2508.76,1.0232945091513166,2512.81,15,15:1725004800000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2515.0,2518.33,2515.01,2508.75,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,0.2870370370370622,1.8673469387754014,1.0013679890560552,0.20253406265760743,0.5061626951519982,-0.4279725097086733,0.5642229076550689,0.025510204081724986,-0.26724670864338856,0.3791267305644236,1.0357142857142525,-0.5357142857142526,1.5331632653061498,0.5027450915141248,1.0232945091513166,86341.27244664,0.004220032065207365,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1725014940000000000,1725018360000000000,2514.44,2508.76,266.632,1045.4715377,57.0,False,0.0,1045.4715377,0.403619847949355,0.7927049095409366
