episode_id,symbol,side,family,source_id,source_kind,source_side,source_price,source_lower,source_upper,source_timeframe_minutes,source_semantic_weight,source_strength_ratio,source_defense_count,source_accumulated,line_slope_atr_per_hour,interaction_index,interaction_time_ns,confirmation_index,confirmation_time_ns,departure_index,departure_time_ns,touch_index,touch_time_ns,response_index,response_time_ns,location_kind,zone_lower,zone_upper,event_extreme,event_strength,event_outside_close_ratio,event_outside_volume_ratio,event_path_efficiency,event_activity_ratio,event_flow_signed,event_volume_clock,response_kind,response_strength,response_flow_signed,response_activity_ratio,response_body_atr,response_delay_minutes,target_level_id,target_kind,target_structure_price,target_timeframe_minutes,target_semantic_weight,route_clarity,route_barrier_count,route_strongest_barrier_ratio,route_volume_congestion,structure_multiscale_trend_vote,arbitration_score,outcome,entry_index,entry_time_ns,resolution_index,resolution_time_ns,entry,stop,stop_fill,target,gross_rr,target_net_r,net_r,holding_minutes,mfe_r,mae_r,nav_before,nav_after,drawdown,diagnostic_role,diagnostic_period
CLR:XRPUSDT:1767782280000000000:2435e2daa1a2a74e,XRPUSDT,LONG,ACCEPTED_AUCTION_CONTINUATION,XRPUSDT:ACTIVE_POOL:HIGH:1767781200000000000:75d50ff418bbfc46,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2.2456,2.244256,2.246071,5,3.7444147273621766,1.053797154080712,2,True,0.0,95677,1767782280000000000,95680,1767782460000000000,95680,1767782460000000000,95684,1767782700000000000,95685,1767782760000000000,DIRECTIONAL_FVG_OB_OVERLAP,2.2461,2.2469,2.2484,3.11659653487893,1.0,1.0,0.0526315789473684,1.4422751884971716,0.0750303207379253,5.769100753988687,ADVERSE_FLOW_ABSORBED,0.9395785546325628,0.0065068279741574,0.8670117901447002,0.644067796610172,1.0,XRPUSDT:ACTIVE_POOL:HIGH:1767780000000000000:e275e9ff8f761a9b,ACCUMULATED_EQUAL_HIGH_LOW_POOL,2.2905,15,19.934950467967276,1.0,0,0.0,0.4255330597705669,-0.3333333333333333,8.05817691251408,STOP_FIRST,95686,1767782820000000000,95767.0,1.76778768e+18,2.2497,2.2432,2.243,2.2904,6.261538461538537,4.372405506156197,-1.0,81.0,0.86068620163534,-0.9277526589055668,0.5046286855866792,0.4894898250190788,-0.5105101749809212,dev,2026-01-01_2026-01-08
CLR:BTCUSDT:1754469360000000000:2ef28a8c42a9d6cd,BTCUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,BTCUSDT:ACTIVE_POOL:LOW:1754462700000000000:b4240c873553f5a9,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,113878.8,113866.533,113891.067,15,12.367234643776827,1.1466767066886645,4,True,0.0,94115,1754469360000000000,94117,1754469480000000000,94117,1754469480000000000,94118,1754469540000000000,94119,1754469600000000000,DIRECTIONAL_FVG,113884.8,113907.2,113853.3,2.54421077689322,0.6666666666666666,0.5586677709824228,0.2127659574467755,1.4900858405717765,0.3045206875353741,4.470257521715329,ADVERSE_FLOW_ABSORBED,1.608383785705316,-0.2910326333061992,2.9776937299971333,0.615819209039605,1.0,BTCUSDT:5m:LOW:c18780:s2:1754457300000000000,MINOR_ROUTE_STRUCTURE,113340.3,5,2.2734073396266097,0.5312815552740627,1,1.1368446728079138,0.4334647801427931,0.3333333333333333,8.077141334722649,STOP_FIRST,94120,1754469660000000000,94137.0,1.75447068e+18,113840.9,113908.52325,113908.72325,113340.4,7.401300588186411,2.316543535113404,-1.0,17.0,0.9774457603546752,-0.4463448826844202,0.1736919810228986,0.1684812215922117,-0.8346769992648286,dev,2025-08-01_2025-08-08
CLR:XRPUSDT:1767671640000000000:9d6a5a18e9e97f86,XRPUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,XRPUSDT:DIAGONAL:15:LOW:1767646800000000000:1767664800000000000:11f6f85730cfae1b,DIAGONAL_SUPPORT,LOW,2.385386,2.383076,2.387695999999999,15,3.885185324097186,2.243112792719094,2,True,2.396296296296354,93833,1767671640000000000,93845,1767672360000000000,93845,1767672360000000000,93856,1767673020000000000,93858,1767673140000000000,DIRECTIONAL_FVG,2.3801,2.384,2.3743,4.532154101733918,0.5384615384615384,0.711464819502516,0.30805687203793,0.8218532745368152,0.1564522714170668,10.6840925689786,ADVERSE_FLOW_ABSORBED,0.6184633172680067,-0.083644903524944,0.8433417590327501,0.3373493975904233,2.0,XRPUSDT:15m:LOW:c6247:s2:1767666600000000000,DEFENDED_INTRADAY_SWING,2.3608,15,3.9823530378749017,1.0,0,0.0,0.5926229614402612,0.6666666666666666,8.088278521445464,STOP_FIRST,93859,1767673200000000000,93878.0,1.76767434e+18,2.3788,2.387895999999999,2.388095999999999,2.3609,1.9678979771330023,1.3903413928467598,-1.0,19.0,1.224372932693489,-0.873328944998134,0.6290690885346162,0.6101970158785777,-0.3898029841214223,dev,2026-01-01_2026-01-08
CLR:SOLUSDT:1762297560000000000:f9b9c01182911ace,SOLUSDT,SHORT,FAILED_AUCTION_REVERSAL,SOLUSDT:DIAGONAL:15:HIGH:1762165800000000000:1762284600000000000:7700b4a3aaaf323d,DIAGONAL_RESISTANCE,HIGH,155.34836363636364,155.11376363636364,155.58296363636364,15,3.348781300932364,1.933419785550485,2,True,-1.2281052281052325,92105,1762297560000000000,92106,1762297620000000000,92106,1762297620000000000,92107,1762297680000000000,92107,1762297680000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,155.18,155.58296363636364,155.87,3.927441404552476,0.5,0.7041217426727797,1.0,1.3671424912070778,-0.1490831605400816,2.7342849824141555,ALIGNED_INITIATIVE,0.5123254240897587,0.1593798527542736,0.5634238699697406,0.1651376146789048,0.0,SOLUSDT:ACTIVE_POOL:LOW:1762296300000000000:3695e83a769acdc1,ACCUMULATED_EQUAL_HIGH_LOW_POOL,145.67,15,35.968467440315735,1.0,0,0.0,0.6283440780283125,-0.3333333333333333,8.28381302340948,STOP_FIRST,92108,1762297740000000000,92338.0,1.76231154e+18,154.88799999999998,155.889075,155.891075,145.671,9.207102364957525,7.864221566644026,-1.0,230.0,6.63637060189236,-1.0375803152282526,0.6071885144734417,0.5889728590392385,-0.4110271409607615,dev,2025-11-01_2025-11-08
CLR:XRPUSDT:1723075080000000000:1e97c34d1021fe07,XRPUSDT,LONG,FAILED_AUCTION_REVERSAL,XRPUSDT:15m:LOW:c6425:s4:1723073400000000000,DEFENDED_INTRADAY_SWING,LOW,0.5974,0.5966410000000001,0.598159,15,2.3961177179806663,1.3833992094861696,1,False,0.0,96477,1723075080000000000,96479,1723075200000000000,96479,1723075200000000000,96480,1723075260000000000,96482,1723075380000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,0.5966410000000001,0.598159,0.5943,5.029208962908268,0.3333333333333333,0.5749468575238167,1.0,1.6973447802145067,-0.1271907566567732,5.09203434064352,ALIGNED_INITIATIVE,0.995000217333823,0.032791093227712,1.2712427569336686,0.5384615384615549,2.0,XRPUSDT:ACTIVE_POOL:HIGH:1723074300000000000:20d8b49975470e9c,ACCUMULATED_EQUAL_HIGH_LOW_POOL,0.6149,15,12.948909651499886,1.0,0,0.0,0.7533408817906362,0.0,8.299216692113369,STOP_FIRST,96483,1723075440000000000,96491.0,1.72307592e+18,0.6018,0.5941000000000001,0.5939000000000001,0.6148,1.6883116883117053,1.479920215113252,-1.0,8.0,0.1294445065516574,-1.388586524826887,0.5998981976410603,0.5819012517118285,-0.4239106131317556,dev,2024-08-01_2024-08-08
CLR:BTCUSDT:1722744420000000000:539220ca74f8de02,BTCUSDT,LONG,FAILED_AUCTION_REVERSAL,BTCUSDT:ACTIVE_POOL:LOW:1722744000000000000:7f431ceaa1265fa0,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,60654.6,60643.491,60683.901,15,16.560546917509935,1.3124690842873097,5,True,0.0,90966,1722744420000000000,90973,1722744840000000000,90973,1722744840000000000,90975,1722744960000000000,90975,1722744960000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,60664.3,60669.9,60638.5,3.0665169592471218,0.0,0.0,0.365900383141755,0.6700549085681666,0.0242982344995382,5.360439268545333,ALIGNED_INITIATIVE,1.3959034183842836,0.2578702592108011,0.546236508515064,0.9559543230017944,0.0,BTCUSDT:ACTIVE_POOL:HIGH:1722744300000000000:b654abbdf9e79193,ACCUMULATED_EQUAL_HIGH_LOW_POOL,60789.0,5,3.656602798680769,1.0,0,0.0,0.4802434874377134,0.0,8.32851897643061,STOP_FIRST,90976,1722745020000000000,91001.0,1.72274652e+18,60711.2,60637.43775,60637.23775,60788.9,1.0533843531075124,0.2613453865361945,-1.0,25.0,0.4590138208198336,-0.5808233137234298,0.7570595888448783,0.734347801179532,-0.2729866566104852,dev,2024-08-01_2024-08-08
CLR:XRPUSDT:1722897660000000000:20d0338a77adb948,XRPUSDT,SHORT,FAILED_AUCTION_REVERSAL,XRPUSDT:DIAGONAL:15:HIGH:1722802500000000000:1722893400000000000:440ffa7bfc863710,DIAGONAL_RESISTANCE,HIGH,0.4960363696369637,0.4953583696369637,0.4967143696369636,15,5.212253909635176,1.7773388116308564,2,True,-1.3828382838283448,93520,1722897660000000000,93522,1722897780000000000,93522,1722897780000000000,93526,1722898020000000000,93528,1722898140000000000,DIRECTIONAL_FVG,0.4958,0.4964,0.4973,3.837090146660422,0.0,0.0,1.0,0.6737564640873547,0.1720843927490268,2.0212693922620644,ALIGNED_INITIATIVE,0.9617111301246984,0.0561039121462813,0.5350034721172481,0.7272727272726677,2.0,XRPUSDT:ACTIVE_POOL:LOW:1722897000000000000:bbe798900eb6c48c,ACCUMULATED_EQUAL_HIGH_LOW_POOL,0.4886,15,13.79722246023425,0.9640390193242994,1,0.1472216604359592,0.335513376625152,0.3333333333333333,8.340954476082839,STOP_FIRST,93529,1722898200000000000,93545.0,1.72289916e+18,0.4946,0.4975,0.4977,0.4886999999999999,2.034482758620744,1.5446964114400596,-1.0,16.0,0.4171127455751522,-1.167915687610377,0.6357628642858878,0.6166899783573111,-0.3894693464320098,dev,2024-08-01_2024-08-08
CLR:BTCUSDT:1754080680000000000:6e9874ea0a7c49a9,BTCUSDT,SHORT,FAILED_AUCTION_REVERSAL,BTCUSDT:ACTIVE_POOL:HIGH:1754080500000000000:34fd3a33c68073e5,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,113600.0,113573.881,113616.74,5,6.443926735775597,1.2867505645768318,3,True,0.0,87637,1754080680000000000,87639,1754080800000000000,87639,1754080800000000000,87644,1754081100000000000,87650,1754081460000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,113583.0,113616.74,113669.5,3.068996402778217,0.3333333333333333,0.3731568227043594,1.0,0.9148687654465776,-0.14735804575019,2.7446062963397324,ADVERSE_FLOW_ABSORBED,0.6631256793981518,-0.1148604868592852,0.5780594706266103,0.4704391891892817,6.0,BTCUSDT:ACTIVE_POOL:LOW:1754081100000000000:d543cc1455451593,ACCUMULATED_EQUAL_HIGH_LOW_POOL,113113.0,15,11.77037867870683,1.0,0,0.0,0.5515264947884132,-0.6666666666666666,8.345564170008087,STOP_FIRST,87651,1754081520000000000,87655.0,1.75408176e+18,113559.2,113673.623,113673.823,113113.1,3.8986916965990495,1.606635843154529,-1.0,4.0,0.1739400848656123,-0.8302681632754647,0.875138710459868,0.8488845491460719,-0.1670279950710002,dev,2025-08-01_2025-08-08
CLR:ETHUSDT:1754559960000000000:d2b85278f8984a2d,ETHUSDT,SHORT,FAILED_AUCTION_REVERSAL,ETHUSDT:ACTIVE_POOL:HIGH:1754559300000000000:5eee308e0a0af4fc,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,3727.44,3726.5812,3727.8651,5,8.253458795376531,1.6480855850984657,3,True,0.0,95625,1754559960000000000,95626,1754560020000000000,95626,1754560020000000000,95632,1754560380000000000,95634,1754560500000000000,TRANSFERRED_BOUNDARY,3726.5812,3727.8651,3728.49,3.3708322207100068,0.0,0.0,1.0,1.150718380760939,-0.0206785830636641,2.3014367615218774,ADVERSE_FLOW_ABSORBED,0.8006423796250413,-0.0883717212994049,0.8136918447576957,0.5294117647058093,2.0,ETHUSDT:ACTIVE_POOL:LOW:1754559000000000000:230ff163558ac8ec,ACCUMULATED_EQUAL_HIGH_LOW_POOL,3711.07,15,14.693976119442947,0.9294504749175194,2,0.1337701946612181,0.5454751521957789,0.6666666666666666,8.391001888314898,STOP_FIRST,95635,1754560560000000000,95636.0,1.75456062e+18,3724.52,3728.57295,3728.59295,3711.08,3.316103085407005,1.389257645305042,-1.0,1.0,0.1410345646260832,-0.5743953177499161,0.123545874511047,0.1198394982757156,-0.8824069218260313,dev,2025-08-01_2025-08-08
CLR:SOLUSDT:1738390320000000000:ff5bcd6c53df7633,SOLUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,SOLUSDT:ACTIVE_POOL:LOW:1738388700000000000:9ac7e25c110918e5,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,231.47,231.4169,231.5231,15,11.152050342066133,1.2856947404340875,3,True,0.0,86771,1738390320000000000,86772,1738390380000000000,86772,1738390380000000000,86775,1738390560000000000,86776,1738390620000000000,DIRECTIONAL_FVG,231.39,231.42,231.29,3.658500416517647,1.0,1.0,1.0,0.9145721426015664,0.2523061693612507,1.8291442852031328,ADVERSE_FLOW_ABSORBED,0.820264560923933,-0.2005872468490795,1.1482936827718986,0.4374999999999667,1.0,SOLUSDT:ACTIVE_POOL:LOW:1738384200000000000:91eaac0a3340e9f0,ACCUMULATED_EQUAL_HIGH_LOW_POOL,230.84,5,4.828580737589213,1.0,0,0.0,0.4720530762785749,-0.3333333333333333,8.400650246702115,STOP_FIRST,86777,1738390680000000000,86786.0,1.73839122e+18,231.248,231.5287,231.5307,230.841,1.4499465621659713,0.4769750627978962,-1.0,9.0,0.6574732582964231,-0.6068983922736553,0.8852928099999999,0.8587340256999999,-0.1412659743000001,dev,2025-02-01_2025-02-08
