source_id,symbol,source_kind,source_side,source_price,source_timeframe_minutes,source_semantic_weight,source_accumulated,source_interaction_index,source_interaction_time_ns,line_slope_atr_per_hour,branch,side,confirmation_index,confirmation_time_ns,event_extreme,zone_lower,zone_upper,location_kind,event_strength,reason,counterfactual_mfe_r,counterfactual_mae_r,episode_id,response_index,response_time_ns,diagnostic_role,diagnostic_period
XRPUSDT:ACTIVE_POOL:HIGH:1738526400000000000:dfb0f5ed0c0acebd,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2.7046,5,6.023016284525684,True,89049,1738527000000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,89051.0,1.73852712e+18,2.7181,2.7025,2.706157,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.5053953930620114,NO_FIRST_DEFENDED_RETURN,11.350230414746523,-1.046082949308751,,,,dev,2025-02-01_2025-02-08
BTCUSDT:ACTIVE_POOL:HIGH:1767519900000000000:8f59ccfdf00a52b4,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,91400.0,5,10.494775540902245,True,91307,1767520080000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,91309.0,1.7675202e+18,91420.0,91393.8,91405.766,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.364543402104192,NO_FIRST_DEFENDED_RETURN,11.316076294278906,-5.405994550408989,,,,dev,2026-01-01_2026-01-08
XRPUSDT:ACTIVE_POOL:LOW:1722897000000000000:bbe798900eb6c48c,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,0.4886,15,13.79722246023425,True,93597,1722902280000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,93601.0,1.72290252e+18,0.4875,0.488264,0.4887,TRANSFERRED_BOUNDARY_OB_OVERLAP,4.999377884343816,NO_FIRST_DEFENDED_RETURN,11.304347826086849,-0.2608695652173839,,,,dev,2024-08-01_2024-08-08
XRPUSDT:ACTIVE_POOL:HIGH:1767478500000000000:58147f39de0572e1,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2.0137,15,18.72284612525878,True,90636,1767479820000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,90637.0,1.76747988e+18,2.0163,2.0127,2.015,DIRECTIONAL_FVG,5.851395819531292,NO_FIRST_DEFENDED_RETURN,11.299028427492487,-1.8351925152933977,,,,dev,2026-01-01_2026-01-08
ETHUSDT:ACTIVE_POOL:HIGH:1707111000000000000:0e006f00560eabb1,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2298.95,15,29.821506101825484,True,92576,1707116220000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,92578.0,1.70711634e+18,2301.8,2299.48,2299.65,DIRECTIONAL_FVG,7.825986774383724,NO_FIRST_DEFENDED_RETURN,11.297450014488502,-1.441611127209502,,,,dev,2024-02-01_2024-02-08
SOLUSDT:15m:HIGH:c5893:s2:1706868000000000000,SOLUSDT,DEFENDED_INTRADAY_SWING,HIGH,101.272,15,3.4612234434022158,False,88461,1706869320000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,88465.0,1.70686956e+18,101.43,101.23372,101.272,TRANSFERRED_BOUNDARY_OB_OVERLAP,4.482254605254875,NO_FIRST_DEFENDED_RETURN,11.29200000000003,-5.571999999999946,,,,dev,2024-02-01_2024-02-08
BTCUSDT:ACTIVE_POOL:HIGH:1706990400000000000:59b2f8d68391e472,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,43264.3,60,72.78308936473887,True,92934,1707137700000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,92946.0,1.70713842e+18,43324.1,43292.3,43301.8,ORDER_BLOCK,8.387596899225718,NO_FIRST_DEFENDED_RETURN,11.28633093525182,-4.68201438848923,,,,dev,2024-02-01_2024-02-08
BTCUSDT:ACTIVE_POOL:HIGH:1706925600000000000:ac0e0e3b7e6c9926,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,43308.9,15,16.71963822385012,True,92943,1707138240000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,92946.0,1.70713842e+18,43324.1,43292.3,43301.8,ORDER_BLOCK,8.376014109347361,NO_FIRST_DEFENDED_RETURN,11.28633093525182,-4.68201438848923,,,,dev,2024-02-01_2024-02-08
ETHUSDT:15m:LOW:c6232:s4:1722899700000000000,ETHUSDT,DEFENDED_INTRADAY_SWING,LOW,2417.99,15,2.8438732711861805,False,93588,1722901740000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,93590.0,1.72290186e+18,2409.43,2415.9743,2420.0057,TRANSFERRED_BOUNDARY_OB_OVERLAP,6.028515240904662,NO_FIRST_DEFENDED_RETURN,11.273381294963649,-1.0233812949640069,,,,dev,2024-08-01_2024-08-08
XRPUSDT:DIAGONAL:15:LOW:1762475400000000000:1762490700000000000:224e180c353bd6f7,XRPUSDT,DIAGONAL_SUPPORT,LOW,2.217356470588236,15,4.17211710681092,True,95581,1762506120000000000,0.6776470588235528,ACCEPTED_AUCTION_CONTINUATION,SHORT,95582.0,1.76250618e+18,2.2125,2.2145,2.216,DIRECTIONAL_FVG,5.45930878515981,NO_FIRST_DEFENDED_RETURN,11.266623065183428,-0.8709396119467732,,,,dev,2025-11-01_2025-11-08
SOLUSDT:ACTIVE_POOL:HIGH:1767588300000000000:d0daf3526f582e6d,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,137.29,15,22.059996968805816,True,93295,1767639360000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,93298.0,1.76763954e+18,137.53,137.2489,137.3311,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.865710060427762,NO_FIRST_DEFENDED_RETURN,11.22690667929808,-1.8948365703456904,,,,dev,2026-01-01_2026-01-08
XRPUSDT:ACTIVE_POOL:HIGH:1706934300000000000:53d9752fd76d2882,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,0.5079,15,25.02271236308192,True,89724,1706945100000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,89737.0,1.70694588e+18,0.509,0.5078,0.5081,DIRECTIONAL_FVG,6.912744138773489,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,11.187500000000473,-1.1250000000000606,,89744.0,1.7069463e+18,dev,2024-02-01_2024-02-08
BTCUSDT:ACTIVE_POOL:HIGH:1754380800000000000:ae5c7ec70c4c1901,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,114359.7,15,20.17128952206543,True,92670,1754382660000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,92672.0,1.75438278e+18,114406.4,114325.2,114334.2,ORDER_BLOCK,4.460255564028984,NO_FIRST_DEFENDED_RETURN,11.146709613309302,-3.9028903318655184,,,,dev,2025-08-01_2025-08-08
ETHUSDT:ACTIVE_POOL:LOW:1707019200000000000:4e4da38430eb2eb3,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2301.61,15,11.853195919700918,True,90961,1707019320000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,90962.0,1.70701938e+18,2300.45,2301.95,2302.06,DIRECTIONAL_FVG_OB_OVERLAP,7.508577350775655,NO_FIRST_DEFENDED_RETURN,11.042813237080145,-2.1728253877491026,,,,dev,2024-02-01_2024-02-08
XRPUSDT:ACTIVE_POOL:LOW:1738540800000000000:9cf8b715942f2574,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.4236,1440,182.87558741612057,True,89303,1738542240000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,89304.0,1.7385423e+18,2.3802,2.4138,2.433,DIRECTIONAL_FVG,5.08441558441559,NO_FIRST_DEFENDED_RETURN,11.035062439961504,-0.8954302181967839,,,,dev,2025-02-01_2025-02-08
BTCUSDT:ACTIVE_POOL:HIGH:1762528200000000000:f6e3ff4a7ef66450,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,100924.4,5,10.017006077587135,True,95950,1762528260000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,95953.0,1.76252844e+18,101167.6,100870.4,100900.7,DIRECTIONAL_FVG,3.523278305113186,NO_FIRST_DEFENDED_RETURN,10.970850065466266,-4.384079988472669,,,,dev,2025-11-01_2025-11-08
SOLUSDT:ACTIVE_POOL:LOW:1707192600000000000:244455dbf68be530,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,95.578,15,23.771741095392777,True,93886,1707194820000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,93887.0,1.70719488e+18,95.47,95.551,95.63,DIRECTIONAL_FVG,4.111919774669865,NO_FIRST_DEFENDED_RETURN,10.94976452119443,-8.542647828363014,,,,dev,2024-02-01_2024-02-08
XRPUSDT:ACTIVE_POOL:LOW:1738395000000000000:0af2b768d00366f4,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,3.0318,60,77.0107854378763,True,86866,1738396020000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,86869.0,1.7383962e+18,3.027,3.0286,3.0302,DIRECTIONAL_FVG,4.915590540206013,NO_FIRST_DEFENDED_RETURN,10.94758585076164,-1.3684482313452262,,,,dev,2025-02-01_2025-02-08
BTCUSDT:15m:LOW:c6253:s2:1754452800000000000,BTCUSDT,DEFENDED_INTRADAY_SWING,LOW,113355.5,15,3.756217151235584,False,93856,1754453820000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,93858.0,1.75445394e+18,113321.8,113344.946,113366.054,TRANSFERRED_BOUNDARY_OB_OVERLAP,5.812243038674907,NO_FIRST_DEFENDED_RETURN,10.844789356984796,-1.191796008869218,,,,dev,2025-08-01_2025-08-08
XRPUSDT:ACTIVE_POOL:LOW:1738746900000000000:86bd2f47934ae5e4,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.4942,15,16.595280825198248,True,93063,1738767840000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,93066.0,1.73876802e+18,2.4814,2.493,2.4989,DIRECTIONAL_FVG,5.728656126482272,NO_FIRST_DEFENDED_RETURN,10.841885947989478,-3.534223319700476,,,,dev,2025-02-01_2025-02-08
SOLUSDT:15m:HIGH:c5882:s4:1767339900000000000,SOLUSDT,DEFENDED_INTRADAY_SWING,HIGH,127.69,15,3.26727765973221,False,88355,1767342960000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,88358.0,1.76734314e+18,127.88,127.63,127.66,DIRECTIONAL_FVG,6.041988050963044,NO_FIRST_DEFENDED_RETURN,10.794297352342271,-0.7128309572301563,,,,dev,2026-01-01_2026-01-08
XRPUSDT:15m:HIGH:c6051:s4:1767492000000000000,XRPUSDT,DEFENDED_INTRADAY_SWING,HIGH,2.0476,15,6.83541479415569,False,90943,1767498240000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,90945.0,1.76749836e+18,2.0509,2.0463,2.0468,ORDER_BLOCK,5.473699665512202,NO_FIRST_DEFENDED_RETURN,10.78984485190477,0.0352609308884952,,,,dev,2026-01-01_2026-01-08
SOLUSDT:ACTIVE_POOL:HIGH:1706886000000000000:050ffc16ab4b20bb,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,99.671,5,8.427711898922828,True,88745,1706886360000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,88746.0,1.70688642e+18,99.85,99.399,99.649,DIRECTIONAL_FVG,4.482103292194255,NO_FIRST_DEFENDED_RETURN,10.779315367807856,-6.932811361981148,,,,dev,2024-02-01_2024-02-08
SOLUSDT:ACTIVE_POOL:HIGH:1754542800000000000:ff91e4d974f693b6,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,167.55,15,15.954367068317396,True,95363,1754544240000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,95372.0,1.75454478e+18,167.88,167.6,167.75,DIRECTIONAL_FVG,4.900742158751313,NO_FIRST_DEFENDED_RETURN,10.775347912525072,-1.3518886679920992,,,,dev,2025-08-01_2025-08-08
ETHUSDT:DIAGONAL:15:HIGH:1722723300000000000:1722763800000000000:9ece3f44c6feae06,ETHUSDT,DIAGONAL_RESISTANCE,HIGH,2914.0568,15,2.2878729534064286,True,91381,1722769320000000000,-0.3490909090909389,FAILED_AUCTION_REVERSAL,SHORT,91390.0,1.72276986e+18,2917.0,2913.23,2914.05,DIRECTIONAL_FVG_OB_OVERLAP,6.672150169345542,NO_FIRST_DEFENDED_RETURN,10.76751592356652,-2.242038216560499,,,,dev,2024-08-01_2024-08-08
BTCUSDT:ACTIVE_POOL:HIGH:1738444200000000000:7e8a8350b8399e99,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,101493.8,5,6.3613583652788535,True,87677,1738444680000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,87678.0,1.73844474e+18,101514.7,101467.781,101503.298,TRANSFERRED_BOUNDARY,3.5404692653038845,NO_FIRST_DEFENDED_RETURN,10.751356238698913,-1.266726943942155,,,,dev,2025-02-01_2025-02-08
ETHUSDT:ACTIVE_POOL:HIGH:1722499200000000000:a164cedf276d9034,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,3179.67,15,21.75472928818133,True,86914,1722501300000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,86915.0,1.72250136e+18,3181.36,3176.7,3178.39,ORDER_BLOCK,3.13265371936482,NO_FIRST_DEFENDED_RETURN,10.745365115398204,-2.7031571866983115,,,,dev,2024-08-01_2024-08-08
BTCUSDT:ACTIVE_POOL:LOW:1762113600000000000:0bec6e4fa7dccb71,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,109900.4,15,25.929273380818984,True,89066,1762115220000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,89070.0,1.76211546e+18,109834.8,109866.9,109877.7,DIRECTIONAL_FVG_OB_OVERLAP,4.19414282615437,NO_FIRST_DEFENDED_RETURN,10.742250695655184,-18.20789922129037,,,,dev,2025-11-01_2025-11-08
BTCUSDT:ACTIVE_POOL:HIGH:1754374500000000000:b0d33d5e8db3283d,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,114450.0,15,16.94874829282404,True,92536,1754374620000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,92537.0,1.75437468e+18,114468.1,114413.7,114461.4,DIRECTIONAL_FVG,3.5442092903955937,NO_FIRST_DEFENDED_RETURN,10.738825770460094,-27.82842370229188,,,,dev,2025-08-01_2025-08-08
BTCUSDT:ACTIVE_POOL:HIGH:1767297600000000000:6741b095d500589c,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,88475.8,60,78.52347301631498,True,87728,1767305340000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,87730.0,1.76730546e+18,88597.7,88460.1,88476.8,DIRECTIONAL_FVG,4.96,NO_FIRST_DEFENDED_RETURN,10.734001802613298,-3.50946372239756,,,,dev,2026-01-01_2026-01-08
XRPUSDT:ACTIVE_POOL:HIGH:1767237300000000000:115d0db5a3690744,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,1.842,15,15.49991070123091,True,86711,1767244320000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,86713.0,1.76724444e+18,1.8428,1.841,1.8416,DIRECTIONAL_FVG,5.0,NO_FIRST_DEFENDED_RETURN,10.727272727273938,-2.090909090909293,,,,dev,2026-01-01_2026-01-08
ETHUSDT:ACTIVE_POOL:LOW:1738933200000000000:0e7bcb3b59c792a5,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2745.11,15,17.367007751233693,True,95822,1738933380000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,95828.0,1.73893374e+18,2744.43,2747.76,2748.6,ORDER_BLOCK,4.1138957875633375,NO_FIRST_DEFENDED_RETURN,10.72108843537334,-15.839002267572669,,,,dev,2025-02-01_2025-02-08
SOLUSDT:ACTIVE_POOL:LOW:1722517200000000000:d4e444c0b3b6732d,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,167.991,60,34.73984887970246,True,87269,1722522600000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,87271.0,1.72252272e+18,167.224,167.716,167.754,ORDER_BLOCK,6.426448352853753,NO_FIRST_DEFENDED_RETURN,10.713713898638773,-1.1146006527495216,,,,dev,2024-08-01_2024-08-08
BTCUSDT:15m:LOW:c6107:s2:1754321400000000000,BTCUSDT,DEFENDED_INTRADAY_SWING,LOW,114574.2,15,4.263670688843545,False,91662,1754322180000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,91663.0,1.75432224e+18,114500.0,114564.27,114572.1,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.5868438612991684,NO_FIRST_DEFENDED_RETURN,10.7077986179661,-0.6209279368213911,,,,dev,2025-08-01_2025-08-08
SOLUSDT:DIAGONAL:15:HIGH:1762460100000000000:1762492500000000000:5bbb1f971feb48b2,SOLUSDT,DIAGONAL_RESISTANCE,HIGH,157.93444444444444,15,3.2744096996698344,True,95393,1762494840000000000,0.1084010840108348,FAILED_AUCTION_REVERSAL,SHORT,95394.0,1.7624949e+18,158.1,157.78204444444444,158.08684444444444,TRANSFERRED_BOUNDARY,3.824066917835904,NO_FIRST_DEFENDED_RETURN,10.657142857143,-1.285714285714274,,,,dev,2025-11-01_2025-11-08
XRPUSDT:ACTIVE_POOL:HIGH:1767634200000000000:207345579929b0b2,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2.1962,15,17.286694190532344,True,93226,1767635220000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,93243.0,1.76763624e+18,2.2081,2.2021,2.2045,DIRECTIONAL_FVG_OB_OVERLAP,5.960676934035099,NO_FIRST_DEFENDED_RETURN,10.619667714413731,-0.1870977398593273,,,,dev,2026-01-01_2026-01-08
SOLUSDT:ACTIVE_POOL:LOW:1767568500000000000:32130c595d4e9940,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,133.64,15,27.405605078137228,True,92148,1767570540000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,92150.0,1.76757066e+18,133.58,133.67,133.7476,TRANSFERRED_BOUNDARY_OB_OVERLAP,6.48734747575246,NO_FIRST_DEFENDED_RETURN,10.583333333333774,-0.4444444444444532,,,,dev,2026-01-01_2026-01-08
SOLUSDT:ACTIVE_POOL:LOW:1738844100000000000:ec26d2054cd7cf94,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,198.52,15,24.79434458389949,True,94353,1738845240000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,94354.0,1.7388453e+18,197.61,198.31,199.02,DIRECTIONAL_FVG,6.545454545454686,NO_FIRST_DEFENDED_RETURN,10.567077973220988,-3.5967445523758586,,,,dev,2025-02-01_2025-02-08
ETHUSDT:ACTIVE_POOL:LOW:1738521300000000000:874462bd4bb78d28,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2950.0,15,18.843257477808663,True,88958,1738521540000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,88960.0,1.73852166e+18,2920.0,2947.84,2954.23,DIRECTIONAL_FVG,4.474911421085666,NO_FIRST_DEFENDED_RETURN,10.511424017003174,-3.258501594048872,,,,dev,2025-02-01_2025-02-08
XRPUSDT:ACTIVE_POOL:LOW:1722932100000000000:814ecfdc38f7f966,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,0.5101,15,29.081379637395937,True,94097,1722932280000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,94099.0,1.7229324e+18,0.509,0.5103,0.5105,DIRECTIONAL_FVG,3.2930001334156533,NO_FIRST_DEFENDED_RETURN,10.500000000000233,-0.2499999999999768,,,,dev,2024-08-01_2024-08-08
ETHUSDT:ACTIVE_POOL:LOW:1762056000000000000:8c64f2e5050c9f83,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,3876.2,15,10.754369994524886,True,88084,1762056300000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,88087.0,1.76205648e+18,3874.08,3875.08,3876.08,DIRECTIONAL_FVG_OB_OVERLAP,6.510037535105809,NO_FIRST_DEFENDED_RETURN,10.445333333333354,-0.4400000000000242,,,,dev,2025-11-01_2025-11-08
SOLUSDT:ACTIVE_POOL:LOW:1762505100000000000:c7c1d5a55e291c9d,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,156.25,15,26.36139349429625,True,95588,1762506540000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,95589.0,1.7625066e+18,155.79,156.11,156.43,DIRECTIONAL_FVG,6.529411764706109,NO_FIRST_DEFENDED_RETURN,10.434232715008346,-2.0657672849915945,,,,dev,2025-11-01_2025-11-08
BTCUSDT:ACTIVE_POOL:HIGH:1738764900000000000:78d4dd46e4cbb661,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,98678.0,15,30.19080051898285,True,93018,1738765140000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,93020.0,1.73876526e+18,98758.0,98641.753,98693.7,TRANSFERRED_BOUNDARY_OB_OVERLAP,5.818666666666863,NO_FIRST_DEFENDED_RETURN,10.423570595099571,-3.136522753792354,,,,dev,2025-02-01_2025-02-08
XRPUSDT:ACTIVE_POOL:HIGH:1762531200000000000:fee774cdd5ec139c,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2.2388,240,73.59441909102928,True,96028,1762532940000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,96031.0,1.76253312e+18,2.2474,2.2401,2.2406,DIRECTIONAL_FVG_OB_OVERLAP,4.5037868451582765,NO_FIRST_DEFENDED_RETURN,10.41412339186787,-1.6339562400225385,,,,dev,2025-11-01_2025-11-08
ETHUSDT:ACTIVE_POOL:HIGH:1707063000000000000:f38303cf2373a52b,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2302.47,5,4.0083807627814,True,91737,1707065880000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,91739.0,1.707066e+18,2302.96,2301.65,2302.07,ORDER_BLOCK,2.967911179757988,NO_FIRST_DEFENDED_RETURN,10.405894519137853,-53.567735263734,,,,dev,2024-02-01_2024-02-08
ETHUSDT:ACTIVE_POOL:HIGH:1762038000000000000:e4f2f5117ead74fc,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,3890.0,60,50.56812349774143,True,88121,1762058520000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,88124.0,1.7620587e+18,3894.0,3890.48,3891.01,DIRECTIONAL_FVG,4.864930939788397,NO_FIRST_DEFENDED_RETURN,10.400981996726877,-0.7855973813421048,,,,dev,2025-11-01_2025-11-08
BTCUSDT:ACTIVE_POOL:HIGH:1754345700000000000:298539c15185e891,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,115270.8,15,17.883258562637003,True,92100,1754348460000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,92130.0,1.75435026e+18,115299.0,115250.2,115255.9,DIRECTIONAL_FVG_OB_OVERLAP,4.747736597079108,NO_FIRST_DEFENDED_RETURN,10.391630901287876,-0.3969957081545188,,,,dev,2025-08-01_2025-08-08
XRPUSDT:ACTIVE_POOL:LOW:1762285500000000000:c79c7b4469077676,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.1545,15,26.461963143041995,True,91923,1762286640000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,91924.0,1.7622867e+18,2.1477,2.1535,2.1579,DIRECTIONAL_FVG,4.892560949638465,NO_FIRST_DEFENDED_RETURN,10.381143430290576,-9.979939819458131,,,,dev,2025-11-01_2025-11-08
XRPUSDT:ACTIVE_POOL:HIGH:1754476200000000000:410e578c875fedd8,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2.9461,5,8.247524367840436,True,94272,1754478780000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,94273.0,1.75447884e+18,2.9484,2.942,2.9441,DIRECTIONAL_FVG,3.608847031915188,NO_FIRST_DEFENDED_RETURN,10.3745621126368,-7.2756669361349395,,,,dev,2025-08-01_2025-08-08
SOLUSDT:ACTIVE_POOL:HIGH:1762365600000000000:a6492e1c241bf15a,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,162.4,15,9.524530974846504,True,93257,1762366680000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,93260.0,1.76236686e+18,162.69,162.26,162.29,DIRECTIONAL_FVG,2.182858394808992,NO_FIRST_DEFENDED_RETURN,10.344827586206444,-10.6382978723399,,,,dev,2025-11-01_2025-11-08
SOLUSDT:ACTIVE_POOL:LOW:1767275100000000000:87cf8e1af6c78409,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,124.79,15,14.18031283497992,True,87229,1767275400000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,87231.0,1.76727552e+18,124.75,124.83,124.84,DIRECTIONAL_FVG_OB_OVERLAP,4.075988421831254,NO_FIRST_DEFENDED_RETURN,10.33834586466084,-16.3533834586455,,,,dev,2026-01-01_2026-01-08
ETHUSDT:DIAGONAL:15:LOW:1722967200000000000:1722983400000000000:260ed98229d318d9,ETHUSDT,DIAGONAL_SUPPORT,LOW,2449.2066666666665,15,2.759056470670195,True,95021,1722987720000000000,-1.2223500831096377,FAILED_AUCTION_REVERSAL,LONG,95026.0,1.72298802e+18,2445.0,2447.41,2448.16,DIRECTIONAL_FVG,4.212591347345497,NO_FIRST_DEFENDED_RETURN,10.325301204819567,-3.8781793842035577,,,,dev,2024-08-01_2024-08-08
SOLUSDT:ACTIVE_POOL:HIGH:1738867500000000000:bf90ce958db2c1dd,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,192.9,15,34.622761411798216,True,94859,1738875600000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,94863.0,1.73887584e+18,193.15,192.77,192.81,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.8945530868360416,NO_FIRST_DEFENDED_RETURN,10.301886792452825,-3.9811320754716615,,,,dev,2025-02-01_2025-02-08
ETHUSDT:ACTIVE_POOL:LOW:1767437100000000000:2a9a0e74b2126657,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,3095.8,15,10.01493105056729,True,89942,1767438180000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,89943.0,1.76743824e+18,3094.56,3095.3134,3096.2866000000004,TRANSFERRED_BOUNDARY,3.469894741939511,NO_FIRST_DEFENDED_RETURN,10.300578034682069,-3.312138728323675,,,,dev,2026-01-01_2026-01-08
SOLUSDT:DIAGONAL:15:LOW:1754266500000000000:1754319600000000000:c607d4cba9eb8f93,SOLUSDT,DIAGONAL_SUPPORT,LOW,164.53596610169492,15,4.198956540645812,True,91667,1754322480000000000,0.7683615819208753,FAILED_AUCTION_REVERSAL,LONG,91670.0,1.75432266e+18,164.42,164.47,164.6211661016949,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.105687708305169,NO_FIRST_DEFENDED_RETURN,10.297872340425563,-0.0212765957446615,,,,dev,2025-08-01_2025-08-08
