kind,family,symbol,event_index,event_time,event_ts_ns,state,reason,actionable,side,score,entry_reference,stop_reference,objective_reference,event_open,event_high,event_low,event_close,diagnostics_json,entry_index,entry_time,entry_price,actual_geometry_valid,objective_gross_bps,stop_gross_bps,objective_net_bps,planned_loss_cost_inclusive_bps,cost_aware_reward_r,objective_exceeds_round_trip_cost,gross_1m_bps,net_1m_bps,opposite_net_1m_bps,mfe_1m_bps,mae_1m_bps,objective_hit_1m,stop_hit_1m,gross_5m_bps,net_5m_bps,opposite_net_5m_bps,mfe_5m_bps,mae_5m_bps,objective_hit_5m,stop_hit_5m,gross_15m_bps,net_15m_bps,opposite_net_15m_bps,mfe_15m_bps,mae_15m_bps,objective_hit_15m,stop_hit_15m,gross_30m_bps,net_30m_bps,opposite_net_30m_bps,mfe_30m_bps,mae_30m_bps,objective_hit_30m,stop_hit_30m,gross_60m_bps,net_60m_bps,opposite_net_60m_bps,mfe_60m_bps,mae_60m_bps,objective_hit_60m,stop_hit_60m,gross_120m_bps,net_120m_bps,opposite_net_120m_bps,mfe_120m_bps,mae_120m_bps,objective_hit_120m,stop_hit_120m
exact_actionable_rising_edge,continuation,BTCUSDT,432,2026-04-13T07:12:59.999000+00:00,1776064379999000000,REAL_FLOW_EFFICIENT_BALANCE_BREAK,ACTIONABLE,True,-1,12.28607713819118,70875.0,70884.68369063633,70769.00000000001,70907.6,70913.4,70860.0,70875.0,"{""ask_depth_change_1_1m"": -0.0490843784988894, ""atr"": 27.22460424221688, ""balance_width"": 111.59999999999127, ""bid_depth_change_1_1m"": -0.0946638424675071, ""depth_imbalance_1"": 0.0230472962267811, ""depth_snapshot_age_seconds"": 30.0, ""depth_support"": -0.0230472962267811, ""displacement_atr"": 1.1974462405390407, ""efficiency_60s"": 0.3738201783431772, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_EFFICIENT_BALANCE_BREAK"", ""flow_3m"": -0.4379472301976175, ""flow_60s"": -0.651523424697996, ""invalidation"": ""accepted-balance-boundary-plus-atr-buffer"", ""notional_burst"": 1.9067355764924965, ""opposite_depth_change"": -0.0946638424675071, ""prior_balance_high"": 70992.2, ""prior_balance_low"": 70880.6, ""ret_60s_bps"": -4.598589752833012, ""reward_distance"": 105.99999999998545, ""reward_r"": 10.946239815044555, ""risk_distance"": 9.683690636331448, ""same_depth_change"": -0.0490843784988894, ""side"": -1, ""trade_count_burst"": 1.3347921225382933}",433,2026-04-13T07:13:00+00:00,70875.0,True,14.955908289239206,1.3663055571533356,-5.044091710760794,21.366305557153336,,False,2.1307384500411386,-17.86926154995886,-22.13073845004114,3.527959112266717,-0.5220322292589894,False,False,7.071282631481856,-12.928717368518143,-27.071282631481857,7.46663163292128,-0.8465250153194787,False,False,26.71643264176674,6.71643264176674,-46.716432641766744,33.16958875612386,-0.8465250153194787,True,False,20.02709552057375,0.027095520573748644,-40.02709552057375,33.16958875612386,-0.8465250153194787,True,False,19.857445367461214,-0.1425546325387863,-39.85744536746121,33.16958875612386,-0.8465250153194787,True,False,27.140854437870548,7.140854437870548,-47.140854437870544,50.59692261990109,-0.8465250153194787,True,False
exact_actionable_rising_edge,absorption,BTCUSDT,961,2026-04-13T16:01:59.999000+00:00,1776096119999000000,REAL_FLOW_ABSORPTION_RECLAIM,ACTIONABLE,True,-1,11.25877891047363,71848.8,71899.20498549395,71781.25,71859.9,71888.5,71768.9,71848.8,"{""absorption_60s"": 0.2921168535229431, ""aggression_side"": 1, ""ask_depth_change_1_1m"": 0.0706581884882247, ""atr"": 71.36656995970807, ""bid_depth_change_1_1m"": 0.0737429924144572, ""depth_defense"": -0.1529124014340815, ""depth_imbalance_1"": 0.1529124014340815, ""depth_snapshot_age_seconds"": 28.0, ""efficiency_60s"": 0.0254202603956542, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_ABSORPTION_RECLAIM"", ""flow_15s"": 0.8641336506489223, ""flow_3m"": 0.3593339800221427, ""flow_60s"": 0.2997362264492949, ""flow_price_alignment_60s"": -1.5447916545157585, ""notional_burst"": 1.651822278075994, ""prior_balance_high"": 71877.5, ""prior_balance_low"": 71685.0, ""prior_balance_midpoint"": 71781.25, ""reclaimed"": 1, ""ret_60s_bps"": -1.5447916545157585, ""reward_distance"": 67.55000000000291, ""reward_r"": 1.3401452125823767, ""risk_distance"": 50.404985493951244, ""same_depth_change"": 0.0706581884882247, ""side"": -1, ""sweep_buffer"": 3.5683284979854037, ""sweep_distance_atr"": 0.1541337913004695, ""swept"": 1, ""trade_count_burst"": 1.3153784002154592}",962,2026-04-13T16:02:00+00:00,71848.9,True,9.415593001422806,7.00149696014174,-10.584406998577194,27.00149696014174,,False,7.616098878965775,-12.383901121034224,-27.616098878965776,8.786178278544021,0.0,False,False,0.6124150450016574,-19.387584954998342,-20.612415045001658,30.583024484227813,-2.7136607937480615,True,False,-22.535823895870323,-42.53582389587032,2.5358238958703225,30.583024484227813,-23.924404213587408,True,True,-51.50328455453636,-71.50328455453635,31.503284554536357,30.583024484227813,-59.37889734583701,True,True,-38.46513886259071,-58.46513886259071,18.465138862590713,30.583024484227813,-75.55357630728045,True,True,-34.401966883901046,-54.401966883901046,14.401966883901046,30.583024484227813,-96.99649656475265,True,True
exact_actionable_rising_edge,absorption,XRPUSDT,1166,2026-04-13T19:26:59.999000+00:00,1776108419999000000,REAL_FLOW_ABSORPTION_RECLAIM,ACTIONABLE,True,-1,11.874325534836023,1.3462,1.347460682494541,1.343,1.3462,1.3473,1.3456,1.3462,"{""absorption_60s"": 0.2669011519960322, ""aggression_side"": 1, ""ask_depth_change_1_1m"": 0.077375387498275, ""atr"": 0.0010712166302736142, ""bid_depth_change_1_1m"": 0.0486437574380522, ""depth_defense"": 0.0252338670682637, ""depth_imbalance_1"": -0.0252338670682637, ""depth_snapshot_age_seconds"": 29.0, ""efficiency_60s"": 0.0, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_ABSORPTION_RECLAIM"", ""flow_15s"": 0.478082057820652, ""flow_3m"": 0.3122340762193419, ""flow_60s"": 0.2669011519960322, ""flow_price_alignment_60s"": 0.0, ""notional_burst"": 4.82509380815484, ""prior_balance_high"": 1.3464, ""prior_balance_low"": 1.3396, ""prior_balance_midpoint"": 1.343, ""reclaimed"": 1, ""ret_60s_bps"": 0.0, ""reward_distance"": 0.0032000000000000917, ""reward_r"": 2.538307634044982, ""risk_distance"": 0.0012606824945409212, ""same_depth_change"": 0.077375387498275, ""side"": -1, ""sweep_buffer"": 5.3560831513680714e-05, ""sweep_distance_atr"": 0.8401661947406656, ""swept"": 1, ""trade_count_burst"": 2.4453781512605044}",1167,2026-04-13T19:27:00+00:00,1.3463,True,24.51162445220256,8.62127679225333,4.511624452202561,28.62127679225333,0.15763183749453424,True,4.457652376935473,-15.542347623064527,-24.45765237693547,6.68722393683907,-1.485442664644764,False,False,-5.940447193331001,-25.940447193331,-14.059552806669,13.378922762698059,-11.135445269275728,False,True,-14.84450654839769,-34.84450654839769,-5.155493451602309,13.378922762698059,-18.552192624018637,False,True,-57.769380035893306,-77.7693800358933,37.769380035893306,13.378922762698059,-65.15163343478943,False,True,-26.704266295923578,-46.704266295923574,6.704266295923578,13.378922762698059,-65.15163343478943,False,True,-28.926406225809092,-48.92640622580909,8.926406225809092,23.797140701596536,-65.15163343478943,False,True
exact_actionable_rising_edge,absorption,XRPUSDT,1957,2026-04-14T08:37:59.999000+00:00,1776155879999000000,REAL_FLOW_ABSORPTION_RECLAIM,ACTIONABLE,True,-1,10.271464073903623,1.3733,1.3742453081696837,1.3709,1.3735,1.3741,1.3722,1.3733,"{""absorption_60s"": 0.3417741937091185, ""aggression_side"": 1, ""ask_depth_change_1_1m"": 0.0865746947253665, ""atr"": 0.0009687211312242486, ""bid_depth_change_1_1m"": 0.0072059228581671, ""depth_defense"": 0.0270374069588744, ""depth_imbalance_1"": -0.0270374069588744, ""depth_snapshot_age_seconds"": 27.0, ""efficiency_60s"": 0.018344373913709, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_ABSORPTION_RECLAIM"", ""flow_15s"": 0.4563319022804182, ""flow_3m"": 0.3116867305951976, ""flow_60s"": 0.3481609890748748, ""flow_price_alignment_60s"": -1.4562399909236916, ""notional_burst"": 2.902634819880283, ""prior_balance_high"": 1.3735, ""prior_balance_low"": 1.3683, ""prior_balance_midpoint"": 1.3709, ""reclaimed"": 1, ""ret_60s_bps"": -1.4562399909236916, ""reward_distance"": 0.0023999999999999577, ""reward_r"": 2.5388546052689707, ""risk_distance"": 0.0009453081696837451, ""same_depth_change"": 0.0865746947253665, ""side"": -1, ""sweep_buffer"": 4.843605656121243e-05, ""sweep_distance_atr"": 0.6193732960505249, ""swept"": 1, ""trade_count_burst"": 1.2043795620437956}",1958,2026-04-14T08:38:00+00:00,1.3734,True,18.202999854375346,6.154857795861446,-1.7970001456246543,26.154857795861446,,False,2.912904186049449,-17.08709581395055,-22.91290418604945,6.555228028901756,-2.1841214458338998,False,False,10.198879007454115,-9.801120992545885,-30.198879007454117,10.927768544568952,-2.1841214458338998,False,False,-5.823264103997584,-25.823264103997584,-14.176735896002416,14.573013363118827,-11.643139140956572,False,True,-8.006114187245029,-28.00611418724503,-11.993885812754971,14.573013363118827,-11.643139140956572,False,True,2.1845985886985004,-17.8154014113015,-22.1845985886985,15.302221807675364,-13.82471934086093,False,True,16.760798239666606,-3.239201760333394,-36.760798239666606,29.897568483880555,-13.82471934086093,True,True
exact_actionable_rising_edge,absorption,SOLUSDT,2055,2026-04-14T10:15:59.999000+00:00,1776161759999000000,REAL_FLOW_ABSORPTION_RECLAIM,ACTIONABLE,True,-1,13.512801615719088,86.28,86.33838805008268,86.19,86.29,86.33,86.28,86.28,"{""absorption_60s"": 0.4884903761475324, ""aggression_side"": 1, ""ask_depth_change_1_1m"": -0.0208949213300064, ""atr"": 0.05592033388454039, ""bid_depth_change_1_1m"": -0.0172854927880862, ""depth_defense"": 0.1042225386472364, ""depth_imbalance_1"": -0.1042225386472364, ""depth_snapshot_age_seconds"": 28.0, ""efficiency_60s"": 0.0068496684227792, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_ABSORPTION_RECLAIM"", ""flow_15s"": 0.6363524505470344, ""flow_3m"": 0.3557694519418367, ""flow_60s"": 0.4918594502926475, ""flow_price_alignment_60s"": -1.1589499926056706, ""notional_burst"": 3.481412133023204, ""prior_balance_high"": 86.3, ""prior_balance_low"": 86.08, ""prior_balance_midpoint"": 86.19, ""reclaimed"": 1, ""ret_60s_bps"": -1.1589499926056706, ""reward_distance"": 0.09000000000000341, ""reward_r"": 1.5414112968758826, ""risk_distance"": 0.05838805008268366, ""same_depth_change"": -0.0208949213300064, ""side"": -1, ""sweep_buffer"": 0.0027960166942270197, ""sweep_distance_atr"": 0.5364774835204421, ""swept"": 1, ""trade_count_burst"": 1.426791277258567}",2056,2026-04-14T10:16:00+00:00,86.28,True,10.431154381085328,6.767275160255437,-9.568845618914672,26.767275160255437,,False,2.318303012585158,-17.681696987414842,-22.318303012585158,4.637143602686427,-1.1589499926056706,False,False,4.637143602686408,-15.362856397313593,-24.637143602686407,9.27643851308201,-1.1589499926056706,False,False,3.47765609486546,-16.52234390513454,-23.47765609486546,13.917886728224852,-1.1589499926056706,True,False,27.85517121426312,7.85517121426312,-47.85517121426312,30.17994165365396,-27.77779563902275,True,True,32.50525267447914,12.505252674479138,-52.50525267447914,65.1165091557936,-27.77779563902275,True,True,53.45741957577099,33.45741957577099,-73.45741957577098,83.79937306750696,-27.77779563902275,True,True
exact_actionable_rising_edge,absorption,SOLUSDT,2093,2026-04-14T10:53:59.999000+00:00,1776164039999000000,REAL_FLOW_ABSORPTION_RECLAIM,ACTIONABLE,True,-1,14.337851306796363,86.14,86.18029700520593,86.08500000000001,86.14,86.17,86.06,86.14,"{""absorption_60s"": 0.5946032562631466, ""aggression_side"": 1, ""ask_depth_change_1_1m"": -0.0293080290936397, ""atr"": 0.06864670137281723, ""bid_depth_change_1_1m"": -0.0117394249639692, ""depth_defense"": 0.0235489157501179, ""depth_imbalance_1"": -0.0235489157501179, ""depth_snapshot_age_seconds"": 28.0, ""efficiency_60s"": 0.0, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_ABSORPTION_RECLAIM"", ""flow_15s"": 0.6853204868121849, ""flow_3m"": 0.6641051937152582, ""flow_60s"": 0.5946032562631466, ""flow_price_alignment_60s"": 0.0, ""notional_burst"": 3.343739953720601, ""prior_balance_high"": 86.16, ""prior_balance_low"": 86.01, ""prior_balance_midpoint"": 86.08500000000001, ""reclaimed"": 1, ""ret_60s_bps"": 0.0, ""reward_distance"": 0.05499999999999261, ""reward_r"": 1.3648656945826971, ""risk_distance"": 0.040297005205928826, ""same_depth_change"": -0.0293080290936397, ""side"": -1, ""sweep_buffer"": 0.0034323350686408616, ""sweep_distance_atr"": 0.14567342348608353, ""swept"": 1, ""trade_count_burst"": 1.2621359223300972}",2094,2026-04-14T10:54:00+00:00,86.15,True,7.5449796865934005,3.516773674512308,-12.4550203134066,23.516773674512308,,False,10.452355634850587,-9.547644365149413,-30.452355634850587,11.614403163902136,0.0,True,False,13.938903406818818,-6.0610965931811815,-33.93890340681882,16.263944105505843,0.0,True,False,34.88375630454232,14.883756304542317,-54.88375630454232,43.040838852043336,0.0,True,False,34.88375630454232,14.883756304542317,-54.88375630454232,50.037923685624676,0.0,True,False,36.04864651495664,16.048646514956637,-56.04864651495664,68.72078759733829,0.0,True,False,44.20667971608613,24.20667971608613,-64.20667971608613,69.88962635736277,0.0,True,False
exact_actionable_rising_edge,continuation,BTCUSDT,2099,2026-04-14T10:59:59.999000+00:00,1776164399999000000,REAL_FLOW_EFFICIENT_BALANCE_BREAK,ACTIONABLE,True,-1,13.71546969861732,74309.8,74332.8139854294,74246.5,74362.2,74373.9,74309.8,74309.8,"{""ask_depth_change_1_1m"": 0.0769583808285712, ""atr"": 35.42656952932808, ""balance_width"": 81.0, ""bid_depth_change_1_1m"": -0.0009337814333486, ""depth_imbalance_1"": -0.1481962798432156, ""depth_snapshot_age_seconds"": 27.0, ""depth_support"": 0.1481962798432156, ""displacement_atr"": 1.4791158358309167, ""efficiency_60s"": 0.5447783173175689, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_EFFICIENT_BALANCE_BREAK"", ""flow_3m"": -0.502863103117247, ""flow_60s"": -0.5290788935354567, ""invalidation"": ""accepted-balance-boundary-plus-atr-buffer"", ""notional_burst"": 2.855950551051903, ""opposite_depth_change"": -0.0009337814333486, ""prior_balance_high"": 74408.5, ""prior_balance_low"": 74327.5, ""ret_60s_bps"": -7.049074764551527, ""reward_distance"": 63.30000000000291, ""reward_r"": 2.750501437232598, ""risk_distance"": 23.01398542939569, ""same_depth_change"": 0.0769583808285712, ""side"": -1, ""trade_count_burst"": 1.3222222222222222}",2100,2026-04-14T11:00:00+00:00,74309.8,True,8.518391921389368,3.097032346930373,-11.481608078610632,23.097032346930373,,False,-3.7672993484129154,-23.767299348412916,-16.232700651587084,4.361075585719044,-3.7807514458290346,False,True,-7.869350364166685,-27.869350364166685,-12.130649635833315,4.361075585719044,-9.025690200285021,False,True,-6.79356534262819,-26.79356534262819,-13.20643465737181,4.361075585719044,-12.749271468125418,False,True,-0.8746781358239446,-20.874678135823945,-19.125321864176055,4.361075585719044,-14.590385979225353,False,True,-4.3860771011287145,-24.386077101128713,-15.613922898871285,5.734400501741827,-16.16245633865726,False,True,-14.375382787763531,-34.37538278776353,-5.624617212236469,10.205744915541647,-20.138556803696353,True,True
exact_actionable_rising_edge,absorption,ETHUSDT,2886,2026-04-15T00:06:59.999000+00:00,1776211619999000000,REAL_FLOW_ABSORPTION_RECLAIM,ACTIONABLE,True,-1,12.099026327115928,2334.32,2336.3202935960126,2327.045,2334.47,2336.0,2332.25,2334.32,"{""absorption_60s"": 0.2899408947203298, ""aggression_side"": 1, ""ask_depth_change_1_1m"": 0.1203419510869634, ""atr"": 2.135290640084215, ""bid_depth_change_1_1m"": -0.0766662736814972, ""depth_defense"": 0.2251707204405883, ""depth_imbalance_1"": -0.2251707204405883, ""depth_snapshot_age_seconds"": 30.0, ""efficiency_60s"": 0.003506928848646, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_ABSORPTION_RECLAIM"", ""flow_15s"": 0.5069063849938853, ""flow_3m"": 0.2141838788655476, ""flow_60s"": 0.2909612752102033, ""flow_price_alignment_60s"": -0.6425647761036111, ""notional_burst"": 5.182528176663111, ""prior_balance_high"": 2334.67, ""prior_balance_low"": 2319.42, ""prior_balance_midpoint"": 2327.045, ""reclaimed"": 1, ""ret_60s_bps"": -0.6425647761036111, ""reward_distance"": 7.275000000000091, ""reward_r"": 3.6369661006278604, ""risk_distance"": 2.0002935960123978, ""same_depth_change"": 0.1203419510869634, ""side"": -1, ""sweep_buffer"": 0.10676453200421075, ""sweep_distance_atr"": 0.6228660281803476, ""swept"": 1, ""trade_count_burst"": 3.5339366515837103}",2887,2026-04-15T00:07:00+00:00,2334.32,True,31.165392919565438,8.569063350407635,11.165392919565438,28.569063350407635,0.39082110542507953,True,-12.158889045375451,-32.15888904537545,-7.841110954624549,0.04283911982734648,-14.982430555220882,False,True,-13.741881717714056,-33.74188171771406,-6.258118282285944,0.04283911982734648,-33.145255614588166,False,True,-1.9275704747309526,-21.927570474730953,-18.072429525269047,21.27076416095326,-33.145255614588166,False,True,6.642254839688107,-13.357745160311893,-26.642254839688107,21.27076416095326,-33.145255614588166,False,True,-7.964886407582777,-27.964886407582778,-12.035113592417222,30.247213397150556,-33.145255614588166,False,True,-1.3279216974072743,-21.327921697407273,-18.672078302592727,30.247213397150556,-33.145255614588166,False,True
exact_actionable_rising_edge,absorption,ETHUSDT,3086,2026-04-15T03:26:59.999000+00:00,1776223619999000000,REAL_FLOW_ABSORPTION_RECLAIM,ACTIONABLE,True,-1,11.192126646895582,2326.63,2327.669858631876,2323.05,2326.63,2327.44,2325.73,2326.63,"{""absorption_60s"": 0.3961985993714123, ""aggression_side"": 1, ""ask_depth_change_1_1m"": -0.0750881693315554, ""atr"": 1.5323908791742022, ""bid_depth_change_1_1m"": -0.0673755713541277, ""depth_defense"": 0.0672347243971779, ""depth_imbalance_1"": -0.0672347243971779, ""depth_snapshot_age_seconds"": 28.0, ""efficiency_60s"": 0.0, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_ABSORPTION_RECLAIM"", ""flow_15s"": 0.5711982256160918, ""flow_3m"": 0.1818150073526193, ""flow_60s"": 0.3961985993714123, ""flow_price_alignment_60s"": 0.0, ""notional_burst"": 2.476451845300957, ""prior_balance_high"": 2326.87, ""prior_balance_low"": 2319.23, ""prior_balance_midpoint"": 2323.05, ""reclaimed"": 1, ""ret_60s_bps"": 0.0, ""reward_distance"": 3.5799999999999272, ""reward_r"": 3.442775671863187, ""risk_distance"": 1.0398586318760863, ""same_depth_change"": -0.0750881693315554, ""side"": -1, ""sweep_buffer"": 0.07661954395871012, ""sweep_distance_atr"": 0.3719677581919137, ""swept"": 1, ""trade_count_burst"": 1.3621013133208255}",3087,2026-04-15T03:27:00+00:00,2326.64,True,15.429976274798918,4.426377230153378,-4.570023725201082,24.426377230153378,,False,-2.9652103690217615,-22.96521036902176,-17.03478963097824,0.04298052766996109,-5.285196631360423,False,True,1.7623531328449167,-18.23764686715508,-21.76235313284492,6.664187548996242,-5.285196631360423,False,True,15.657129341663003,-4.342870658336997,-35.657129341663,23.537978211166276,-7.346954888918689,True,True,-2.750369598252571,-22.750369598252572,-17.249630401747428,23.537978211166276,-7.346954888918689,True,True,-13.272143122585202,-33.272143122585206,-6.727856877414798,23.537978211166276,-27.5125772029085,True,True,23.0210109135417,3.0210109135417014,-43.0210109135417,23.6672242115448,-45.24186342558711,True,True
exact_actionable_rising_edge,continuation,BTCUSDT,3122,2026-04-15T04:02:59.999000+00:00,1776225779999000000,REAL_FLOW_EFFICIENT_BALANCE_BREAK,ACTIONABLE,True,1,12.38913664781683,74386.0,74353.82510612124,74481.7,74345.7,74388.0,74341.2,74386.0,"{""ask_depth_change_1_1m"": -0.0765415561974133, ""atr"": 29.165959191707504, ""balance_width"": 123.5, ""bid_depth_change_1_1m"": -0.0786473723475074, ""depth_imbalance_1"": 0.0468056445360049, ""depth_snapshot_age_seconds"": 28.0, ""depth_support"": 0.0468056445360049, ""displacement_atr"": 1.381747801781916, ""efficiency_60s"": 0.3707663474371011, ""execution_contract"": ""actual-fill-v1"", ""family"": ""REAL_FLOW_EFFICIENT_BALANCE_BREAK"", ""flow_3m"": 0.4732036096773818, ""flow_60s"": 0.4868356996493803, ""invalidation"": ""accepted-balance-boundary-plus-atr-buffer"", ""notional_burst"": 2.1212448053655737, ""opposite_depth_change"": -0.0765415561974133, ""prior_balance_high"": 74358.2, ""prior_balance_low"": 74234.7, ""ret_60s_bps"": 5.4191542201505065, ""reward_distance"": 95.69999999999709, ""reward_r"": 2.974368784574622, ""risk_distance"": 32.174893878764124, ""same_depth_change"": -0.0786473723475074, ""side"": 1, ""trade_count_burst"": 1.641214351425943}",3123,2026-04-15T04:03:00+00:00,74386.1,True,12.851863452982837,4.338833986291535,-7.148136547017163,24.338833986291533,,False,0.7662428361725712,-19.23375716382743,-20.76624283617257,1.8684541150601746,-1.129306996586103,False,False,-9.535895835833697,-29.5358958358337,-10.464104164166303,1.8684541150601746,-9.535895835833697,False,True,-9.616633346076846,-29.616633346076846,-10.383366653923154,1.8684541150601746,-14.031276033611775,False,True,-15.391055509096581,-35.39105550909658,-4.6089444909034185,1.8684541150601746,-17.62634234879273,False,True,-2.9310845760520388,-22.93108457605204,-17.06891542394796,1.8684541150601746,-23.526667441973174,False,True,-58.52862335569979,-78.52862335569979,38.52862335569979,1.8684541150601746,-76.04178638556382,False,True
