scenario_id,family,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,actual_entry_price,opened_ts_ns,opened_bar_index,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome,forced_exit_reason
SLT-1708970460000000000-000014,SAC,LONG,1708970700000000000,2024-02-26,18,1708970760000000000,53627.8,53569.5,53562.6,53881.2,ACCEPTED_SESSION_RANGE_PROJECTION,53567.7,51.21000000000058,36.534,100000.0,3000.0,82.11345530000209,2.8775370508612745,0.0007,53569.6,1708970760000000000,1085,53562.5,1708970820000000000,2024-02-26,18,1.0,-2999.16629898,-0.00013253785729216842,-0.99972209966,STOP,
SLT-1709012820000000000-000021,SAC,LONG,1709013000000000000,2024-02-27,5,1709013060000000000,56238.0,56238.8,56169.8,56695.2,ACCEPTED_SESSION_RANGE_PROJECTION,56175.1,52.850000000000364,19.679,97000.83370102,2910.0250110306,147.87103050000783,2.5505076871698287,0.0007,56238.899999999994,1709013060000000000,1790,56169.7,1709013240000000000,2024-02-27,5,3.0,-2910.24898758,-0.0012304650339888777,-1.0000769672248695,STOP,
SLT-1709035680000000000-000028,SAC,LONG,1709035920000000000,2024-02-27,12,1709035980000000000,56668.2,56664.0,56616.700000000004,56899.8,ACCEPTED_SESSION_RANGE_PROJECTION,56629.9,47.47499999999927,22.261,94090.58471344,2822.7175414032,126.79649000000292,1.231148748675924,0.0007,56664.103818337,1709035980000000000,2172,56899.7,1709036700000000000,2024-02-27,12,12.0,3474.97591424,0.004157767718665651,1.231074616311966,OTHER_EXIT,
SLT-1709053740000000000-000031,SRR,SHORT,1709054040000000000,2024-02-27,17,1709054100000000000,57196.9,57186.1,57255.8,57001.2,PRIOR_INTERNAL_SELLSIDE_LIQUIDITY,57224.9,61.09499999999971,19.51,97565.56062768,2926.9668188304,150.01883664999718,0.6983715667948651,0.0007,57186.0,1709054100000000000,2474,57255.9,1709054460000000000,2024-02-27,17,6.0,-2926.6820283,-0.001222327143007055,-0.9999027011414795,STOP,
SLT-1709107380000000000-000042,SAC,LONG,1709107680000000000,2024-02-28,8,1709107740000000000,58481.0,58486.4,58407.299999999996,59763.100000000006,ACCEPTED_SESSION_RANGE_PROJECTION,58472.8,131.2850000000013,17.62,94638.87859938,2839.1663579814,161.12558999999854,7.408663949655763,0.0007,58486.5,1709107740000000000,3368,58407.2,1709107920000000000,2024-02-28,8,3.0,-2839.0328958,-0.0013558684482744378,-0.999952992475758,STOP,
SLT-1709150820000000000-000049,SAC,SHORT,1709151120000000000,2024-02-28,20,1709151180000000000,60503.6,60620.9,60691.100000000006,59767.80000000001,ACCEPTED_SESSION_RANGE_PROJECTION,60674.5,166.38000000000065,17.726,91799.84570358,2753.9953711074,155.35642659999755,4.947512805369911,0.0007,60620.8,1709151180000000000,4092,60543.80000000001,1709156580000000000,2024-02-28,21,90.0,-138.53258972,0.0012701910895269069,-0.05030240470749053,TIMEOUT,TIMEOUT
SLT-1709281200000000000-000082,SAC,LONG,1709281440000000000,2024-03-01,8,1709281500000000000,61872.1,61858.6,61820.0,62254.4,ACCEPTED_SESSION_RANGE_PROJECTION,61844.8,58.884999999999124,21.932,91661.31311386,2749.8393934158,125.37501999999854,2.462379667018309,0.0007,61858.700000000004,1709281500000000000,6264,61819.9,1709281560000000000,2024-03-01,8,1.0,-2749.72493864,-0.0006272359425594607,-0.9999583776506824,STOP,
SLT-1709299320000000000-000085,SRR,SHORT,1709299500000000000,2024-03-01,13,1709299560000000000,62595.6,62607.2,62705.299999999996,62313.40000000001,PRIOR_INTERNAL_SELLSIDE_LIQUIDITY,62650.5,64.6,14.342,88911.58817522,2667.3476452565997,185.97872200000495,1.1084901422217008,0.0007,62607.100000000006,1709299560000000000,6565,62313.5,1709303040000000000,2024-03-01,14,58.0,2956.68332836,0.004689563963192766,1.1084731806961616,TARGET,
SLT-1709324520000000000-000090,SAC,LONG,1709324700000000000,2024-03-01,20,1709324760000000000,62439.2,62449.9,62429.40000000001,62838.4,ACCEPTED_SESSION_RANGE_PROJECTION,62434.3,49.43999999999905,25.481,91868.27150358,2756.0481451074,108.1594792000017,2.7792126240193897,0.0007,62450.0,1709324760000000000,6985,62838.3,1709326500000000000,2024-03-01,20,29.0,7659.54247939,0.006217774219375547,2.7791758619991436,TARGET,
SLT-1709485260000000000-000127,SAC,LONG,1709485440000000000,2024-03-03,17,1709485500000000000,62950.7,62958.8,62921.2,63718.8,ACCEPTED_SESSION_RANGE_PROJECTION,62929.9,86.70499999999956,23.718,99527.81398297,2985.8344194890997,125.88652065000163,5.331195719245509,0.0007,62958.899999999994,1709485500000000000,9664,62921.100000000006,1709485740000000000,2024-03-03,17,4.0,-2986.475688,-0.000600391684098489,-1.0002147702855573,STOP,
