client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id,price,is_post_only,display_qty
O-20240703-004059-001-001-1,BACKTESTER-001,SharedAccountV35ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-2-001,ETHUSDT-PERP.BINANCE-SharedAccountV35ETHStrategy-001,BINANCE-001,T-14d318a7693eea49-46274,MARKET,BUY,388.941,GTC,False,False,388.941,TAKER,3429.138418654757,0.0,['1000.29939427 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240703-004059-001-001-1,"['O-20240703-004059-001-001-2', 'O-20240703-004059-001-001-3']",,,,,['ENTRY'],4800a270-b7ea-4f47-a1f5-83f5f3a1df3e,2024-07-03 00:40:59.999000+00:00,2024-07-03 00:41:59.999000+00:00,,,,,,,
O-20240703-004059-001-001-2,BACKTESTER-001,SharedAccountV35ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-2-002,ETHUSDT-PERP.BINANCE-SharedAccountV35ETHStrategy-001,BINANCE-001,T-5bbe40544282fdbd-46308,STOP_MARKET,SELL,388.941,GTC,True,False,388.941,TAKER,3428.244003769209,0.01599623079118828,['1000.03848830 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240703-004059-001-001-1,['O-20240703-004059-001-001-3'],O-20240703-004059-001-001-1,,,,['STOP_LOSS'],2bb7149f-dd0f-4fae-92f3-5c4d59309ac9,2024-07-03 00:40:59.999000+00:00,2024-07-03 00:50:59.999000+00:00,3428.26,DEFAULT,,,,,
O-20240703-230659-001-001-4,BACKTESTER-001,SharedAccountV35ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-2-004,ETHUSDT-PERP.BINANCE-SharedAccountV35ETHStrategy-001,BINANCE-001,T-8153fadb5d09ad24-51171,MARKET,SELL,335.286,GTC,False,False,335.286,TAKER,3296.565536765627,0.0,['828.96920442 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240703-230659-001-001-2,"['O-20240703-230659-001-001-5', 'O-20240703-230659-001-001-6']",,,,,['ENTRY'],0da95eca-9131-4e7c-a1ba-ce399e1ab565,2024-07-03 23:06:59.999000+00:00,2024-07-03 23:07:59.999000+00:00,,,,,,,
O-20240703-230659-001-001-5,BACKTESTER-001,SharedAccountV35ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-2-005,ETHUSDT-PERP.BINANCE-SharedAccountV35ETHStrategy-001,BINANCE-001,T-baf409669a5a6e6b-51187,STOP_MARKET,BUY,335.286,GTC,True,False,335.286,TAKER,3298.738247466342,0.018247466342018015,['829.51556403 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240703-230659-001-001-2,['O-20240703-230659-001-001-6'],O-20240703-230659-001-001-4,,,,['STOP_LOSS'],798e0f16-6f7c-48c1-a9c4-46e07e106833,2024-07-03 23:06:59.999000+00:00,2024-07-03 23:10:59.999000+00:00,3298.72,DEFAULT,,,,,
O-20240712-021259-001-000-1,BACKTESTER-001,SharedAccountV35BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-SharedAccountV35BTCStrategy-000,BINANCE-001,T-a1379a7ec30274a5-93547,MARKET,BUY,18.913,GTC,False,False,18.913,TAKER,56956.8,0.0,['807.91796880 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240712-021259-001-000-1,"['O-20240712-021259-001-000-2', 'O-20240712-021259-001-000-3']",,,,,['ENTRY'],46167eec-7ccf-43ab-b47c-3c59cdbfce44,2024-07-12 02:12:59.999000+00:00,2024-07-12 02:13:59.999000+00:00,,,,,,,
O-20240712-021259-001-000-3,BACKTESTER-001,SharedAccountV35BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-003,BTCUSDT-PERP.BINANCE-SharedAccountV35BTCStrategy-000,BINANCE-001,T-66af6ca272609968-93586,LIMIT,SELL,18.913,GTC,True,False,18.913,MAKER,57327.6,0.09999999999854481,['813.17767410 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240712-021259-001-000-1,['O-20240712-021259-001-000-2'],O-20240712-021259-001-000-1,,,,['TAKE_PROFIT'],c264aea5-3ad4-408b-a2f7-f9b1369d6a07,2024-07-12 02:12:59.999000+00:00,2024-07-12 02:24:59.999000+00:00,,,,,57327.7,True,
O-20240714-165259-001-001-7,BACKTESTER-001,SharedAccountV35ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-2-007,ETHUSDT-PERP.BINANCE-SharedAccountV35ETHStrategy-001,BINANCE-001,T-4ded760d4f6242a8-108325,MARKET,BUY,381.635,GTC,False,False,381.635,TAKER,3193.804405596971,0.0,['914.15065825 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240714-165259-001-001-3,"['O-20240714-165259-001-001-8', 'O-20240714-165259-001-001-9']",,,,,['ENTRY'],57ca16ed-d8ae-4eb2-9309-b55c891ab9eb,2024-07-14 16:52:59.999000+00:00,2024-07-14 16:53:59.999000+00:00,,,,,,,
O-20240714-165259-001-001-8,BACKTESTER-001,SharedAccountV35ETHStrategy-001,ETHUSDT-PERP.BINANCE,BINANCE-2-008,ETHUSDT-PERP.BINANCE-SharedAccountV35ETHStrategy-001,BINANCE-001,T-b921747d8db5e9cc-108356,STOP_MARKET,SELL,381.635,GTC,True,False,381.635,TAKER,3192.248551626554,0.011448373446000915,['913.70533200 USDT'],NO_TRIGGER,FILLED,OUO,OL-20240714-165259-001-001-3,['O-20240714-165259-001-001-9'],O-20240714-165259-001-001-7,,,,['STOP_LOSS'],597dca36-557c-40a4-8917-701cfa3e3ec5,2024-07-14 16:52:59.999000+00:00,2024-07-14 17:00:59.999000+00:00,3192.26,DEFAULT,,,,,
O-20240721-012059-001-000-4,BACKTESTER-001,SharedAccountV35BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-SharedAccountV35BTCStrategy-000,BINANCE-001,T-398f4dc8ca2c857b-140629,MARKET,BUY,19.067,GTC,False,False,19.067,TAKER,67146.80128494257,0.0,['960.21604508 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240721-012059-001-000-2,"['O-20240721-012059-001-000-5', 'O-20240721-012059-001-000-6']",,,,,['ENTRY'],bd431e4e-ff47-4e30-8104-8793e0525674,2024-07-21 01:20:59.999000+00:00,2024-07-21 01:21:59.999000+00:00,,,,,,,
O-20240721-042159-001-000-7,BACKTESTER-001,SharedAccountV35BTCStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BTCUSDT-PERP.BINANCE-SharedAccountV35BTCStrategy-000,BINANCE-001,T-98bc14d5485adf0d-141249,MARKET,SELL,19.067,GTC,True,False,19.067,TAKER,67152.91791052603,0.0,['960.30351435 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,c092e4fa-47ad-4e8f-bd72-d286ac38f72d,2024-07-21 04:21:59.999000+00:00,2024-07-21 04:22:59.999000+00:00,,,,,,,
