position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-7f43f836-51e6-4713-adb7-88a96e55e290,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-024500-001-000-1,O-20250303-024500-001-000-2,SELL,FLAT,0.000,8.953,1740969900000000000,2025-03-03 02:45:00+00:00,1740970020000000000,2025-03-03 02:47:00+00:00,120000000000,93031.4,93217.5,['1417.36344145 USDT'],-0.002,-3083.51674145 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-ddecf2a3-bff3-4152-b19a-ec45ba3535f3,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-030500-001-000-4,O-20250303-030500-001-000-6,SELL,FLAT,0.000,7.529,1740971100000000000,2025-03-03 03:05:00+00:00,1740972000000000000,2025-03-03 03:20:00+00:00,900000000000,93171.4,92522.0,['805.24379141 USDT'],0.00697,4084.08880859 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-f481482e-ba18-460b-8331-f5df5b0bdd8c,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-164500-001-000-7,O-20250303-164500-001-000-9,BUY,FLAT,0.000,8.107,1741020300000000000,2025-03-03 16:45:00+00:00,1741023840000000000,2025-03-03 17:44:00+00:00,3540000000000,90019.3,90901.6,['841.40027670 USDT'],0.0098,6311.40582330 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-bfd0145f-9f8c-4ef0-925c-eb61fe367eaa,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-204500-001-000-10,O-20250303-204500-001-000-12,BUY,FLAT,0.000,8.090,1741034700000000000,2025-03-03 20:45:00+00:00,1741035720000000000,2025-03-03 21:02:00+00:00,1020000000000,85371.6,86372.2,['796.68313680 USDT'],0.01172,7298.17086320 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-f145d06e-8d78-45b9-847c-0ea50ef31120,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-033000-001-000-13,O-20250304-033000-001-000-14,SELL,FLAT,0.000,8.574,1741059000000000000,2025-03-04 03:30:00+00:00,1741060380000000000,2025-03-04 03:53:00+00:00,1380000000000,83981.1,84247.5,['1226.03321394 USDT'],-0.00317,-3510.14681394 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-ac0993b5-2d5d-4aac-aaaf-4a406d543167,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-054500-001-000-16,O-20250304-054500-001-000-17,SELL,FLAT,0.000,8.560,1741067100000000000,2025-03-04 05:45:00+00:00,1741068240000000000,2025-03-04 06:04:00+00:00,1140000000000,84100.0,84354.59999999999,['1225.67566960 USDT'],-0.00303,-3405.05166960 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-78503828-0806-4174-b3d6-83373e7eeef9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-102500-001-000-19,O-20250304-102500-001-000-21,BUY,FLAT,0.000,14.137,1741083900000000000,2025-03-04 10:25:00+00:00,1741086720000000000,2025-03-04 11:12:00+00:00,2820000000000,83527.90000000001,84157.0,['1360.62708666 USDT'],0.00753,7532.95961334 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-c0a948f9-4b1b-4904-a559-8377b15d9581,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250305-162000-001-000-22,O-20250305-162000-001-000-24,BUY,FLAT,0.000,6.255,1741191600000000000,2025-03-05 16:20:00+00:00,1741193880000000000,2025-03-05 16:58:00+00:00,2280000000000,87967.2,88675.3,['634.09881105 USDT'],0.00805,3795.06668895 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-c596da68-31b5-4700-b239-768ef680a8ee,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250305-185000-001-000-25,O-20250305-185000-001-000-27,BUY,FLAT,0.000,7.264,1741200600000000000,2025-03-05 18:50:00+00:00,1741201620000000000,2025-03-05 19:07:00+00:00,1020000000000,89259.8,90113.5,['747.50104832 USDT'],0.00956,5453.77575168 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-89acaf36-b15d-47e7-bd9f-99e352cee070,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250305-201500-001-000-28,O-20250305-201500-001-000-29,SELL,FLAT,0.000,10.830,1741205700000000000,2025-03-05 20:15:00+00:00,1741207020000000000,2025-03-05 20:37:00+00:00,1320000000000,90050.59999999999,90251.1,['1659.76729935 USDT'],-0.00223,-3831.18229935 USDT,True
