client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20250304-054500-001-000-16,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-016,BINANCE-001,T-236d9692211a45f0-17380,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,8.560,84100.0,USDT,611.91160000 USDT,TAKER,8d20c338-968f-4c28-ab6f-b9507ddb3c50,2025-03-04 05:45:00+00:00,2025-03-04 05:45:00+00:00,{},False
O-20250304-054500-001-000-17,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-017,BINANCE-001,T-5132fba2482dcc57-17452,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,STOP_MARKET,8.560,84354.6,USDT,613.76406960 USDT,TAKER,eb7fccec-b1ae-4c2b-a358-63c1cdd5ee83,2025-03-04 06:04:00+00:00,2025-03-04 06:04:00+00:00,{},False
O-20250304-102500-001-000-19,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-019,BINANCE-001,T-bf21ab85a2cf3e29-18444,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,14.137,83527.9,USDT,1003.70883396 USDT,TAKER,df26d31e-a1f9-48c5-8227-54e03fa765da,2025-03-04 10:25:00+00:00,2025-03-04 10:25:00+00:00,{},False
O-20250304-102500-001-000-21,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-021,BINANCE-001,T-bfcc7ec0173b95af-18620,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,14.137,84157.0,USDT,356.91825270 USDT,MAKER,2983515a-a193-4932-a742-47e0d37ec1d9,2025-03-04 11:12:00+00:00,2025-03-04 11:12:00+00:00,{},False
O-20250305-162000-001-000-22,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-022,BINANCE-001,T-0cbadce81c3a400c-25237,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,6.255,87967.2,USDT,467.69961060 USDT,TAKER,3f6ab1b8-2414-448d-a51b-312c3a9fd29d,2025-03-05 16:20:00+00:00,2025-03-05 16:20:00+00:00,{},False
O-20250305-162000-001-000-24,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-024,BINANCE-001,T-42683874264cd5e1-25384,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,6.255,88675.3,USDT,166.39920045 USDT,MAKER,81618e4f-b98a-4b5d-b43f-02fda1a578e1,2025-03-05 16:58:00+00:00,2025-03-05 16:58:00+00:00,{},False
O-20250305-185000-001-000-25,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-025,BINANCE-001,T-72c45b5f03858dc0-25825,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,7.264,89259.8,USDT,551.12570912 USDT,TAKER,7a9ffcce-e2ca-42b3-8531-a43a2d4b305d,2025-03-05 18:50:00+00:00,2025-03-05 18:50:00+00:00,{},False
O-20250305-185000-001-000-27,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-027,BINANCE-001,T-52942824e6bb5792-25890,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,7.264,90113.5,USDT,196.37533920 USDT,MAKER,7fd1a3c5-a2bb-4c49-a1b1-e139889a6dfa,2025-03-05 19:07:00+00:00,2025-03-05 19:07:00+00:00,{},False
O-20250305-201500-001-000-28,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-028,BINANCE-001,T-d9a88ce8aed749f3-26156,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,10.830,90050.6,USDT,828.96079830 USDT,TAKER,e3919c7c-5ddc-495a-ab4e-1a08d0ebf3e5,2025-03-05 20:15:00+00:00,2025-03-05 20:15:00+00:00,{},False
O-20250305-201500-001-000-29,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-029,BINANCE-001,T-42c188389032d852-26238,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,STOP_MARKET,10.830,90251.1,USDT,830.80650105 USDT,TAKER,af9fea83-c9bd-47cf-8f49-a0fe8c1e6545,2025-03-05 20:37:00+00:00,2025-03-05 20:37:00+00:00,{},False
O-20250306-003000-001-000-31,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-031,BINANCE-001,T-45f48b3d1feb24a2-27097,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,11.334,90330.0,USDT,870.23018700 USDT,TAKER,4a502ccc-d699-463c-b38a-9e50c3287e7d,2025-03-06 00:30:00+00:00,2025-03-06 00:30:00+00:00,{},False
O-20250306-003000-001-000-32,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-032,BINANCE-001,T-ff32419ebe781f3d-27109,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,11.334,90155.1,USDT,868.54521789 USDT,TAKER,5c9c79bc-8a35-494e-8712-71b16a1b03d3,2025-03-06 00:33:00+00:00,2025-03-06 00:33:00+00:00,{},False
O-20250306-193500-001-000-34,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-034,BINANCE-001,T-78874938aa425576-31445,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,6.820,88146.7,USDT,510.98641990 USDT,TAKER,e1b2f7ba-0447-4cb8-be55-c9dff5f6076d,2025-03-06 19:35:00+00:00,2025-03-06 19:35:00+00:00,{},False
O-20250306-193500-001-000-36,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-036,BINANCE-001,T-69c146f8a25db285-31494,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,6.820,88799.7,USDT,181.68418620 USDT,MAKER,0a74f7d0-0834-4c22-9de8-e858db12dbf5,2025-03-06 19:48:00+00:00,2025-03-06 19:48:00+00:00,{},False
O-20250307-154500-001-000-37,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-037,BINANCE-001,T-8e1945eb24f7a61f-36038,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,5.312,88482.6,USDT,399.51663552 USDT,TAKER,b290fa8a-561d-4035-ae38-eee2c8198922,2025-03-07 15:45:00+00:00,2025-03-07 15:45:00+00:00,{},False
O-20250307-154500-001-000-38,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-038,BINANCE-001,T-a8dd3912a9def5db-36185,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,5.312,87942.2,USDT,397.07662144 USDT,TAKER,fa4c69bf-1003-4314-b8d4-c3d5addf5081,2025-03-07 16:22:00+00:00,2025-03-07 16:22:00+00:00,{},False
O-20250307-195500-001-000-40,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-040,BINANCE-001,T-cffbae17e9b32d0f-37013,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,8.033,87573.6,USDT,597.95691948 USDT,TAKER,e356b347-0aad-4e15-8d43-ff51825f84eb,2025-03-07 19:55:00+00:00,2025-03-07 19:55:00+00:00,{},False
O-20250307-195500-001-000-41,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-041,BINANCE-001,T-d88bf85e85de0942-37175,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,8.033,87276.5,USDT,595.92830583 USDT,TAKER,b52461b3-2a0d-4dde-9021-b8e313067672,2025-03-07 20:38:00+00:00,2025-03-07 20:38:00+00:00,{},False
O-20250309-191500-001-000-43,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-043,BINANCE-001,T-c8f60156e3082f11-47248,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,12.809,82413.4,USDT,897.28825451 USDT,TAKER,353874f3-2144-412e-96f0-bb6e8d7f2dec,2025-03-09 19:15:00+00:00,2025-03-09 19:15:00+00:00,{},False
O-20250309-191500-001-000-45,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-045,BINANCE-001,T-d20fb0b762cb0e75-47463,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,12.809,83120.1,USDT,319.40560827 USDT,MAKER,8e8baffd-f07a-472a-be0d-77ba6ec6b98f,2025-03-09 20:12:00+00:00,2025-03-09 20:12:00+00:00,{},False
