symbol,event_direction,basis_z,relative_z,volume_z,basis_repair,index_follow_ratio,futures_follow,entry_ts,entry_price,index_entry_price,return_reversal,return_continuation,event_score,cross_market_breadth,route,horizon_minutes,gross_return,net_return,state_quality,rank_score
XRPUSDT,1.0,-2.097368412686769,-2.249418306796313,2.9839224491342082,0.5228827482935829,-0.30826831350369427,-0.001765614654601677,2024-07-04 11:05:00+00:00,0.4523,0.45258239,-0.0,-0.01680300685385805,14.07772509428167,0.75,REFLEXIVE_BASIS_REPAIR,60,-0.0,-0.0016,0.5228827482935829,7.360999587019538
BTCUSDT,-1.0,-3.501132567766767,-2.3828143116565346,1.699784807928606,0.8124749486190687,-0.1597340490595739,-0.0008743643371269538,2024-07-04 13:00:00+00:00,57234.4,57248.4512766,0.0029300560502074635,-0.0034856659631270492,14.18053769176374,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0029300560502074635,0.0013300560502074634,0.8124749486190687,11.521331632506511
XRPUSDT,-1.0,-2.301260885342264,-2.299947630491231,1.3977811496213002,0.40751613042976986,-0.29105773061704177,-0.0009151223976207046,2024-07-04 18:30:00+00:00,0.4375,0.43782212,0.01165714285714281,-0.011428571428571344,7.398147442695949,0.25,REFLEXIVE_BASIS_REPAIR,60,0.01165714285714281,0.01005714285714281,0.40751613042976986,3.0148644181963506
ETHUSDT,1.0,2.4655204452157164,1.9955633487351951,1.6812595832122281,0.7649147628890507,-0.5497718380649657,-0.0031882822734662364,2024-07-04 21:30:00+00:00,3157.75,3158.97795455,0.005028897157786427,-0.018972369566938485,8.271969034708954,0.5,REFLEXIVE_BASIS_REPAIR,60,0.005028897157786427,0.0034288971577864273,0.7649147628890507,6.32735123280997
BTCUSDT,-1.0,-3.6330701714573017,-1.861535524505036,1.3859142716082993,0.6911099821744298,0.05202909057437289,-0.00021706325570569618,2024-07-04 23:40:00+00:00,57599.4,57618.09085106,-0.008948009875102914,0.01203831984360948,9.373061824682749,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.008948009875102914,-0.010548009875102914,0.6911099821744298,6.477816590576323
BTCUSDT,-1.0,-5.706803448819243,-4.78331162491883,3.844155050333874,0.6885356028491276,-0.17727211304284693,-0.004719596090381195,2024-07-05 04:25:00+00:00,54008.3,54031.41212766,0.0062620004702980125,-0.006878572367580604,104.93551217808198,0.75,REFLEXIVE_BASIS_REPAIR,60,0.0062620004702980125,0.004662000470298013,0.6885356028491276,72.25183613781765
ETHUSDT,-1.0,-7.734630022274169,-6.385660488037871,2.269029967646198,0.9298069620720906,-0.2691341949721064,-0.003117888754012421,2024-07-05 09:15:00+00:00,2834.44,2835.13909091,0.030563356430194366,-0.03681856027998487,112.06902680515799,0.5,REFLEXIVE_BASIS_REPAIR,60,0.030563356430194366,0.028963356430194365,0.9298069620720906,104.20256135607964
SOLUSDT,-1.0,-3.3744261143034477,-1.911016444201144,2.0208217145422203,0.8036163045732042,-0.2672467554660723,-0.0025079392193554373,2024-07-05 11:25:00+00:00,129.114,129.14187805,0.01587744164072058,-0.015389500751274099,13.031438159315229,1.0,REFLEXIVE_BASIS_REPAIR,60,0.01587744164072058,0.014277441640720579,0.8036163045732042,10.472276176863144
SOLUSDT,1.0,-2.000553494708795,-2.5878276302394827,1.609283734000264,-0.44056682746007314,0.3581659833385398,0.0012655911683085996,2024-07-05 12:30:00+00:00,131.33,131.47157165,-0.0033046524023452317,-0.0029163176730374607,8.331402879268865,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.0029163176730374607,-0.0045163176730374606,0.3581659833385398,2.9840251048428743
SOLUSDT,-1.0,-2.3046128089350426,-2.2975163602343707,1.3461843198650705,0.9294863203696053,-0.15870660650514887,-0.0012798035168704036,2024-07-05 16:45:00+00:00,135.35,135.40724223,-0.008718138160325184,0.004263021795345434,7.127892013996047,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.008718138160325184,-0.010318138160325185,0.9294863203696053,6.625278120081081
SOLUSDT,1.0,2.3123949444298715,3.233901128283211,2.3338539964007103,0.7842374785804223,-0.14585509001923685,-0.0018632978982278114,2024-07-06 21:10:00+00:00,143.563,143.60571239,0.0031484435404665057,1.393116610826084e-05,17.452692327496727,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0031484435404665057,0.0015484435404665056,0.7842374785804223,13.687055425355915
XRPUSDT,-1.0,-2.3355112451556366,-2.8955189582406056,1.0316923184564835,0.7976053393440086,-0.13016737728193803,-0.0011510128913443385,2024-07-07 07:40:00+00:00,0.4349,0.43515956,0.0039089445849620486,-0.0045987583352495864,6.976836932637752,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0039089445849620486,0.0023089445849620487,0.7976053393440086,5.564762389204346
XRPUSDT,-1.0,-2.6842034519401454,-2.5762347638751946,1.5893618993778822,0.6078233654042611,-2.0071079267931538,-0.008422095615556069,2024-07-08 01:30:00+00:00,0.4071,0.40743231,0.019651191353475816,-0.014738393515106862,10.990657257444251,0.0,REFLEXIVE_BASIS_REPAIR,60,0.019651191353475816,0.018051191353475816,0.6078233654042611,6.680378282224531
ETHUSDT,1.0,-2.9950700488211224,-2.643717851229486,1.265758363350124,0.40992601594856637,-0.5623336718324414,-0.002301232753750715,2024-07-08 03:40:00+00:00,2878.77,2880.65386364,-0.009379005616982239,0.01212670689217954,10.022426806621713,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.009379005616982239,-0.01097900561698224,0.40992601594856637,4.108453490974552
ETHUSDT,1.0,-2.0254948961233668,1.6346374558063885,2.9307973509741423,0.9699255676638743,-0.4173814081935669,-0.0017255805927530732,2024-07-08 09:10:00+00:00,3066.13,3067.22840909,0.002990740770939304,-0.010355073007341509,9.703722972648723,0.75,REFLEXIVE_BASIS_REPAIR,60,0.002990740770939304,0.001390740770939304,0.9699255676638743,9.411889012699291
BTCUSDT,1.0,-7.447950856910156,-8.500983676343303,1.0070201126092155,0.9652174049804411,-0.5819094961364508,-0.0009140525412252298,2024-07-08 21:35:00+00:00,56509.6,56523.49361702,-0.004684159859563719,0.003119823888330542,63.759386445413284,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.004684159859563719,-0.006284159859563719,0.9652174049804411,61.54166952798692
BTCUSDT,-1.0,-2.4519053755381877,-2.0851615553725225,2.7292359779846054,0.8829169195892222,-0.11526031931687453,-0.0014219718815415838,2024-07-10 12:40:00+00:00,58030.1,58047.97148936,-0.0038428332882417537,0.003920379251457384,13.95354324296008,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0038428332882417537,-0.005442833288241754,0.8829169195892222,12.31981941742932
SOLUSDT,-1.0,-3.316389953195748,-2.7075042014417057,1.6877762042714943,0.6778116150544718,0.04343740846044896,-0.00013604565405733737,2024-07-11 03:25:00+00:00,139.678,139.78002053,0.005219146895001359,-0.006157018284912441,15.154778374323723,1.0,REFLEXIVE_BASIS_REPAIR,60,0.005219146895001359,0.003619146895001359,0.6778116150544718,10.272084805692947
BTCUSDT,-1.0,-3.717900216018933,-2.8603797062613174,2.505080885757555,0.6433596475197841,-0.7778688109185163,-0.003686137793079247,2024-07-11 14:30:00+00:00,57752.0,57786.18361702,0.0005125363623770252,0.002564413353650097,26.64054903934096,0.75,REFLEXIVE_BASIS_REPAIR,60,0.0005125363623770252,-0.001087463637622975,0.6433596475197841,17.139454239683925
BTCUSDT,1.0,-2.7547620502184125,-2.475425107563557,1.2291101644589437,0.7759231266957968,-0.6877469936316443,-0.0026641450048588977,2024-07-12 02:30:00+00:00,57164.0,57192.31106383,0.002886432020152596,-0.008054020012595364,8.381556814823941,0.75,REFLEXIVE_BASIS_REPAIR,60,0.002886432020152596,0.001286432020152596,0.7759231266957968,6.503443770336656
XRPUSDT,-1.0,-2.78118271568467,-2.101050066332998,1.7957455548108046,0.9904764873064771,0.19864935756390056,-0.0,2024-07-12 13:15:00+00:00,0.4686,0.46884771,-0.010243277848911658,0.01707212974818606,10.493266990105923,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.010243277848911658,-0.011843277848911659,0.9904764873064771,10.393334228729124
BTCUSDT,-1.0,-2.415665401525868,-3.9570603511344373,2.5458722288320486,0.8972751677095141,0.0022992374471033005,-0.0002936775906621225,2024-07-12 20:05:00+00:00,57563.0,57588.46170213,0.000404773899901123,-0.00015982488751453694,24.33582405280078,1.0,REFLEXIVE_BASIS_REPAIR,60,0.000404773899901123,-0.001195226100098877,0.8972751677095141,21.83593060832605
XRPUSDT,1.0,3.8426797730153206,4.425031404936777,1.6643593263675112,0.8970538276223164,0.23757200999305658,0.0,2024-07-13 03:25:00+00:00,0.4871,0.48731171,-0.017450215561486404,0.0439334838842127,28.30073049260473,0.5,REFLEXIVE_BASIS_REPAIR,60,-0.017450215561486404,-0.019050215561486405,0.8970538276223164,25.387278612898676
XRPUSDT,1.0,2.098462224394192,2.583053946534696,1.874309440243943,0.47154662590351826,-0.47561863154177,-0.001777602212127194,2024-07-13 06:05:00+00:00,0.5054,0.50552183,-0.006331618519984428,0.012861100118717994,10.159583980949153,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.006331618519984428,-0.007931618519984428,0.47154662590351826,4.790717546800007
XRPUSDT,1.0,2.7630625330321985,2.2677831285663412,1.340003853904488,0.9420181960705781,0.0965925552418452,-0.00038872691933911074,2024-07-13 08:45:00+00:00,0.5143,0.51460202,-0.0031110246937586794,-0.0015555123468793397,8.396499786750846,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.0031110246937586794,-0.004711024693758679,0.9420181960705781,7.909655582422026
XRPUSDT,1.0,3.948114694660672,2.8459029374499925,2.9428139705446963,0.7730549408253524,-0.7884889015425952,-0.005744925315970928,2024-07-13 14:25:00+00:00,0.5192,0.51960955,-0.01926040061633283,0.032164869029275955,33.06531418409533,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.01926040061633283,-0.02086040061633283,0.7730549408253524,25.5613044999575
XRPUSDT,1.0,4.246179813608832,4.569667805436691,3.158076855984756,0.21730925383229927,0.34123551711280853,0.0028632784538296097,2024-07-13 20:00:00+00:00,0.5604,0.56123377,0.03658101356174159,-0.046930763740185566,61.278158584287574,0.5,INDEX_CONFIRMED_DISCOVERY,120,-0.046930763740185566,-0.04853076374018556,0.17061775855640426,10.455142066115028
XRPUSDT,-1.0,-3.963897239032891,-4.209235112276396,2.3900137702824553,0.7418714934569963,-0.009770671143980862,-0.001519756838905817,2024-07-14 09:55:00+00:00,0.5272,0.527325,0.008535660091046893,-0.0011380880121396597,39.877321058407134,0.25,REFLEXIVE_BASIS_REPAIR,60,0.008535660091046893,0.006935660091046893,0.7418714934569963,29.58384772866463
ETHUSDT,1.0,3.284721465936179,1.9642552264094246,2.1203904698791867,0.6288019851814601,-0.1436394913358689,-0.0007477277045371267,2024-07-14 22:10:00+00:00,3260.78,3261.63090909,0.0035052962788045816,-0.008047154361839892,13.680825694225318,0.5,REFLEXIVE_BASIS_REPAIR,60,0.0035052962788045816,0.0019052962788045815,0.6288019851814601,8.602530355450407
BTCUSDT,-1.0,-2.5558136922197248,-2.3070051639744475,1.1958208738691782,0.9536996165913776,-0.26164371737236086,-0.0013655906259222306,2024-07-15 06:00:00+00:00,62769.1,62796.17106383,0.0011120121206136258,-0.0007471829291800791,7.050889184788402,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0011120121206136258,-0.0004879878793863743,0.9536996165913776,6.72443031216099
XRPUSDT,1.0,3.4625350822675967,1.626446893384446,1.7700204439404619,0.6375507884635827,-0.15606124458390846,-0.0022680022680022782,2024-07-15 16:30:00+00:00,0.5279,0.52798113,-0.012123508240196923,0.011555218791437838,9.968099219882882,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.012123508240196923,-0.013723508240196924,0.6375507884635827,6.355169517119555
XRPUSDT,1.0,3.061054579475491,2.9551823520851155,1.7090494209612626,0.9865403249472503,-0.5010232578283904,-0.004984308657928649,2024-07-16 00:15:00+00:00,0.539,0.53927957,-0.013729128014842162,0.030426716141001897,15.460017433462285,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.013729128014842162,-0.015329128014842163,0.9865403249472503,15.251930622498037
XRPUSDT,1.0,3.0793576790712183,3.7847158157324063,1.48794575881734,0.5799840445390643,-0.16890814401565354,-0.001984843016961335,2024-07-16 01:35:00+00:00,0.5531,0.55358515,-0.00831676007955151,0.0122943409871632,17.34125448737133,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.00831676007955151,-0.009916760079551511,0.5799840445390643,10.057650914966821
XRPUSDT,1.0,4.435641758403658,4.5825849386471695,1.3894367803419765,0.8803976340438597,-0.6818636712276035,-0.0052798310454065245,2024-07-16 04:00:00+00:00,0.5652,0.56557188,0.01733899504600145,-0.039278131634819524,28.242671710356337,0.75,REFLEXIVE_BASIS_REPAIR,60,0.01733899504600145,0.015738995046001448,0.8803976340438597,24.86478135287517
SOLUSDT,1.0,2.6903282312810686,1.7809248325985756,1.2498597999011098,0.6691364946540117,-1.821380972329389,-0.012643517577728192,2024-07-16 05:40:00+00:00,155.481,155.57935256,-0.0069011647725445435,-0.0062515677156694816,5.988418706803853,0.0,REFLEXIVE_BASIS_REPAIR,60,-0.0069011647725445435,-0.008501164772544544,0.6691364946540117,4.00706950199124
SOLUSDT,-1.0,-3.665186180352173,-1.6038397437699907,2.3612499406531158,-0.04584842425647828,0.2651775544438167,0.0011673984525485404,2024-07-16 07:00:00+00:00,154.009,153.97412923,0.002805030874819092,-0.002597250810017604,13.88030379911964,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.002597250810017604,-0.004197250810017604,0.2651775544438167,3.680745016387764
SOLUSDT,-1.0,2.059422006014761,1.8086850045758582,1.5689153874948287,0.9982948481581101,-0.18787126835573958,-0.00034033044159476056,2024-07-16 13:00:00+00:00,155.784,155.85660674,-0.001585528680737358,-0.0002760232116263417,5.84396773535826,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.001585528680737358,-0.003185528680737358,0.9982948481581101,5.834002883010369
BTCUSDT,1.0,4.318843397036782,4.586518002666922,2.0162970364645023,0.8175095964285563,-0.46123713885746603,-0.002824385568180765,2024-07-16 15:25:00+00:00,64292.1,64326.81978723,-0.0027810570816633184,-7.777005261921932e-05,39.93972506311984,0.5,REFLEXIVE_BASIS_REPAIR,60,-0.0027810570816633184,-0.004381057081663318,0.8175095964285563,32.65110851781859
BTCUSDT,-1.0,-3.1499606534247966,-1.852636796854136,1.961230244492135,0.49301818162315647,-0.07609820450521837,-0.0005292007051871384,2024-07-16 16:25:00+00:00,64470.9,64512.85553191,-0.0028508986224793365,-0.0036776282012505046,11.445216088147346,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0028508986224793365,-0.004450898622479336,0.49301818162315647,5.642699624062501
ETHUSDT,-1.0,-2.744969450833524,-2.1888604246405015,1.8654403437836489,0.9643626081972885,-0.34556711203780116,-0.002055071224904337,2024-07-16 22:15:00+00:00,3422.96,3424.50022727,0.004060812863720287,-0.008945474092598271,11.208227812626719,1.0,REFLEXIVE_BASIS_REPAIR,60,0.004060812863720287,0.002460812863720287,0.9643626081972885,10.808795806654093
ETHUSDT,1.0,2.7123192914348033,2.4730691674369476,1.2127810506730685,0.6119811161509111,-0.5317415703780792,-0.0022678735164687325,2024-07-17 03:25:00+00:00,3471.14,3473.18272727,-0.0028924215099361827,0.010866746947688632,8.135035987973836,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0028924215099361827,-0.004492421509936183,0.6119811161509111,4.978488403848059
XRPUSDT,1.0,2.9764900770557574,1.62938866341402,1.7282613120768118,0.6966162323973908,-0.3936164804311231,-0.003645401822701011,2024-07-17 16:20:00+00:00,0.6013,0.60143049,-0.012140362547813144,0.02660901380342584,8.381824004191932,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.012140362547813144,-0.013740362547813145,0.6966162323973908,5.8389146584181955
XRPUSDT,1.0,3.4351841994249637,2.97364126251517,2.1282397647198197,0.9793270120208192,-0.21821940897156336,-0.0036095417451349476,2024-07-17 22:55:00+00:00,0.6349,0.6351913,0.01559300677272013,-0.009135296897149203,21.73998085883526,0.25,REFLEXIVE_BASIS_REPAIR,60,0.01559300677272013,0.01399300677272013,0.9793270120208192,21.29055049587294
XRPUSDT,-1.0,-2.2865337784938866,-1.8500011461913193,1.0075204123226242,0.8262605183782998,-0.8433291322257592,-0.005872083796222949,2024-07-18 00:45:00+00:00,0.6338,0.63402699,-0.024297885768381322,0.04118018302303572,4.2619021328155755,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.024297885768381322,-0.025897885768381323,0.8262605183782998,3.5214414655377793
XRPUSDT,-1.0,3.007301476540106,2.686771829444322,1.632975293771912,0.7849736383708042,-0.09738576432179692,-0.00017114495978098887,2024-07-18 07:15:00+00:00,0.5844,0.58456572,-0.015742642026009612,0.012662559890486147,13.194330784401794,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.015742642026009612,-0.017342642026009613,0.7849736383708042,10.357201841699784
SOLUSDT,-1.0,3.0714727930874237,2.834917397907335,2.4683128931364475,0.680152067819658,-1.6963929175093968,-0.008095994444051513,2024-07-18 16:10:00+00:00,156.768,156.8101536,0.00012119820371503387,0.006410747091243119,21.492517729568497,0.0,REFLEXIVE_BASIS_REPAIR,60,0.00012119820371503387,-0.0014788017962849662,0.680152067819658,14.618180376416674
XRPUSDT,-1.0,3.6973336471469085,2.409816211962587,1.897834278263175,0.9451924401417845,-1.77451196234275,-0.00793797304781263,2024-07-19 01:25:00+00:00,0.546,0.54629881,0.0073260073260073,-0.013369963369963322,16.909503319135904,0.0,REFLEXIVE_BASIS_REPAIR,60,0.0073260073260073,0.0057260073260073,0.9451924401417845,15.98273470379967
ETHUSDT,-1.0,-2.262280630545825,-1.574589919817339,2.080199418472208,0.6524357983371544,-0.12978837042957944,-0.0010680473372781663,2024-07-19 08:15:00+00:00,3383.61,3384.70977273,0.004725721936038596,-0.0032952970348236743,7.410012056801182,1.0,REFLEXIVE_BASIS_REPAIR,60,0.004725721936038596,0.003125721936038596,0.6524357983371544,4.834557131967018
BTCUSDT,1.0,2.0828926857263808,2.1156095823310053,2.2946024218089383,-0.9593259773447809,0.2963440427933698,0.001263695760666872,2024-07-19 14:20:00+00:00,65604.9,65600.91021277,-0.0010121195215602174,0.008901774105287918,10.11136686544589,1.0,INDEX_CONFIRMED_DISCOVERY,120,0.008901774105287918,0.007301774105287919,0.2963440427933698,2.996443335073158
ETHUSDT,-1.0,-2.3778189136387318,-1.7595111436704245,2.1874180085239816,0.9662042543306922,-0.30453905363248995,-0.002366202643875104,2024-07-19 19:45:00+00:00,3516.03,3517.51181818,-0.00302898439433108,0.0005830439444487467,9.15171700579339,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.00302898439433108,-0.00462898439433108,0.9662042543306922,8.842427905428119
SOLUSDT,1.0,2.5143954031912976,1.608217743066654,1.4470034700769476,0.6899685064986791,-1.4720226427796526,-0.005747912960175072,2024-07-21 02:50:00+00:00,174.36,174.41107742,0.006205551732048731,-0.0059302592337693305,5.851241131753696,0.0,REFLEXIVE_BASIS_REPAIR,60,0.006205551732048731,0.004605551732048731,0.6899685064986791,4.037172104839739
ETHUSDT,-1.0,3.4471217670971592,3.6526581831879708,3.4418003438374956,0.92587167351937,-0.29928697858122133,-0.0017740332385640656,2024-07-21 18:00:00+00:00,3467.18,3468.82272727,-0.0014363257748372105,-0.006293298876897113,43.336250319620824,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0014363257748372105,-0.0030363257748372103,0.92587167351937,40.12380660748167
SOLUSDT,1.0,4.595655373011973,3.6655333998360744,3.8729813044294468,0.5865670803308161,-0.024070579018697663,-0.0008969584952842613,2024-07-21 20:35:00+00:00,183.79,183.80270811,0.004358234942053341,0.00013602481092545027,65.24241602936708,0.75,REFLEXIVE_BASIS_REPAIR,60,0.004358234942053341,0.0027582349420533408,0.5865670803308161,38.26905348407428
XRPUSDT,1.0,3.511611884663804,2.908527849650101,1.2090055985120143,0.6775368986108551,-0.21583284432869407,-0.003913894324853118,2024-07-22 14:45:00+00:00,0.6108,0.61126689,0.005893909626719096,0.0013097576948264411,12.348324926201379,0.75,REFLEXIVE_BASIS_REPAIR,60,0.005893909626719096,0.004293909626719096,0.6775368986108551,8.366445773537597
ETHUSDT,-1.0,2.044921070701994,1.9603484985954507,2.4158182733926465,0.35529008141428664,-0.9777161207384427,-0.002789050351694522,2024-07-22 23:20:00+00:00,3437.25,3438.14636364,0.002824932722379714,-0.013208233326060137,9.684430710901522,0.75,REFLEXIVE_BASIS_REPAIR,60,0.002824932722379714,0.0012249327223797137,0.35529008141428664,3.4407821757272194
BTCUSDT,-1.0,3.686921583214981,3.237445298433506,2.432548858380607,0.5863718102581583,-0.5018699680168183,-0.0014752370916755186,2024-07-23 05:30:00+00:00,66528.0,66546.83106383,0.0020126863876863688,0.003370009620009551,29.03540657811695,0.75,REFLEXIVE_BASIS_REPAIR,60,0.0020126863876863688,0.0004126863876863687,0.5863718102581583,17.025543916792074
ETHUSDT,-1.0,-2.743403999461793,-2.5563222075060206,3.090187057470445,0.06070690517804611,0.5722180661455534,0.0015463677797414865,2024-07-23 13:55:00+00:00,3435.0,3435.27113636,0.015429403202328995,-0.0037845705967975984,21.67155775370956,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.0037845705967975984,-0.005384570596797598,0.5722180661455534,12.400856868189358
ETHUSDT,-1.0,-6.808791307348659,-6.435755977360324,2.0141514132470713,0.9997251435129565,-0.5063015432678987,-0.0032849648561366074,2024-07-23 16:50:00+00:00,3432.89,3434.36545455,-0.004902574798493431,-0.0035538569543447363,88.25954966669771,0.5,REFLEXIVE_BASIS_REPAIR,60,-0.004902574798493431,-0.006502574798493431,0.9997251435129565,88.23529095692828
ETHUSDT,-1.0,-3.0134411027903756,-1.594212513576031,1.4910016484080937,0.6957210194519521,-0.6534255554058911,-0.0026006866043040144,2024-07-23 19:45:00+00:00,3481.19,3482.25454545,-0.0011289243046199715,0.002082621172645016,7.1628696019147,0.75,REFLEXIVE_BASIS_REPAIR,60,-0.0011289243046199715,-0.0027289243046199714,0.6957210194519521,4.983358941645493
BTCUSDT,1.0,2.8810009824765426,2.7291989700141404,1.8205182148113965,0.7602812554323184,-0.17871067862965812,-0.0013079527145675174,2024-07-24 08:15:00+00:00,66200.1,66236.80617021,-0.001134439373958518,0.0036631364605188566,14.31441597578201,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.001134439373958518,-0.0027344393739585178,0.7602812554323184,10.882982148847981
SOLUSDT,1.0,2.0216353455660543,2.6224591095755327,3.0139126159806198,0.8463657270550136,-0.4059390019881769,-0.004957713619130888,2024-07-24 14:55:00+00:00,180.836,180.89741854,0.012397973854763489,-0.004379658917472162,15.978727989040694,0.25,REFLEXIVE_BASIS_REPAIR,60,0.012397973854763489,0.010797973854763488,0.8463657270550136,13.523847731858721
ETHUSDT,-1.0,-3.495041579557285,-2.3114474617486622,1.9684403704328675,0.37875839557457047,-1.0565519254943607,-0.005153139064204115,2024-07-24 16:15:00+00:00,3419.34,3419.81068182,-9.943439377191332e-05,0.00016084975463104279,15.902252194714114,0.25,REFLEXIVE_BASIS_REPAIR,60,-9.943439377191332e-05,-0.0016994343937719134,0.37875839557457047,6.02311152729211
SOLUSDT,1.0,-2.243907525027132,-1.7445314593823775,1.0644060309390757,0.6544546772515628,-0.6108177538048163,-0.001874179698796663,2024-07-24 19:35:00+00:00,179.475,179.57507607,0.0005293216325393812,-0.012018386961972327,4.166689010017833,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0005293216325393812,-0.0010706783674606188,0.6544546772515628,2.7269091112588546
ETHUSDT,1.0,3.70505403109154,2.2689407066077725,2.1030350968873583,0.9418228295428059,-0.23915187213152642,-0.0012038499180422324,2024-07-24 23:15:00+00:00,3326.97,3328.30863636,-0.0030147551676149575,-0.02956744425107527,17.6792653011812,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0030147551676149575,-0.004614755167614957,0.9418228295428059,16.650735670196426
BTCUSDT,-1.0,2.9200089542941385,2.016503474773642,3.8326673885842095,0.7965415266071371,-0.207146629445398,-0.002767427333666861,2024-07-25 01:15:00+00:00,64533.9,64557.72510638,-0.003909573108087372,0.007358922984663896,22.56754355569873,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.003909573108087372,-0.005509573108087372,0.7965415266071371,17.975985595629325
ETHUSDT,-1.0,2.568245662813955,3.739587832141969,3.079265285044699,0.4714065437590933,-0.3816465018413537,-0.0013796970336512615,2024-07-25 02:35:00+00:00,3178.99,3179.77568182,-0.002019509341017023,0.005190327745604684,29.573818775431352,0.75,REFLEXIVE_BASIS_REPAIR,60,-0.002019509341017023,-0.0036195093410170227,0.4714065437590933,13.941291694683875
XRPUSDT,1.0,4.382852817183921,3.4500498151092356,1.747464342508614,0.7146915701776753,-0.2909557839104028,-0.0050496823586902995,2024-07-25 07:55:00+00:00,0.6108,0.61128598,0.003929273084479323,-0.008840864440078477,26.423514134793358,0.25,REFLEXIVE_BASIS_REPAIR,60,0.003929273084479323,0.0023292730844793235,0.7146915701776753,18.884662806607462
ETHUSDT,-1.0,-2.4798553220603674,-1.8931126723733585,1.7959256974626125,0.9836076363335697,-1.464364180333883,-0.00416371477932298,2024-07-26 02:40:00+00:00,3231.68,3233.11613636,0.0016028814734132535,-0.0061113724131101055,8.431234558302167,0.0,REFLEXIVE_BASIS_REPAIR,60,0.0016028814734132535,2.8814734132534114e-06,0.9836076363335697,8.293026695265503
ETHUSDT,1.0,2.1578262065172362,1.8615444265187207,1.7645985945352527,0.9000024567885881,-0.3695622090380949,-0.001826278703064843,2024-07-26 04:15:00+00:00,3241.11,3242.635,-0.0013976693169932553,0.009468978220424473,7.088197298128286,0.5,REFLEXIVE_BASIS_REPAIR,60,-0.0013976693169932553,-0.002997669316993255,0.9000024567885881,6.37939498251769
XRPUSDT,-1.0,-3.945310926982612,-3.362480979717296,1.5902622760335767,0.831218213010517,0.11798561952504799,-0.0003350083752093891,2024-07-26 10:25:00+00:00,0.5972,0.59759193,0.0023442732752847473,-0.006195579370395166,21.096471754672955,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0023442732752847473,0.0007442732752847472,0.831218213010517,17.535771552746098
BTCUSDT,-1.0,3.3064081958682676,4.688685088829534,4.037813333677134,0.5504460354895598,-0.5187293460167441,-0.006419199282269972,2024-07-27 20:30:00+00:00,67306.8,67320.02851064,0.023542940683556335,-0.019102081810455918,62.59703624754232,0.75,REFLEXIVE_BASIS_REPAIR,60,0.023542940683556335,0.021942940683556334,0.5504460354895598,34.45629043585594
ETHUSDT,1.0,2.0173063316764157,1.5646875866724357,1.5471562402001038,0.7000541417399164,-0.601694419225628,-0.0023495714151626768,2024-07-29 00:30:00+00:00,3294.97,3296.11068182,0.002048577073539337,0.0037845564603016246,4.883527774824141,0.5,REFLEXIVE_BASIS_REPAIR,60,0.002048577073539337,0.0004485770735393371,0.7000541417399164,3.4187338450675577
ETHUSDT,-1.0,-2.174762584121615,-2.1129279791347235,1.7487262640173493,0.9038604835385257,-0.8480562175671902,-0.0030631422960616383,2024-07-29 14:20:00+00:00,3330.29,3331.82295455,-0.009951085340916266,0.008804038086773325,8.035601280439803,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.009951085340916266,-0.011551085340916267,0.9038604835385257,7.263062458861116
SOLUSDT,1.0,5.752606569737927,4.274583489115695,2.439337484198479,0.8951291125406274,-0.04866491422969257,-0.0019488627110363366,2024-07-30 05:05:00+00:00,183.851,183.95320236,0.009942834142865675,-0.006793544772669136,59.98330157059456,1.0,REFLEXIVE_BASIS_REPAIR,60,0.009942834142865675,0.008342834142865675,0.8951291125406274,53.69279950214313
