plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,auction_rejection,higher_strength,lower_strength,trigger_strength,setup_age,trigger_age,overlap_width,peer_progress,peer_flow,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
REJECTION:h4-liquidity-BTCUSDT-00000113,BTCUSDT:H4_SWEEP:BTCUSDT:1763337600000000000:PREVIOUS_H4_HIGH:112,BTCUSDT,-1,1763340360000000000,1763340300000000000,94531.5,94946.5,93811.4,1.7351807228915803,94700.0,5.584962500721156,PREVIOUS_H4:1763337600000000000:PREVIOUS_H4_HIGH:SNAP:1763340300000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,94699.95,94700.05,94769.6,94510.2,AUCTION_REJECTION,0.8772656654583495,0.3539859211951511,1.0,0.8453720508166758,0.6286897980321404,0.15748135641376929,0.19482186797904058,0.9125795198029847,-0.6387018815812315,-0.047986523324265534,-0.04901701022733317,-0.2646942800788954,-0.9856723631969817,0.01680724862051426,-0.01728888485178787,-0.5507784257965,0.0,0.0,1.0,0.8028169014084507,-0.042816901408483495,0.7731831964800333,0.8787362702405139,0.3004362308617524,0.04221931197265033,0.010578473230715701,0.010578473230715701,-0.641530493515365,1.3070505273132653,0.4350761856666403,-0.9296548618297542,0.19361361236550012,0.2909529802485227,1.0,1.0,-1.2418636875378826,0.17185025692665923,0.0,0.6931471805599453,0.24029000517868884,0.45268334425554735,1.2363203859464147,0.11222339304532447,0.0,0.0,0.581736578629392,1.4327636803038437,43.90071034522884,0.2739440963855421,1.7351807228915803,2.4861039185224247,0.0,1.0,1.0,1.0,3.6422119042285384,3.8501476017100584,0.0,0.00034524426033427506,0.24146257330114015,0.051829555826746816,0.04698216627521037,0.05682996627326787,0.26781927259943367,0.11466141964457972,0.2871791479227308,0.1714279233813821,0.10220014194464158,-0.0,0.9814181873483176,0.0110092445362792,0.03940235010575063,0.23630378253373757,0.14552678785705903,0.41568039847578164,0.12564888331493645,0.0904517313942342,0.03329020130187408,0.7344654090965171,0.6454156122571785,-0.01733057348670971,-0.1499573821315335,0.30743873854530324,42.545659335129216,-0.6279863230414436,-0.01134135118816472,-0.07980029463707265,0.0318137713128071,57.31629615679523,4.112487610063997,3.602,-0.8557000000000003,0.5683241516917339,0.7153783605199072,1763340780000000000,-0.982433697312371,0,0,7.0,False,2025-11,0.25896564690726187,-0.013428391497673857
REJECTION:h4-liquidity-XRPUSDT-00000118,XRPUSDT:H4_SWEEP:XRPUSDT:1763337600000000000:PREVIOUS_H4_HIGH:117,XRPUSDT,-1,1763340360000000000,1763340300000000000,2.2257,2.2428000000000003,2.1966,1.701754385964838,2.2295,5.584962500721156,PREVIOUS_H4:1763337600000000000:PREVIOUS_H4_HIGH:SNAP:1763340300000000000,ObjectKind.HORIZONTAL_SUPPORT,2.22945,2.2295499999999997,2.2319,2.2247,AUCTION_REJECTION,0.9166666666666752,0.33078408899079326,1.0,0.8214285714285927,0.638888888888926,0.051829555826746816,0.1523178807947108,0.919354838709686,-0.6388888888888848,-0.013150227029448625,-0.0453053184504266,-0.10018903591681783,-1.1574074074073912,0.039356117407994835,-0.020576131687242347,-0.4497109826589587,0.0,0.0,1.0,0.6800000000000285,-0.0799999999999929,0.6849628375625428,0.6929805555491358,0.20433651364448407,-0.05139543450054568,-0.3724360296630813,-0.8188446721335563,-0.6373680607800835,1.3070505273132653,0.4350761856666403,-0.9296548618297542,0.20381270322228573,0.29076597294086937,-0.0,1.0,-0.3624917817225368,0.17185025692665923,0.0,0.6931471805599453,0.2222222222222405,0.2776744241517239,0.9389526464709614,0.20833333333331405,0.0,0.0,0.3518518518518568,1.5833333333333968,76.82976142337495,0.1567894736842054,1.701754385964838,2.694444444444435,0.0,1.0,1.0,1.0,1.838701039059871,3.8501476017100584,0.0,0.009259259259237748,0.24146257330114015,0.13378497557315025,0.019880641013963512,0.04964188327222738,0.23600123715859164,0.15887677834248387,0.5859729739547387,0.1286006502284442,0.21542724753554715,-0.0185201827304737,0.9455212590774377,0.01610046084171607,0.04621229423229106,0.2431816175651389,0.1427300581583082,0.3859700833747161,0.1683581776531375,0.22421277086421815,0.04602160299568331,0.746252803771571,0.6375288098948858,0.0003717958755424086,-0.14483185005642069,0.19666140588316733,5.064072678173659,-0.6673568843462231,0.027475618775545545,0.004806157613585658,-0.017956384643034298,59.25695784640084,5.565800133759957,4.5142,3.6559,0.9105990094552728,0.8345952206406693,1763341080000000000,-0.9888735844472488,0,0,12.0,False,2025-11,0.3667714868744783,-0.004556961325281821
REJECTION:h4-liquidity-ETHUSDT-00000118,ETHUSDT:H4_SWEEP:ETHUSDT:1763337600000000000:PREVIOUS_H4_HIGH:117,ETHUSDT,-1,1763344860000000000,1763344800000000000,3116.77,3119.4100000000003,3067.77,18.56060606060376,3116.8,5.584962500721156,PREVIOUS_H4:1763337600000000000:PREVIOUS_H4_HIGH:SNAP:1763344800000000000,ObjectKind.HORIZONTAL_SUPPORT,3116.795,3116.8050000000003,3117.17,3113.13,AUCTION_REJECTION,-0.029036827195456874,-0.017980190124194804,-0.057182705718249696,-0.639639639639562,0.993626062322952,0.17125476672800655,0.45864661654136457,0.6500000000000077,1.2924929178470146,0.04199167341150494,0.12580133728544865,0.7760689018763519,-3.2797450424928867,0.022661491826224334,-0.054914562853517625,-0.6007743898223057,0.0,0.0,1.0,-0.8918918918918752,0.10810810810812471,0.6061708964415872,0.5686082175279878,-0.1056014339969665,-0.47493290136890487,-0.7379979079358279,1.605034939458072,-0.3774923613675417,0.023295417684844947,0.9090267716194844,1.2979877524558217,0.08459929070346761,-0.005494834608807064,-1.0,1.0,-0.516146608736161,0.4054651081081644,0.0,0.6931471805599453,0.026203966005657775,0.04780890938098752,1.0095243810713959,0.9918256130789647,0.0,0.0,0.0021246458923654277,0.1869688385269338,8.470307401573832,1.4173136363634606,18.56060606060376,3.470254957507053,0.0,1.0,1.0,1.0,1.9866292882906675,4.804021044733257,0.0,0.0007082152974658779,0.8244274809160169,0.04113512462465019,-0.03607547042236706,0.004624496096410312,0.020367042968032333,0.34247337614149176,0.162719359096585,0.37493694506286507,-0.41906612604869276,-0.004957618426050434,0.7004581519308418,-0.011139664156156382,0.019830170041532123,0.20765085699580563,0.1933472637701324,0.008031491069443241,0.20429578377547336,-0.1575907157512177,0.0031123965357253355,0.6972638962604045,0.9691945882735957,0.022201781267285094,-0.019890950349109045,0.19114571707711545,-2.5965488634049905,1.3234554776211105,-0.03473189787188405,-0.052559719957598644,0.09455139336910354,38.48041962381643,2.4840659699332246,3.8313,0.6885000000000002,0.3226723390095615,0.3670062148096075,1763345040000000000,-0.9534350903167969,0,0,3.0,False,2025-11,0.06275424217205845,-0.01666394814160321
ACCEPTANCE:ec-re1-efficient-pullback-ETHUSDT-00000021,ETHUSDT:EFFICIENT_PULLBACK:ETHUSDT:ETHUSDT:5m:PIVOT:LOW:4707:s2:1763368500000000000,ETHUSDT,-1,1763369340000000000,1763368500000000000,3186.53,3189.8900000000003,3180.69,1.7380952380952155,3199.995,1.584962500721156,ETHUSDT:15m:PIVOT:LOW:1464:s2:SNAP:1763369340000000000,ObjectKind.HORIZONTAL_SUPPORT,3189.7999999999997,3189.81,3190.0,3185.6,AUCTION_ACCEPTANCE,0.266384778012666,0.09196054496283788,0.40997830802599144,0.5654205607475479,0.3453136011275276,0.08194434198095575,0.15595162316994352,0.5772727272726037,1.7138830162085705,0.06373136069405647,0.12903225806451363,0.9088235294117366,-0.15785764622978735,0.019578983146882153,-0.0031487208321629113,0.16112915313513188,0.0,0.0,1.6753642832937778,0.7769784172661212,-0.22302158273387884,0.9881962426825508,0.8797151476494021,0.2927628204924627,0.16353962687097026,-0.2824468686069004,-0.07787475614806638,-0.6227806176161823,0.12457736497451265,0.3524320814626178,0.9446208112874701,-0.00711848033509016,0.7692622049211004,1.0,1.0,0.0,0.2876820724517809,0.0,2.70805020110221,2.0288935870331115,0.0819443419809557,2.828766942814653,0.06460576589095465,0.0,0.0,1.897815362931591,0.4735729386892339,10.544385271753685,1.1386464285713853,1.7380952380952155,0.8231148696265149,0.0,0.0,1.6753642832937778,1.7828571428571722,5.492838302192565,2.995732273553991,0.0,0.001409443269939146,0.35955056179770795,0.02043540249645567,-0.02965300017037173,-0.015130583486294832,0.1454879582225456,0.3610092611638118,0.5037117594212493,0.026606582012219417,0.264471211302248,-0.076122836604858,0.8161274779587709,-0.02331092999023739,0.0008474042110918262,0.1317129630048322,0.3358049073866247,-0.12030342337488872,0.227091537890543,0.0633103933774954,-0.0031158129138794967,0.6399660477329734,0.3858895731033869,-0.04070865312470884,0.41808853634280335,-0.33614419436184767,-22.194962090900106,1.7395121152500335,-0.028890946386579987,0.1856986259766394,-0.12196726528258299,2.3633122887645186,3.3625920579727353,2.6683000000000003,-0.45819999999999966,0.5162935452764805,0.7115363548591167,1763369460000000000,-0.9575384609644064,0,0,2.0,False,2025-11,0.36437741618167274,-0.014596448928631892
REJECTION:h4-liquidity-ETHUSDT-00000121,ETHUSDT:H4_SWEEP:ETHUSDT:1763366400000000000:PREVIOUS_H4_HIGH:120,ETHUSDT,-1,1763371260000000000,1763371200000000000,3206.67,3216.3500000000004,3187.535,1.9767561983470705,3209.77,5.584962500721156,PREVIOUS_H4:1763366400000000000:PREVIOUS_H4_HIGH:SNAP:1763371200000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,3209.765,3209.775,3212.84,3206.39,AUCTION_REJECTION,0.367403314917095,-0.16186767921552045,0.2916666666666542,0.9437185929647854,-3.1118784530386,-0.11627551904410924,-0.5659382064808025,-0.47488460494161866,-1.251381215469565,0.014510715541055458,-0.08738425925926117,-0.49292081803880494,-3.0248618784529526,0.0007966424679467669,-0.05850921720545089,-0.5849785407725323,0.0,0.0,1.0,0.3636363636363368,0.45454545454534717,0.7859497769093385,0.6912855101853512,0.04011847253621173,0.2103075779589169,2.0523010452355717,2.021038051552848,1.1355857585613105,-0.9361555189843738,-2.7264675234457094,-1.3856906077348112,-0.38541092959289047,0.1343093922652463,1.0,1.0,0.0,0.2876820724517809,0.0,0.6931471805599453,0.4240331491712795,0.08646602755343152,1.4949387572773647,0.08284023668644705,0.0,0.0,0.4281767955800839,1.337016574585632,30.187078807611293,0.3981210743801533,1.9767561983470705,2.6429558011049163,0.0,1.0,1.0,1.0,2.5061818501639523,4.406719247264253,0.0,0.0013812154696433636,-2.4529350468913718,-0.14879777263654528,-0.03009421822458984,0.0015945736968144312,0.4118192254692437,0.042115604662692464,-0.4164037462531255,0.22734207551520885,0.7179605768385686,0.19466578501847315,0.6586826326859293,0.02869901719667014,0.026575249188806684,0.24450315401951533,0.24023773395666984,-0.18538460411240482,0.252779519670091,0.2623467975079719,0.008244153078359497,0.3691006150612532,-3.1710646209532727,0.04820269299507213,-0.2072212382038009,0.0909457191596917,-52.34759951918022,-1.3354795742374996,0.08232722013991257,0.07202479237225369,-0.057514076831198274,-57.089783048560605,7.150028173266154,5.9932,2.7462999999999997,1.2639785470398561,1.2042253614420548,1763379240000000000,-0.9768546680102336,0,0,133.0,False,2025-11,0.5143294838631594,0.003341619537980782
ACCEPTANCE:ec-re1-efficient-pullback-ETHUSDT-00000022,ETHUSDT:EFFICIENT_PULLBACK:ETHUSDT:ETHUSDT:5m:PIVOT:LOW:4426:s2:1763379900000000000,ETHUSDT,-1,1763380440000000000,1763379900000000000,3204.69,3207.7900000000004,3192.0,4.093548387096312,3199.995,1.584962500721156,ETHUSDT:15m:PIVOT:LOW:1464:s2:SNAP:1763380440000000000,ObjectKind.HORIZONTAL_SUPPORT,3206.4599999999996,3206.47,3207.78,3193.6,AUCTION_ACCEPTANCE,-1.1304347826086325,-0.09750259946456262,-0.6642335766423143,-0.34672304439743473,1.3717834960070485,0.10576252266069437,0.23821263482280286,-0.12020202020202464,-1.2670807453415431,-0.02953237169112655,-0.06875963020030774,0.1870595771940976,-0.6282165039928708,0.008679066098455342,-0.009598698481561765,-0.17681030653044183,0.0,0.0,1.6753642832937778,0.6459330143539785,-0.3444976076553827,0.5231953694194262,0.560565833583424,-0.08749499170813826,0.4333327195457952,-0.0,-0.031290971614916785,-0.2444672979013042,-0.8324553854712444,1.0608917480034996,0.41129032258062787,0.3108917480035489,-1.678371067922171,-0.0,1.0,0.6879837817913721,4.679040034554547,0.0,2.302585092994046,1.1348713398402368,0.07870814011448941,2.9699974135595637,1.734167318217385,0.0,0.0,-0.8331854480922771,0.5501330967169908,9.673322536658347,1.2411251612901768,4.093548387096312,2.2519964507541372,0.0,0.0,1.6753642832937778,1.7228240567800086,2.3861852127143885,7.383989457978509,0.0,0.0017746228926739825,0.7499999999999507,0.12747203049143593,-0.010913839224236051,-0.014344599629728198,0.23153414492883762,0.22325110769881087,0.45748485216522966,0.0923976980064228,0.5936553850555071,0.05500798857153949,0.7184611505865763,-0.05060434527188664,0.009260067265452723,0.14351874430188222,0.329006212400945,-0.19799596267830433,0.10231183457831705,-0.03759336079896205,-0.12151080854954986,0.5533194708693713,1.3551873324644856,0.014944386689588227,-0.12150577728197669,0.227268299942671,-2.410977447109275,-1.2695392546021993,0.0010448909908173795,-0.16618154573601845,0.13664917404489185,14.170331924319157,4.674825115118519,5.6537999999999995,0.6760000000000002,0.871032605818439,1.0639263607042384,1763381460000000000,1.3936442159054838,1,1,17.0,False,2025-11,0.13012767084269916,-0.021165730483867704
REJECTION:h4-liquidity-BTCUSDT-00000117,BTCUSDT:H4_SWEEP:BTCUSDT:1763380800000000000:PREVIOUS_H4_LOW:116,BTCUSDT,1,1763381760000000000,1763381700000000000,95283.3,95242.79999999999,95624.5,8.424691358021592,95268.9,5.584962500721156,PREVIOUS_H4:1763380800000000000:PREVIOUS_H4_LOW:SNAP:1763381700000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,95268.84999999999,95268.95,95325.4,95260.0,AUCTION_REJECTION,-0.21692135669020465,-0.2051129529021427,-0.38441215323635913,-0.28746177370015336,-1.335072679835925,-0.24437042622559524,-0.3260513380666299,-0.7310252996004822,-3.3365635482667644,-0.09499346485781539,-0.2117112855926524,-0.8787151005703752,-3.2098397316435827,-0.08617254366149638,-0.05175729602384631,-0.8903960933260768,0.0,0.0,1.0,0.23411978221435165,-0.7622504537206289,0.6900616743686261,0.6860102245303611,0.13490870390625004,0.2374117887096629,0.0,0.0,0.3445814156934496,-0.3398381135342994,-1.1892754703527428,-2.236748064323993,-0.1457972094831821,-1.0998154839427712,1.0,0.0,-2.819255271422164,0.06062462181643484,0.0,0.6931471805599453,0.06634364517326935,-0.1283991773419541,1.1455539063186206,0.7451327433626773,0.0,0.0,0.10734252702205423,0.3019008572494529,4.250482508478878,2.822608888887874,8.424691358021592,2.5434215430487765,0.0,1.0,1.0,1.0,1.0,2.833213344056216,0.0,0.0007454342154738702,-1.043478260869561,-0.09056410931310452,-0.06330634604893141,0.06876042407074195,0.01638559807432965,0.4000551020112223,-0.2489146164978293,0.2003973145019786,-0.7129294543403671,-0.10061936305505721,0.9443519237910872,-0.013864615009008725,0.04594290857795401,0.24815416148023856,0.21041022070224075,-0.21312664092939904,0.3332870406267477,-0.2656518426543385,-0.014771918162821595,0.7210765880371746,-1.4371145042731923,0.10329499423153819,-0.39753942137315806,0.15316899514756183,-0.9003930107986946,-3.3938746131577795,0.06512347911262076,-0.15007195178449795,0.055078486926682574,-0.8371817460606223,-4.002862652685568,-3.7012,0.4393000000000002,0.6320433409117848,0.8670582368241078,1763384340000000000,-0.9420220479312914,0,0,43.0,False,2025-11,0.19983016599953413,-0.014935923004337501
REJECTION:h4-liquidity-SOLUSDT-00000123,SOLUSDT:H4_SWEEP:SOLUSDT:1763380800000000000:PREVIOUS_H4_LOW:122,SOLUSDT,1,1763385660000000000,1763385600000000000,141.04,140.73000000000002,141.8,2.4516129032260756,140.86,5.584962500721156,PREVIOUS_H4:1763380800000000000:PREVIOUS_H4_LOW:SNAP:1763385600000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,140.85500000000002,140.865,141.04,140.86,AUCTION_REJECTION,0.11940298507460027,-0.060407376776624916,0.19999999999994317,0.5652173913042295,-2.0895522388059713,-0.09742339696874613,-0.3804347826087042,-0.28682170542638397,-2.149253731343229,-0.05410119948578567,-0.1258741258741257,-0.5445544554455607,-2.447761194029857,-0.07522596431184128,-0.04137235116044492,-0.5740740740740924,0.0,0.0,1.0,0.7500000000000444,0.2499999999999556,0.5688369493596486,0.662819228533876,0.3937991646130995,-0.04106638793137717,1.4182385477234938,-0.0007043398264627854,1.50147424767936,0.045215591813584366,-2.1360918107932196,-2.7619172122984956,0.04653957198724834,0.6126634809552667,0.0,1.0,-1.5230769230768872,0.2876820724517809,0.0,0.6931471805599453,0.0,-0.012390022479330937,1.0669124341631406,0.0,0.0,0.0,0.5373134328357436,0.9253731343282582,21.979580260917036,0.5453612903226265,2.4516129032260756,2.2686567164179143,0.0,1.0,1.0,1.0,1.0,4.406719247264253,0.0,0.02985074626862886,-2.1826313827804675,-0.1676524227188454,0.07960647954966595,0.05687911760063351,0.5156889254049978,0.0,-0.385429374395677,0.18631240803159838,0.3916802213143096,0.11943685826187006,0.256902356087838,0.011992488660527852,0.04069916329735375,0.26685599037413743,0.1506295959695448,0.07949212191907787,0.20069232930104985,-0.30548328101801786,-0.04179824399869904,0.3815581721068737,-2.113338927959306,0.028954956456547908,-0.06452066858608697,-0.0329027283826593,59.3074375798075,-2.2024017760945105,0.058615345886687514,-0.07545070638716145,0.02134950690137572,76.42736523660432,-1.3152070343258604,-3.1614,0.11720000000000003,1.3433735865284882,1.3417244481108572,1763385960000000000,-0.9714011418062047,0,0,5.0,False,2025-11,0.2886737968522716,-0.010522560076387176
REJECTION:h4-liquidity-ETHUSDT-00000124,ETHUSDT:H4_SWEEP:ETHUSDT:1763395200000000000:PREVIOUS_H4_LOW:123,ETHUSDT,1,1763397660000000000,1763397600000000000,3109.38,3084.6899999999996,3136.12,1.0830295666261334,3093.43,5.584962500721156,PREVIOUS_H4:1763395200000000000:PREVIOUS_H4_LOW:SNAP:1763397600000000000,ObjectKind.HORIZONTAL_RESISTANCE,3093.4249999999997,3093.435,3111.15,3097.84,AUCTION_REJECTION,0.9243697478991727,0.16500542373095634,1.0,0.8273170731707336,2.013553808620247,0.16430163606046144,0.5290598290598283,0.9094629156010237,-0.5123339658443942,-0.0409169974281041,-0.03806646525679657,0.2747491185245494,-4.314448359989168,-0.030231693781885626,-0.07855408366730511,-0.3641774891774878,0.0,0.0,1.0,0.6819047619047913,-0.019047619047645032,0.7912499450096204,0.8040803580570316,0.29760662775540747,-0.017507815325840018,-1.7504644591648244,-3.4646414231365164,-0.4578635893463051,0.8911622863699131,1.8384600726269518,-0.6984112073446347,0.17509373599329536,0.18607724150024052,0.0,0.0,-1.0208859723524248,0.1541506798272583,0.0,0.6931471805599453,-0.23908918406073865,0.16907669007611678,1.1492614831461148,0.09988713318284179,0.0,0.0,0.8647329899701994,1.338574139333185,79.40489743936254,0.1505241798298875,1.0830295666261334,1.4497153700189684,0.0,1.0,1.0,1.0,1.495043734870202,3.7376696182833684,0.0,0.0005421523448207272,1.6633663366336564,0.09499163938320704,0.01513863233457895,0.0627408321246913,0.3303622171514834,0.16863875078231966,0.22140027399779255,0.19131551531784793,-0.4163643947585859,-0.03956783169303774,0.9449963449193066,0.01165178825239476,0.018652770702283303,0.32297550363877925,0.13500416489119704,-0.11756434138643916,0.18071260464497402,-0.06675588052781121,-0.007183841042695752,0.7173805539200069,2.0400238467704566,-0.014347963178582224,0.14082966834251587,0.02347196771794552,17.081092224309202,-0.5366936496712209,0.025136650404328588,0.02286380038137158,-0.06378079780947567,-42.589207756851266,-1.8044160986518953,-3.1871,2.5289999999999995,0.5471934208944912,0.6761377801405178,1763398380000000000,0.844331639272081,1,1,12.0,False,2025-11,0.3952821354045257,-0.008531456782734372
REJECTION:h4-liquidity-BTCUSDT-00000120,BTCUSDT:H4_SWEEP:BTCUSDT:1763409600000000000:PREVIOUS_H4_LOW:119,BTCUSDT,1,1763409960000000000,1763409900000000000,91688.0,91249.9,92438.9,1.713992239214755,91550.2,5.584962500721156,PREVIOUS_H4:1763409600000000000:PREVIOUS_H4_LOW:SNAP:1763409900000000000,ObjectKind.HORIZONTAL_RESISTANCE,91550.15,91550.25,91830.2,91260.8,AUCTION_REJECTION,0.9539270253555925,0.088408998514632,0.5653289353124307,0.5098241985522309,-0.5773036487322085,-0.07850617711427617,-0.13108193498560466,0.28615474966964105,-2.0556586270871984,-0.04563889176254707,-0.14658023548088409,-0.34080818722251194,-5.688620902906583,-0.06976569901294026,-0.10574750964241227,-0.7208413001912046,0.0,0.0,1.0,0.3672383205203967,-0.20816085156710462,1.0673295996244287,1.2558958114319707,0.23651913684009526,0.5059326372347612,-5.523337336357237,-5.523337336357237,-4.189452428372587,0.5947017415271407,-0.22692342930437848,-1.5792696427616955,-0.35038021942783004,-0.4763889843255029,-1.0,1.0,0.0,0.02061928720273568,0.0,0.6931471805599453,0.8948670377241585,0.34859734947343146,1.3923143143580328,0.5078571428571325,0.0,0.0,0.4260977118120046,1.354669140383438,47.781607189600145,0.2505426614928065,1.713992239214755,2.3218923933209363,0.0,1.0,1.0,1.0,8.624502061344472,1.9459101490553132,0.0,0.00030921459494687793,0.12345679012345159,-0.001399048878519622,0.042643939956692675,0.011570385395500376,0.06886198796317179,0.5388059189657344,-0.05788666400521045,0.08160525368221,0.2708992081950517,-0.20794878569228492,0.7562821542399653,0.01714668137639849,0.020731639014337146,0.1399806616083629,0.2949209450183975,-0.16798702597631643,0.23485668761218204,0.006401220242045003,-0.015391632834480569,0.8538711146545944,-0.550446483398575,-0.026270193760498453,-0.06191117796076593,-0.016594999153510474,-0.23781354109075892,-2.0536845796803487,0.005442581336847659,-0.15198341268192728,0.10634452091938024,150.35949320674646,-6.638392112670033,-3.845,-0.12550000000000006,1.0580691778398759,0.8217718671773451,1763426820000000000,-1.0000859231507717,0,0,281.0,False,2025-11,0.4948896849621309,0.0023479580841708845
