client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,order_side,order_type,last_qty,last_px,currency,liquidity_side,event_id,ts_event,ts_init,reconciliation,info,position_id,commission,causation_id
O-20260105-003500-001-140724825183112-1,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,BINANCE-1-1,BINANCE-001,T-d76359f754f6e8e7-1113,BUY,MARKET,7.958,91816.7,USDT,TAKER,ec6b213a-6cfa-442d-88ec-1ec6263c9224,2026-01-05 00:35:00+00:00,2026-01-05 00:35:00+00:00,False,{},P-20260105-003500-001-140724825183112-1,438.40637916 USDT,
O-20260105-003500-001-140724825183112-3,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,BINANCE-1-3,BINANCE-001,T-dd42571bdb0551e9-1694,SELL,LIMIT,7.958,92799.7,USDT,MAKER,4837c744-1cf5-4901-88c2-6218102a9b2d,2026-01-05 01:07:20+00:00,2026-01-05 01:07:20+00:00,False,{},P-20260105-003500-001-140724825183112-1,443.10000756 USDT,
O-20260105-083500-001-140724825183112-4,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-1,BINANCE-001,T-656893744c7699b4-9036,BUY,MARKET,608360.2,2.1451,USDT,TAKER,3d7b6a69-a65a-4316-8e49-924469f686d8,2026-01-05 08:35:00+00:00,2026-01-05 08:35:00+00:00,False,{},P-20260105-083500-001-140724825183112-2,782.99607901 USDT,
O-20260105-083510-001-140724825183112-7,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-4,BINANCE-001,T-3d566ba2eb9ab72d-9037,SELL,MARKET,608360.2,2.1447,USDT,TAKER,716309ab-af5a-4422-8230-cbaa76ffb61c,2026-01-05 08:35:10+00:00,2026-01-05 08:35:10+00:00,False,{},P-20260105-083500-001-140724825183112-2,782.85007256 USDT,
O-20260105-150500-001-140724825183112-8,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BINANCE-2-1,BINANCE-001,T-cce29423f56a47ef-15379,BUY,MARKET,188.477,3162.06,USDT,TAKER,1a7b25c4-e6b1-4719-86cf-bb8307903894,2026-01-05 15:05:00+00:00,2026-01-05 15:05:00+00:00,False,{},P-20260105-150500-001-140724825183112-3,357.58534957 USDT,
O-20260105-150500-001-140724825183112-9,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BINANCE-2-2,BINANCE-001,T-deed98a0c46a0fa7-15419,SELL,STOP_MARKET,188.477,3153.47,USDT,TAKER,95d950d2-97a9-4dda-9309-a1a1b52e6a0f,2026-01-05 15:06:50+00:00,2026-01-05 15:06:50+00:00,False,{},P-20260105-150500-001-140724825183112-3,356.61393911 USDT,
O-20260106-003500-001-140724825183112-11,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-5,BINANCE-001,T-ba7864c3ae265026-25827,BUY,MARKET,300501.6,2.3443,USDT,TAKER,3014fbfc-a999-444b-adc0-e54210ad8642,2026-01-06 00:35:00+00:00,2026-01-06 00:35:00+00:00,False,{},P-20260106-003500-001-140724825183112-4,422.67954053 USDT,
O-20260106-003510-001-140724825183112-14,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-8,BINANCE-001,T-863073181935ce0c-25828,SELL,MARKET,300501.6,2.3439,USDT,TAKER,dc6b8d63-7b57-4449-b247-8d05e2a2415c,2026-01-06 00:35:10+00:00,2026-01-06 00:35:10+00:00,False,{},P-20260106-003500-001-140724825183112-4,422.60742014 USDT,
O-20260106-083500-001-140724825183112-15,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BINANCE-2-4,BINANCE-001,T-180b4f61e609f74c-32828,BUY,MARKET,321.655,3216.89,USDT,TAKER,0b4f67b4-ac1f-4ee5-8507-338886fe2a71,2026-01-06 08:35:00+00:00,2026-01-06 08:35:00+00:00,False,{},P-20260106-083500-001-140724825183112-5,620.83725177 USDT,
O-20260106-083500-001-140724825183112-17,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BINANCE-2-6,BINANCE-001,T-7de1de5878de49f5-35962,SELL,LIMIT,321.655,3244.48,USDT,MAKER,a2d4d62b-7860-47c7-8a43-d60e366e6f36,2026-01-06 12:07:00+00:00,2026-01-06 12:07:00+00:00,False,{},P-20260106-083500-001-140724825183112-5,626.16192864 USDT,
O-20260106-150500-001-140724825183112-18,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-9,BINANCE-001,T-7f001cda1aea228f-40948,BUY,MARKET,232890.9,2.3794,USDT,TAKER,f5114e61-df87-4f61-9ca8-cf1522b37cdc,2026-01-06 15:05:00+00:00,2026-01-06 15:05:00+00:00,False,{},P-20260106-150500-001-140724825183112-6,332.48436448 USDT,
