client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,order_side,order_type,last_qty,last_px,currency,liquidity_side,event_id,ts_event,ts_init,reconciliation,info,position_id,commission,causation_id
O-20260106-150510-001-140724825183112-21,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-12,BINANCE-001,T-b69427361afcf4ac-40949,SELL,MARKET,232890.9,2.3790,USDT,TAKER,6b323589-fac6-4edc-beb3-0ca631658574,2026-01-06 15:05:10+00:00,2026-01-06 15:05:10+00:00,False,{},P-20260106-150500-001-140724825183112-6,332.42847066 USDT,
O-20260107-150500-001-140724825183112-22,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BINANCE-2-7,BINANCE-001,T-1b77df89804bf8ac-62841,SELL,MARKET,82.442,3168.37,USDT,TAKER,b3068f84-86af-4982-8fd0-edfb43e121c0,2026-01-07 15:05:00+00:00,2026-01-07 15:05:00+00:00,False,{},P-20260107-150500-001-140724825183112-7,156.72405572 USDT,
O-20260107-190500-001-140724825183112-25,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BINANCE-2-10,BINANCE-001,T-6ce721924656b915-67070,BUY,MARKET,82.442,3154.10,USDT,TAKER,ce3c7300-2854-44c5-90b4-101e505dbbbf,2026-01-07 19:05:00+00:00,2026-01-07 19:05:00+00:00,False,{},P-20260107-150500-001-140724825183112-7,156.01818732 USDT,
O-20260108-003500-001-140724825183112-26,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-13,BINANCE-001,T-29785862c25b194f-74398,SELL,MARKET,341534.5,2.1514,USDT,TAKER,4b880f14-976f-4576-b603-f9fe379f5414,2026-01-08 00:35:00+00:00,2026-01-08 00:35:00+00:00,False,{},P-20260108-003500-001-140724825183112-8,440.86639398 USDT,
O-20260108-003500-001-140724825183112-27,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BINANCE-4-14,BINANCE-001,T-5b71f9c459a627b1-74538,BUY,STOP_MARKET,341534.5,2.1554,USDT,TAKER,fd883e1a-9ec9-448f-803a-d16201608750,2026-01-08 00:43:20+00:00,2026-01-08 00:43:20+00:00,False,{},P-20260108-003500-001-140724825183112-8,441.68607678 USDT,
O-20260108-150500-001-140724825183112-29,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,BINANCE-1-4,BINANCE-001,T-1ac25abf05302773-80854,SELL,MARKET,8.251,89851.2,USDT,TAKER,a37e71ee-347f-47dc-822b-d10a5a01e7db,2026-01-08 15:05:00+00:00,2026-01-08 15:05:00+00:00,False,{},P-20260108-150500-001-140724825183112-9,444.81735072 USDT,
O-20260108-150500-001-140724825183112-30,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,BINANCE-1-5,BINANCE-001,T-c1269183c3ef90e3-80868,BUY,STOP_MARKET,8.251,90027.8,USDT,TAKER,6b51b0aa-15b2-43f2-8b3e-26289f73cf4c,2026-01-08 15:05:40+00:00,2026-01-08 15:05:40+00:00,False,{},P-20260108-150500-001-140724825183112-9,445.69162668 USDT,
O-20260109-083500-001-140724825183112-32,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-1,BINANCE-001,T-65ccb1bbb7a18f9f-99327,BUY,MARKET,4754.6,138.632,USDT,TAKER,af6e3e8a-f9f7-453b-824d-6b181e08a2ef,2026-01-09 08:35:00+00:00,2026-01-09 08:35:00+00:00,False,{},P-20260109-083500-001-140724825183112-10,395.48382432 USDT,
O-20260109-083500-001-140724825183112-33,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-2,BINANCE-001,T-780410f882d0da9a-99381,SELL,STOP_MARKET,4754.6,138.308,USDT,TAKER,e2b9f66c-5432-43a2-9585-7ff2eb02c3bb,2026-01-09 08:38:10+00:00,2026-01-09 08:38:10+00:00,False,{},P-20260109-083500-001-140724825183112-10,394.55953008 USDT,
O-20260110-003500-001-140724825183112-35,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-4,BINANCE-001,T-3a56223bd1c6aaca-114322,SELL,MARKET,7469.0,135.948,USDT,TAKER,f891cc40-5a04-44a5-b294-8954d69eb5ab,2026-01-10 00:35:00+00:00,2026-01-10 00:35:00+00:00,False,{},P-20260110-003500-001-140724825183112-11,609.23736720 USDT,
O-20260110-003500-001-140724825183112-36,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-5,BINANCE-001,T-21180e85c658f15a-114407,BUY,STOP_MARKET,7469.0,136.062,USDT,TAKER,a8a28b25-5712-40e8-9da8-cb666db7d8cb,2026-01-10 00:41:30+00:00,2026-01-10 00:41:30+00:00,False,{},P-20260110-003500-001-140724825183112-11,609.74824680 USDT,
O-20260110-150500-001-140724825183112-38,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-7,BINANCE-001,T-70a2199430d1d7fc-125563,SELL,MARKET,11116.3,136.208,USDT,TAKER,c489294e-2677-4cf8-bb5a-06dc86aa5b8c,2026-01-10 15:05:00+00:00,2026-01-10 15:05:00+00:00,False,{},P-20260110-150500-001-140724825183112-12,908.47739424 USDT,
O-20260110-150500-001-140724825183112-39,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-8,BINANCE-001,T-f4c650b09776e47f-125620,BUY,STOP_MARKET,11116.3,136.262,USDT,TAKER,74f4dbe0-1bc2-421c-9ad6-600b3b8faa55,2026-01-10 15:10:00+00:00,2026-01-10 15:10:00+00:00,False,{},P-20260110-150500-001-140724825183112-12,908.83756236 USDT,
O-20260111-031000-001-140724825183112-41,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-10,BINANCE-001,T-a1cf306ada87cdbf-134565,BUY,MARKET,9286.7,135.862,USDT,TAKER,f2445d34-c881-4529-8bcd-8f6cb1161414,2026-01-11 03:10:00+00:00,2026-01-11 03:10:00+00:00,False,{},P-20260111-031000-001-140724825183112-13,757.02578124 USDT,
O-20260111-031010-001-140724825183112-44,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-13,BINANCE-001,T-525967992ce1ed6a-134566,SELL,MARKET,9286.7,135.858,USDT,TAKER,a504ed69-862b-4caa-97fe-79eeca17fa9c,2026-01-11 03:10:10+00:00,2026-01-11 03:10:10+00:00,False,{},P-20260111-031000-001-140724825183112-13,757.00349316 USDT,
O-20260111-150500-001-140724825183112-45,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-14,BINANCE-001,T-610d748758c2ddcd-143736,BUY,MARKET,5816.9,138.702,USDT,TAKER,fc95800f-17de-4173-aa4b-df54aa6a552d,2026-01-11 15:05:00+00:00,2026-01-11 15:05:00+00:00,False,{},P-20260111-150500-001-140724825183112-14,484.08939828 USDT,
O-20260111-150500-001-140724825183112-46,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BINANCE-3-15,BINANCE-001,T-e2738af633c462ec-143740,SELL,STOP_MARKET,5816.9,138.328,USDT,TAKER,a820a92e-b224-4872-af42-d129f79e7f97,2026-01-11 15:05:10+00:00,2026-01-11 15:05:10+00:00,False,{},P-20260111-150500-001-140724825183112-14,482.78408592 USDT,
